 time                   v(gate)                v(gfet,source)         i(vfet)                i(Lload)               v(dfet,source)         i(vig)                 v(fault_n)             v(tripped)            
 0.000000000000000e+00  4.236601441068300e-06  6.192246926167017e-06  5.790570822838959e-07  5.771588593717070e-07  4.999999261422895e+00 -8.967154616732152e-08  2.999998206992410e+00  4.463854539141176e-07 
 1.000000000000000e-11  4.236605614830108e-06  6.192253895292864e-06  5.790552144446792e-07  5.771588593391809e-07  4.999999261423204e+00 -8.967167399766274e-08  2.999998206992410e+00  4.463854394145725e-07 
 2.000000000000000e-11  4.236607523973546e-06  6.192256440381755e-06  5.790554773454915e-07  5.771588592881150e-07  4.999999261423391e+00 -8.967170284069313e-08  2.999998206992410e+00  4.463854305187750e-07 
 4.000000000000000e-11  4.236605366770707e-06  6.192252681435176e-06  5.790605577260521e-07  5.771588594126898e-07  4.999999261422303e+00 -8.967162792188933e-08  2.999998206992411e+00  4.463854289632532e-07 
 8.000000000000001e-11  4.236609814518200e-06  6.192259675726514e-06  5.790578221365195e-07  5.771588597568156e-07  4.999999261422047e+00 -8.967174450029425e-08  2.999998206992413e+00  4.463854140100470e-07 
 1.600000000000000e-10  4.236608651355162e-06  6.192257703842799e-06  5.790592387810989e-07  5.771588622218576e-07  4.999999261419875e+00 -8.967170535495797e-08  2.999998206992414e+00  4.463854159698568e-07 
 3.200000000000000e-10  4.236611669135006e-06  6.192262174083963e-06  5.790553241347141e-07  5.771588611827583e-07  4.999999261423550e+00 -8.967177397292084e-08  2.999998206992415e+00  4.463854357001281e-07 
 6.400000000000001e-10  4.236610703912165e-06  6.192260658235933e-06  5.790572088493207e-07  5.771588611723499e-07  4.999999261422908e+00 -8.967174875741408e-08  2.999998206992413e+00  4.463854491332693e-07 
 1.280000000000000e-09  4.236610363426126e-06  6.192260174132781e-06  5.790572031871832e-07  5.771588681008355e-07  4.999999261421843e+00 -8.967174093337752e-08  2.999998206992414e+00  4.463854542765705e-07 
 2.280000000000000e-09  4.236609958658670e-06  6.192259627438291e-06  5.790573265329613e-07  5.771589038153224e-07  4.999999261419365e+00 -8.967173193674921e-08  2.999998206992413e+00  4.463854524228589e-07 
 3.280000000000000e-09  4.236609953724957e-06  6.192259611390374e-06  5.790573162633983e-07  5.771589566064272e-07  4.999999261417582e+00 -8.967173187676572e-08  2.999998206992413e+00  4.463854534873270e-07 
 4.280000000000000e-09  4.236610822991844e-06  6.192260726804075e-06  5.790568952113162e-07  5.771589727462945e-07  4.999999261421051e+00 -8.967175104405067e-08  2.999998206992413e+00  4.463854548616606e-07 
 5.280000000000000e-09  4.236610115221380e-06  6.192259684727821e-06  5.790571051544902e-07  5.771589777284203e-07  4.999999261422174e+00 -8.967173525524811e-08  2.999998206992413e+00  4.463854532767724e-07 
 6.280000000000000e-09  4.236609670616456e-06  6.192259097334701e-06  5.790572072394973e-07  5.771589837305635e-07  4.999999261422134e+00 -8.967172557915030e-08  2.999998206992413e+00  4.463854542482184e-07 
 7.280000000000000e-09  4.236609682158859e-06  6.192259135080746e-06  5.790572030761609e-07  5.771589888306505e-07  4.999999261422237e+00 -8.967172593753333e-08  2.999998206992413e+00  4.463854537035137e-07 
 8.280000000000000e-09  4.236609909151171e-06  6.192259427024432e-06  5.790570760111358e-07  5.771589797406995e-07  4.999999261423621e+00 -8.967173095513967e-08  2.999998206992413e+00  4.463854534034082e-07 
 9.280000000000001e-09  4.236610070844705e-06  6.192259605859694e-06  5.790569048702565e-07  5.771589433531399e-07  4.999999261426336e+00 -8.967173447088205e-08  2.999998206992413e+00  4.463854551548267e-07 
 1.028000000000000e-08  4.236608454172590e-06  6.192257419405773e-06  5.790575509645457e-07  5.771589556835544e-07  4.999999261421664e+00 -8.967169878911093e-08  2.999998206992413e+00  4.463854538884784e-07 
 1.128000000000000e-08  4.236609008431816e-06  6.192258236343663e-06  5.790573260333609e-07  5.771589825023793e-07  4.999999261420169e+00 -8.967171133872397e-08  2.999998206992413e+00  4.463854535573672e-07 
 1.228000000000000e-08  4.236609540970421e-06  6.192258898509791e-06  5.790570961061725e-07  5.771589950687162e-07  4.999999261421451e+00 -8.967172300118858e-08  2.999998206992413e+00  4.463854536670878e-07 
 1.328000000000000e-08  4.236607804129583e-06  6.192256499952882e-06  5.790577863318269e-07  5.771590687389527e-07  4.999999261415431e+00 -8.967168458820377e-08  2.999998206992413e+00  4.463854552307249e-07 
 1.428000000000000e-08  4.236609821240718e-06  6.192259241448973e-06  5.790568599062240e-07  5.771590875849886e-07  4.999999261420629e+00 -8.967172941700915e-08  2.999998206992413e+00  4.463854529187690e-07 
 1.528000000000001e-08  4.236608231516276e-06  6.192256980107784e-06  5.790575116071395e-07  5.771591292946798e-07  4.999999261418399e+00 -8.967169397349145e-08  2.999998206992413e+00  4.463854544260298e-07 
 1.628000000000000e-08  4.236609323396194e-06  6.192258479396569e-06  5.790569718167049e-07  5.771591241113261e-07  4.999999261422966e+00 -8.967171835142494e-08  2.999998206992414e+00  4.463854538355736e-07 
 1.728000000000000e-08  4.236608275633050e-06  6.192257019993366e-06  5.790573837649582e-07  5.771591271019894e-07  4.999999261422245e+00 -8.967169504159322e-08  2.999998206992413e+00  4.463854532741730e-07 
 1.828000000000000e-08  4.236609709246755e-06  6.192258976146775e-06  5.790566869889879e-07  5.771590607384081e-07  4.999999261429086e+00 -8.967172685213918e-08  2.999998206992413e+00  4.463854541942265e-07 
 1.928000000000000e-08  4.236608505031868e-06  6.192257296727418e-06  5.790571460662086e-07  5.771589905237406e-07  4.999999261429675e+00 -8.967170001593990e-08  2.999998206992413e+00  4.463854543852597e-07 
 2.028000000000000e-08  4.236608308452086e-06  6.192257101143736e-06  5.790571374064690e-07  5.771589232164698e-07  4.999999261429559e+00 -8.967169591158415e-08  2.999998206992413e+00  4.463854535721087e-07 
 2.128000000000000e-08  4.236607911233302e-06  6.192256605036133e-06  5.790573058828130e-07  5.771588842545805e-07  4.999999261426866e+00 -8.967168721633694e-08  2.999998206992413e+00  4.463854542690367e-07 
 2.228000000000000e-08  4.236608252323101e-06  6.192257074145554e-06  5.790571195873895e-07  5.771588542577422e-07  4.999999261425968e+00 -8.967169482231334e-08  2.999998206992413e+00  4.463854541306930e-07 
 2.328000000000000e-08  4.236608919478756e-06  6.192257912805488e-06  5.790567438879179e-07  5.771587932162925e-07  4.999999261428997e+00 -8.967170947481781e-08  2.999998206992413e+00  4.463854538505350e-07 
 2.428000000000000e-08  4.236606863846242e-06  6.192255092243539e-06  5.790575090536265e-07  5.771587952840829e-07  4.999999261422920e+00 -8.967166400196923e-08  2.999998206992412e+00  4.463854541059738e-07 
 2.528000000000000e-08  4.236607281083347e-06  6.192255736082323e-06  5.790573075481475e-07  5.771588280009676e-07  4.999999261419828e+00 -8.967167362271852e-08  2.999998206992411e+00  4.463854534350694e-07 
 2.627999999999999e-08  4.236607489967714e-06  6.192255974652193e-06  5.790572580322007e-07  5.771588786271376e-07  4.999999261417904e+00 -8.967167817669291e-08  2.999998206992412e+00  4.463854544203882e-07 
 2.727999999999999e-08  4.236608454368847e-06  6.192257187947944e-06  5.790567298991078e-07  5.771588847472420e-07  4.999999261422129e+00 -8.967169939721282e-08  2.999998206992412e+00  4.463854539411712e-07 
 2.827999999999999e-08  4.236607118476442e-06  6.192255299035708e-06  5.790572109587444e-07  5.771589021430490e-07  4.999999261421079e+00 -8.967166973609768e-08  2.999998206992411e+00  4.463854532340549e-07 
 2.927999999999999e-08  4.236607254238661e-06  6.192255529576868e-06  5.790570737351786e-07  5.771589145497913e-07  4.999999261421586e+00 -8.967167298634606e-08  2.999998206992412e+00  4.463854548146072e-07 
 3.027999999999999e-08  4.236607276935670e-06  6.192255560992269e-06  5.790571171448988e-07  5.771589236674979e-07  4.999999261421901e+00 -8.967167348155540e-08  2.999998206992412e+00  4.463854535931447e-07 
 3.127999999999999e-08  4.236607319708244e-06  6.192255605556751e-06  5.790570848929200e-07  5.771589249303766e-07  4.999999261422666e+00 -8.967167442624786e-08  2.999998206992411e+00  4.463854536820491e-07 
 3.228000000000000e-08  4.236607276218158e-06  6.192255529640918e-06  5.790570390407090e-07  5.771589170477931e-07  4.999999261423580e+00 -8.967167345087248e-08  2.999998206992412e+00  4.463854544227752e-07 
 3.328000000000000e-08  4.236607098392476e-06  6.192255281911540e-06  5.790570878905221e-07  5.771589056888238e-07  4.999999261423958e+00 -8.967166954316390e-08  2.999998206992412e+00  4.463854532880481e-07 
 3.428000000000000e-08  4.236606913822433e-06  6.192255037024369e-06  5.790571188657445e-07  5.771588977715458e-07  4.999999261423651e+00 -8.967166550982340e-08  2.999998206992412e+00  4.463854543971891e-07 
 3.528000000000000e-08  4.236607025623021e-06  6.192255188172198e-06  5.790570447583576e-07  5.771588855105203e-07  4.999999261424085e+00 -8.967166801519778e-08  2.999998206992412e+00  4.463854542430150e-07 
 3.628000000000000e-08  4.236606998400755e-06  6.192255132741573e-06  5.790570298813691e-07  5.771588675596018e-07  4.999999261424662e+00 -8.967166739988594e-08  2.999998206992412e+00  4.463854533687131e-07 
 3.728000000000001e-08  4.236607585981926e-06  6.192255900531011e-06  5.790566631191929e-07  5.771588104178105e-07  4.999999261428548e+00 -8.967168035967977e-08  2.999998206992412e+00  4.463854544702627e-07 
 3.828000000000001e-08  4.236605806232284e-06  6.192253484577804e-06  5.790573999187032e-07  5.771588020286877e-07  4.999999261423913e+00 -8.967164099460282e-08  2.999998206992411e+00  4.463854539825900e-07 
 3.928000000000001e-08  4.236608030188335e-06  6.192256544823780e-06  5.790563702978702e-07  5.771587260200439e-07  4.999999261430520e+00 -8.967169038903776e-08  2.999998206992412e+00  4.463854534734491e-07 
 4.028000000000001e-08  4.236605071919834e-06  6.192252480442257e-06  5.790576473319042e-07  5.771587371153353e-07  4.999999261422134e+00 -8.967162473278996e-08  2.999998206992412e+00  4.463854535374145e-07 
 4.128000000000002e-08  4.236606165920719e-06  6.192254077938966e-06  5.790571457331417e-07  5.771587670219680e-07  4.999999261420175e+00 -8.967164942890967e-08  2.999998206992412e+00  4.463854539979827e-07 
 4.228000000000002e-08  4.236606536315738e-06  6.192254506405676e-06  5.790570538066753e-07  5.771587995584415e-07  4.999999261419753e+00 -8.967165742639147e-08  2.999998206992412e+00  4.463854548607941e-07 
 4.328000000000002e-08  4.236605142192311e-06  6.192252565089641e-06  5.790575815511900e-07  5.771588903399905e-07  4.999999261413947e+00 -8.967162659680454e-08  2.999998206992412e+00  4.463854540233557e-07 
 4.428000000000002e-08  4.236605140632179e-06  6.192252593274101e-06  5.790576290132243e-07  5.771590243786040e-07  4.999999261409478e+00 -8.967162684061451e-08  2.999998206992412e+00  4.463854535571480e-07 
 4.528000000000003e-08  4.236605517653847e-06  6.192253061193754e-06  5.790575771102979e-07  5.771591747652516e-07  4.999999261407562e+00 -8.967163518368575e-08  2.999998206992411e+00  4.463854541931388e-07 
 4.628000000000003e-08  4.236604867918831e-06  6.192252115017070e-06  5.790579174491661e-07  5.771593606512804e-07  4.999999261403801e+00 -8.967162078431538e-08  2.999998206992412e+00  4.463854536805304e-07 
 4.728000000000003e-08  4.236606454224041e-06  6.192254208969766e-06  5.790572739083899e-07  5.771594870848662e-07  4.999999261409323e+00 -8.967165588663465e-08  2.999998206992412e+00  4.463854539565684e-07 
 4.828000000000003e-08  4.236605341994427e-06  6.192252601813133e-06  5.790577917719197e-07  5.771596047129957e-07  4.999999261410109e+00 -8.967163104534027e-08  2.999998206992412e+00  4.463854541675549e-07 
 4.928000000000003e-08  4.236604534352863e-06  6.192251568061378e-06  5.790581873443834e-07  5.771597462247979e-07  4.999999261407704e+00 -8.967161344288432e-08  2.999998206992412e+00  4.463854537143585e-07 
 5.028000000000004e-08  4.236604979677721e-06  6.192252231052422e-06  5.790582063847083e-07  5.771598936624156e-07  4.999999261406925e+00 -8.967162343871335e-08  2.999998206992411e+00  4.463854539192720e-07 
