 time                   v(gate_core)           v(xreceiver.sense)     v(padres)              v(gate)               
 2.774680255096279e-06  1.177143073185618e+00  7.420007981803247e-03  3.261263457835354e+00  2.931536157511591e+00 
 2.775680255096279e-06  1.177143073183465e+00  7.420008315122514e-03  3.261283743672208e+00  2.931727760262870e+00 
 2.776680255096279e-06  1.177143073181169e+00  7.420008648084433e-03  3.261304007149368e+00  2.931919153291702e+00 
 2.777680255096279e-06  1.177143073178967e+00  7.420008980692792e-03  3.261324248291669e+00  2.932110336827904e+00 
 2.778680255096280e-06  1.177143073176698e+00  7.420009312942561e-03  3.261344467123839e+00  2.932301311100093e+00 
 2.779680255096280e-06  1.177143073174456e+00  7.420009644835550e-03  3.261364663670573e+00  2.932492076336749e+00 
 2.780680255096280e-06  1.177143073172140e+00  7.420009976373437e-03  3.261384837956574e+00  2.932682632766217e+00 
 2.781680255096280e-06  1.177143073169965e+00  7.420010307558250e-03  3.261404990006568e+00  2.932872980617350e+00 
 2.782680255096280e-06  1.177143073167726e+00  7.420010638381745e-03  3.261425119845101e+00  2.933063120117076e+00 
 2.783680255096280e-06  1.177143073165549e+00  7.420010968855837e-03  3.261445227496875e+00  2.933253051493915e+00 
 2.784680255096280e-06  1.177143073163344e+00  7.420011298970170e-03  3.261465312986390e+00  2.933442774974554e+00 
 2.785680255096280e-06  1.177143073161097e+00  7.420011628732894e-03  3.261485376338233e+00  2.933632290786423e+00 
 2.786680255096280e-06  1.177143073158859e+00  7.420011958145359e-03  3.261505417576982e+00  2.933821599156896e+00 
 2.787680255096280e-06  1.177143073156687e+00  7.420012287199221e-03  3.261525436727058e+00  2.934010700311859e+00 
 2.788680255096280e-06  1.177143073154411e+00  7.420012615903833e-03  3.261545433812998e+00  2.934199594478330e+00 
 2.789680255096280e-06  1.177143073152160e+00  7.420012944254223e-03  3.261565408859194e+00  2.934388281881998e+00 
 2.790680255096280e-06  1.177143073149968e+00  7.420013272253234e-03  3.261585361890111e+00  2.934576762749196e+00 
 2.791680255096280e-06  1.177143073147678e+00  7.420013599899839e-03  3.261605292930108e+00  2.934765037305329e+00 
 2.792680255096281e-06  1.177143073145578e+00  7.420013927195216e-03  3.261625202003583e+00  2.934953105776140e+00 
 2.793680255096281e-06  1.177143073143387e+00  7.420014254136399e-03  3.261645089134838e+00  2.935140968386461e+00 
 2.794680255096281e-06  1.177143073141123e+00  7.420014580730619e-03  3.261664954348205e+00  2.935328625361447e+00 
 2.795680255096281e-06  1.177143073139060e+00  7.420014906970657e-03  3.261684797667940e+00  2.935516076925583e+00 
 2.796680255096281e-06  1.177143073136804e+00  7.420015232863580e-03  3.261704619118352e+00  2.935703323303832e+00 
 2.797680255096281e-06  1.177143073134598e+00  7.420015558405556e-03  3.261724418723596e+00  2.935890364719657e+00 
 2.798680255096281e-06  1.177143073132425e+00  7.420015883599407e-03  3.261744196507931e+00  2.936077201397614e+00 
 2.799680255096281e-06  1.177143073130137e+00  7.420016208445099e-03  3.261763952495515e+00  2.936263833561295e+00 
 2.800680255096281e-06  1.177143073128036e+00  7.420016532941958e-03  3.261783686710503e+00  2.936450261434196e+00 
 2.801680255096281e-06  1.177143073125845e+00  7.420016857086275e-03  3.261803399176968e+00  2.936636485239127e+00 
 2.802680255096281e-06  1.177143073123630e+00  7.420017180887083e-03  3.261823089919051e+00  2.936822505199562e+00 
 2.803680255096281e-06  1.177143073121475e+00  7.420017504340618e-03  3.261842758960823e+00  2.937008321538282e+00 
 2.804680255096281e-06  1.177143073119324e+00  7.420017827443775e-03  3.261862406326288e+00  2.937193934477464e+00 
 2.805680255096282e-06  1.177143073117109e+00  7.420018150201833e-03  3.261882032039467e+00  2.937379344239479e+00 
 2.806680255096282e-06  1.177143073115068e+00  7.420018472614112e-03  3.261901636124385e+00  2.937564551046681e+00 
 2.807680255096282e-06  1.177143073112853e+00  7.420018794676685e-03  3.261921218604932e+00  2.937749555120242e+00 
 2.808680255096282e-06  1.177143073110616e+00  7.420019116399351e-03  3.261940779505101e+00  2.937934356682270e+00 
 2.809680255096282e-06  1.177143073108495e+00  7.420019437773936e-03  3.261960318848752e+00  2.938118955953613e+00 
 2.810680255096282e-06  1.177143073106251e+00  7.420019758804680e-03  3.261979836659797e+00  2.938303353155689e+00 
 2.811680255096282e-06  1.177143073104167e+00  7.420020079490408e-03  3.261999332962081e+00  2.938487548509249e+00 
 2.812680255096282e-06  1.177143073101939e+00  7.420020399829788e-03  3.262018807779393e+00  2.938671542234536e+00 
 2.813680255096282e-06  1.177143073099793e+00  7.420020719829136e-03  3.262038261135588e+00  2.938855334552361e+00 
 2.814680255096282e-06  1.177143073097675e+00  7.420021039481367e-03  3.262057693054389e+00  2.939038925682496e+00 
 2.815680255096282e-06  1.177143073095565e+00  7.420021358790629e-03  3.262077103559557e+00  2.939222315844817e+00 
 2.816680255096282e-06  1.177143073093340e+00  7.420021677759888e-03  3.262096492674840e+00  2.939405505259300e+00 
 2.817680255096282e-06  1.177143073091216e+00  7.420021996384977e-03  3.262115860423878e+00  2.939588494144812e+00 
 2.818680255096283e-06  1.177143073089087e+00  7.420022314667244e-03  3.262135206830359e+00  2.939771282720720e+00 
 2.819680255096283e-06  1.177143073086900e+00  7.420022632610731e-03  3.262154531917952e+00  2.939953871206196e+00 
 2.820680255096283e-06  1.177143073084866e+00  7.420022950208442e-03  3.262173835710207e+00  2.940136259819294e+00 
 2.821680255096283e-06  1.177143073082672e+00  7.420023267467509e-03  3.262193118230766e+00  2.940318448779070e+00 
 2.822680255096283e-06  1.177143073080647e+00  7.420023584384020e-03  3.262212379503136e+00  2.940500438303119e+00 
 2.823680255096283e-06  1.177143073078435e+00  7.420023900964427e-03  3.262231619550927e+00  2.940682228610122e+00 
 2.824680255096283e-06  1.177143073076352e+00  7.420024217200729e-03  3.262250838397555e+00  2.940863819916938e+00 
 2.825680255096283e-06  1.177143073074145e+00  7.420024533101463e-03  3.262270036066581e+00  2.941045212441877e+00 
 2.826680255096283e-06  1.177143073071930e+00  7.420024848661960e-03  3.262289212581396e+00  2.941226406401484e+00 
 2.827680255096283e-06  1.177143073069848e+00  7.420025163882472e-03  3.262308367965445e+00  2.941407402012945e+00 
 2.828680255096283e-06  1.177143073067662e+00  7.420025478767523e-03  3.262327502242188e+00  2.941588199493590e+00 
 2.829680255096283e-06  1.177143073065590e+00  7.420025793309921e-03  3.262346615434919e+00  2.941768799059207e+00 
 2.830680255096283e-06  1.177143073063452e+00  7.420026107514930e-03  3.262365707567005e+00  2.941949200926194e+00 
 2.831680255096283e-06  1.177143073061301e+00  7.420026421386538e-03  3.262384778661823e+00  2.942129405311217e+00 
 2.832680255096284e-06  1.177143073059272e+00  7.420026734916752e-03  3.262403828742615e+00  2.942309412429448e+00 
 2.833680255096284e-06  1.177143073057091e+00  7.420027048110856e-03  3.262422857832661e+00  2.942489222496619e+00 
 2.834680255096284e-06  1.177143073054951e+00  7.420027360972094e-03  3.262441865955234e+00  2.942668835728376e+00 
 2.835680255096284e-06  1.177143073052819e+00  7.420027673494317e-03  3.262460853133510e+00  2.942848252339343e+00 
 2.836680255096284e-06  1.177143073050741e+00  7.420027985682980e-03  3.262479819390738e+00  2.943027472544995e+00 
 2.837680255096284e-06  1.177143073048677e+00  7.420028297532751e-03  3.262498764750036e+00  2.943206496559528e+00 
 2.838680255096284e-06  1.177143073046541e+00  7.420028609048918e-03  3.262517689234556e+00  2.943385324597460e+00 
 2.839680255096284e-06  1.177143073044519e+00  7.420028920231377e-03  3.262536592867435e+00  2.943563956873146e+00 
 2.840680255096284e-06  1.177143073042352e+00  7.420029231078461e-03  3.262555475671739e+00  2.943742393600368e+00 
 2.841680255096284e-06  1.177143073040271e+00  7.420029541593257e-03  3.262574337670542e+00  2.943920634992844e+00 
 2.842680255096284e-06  1.177143073038238e+00  7.420029851773311e-03  3.262593178886889e+00  2.944098681264194e+00 
 2.843680255096284e-06  1.177143073036116e+00  7.420030161619158e-03  3.262611999343765e+00  2.944276532627406e+00 
 2.844680255096284e-06  1.177143073034109e+00  7.420030471134056e-03  3.262630799064199e+00  2.944454189295897e+00 
 2.845680255096285e-06  1.177143073032045e+00  7.420030780316118e-03  3.262649578071151e+00  2.944631651482406e+00 
 2.846680255096285e-06  1.177143073029927e+00  7.420031089161804e-03  3.262668336387466e+00  2.944808919398712e+00 
 2.847680255096285e-06  1.177143073027776e+00  7.420031397683763e-03  3.262687074036175e+00  2.944985993258286e+00 
 2.848680255096285e-06  1.177143073025709e+00  7.420031705870848e-03  3.262705791040093e+00  2.945162873272469e+00 
 2.849680255096285e-06  1.177143073023641e+00  7.420032013725053e-03  3.262724487422084e+00  2.945339559653258e+00 
 2.850680255096285e-06  1.177143073021614e+00  7.420032321250946e-03  3.262743163205025e+00  2.945516052612657e+00 
 2.851680255096285e-06  1.177143073019484e+00  7.420032628443271e-03  3.262761818411658e+00  2.945692352361503e+00 
 2.852680255096285e-06  1.177143073017355e+00  7.420032935309286e-03  3.262780453064808e+00  2.945868459111361e+00 
 2.853680255096285e-06  1.177143073015334e+00  7.420033241844066e-03  3.262799067187222e+00  2.946044373073074e+00 
 2.854680255096285e-06  1.177143073013318e+00  7.420033548048828e-03  3.262817660801639e+00  2.946220094457412e+00 
 2.855680255096285e-06  1.177143073011303e+00  7.420033853921200e-03  3.262836233930712e+00  2.946395623474387e+00 
 2.856680255096285e-06  1.177143073009172e+00  7.420034159471153e-03  3.262854786597215e+00  2.946570960335171e+00 
 2.857680255096285e-06  1.177143073007101e+00  7.420034464689520e-03  3.262873318823713e+00  2.946746105248884e+00 
 2.858680255096286e-06  1.177143073005078e+00  7.420034769582706e-03  3.262891830632917e+00  2.946921058426062e+00 
 2.859680255096286e-06  1.177143073003162e+00  7.420035074140983e-03  3.262910322047337e+00  2.947095820075472e+00 
 2.860680255096286e-06  1.177143073001053e+00  7.420035378379069e-03  3.262928793089654e+00  2.947270390407343e+00 
 2.861680255096286e-06  1.177143072998920e+00  7.420035682287495e-03  3.262947243782322e+00  2.947444769629917e+00 
 2.862680255096286e-06  1.177143072996932e+00  7.420035985872194e-03  3.262965674147958e+00  2.947618957952870e+00 
 2.863680255096286e-06  1.177143072994794e+00  7.420036289127067e-03  3.262984084208993e+00  2.947792955584156e+00 
 2.864680255096286e-06  1.177143072992827e+00  7.420036592059442e-03  3.263002473987966e+00  2.947966762732805e+00 
 2.865680255096286e-06  1.177143072990759e+00  7.420036894662714e-03  3.263020843507290e+00  2.948140379606651e+00 
 2.866680255096286e-06  1.177143072988746e+00  7.420037196941621e-03  3.263039192789395e+00  2.948313806413709e+00 
 2.867680255096286e-06  1.177143072986793e+00  7.420037498895520e-03  3.263057521856702e+00  2.948487043361784e+00 
 2.868680255096286e-06  1.177143072984647e+00  7.420037800526386e-03  3.263075830731591e+00  2.948660090658552e+00 
 2.869680255096286e-06  1.177143072982674e+00  7.420038101832770e-03  3.263094119436383e+00  2.948832948510902e+00 
 2.870680255096286e-06  1.177143072980618e+00  7.420038402815463e-03  3.263112387993462e+00  2.949005617126505e+00 
 2.871680255096286e-06  1.177143072978581e+00  7.420038703471046e-03  3.263130636425040e+00  2.949178096711389e+00 
 2.872680255096287e-06  1.177143072976423e+00  7.420039003811502e-03  3.263148864753506e+00  2.949350387473126e+00 
 2.873680255096287e-06  1.177143072974406e+00  7.420039303824295e-03  3.263167073001028e+00  2.949522489617306e+00 
 2.874680255096287e-06  1.177143072972443e+00  7.420039603513191e-03  3.263185261189869e+00  2.949694403350548e+00 
 2.875680255096287e-06  1.177143072970482e+00  7.420039902879512e-03  3.263203429342227e+00  2.949866128878603e+00 
 2.876680255096287e-06  1.177143072968337e+00  7.420040201926871e-03  3.263221577480294e+00  2.950037666407361e+00 
 2.877680255096287e-06  1.177143072966467e+00  7.420040500651575e-03  3.263239705626212e+00  2.950209016142249e+00 
 2.878680255096287e-06  1.177143072964409e+00  7.420040799051927e-03  3.263257813802083e+00  2.950380178288247e+00 
 2.879680255096287e-06  1.177143072962457e+00  7.420041097135650e-03  3.263275902030066e+00  2.950551153050953e+00 
 2.880680255096287e-06  1.177143072960382e+00  7.420041394896706e-03  3.263293970332189e+00  2.950721940634668e+00 
 2.881680255096287e-06  1.177143072958326e+00  7.420041692340634e-03  3.263312018730545e+00  2.950892541244412e+00 
 2.882680255096287e-06  1.177143072956361e+00  7.420041989462970e-03  3.263330047247144e+00  2.951062955084305e+00 
 2.883680255096287e-06  1.177143072954360e+00  7.420042286264351e-03  3.263348055903991e+00  2.951233182358542e+00 
 2.884680255096287e-06  1.177143072952399e+00  7.420042582748704e-03  3.263366044723095e+00  2.951403223271313e+00 
 2.885680255096288e-06  1.177143072950390e+00  7.420042878911639e-03  3.263384013726365e+00  2.951573078025828e+00 
 2.886680255096288e-06  1.177143072948407e+00  7.420043174758420e-03  3.263401962935768e+00  2.951742746825982e+00 
 2.887680255096288e-06  1.177143072946526e+00  7.420043470285776e-03  3.263419892373217e+00  2.951912229875057e+00 
 2.888680255096288e-06  1.177143072944552e+00  7.420043765494180e-03  3.263437802060577e+00  2.952081527375932e+00 
 2.889680255096288e-06  1.177143072942481e+00  7.420044060385841e-03  3.263455692019676e+00  2.952250639531146e+00 
 2.890680255096288e-06  1.177143072940495e+00  7.420044354965016e-03  3.263473562272418e+00  2.952419566544025e+00 
 2.891680255096288e-06  1.177143072938525e+00  7.420044649224240e-03  3.263491412840584e+00  2.952588308616580e+00 
 2.892680255096288e-06  1.177143072936576e+00  7.420044943163981e-03  3.263509243745919e+00  2.952756865950636e+00 
 2.893680255096288e-06  1.177143072934615e+00  7.420045236791673e-03  3.263527055010251e+00  2.952925238748789e+00 
 2.894680255096288e-06  1.177143072932563e+00  7.420045530101307e-03  3.263544846655251e+00  2.953093427212105e+00 
 2.895680255096288e-06  1.177143072930675e+00  7.420045823098033e-03  3.263562618702704e+00  2.953261431542855e+00 
 2.896680255096288e-06  1.177143072928710e+00  7.420046115774623e-03  3.263580371174217e+00  2.953429251941460e+00 
 2.897680255096288e-06  1.177143072926714e+00  7.420046408141755e-03  3.263598104091523e+00  2.953596888609652e+00 
 2.898680255096289e-06  1.177143072924747e+00  7.420046700191967e-03  3.263615817476214e+00  2.953764341747854e+00 
 2.899680255096289e-06  1.177143072922771e+00  7.420046991929987e-03  3.263633511349954e+00  2.953931611557132e+00 
 2.900680255096289e-06  1.177143072920779e+00  7.420047283352819e-03  3.263651185734297e+00  2.954098698237549e+00 
 2.901680255096289e-06  1.177143072918890e+00  7.420047574461002e-03  3.263668840650805e+00  2.954265601989249e+00 
 2.902680255096289e-06  1.177143072916868e+00  7.420047865257864e-03  3.263686476121054e+00  2.954432323012547e+00 
 2.903680255096289e-06  1.177143072914933e+00  7.420048155740566e-03  3.263704092166524e+00  2.954598861506760e+00 
 2.904680255096289e-06  1.177143072913017e+00  7.420048445913373e-03  3.263721688808773e+00  2.954765217672020e+00 
 2.905680255096289e-06  1.177143072911032e+00  7.420048735769804e-03  3.263739266069190e+00  2.954931391706870e+00 
 2.906680255096289e-06  1.177143072909065e+00  7.420049025318573e-03  3.263756823969289e+00  2.955097383811099e+00 
 2.907680255096289e-06  1.177143072907135e+00  7.420049314553677e-03  3.263774362530457e+00  2.955263194183221e+00 
 2.908680255096289e-06  1.177143072905199e+00  7.420049603478480e-03  3.263791881774127e+00  2.955428823022226e+00 
 2.909680255096289e-06  1.177143072903188e+00  7.420049892091008e-03  3.263809381721619e+00  2.955594270526049e+00 
 2.910680255096289e-06  1.177143072901333e+00  7.420050180394295e-03  3.263826862394322e+00  2.955759536893280e+00 
 2.911680255096289e-06  1.177143072899303e+00  7.420050468389191e-03  3.263844323813595e+00  2.955924622322171e+00 
 2.912680255096290e-06  1.177143072897356e+00  7.420050756071695e-03  3.263861766000671e+00  2.956089527009902e+00 
 2.913680255096290e-06  1.177143072895497e+00  7.420051043444093e-03  3.263879188976869e+00  2.956254251154435e+00 
 2.914680255096290e-06  1.177143072893636e+00  7.420051330507953e-03  3.263896592763472e+00  2.956418794953432e+00 
 2.915680255096290e-06  1.177143072891630e+00  7.420051617261940e-03  3.263913977381649e+00  2.956583158603359e+00 
 2.916680255096290e-06  1.177143072889713e+00  7.420051903711395e-03  3.263931342852679e+00  2.956747342301874e+00 
 2.917680255096290e-06  1.177143072887751e+00  7.420052189849531e-03  3.263948689197690e+00  2.956911346245152e+00 
 2.918680255096290e-06  1.177143072885879e+00  7.420052475679408e-03  3.263966016437856e+00  2.957075170629881e+00 
 2.919680255096290e-06  1.177143072883960e+00  7.420052761202267e-03  3.263983324594336e+00  2.957238815652475e+00 
 2.920680255096290e-06  1.177143072882094e+00  7.420053046418029e-03  3.264000613688238e+00  2.957402281508997e+00 
 2.921680255096290e-06  1.177143072880172e+00  7.420053331326785e-03  3.264017883740656e+00  2.957565568395359e+00 
 2.922680255096290e-06  1.177143072878160e+00  7.420053615928594e-03  3.264035134772620e+00  2.957728676506874e+00 
 2.923680255096290e-06  1.177143072876175e+00  7.420053900227978e-03  3.264052366805215e+00  2.957891606039327e+00 
 2.924680255096290e-06  1.177143072874344e+00  7.420054184220908e-03  3.264069579859489e+00  2.958054357188217e+00 
 2.925680255096291e-06  1.177143072872468e+00  7.420054467899465e-03  3.264086773956337e+00  2.958216930147691e+00 
 2.926680255096291e-06  1.177143072870634e+00  7.420054751280520e-03  3.264103949116850e+00  2.958379325113606e+00 
 2.927680255096291e-06  1.177143072868676e+00  7.420055034352948e-03  3.264121105361890e+00  2.958541542279680e+00 
 2.928680255096291e-06  1.177143072866658e+00  7.420055317125052e-03  3.264138242712423e+00  2.958703581840760e+00 
 2.929680255096291e-06  1.177143072864873e+00  7.420055599590864e-03  3.264155361189349e+00  2.958865443990908e+00 
 2.930680255096291e-06  1.177143072863027e+00  7.420055881750522e-03  3.264172460813559e+00  2.959027128924234e+00 
 2.931680255096291e-06  1.177143072861201e+00  7.420056163604812e-03  3.264189541605862e+00  2.959188636834059e+00 
 2.932680255096291e-06  1.177143072859173e+00  7.420056445162414e-03  3.264206603587172e+00  2.959349967914641e+00 
 2.933680255096291e-06  1.177143072857333e+00  7.420056726412687e-03  3.264223646778213e+00  2.959511122358475e+00 
 2.934680255096291e-06  1.177143072855403e+00  7.420057007361572e-03  3.264240671199830e+00  2.959672100359285e+00 
 2.935680255096291e-06  1.177143072853503e+00  7.420057288007880e-03  3.264257676872756e+00  2.959832902109648e+00 
 2.936680255096291e-06  1.177143072851642e+00  7.420057568353429e-03  3.264274663817777e+00  2.959993527802661e+00 
 2.937680255096291e-06  1.177143072849774e+00  7.420057848392275e-03  3.264291632055527e+00  2.960153977630102e+00 
 2.938680255096292e-06  1.177143072847885e+00  7.420058128136226e-03  3.264308581606812e+00  2.960314251785240e+00 
 2.939680255096292e-06  1.177143072845969e+00  7.420058407573187e-03  3.264325512492178e+00  2.960474350458940e+00 
 2.940680255096292e-06  1.177143072844098e+00  7.420058686714023e-03  3.264342424732384e+00  2.960634273844234e+00 
 2.941680255096292e-06  1.177143072842187e+00  7.420058965551874e-03  3.264359318347982e+00  2.960794022131913e+00 
 2.942680255096292e-06  1.177143072840365e+00  7.420059244091171e-03  3.264376193359624e+00  2.960953595513993e+00 
 2.943680255096292e-06  1.177143072838511e+00  7.420059522326557e-03  3.264393049787838e+00  2.961112994181237e+00 
 2.944680255096292e-06  1.177143072836660e+00  7.420059800265799e-03  3.264409887653224e+00  2.961272218325019e+00 
 2.945680255096292e-06  1.177143072834826e+00  7.420060077904415e-03  3.264426706976293e+00  2.961431268135915e+00 
 2.946680255096292e-06  1.177143072832915e+00  7.420060355245604e-03  3.264443507777576e+00  2.961590143804794e+00 
 2.947680255096292e-06  1.177143072831116e+00  7.420060632286795e-03  3.264460290077533e+00  2.961748845521833e+00 
 2.948680255096292e-06  1.177143072829177e+00  7.420060909029458e-03  3.264477053896623e+00  2.961907373477066e+00 
 2.949680255096292e-06  1.177143072827276e+00  7.420061185479213e-03  3.264493799255357e+00  2.962065727861192e+00 
 2.950680255096292e-06  1.177143072825429e+00  7.420061461623832e-03  3.264510526174031e+00  2.962223908862862e+00 
 2.951680255096293e-06  1.177143072823559e+00  7.420061737477463e-03  3.264527234673175e+00  2.962381916672822e+00 
 2.952680255096293e-06  1.177143072821685e+00  7.420062013029713e-03  3.264543924773058e+00  2.962539751479471e+00 
 2.953680255096293e-06  1.177143072819867e+00  7.420062288288246e-03  3.264560596494114e+00  2.962697413472851e+00 
 2.954680255096293e-06  1.177143072818047e+00  7.420062563245532e-03  3.264577249856580e+00  2.962854902840917e+00 
 2.955680255096293e-06  1.177143072816274e+00  7.420062837911218e-03  3.264593884880861e+00  2.963012219773412e+00 
 2.956680255096293e-06  1.177143072814405e+00  7.420063112277580e-03  3.264610501587159e+00  2.963169364458133e+00 
 2.957680255096293e-06  1.177143072812636e+00  7.420063386350464e-03  3.264627099995775e+00  2.963326337083781e+00 
 2.958680255096293e-06  1.177143072810621e+00  7.420063660128757e-03  3.264643680126928e+00  2.963483137838326e+00 
 2.959680255096293e-06  1.177143072808628e+00  7.420063933617154e-03  3.264660242000850e+00  2.963639766909823e+00 
 2.960680255096293e-06  1.177143072806896e+00  7.420064206806002e-03  3.264676785637709e+00  2.963796224485783e+00 
 2.961680255096293e-06  1.177143072805064e+00  7.420064479700396e-03  3.264693311057727e+00  2.963952510754251e+00 
 2.962680255096293e-06  1.177143072803364e+00  7.420064752296568e-03  3.264709818280970e+00  2.964108625901694e+00 
 2.963680255096293e-06  1.177143072801408e+00  7.420065024603478e-03  3.264726307327614e+00  2.964264570115795e+00 
 2.964680255096293e-06  1.177143072799578e+00  7.420065296619378e-03  3.264742778217759e+00  2.964420343583327e+00 
 2.965680255096294e-06  1.177143072797821e+00  7.420065568340552e-03  3.264759230971507e+00  2.964575946491207e+00 
 2.966680255096294e-06  1.177143072795972e+00  7.420065839766163e-03  3.264775665608856e+00  2.964731379025460e+00 
 2.967680255096294e-06  1.177143072794084e+00  7.420066110903594e-03  3.264792082149898e+00  2.964886641372850e+00 
 2.968680255096294e-06  1.177143072792399e+00  7.420066381745437e-03  3.264808480614598e+00  2.965041733719028e+00 
 2.969680255096294e-06  1.177143072790467e+00  7.420066652297331e-03  3.264824861022976e+00  2.965196656250147e+00 
 2.970680255096294e-06  1.177143072788598e+00  7.420066922559422e-03  3.264841223394985e+00  2.965351409151728e+00 
 2.971680255096294e-06  1.177143072786799e+00  7.420067192531474e-03  3.264857567750623e+00  2.965505992609805e+00 
 2.972680255096294e-06  1.177143072785022e+00  7.420067462206362e-03  3.264873894109721e+00  2.965660406808747e+00 
 2.973680255096294e-06  1.177143072783267e+00  7.420067731593340e-03  3.264890202492243e+00  2.965814651934238e+00 
 2.974680255096294e-06  1.177143072781438e+00  7.420068000690537e-03  3.264906492918049e+00  2.965968728170898e+00 
 2.975680255096294e-06  1.177143072779582e+00  7.420068269501279e-03  3.264922765407035e+00  2.966122635703827e+00 
 2.976680255096294e-06  1.177143072777725e+00  7.420068538019025e-03  3.264939019978973e+00  2.966276374716866e+00 
 2.977680255096294e-06  1.177143072776016e+00  7.420068806246924e-03  3.264955256653700e+00  2.966429945394572e+00 
 2.978680255096295e-06  1.177143072774261e+00  7.420069074186238e-03  3.264971475451034e+00  2.966583347921264e+00 
 2.979680255096295e-06  1.177143072772448e+00  7.420069341837358e-03  3.264987676390730e+00  2.966736582480621e+00 
 2.980680255096295e-06  1.177143072770607e+00  7.420069609199536e-03  3.265003859492496e+00  2.966889649255962e+00 
 2.981680255096295e-06  1.177143072768842e+00  7.420069876275967e-03  3.265020024776113e+00  2.967042548431351e+00 
 2.982680255096295e-06  1.177143072767024e+00  7.420070143061928e-03  3.265036172261237e+00  2.967195280189589e+00 
 2.983680255096295e-06  1.177143072765233e+00  7.420070409562370e-03  3.265052301967585e+00  2.967347844714065e+00 
 2.984680255096295e-06  1.177143072763412e+00  7.420070675775081e-03  3.265068413914792e+00  2.967500242187389e+00 
 2.985680255096295e-06  1.177143072761708e+00  7.420070941700383e-03  3.265084508122506e+00  2.967652472792403e+00 
 2.986680255096295e-06  1.177143072760009e+00  7.420071207336981e-03  3.265100584610336e+00  2.967804536711486e+00 
 2.987680255096295e-06  1.177143072758069e+00  7.420071472691055e-03  3.265116643397888e+00  2.967956434127069e+00 
 2.988680255096295e-06  1.177143072756306e+00  7.420071737759461e-03  3.265132684504710e+00  2.968108165220929e+00 
 2.989680255096295e-06  1.177143072754517e+00  7.420072002541248e-03  3.265148707950375e+00  2.968259730175182e+00 
 2.990680255096295e-06  1.177143072752747e+00  7.420072267036647e-03  3.265164713754394e+00  2.968411129171461e+00 
 2.991680255096296e-06  1.177143072750978e+00  7.420072531247158e-03  3.265180701936273e+00  2.968562362391163e+00 
 2.992680255096296e-06  1.177143072749226e+00  7.420072795173780e-03  3.265196672515518e+00  2.968713430015787e+00 
 2.993680255096296e-06  1.177143072747481e+00  7.420073058813825e-03  3.265212625511552e+00  2.968864332226000e+00 
 2.994680255096296e-06  1.177143072745721e+00  7.420073322171594e-03  3.265228560943853e+00  2.969015069203068e+00 
 2.995680255096296e-06  1.177143072743910e+00  7.420073585246412e-03  3.265244478831825e+00  2.969165641127521e+00 
 2.996680255096296e-06  1.177143072742178e+00  7.420073848036463e-03  3.265260379194861e+00  2.969316048179857e+00 
 2.997680255096296e-06  1.177143072740430e+00  7.420074110542230e-03  3.265276262052337e+00  2.969466290540349e+00 
 2.998680255096296e-06  1.177143072738636e+00  7.420074372767319e-03  3.265292127423620e+00  2.969616368389215e+00 
 2.999680255096296e-06  1.177143072736789e+00  7.420074634711156e-03  3.265307975328043e+00  2.969766281906337e+00 
 3.000680255096296e-06  1.177143072734993e+00  7.420074896369707e-03  3.265323805784872e+00  2.969916031271041e+00 
 3.001680255096296e-06  1.177143072733327e+00  7.420075157748923e-03  3.265339618813476e+00  2.970065616663549e+00 
 3.002680255096296e-06  1.177143072731536e+00  7.420075418841141e-03  3.265355414433032e+00  2.970215038262336e+00 
 3.003680255096296e-06  1.177143072729832e+00  7.420075679657347e-03  3.265371192662876e+00  2.970364296247332e+00 
 3.004680255096296e-06  1.177143072728083e+00  7.420075940188715e-03  3.265386953522180e+00  2.970513390796999e+00 
 3.005680255096297e-06  1.177143072726418e+00  7.420076200438473e-03  3.265402697030132e+00  2.970662322089871e+00 
 3.006680255096297e-06  1.177143072724723e+00  7.420076460409742e-03  3.265418423205969e+00  2.970811090305092e+00 
 3.007680255096297e-06  1.177143072722741e+00  7.420076720102439e-03  3.265434132068803e+00  2.970959695620414e+00 
 3.008680255096297e-06  1.177143072720967e+00  7.420076979518499e-03  3.265449823637813e+00  2.971108138214459e+00 
 3.009680255096297e-06  1.177143072719255e+00  7.420077238649609e-03  3.265465497932086e+00  2.971256418264812e+00 
 3.010680255096297e-06  1.177143072717542e+00  7.420077497500716e-03  3.265481154970724e+00  2.971404535949326e+00 
 3.011680255096297e-06  1.177143072715815e+00  7.420077756074149e-03  3.265496794772814e+00  2.971552491445647e+00 
 3.012680255096297e-06  1.177143072714114e+00  7.420078014366440e-03  3.265512417357382e+00  2.971700284930890e+00 
 3.013680255096297e-06  1.177143072712354e+00  7.420078272386045e-03  3.265528022743543e+00  2.971847916582956e+00 
 3.014680255096297e-06  1.177143072710686e+00  7.420078530120548e-03  3.265543610950193e+00  2.971995386577764e+00 
 3.015680255096297e-06  1.177143072708904e+00  7.420078787580229e-03  3.265559181996389e+00  2.972142695092738e+00 
 3.016680255096297e-06  1.177143072707102e+00  7.420079044766119e-03  3.265574735901113e+00  2.972289842304563e+00 
 3.017680255096297e-06  1.177143072705457e+00  7.420079301668801e-03  3.265590272683244e+00  2.972436828389067e+00 
