 time                   v(vdd_s)               v(vdda_s)              v(vdd)                 v(vdda)                i(vdd)                 i(vdda)               
 0.000000000000000e+00  1.200000000000000e+00  3.300000000000000e+00  1.199999999415032e+00  3.299999999392881e+00 -1.169935703870806e-09 -1.214238487534658e-09 
 1.000000000000000e-11  1.200000000000000e+00  3.300000000000000e+00  1.199999999415032e+00  3.299999999392881e+00 -1.169935703870806e-09 -1.214239375713078e-09 
 2.000000000000000e-11  1.200000000000000e+00  3.300000000000000e+00  1.199999999415032e+00  3.299999999392880e+00 -1.169935703870806e-09 -1.214241152069917e-09 
 4.000000000000000e-11  1.200000000000000e+00  3.300000000000000e+00  1.199999999415032e+00  3.299999999392879e+00 -1.169935703870806e-09 -1.214242040248337e-09 
 8.000000000000001e-11  1.200000000000000e+00  3.300000000000000e+00  1.199999999415032e+00  3.299999999392882e+00 -1.169937036138435e-09 -1.214235822999399e-09 
 1.600000000000000e-10  1.200000000000000e+00  3.300000000000000e+00  1.199999999415031e+00  3.299999999392879e+00 -1.169937480227645e-09 -1.214242040248337e-09 
 3.200000000000000e-10  1.200000000000000e+00  3.300000000000000e+00  1.199999999415032e+00  3.299999999392863e+00 -1.169936592049226e-09 -1.214274014671446e-09 
 6.400000000000001e-10  1.200000000000000e+00  3.300000000000000e+00  1.199999999415033e+00  3.299999999392836e+00 -1.169935259781596e-09 -1.214329081733467e-09 
 1.280000000000000e-09  1.200000000000000e+00  3.300000000000000e+00  1.199999999415033e+00  3.299999999392815e+00 -1.169933927513966e-09 -1.214370826119193e-09 
 2.280000000000000e-09  1.200000000000000e+00  3.300000000000000e+00  1.199999999415033e+00  3.299999999392808e+00 -1.169934371603176e-09 -1.214384148795489e-09 
 3.280000000000000e-09  1.200000000000000e+00  3.300000000000000e+00  1.199999999415033e+00  3.299999999392808e+00 -1.169933927513966e-09 -1.214384148795489e-09 
 4.280000000000000e-09  1.200000000000000e+00  3.300000000000000e+00  1.199999999415033e+00  3.299999999392810e+00 -1.169933483424757e-09 -1.214380596081810e-09 
 5.280000000000000e-09  1.200000000000000e+00  3.300000000000000e+00  1.199999999415033e+00  3.299999999392811e+00 -1.169933483424757e-09 -1.214377931546551e-09 
 6.280000000000000e-09  1.200000000000000e+00  3.300000000000000e+00  1.199999999415033e+00  3.299999999392811e+00 -1.169933927513966e-09 -1.214377931546551e-09 
 7.280000000000000e-09  1.200000000000000e+00  3.300000000000000e+00  1.199999999415033e+00  3.299999999392811e+00 -1.169933483424757e-09 -1.214378819724971e-09 
