 time                   v(vdd)                 v(vdda)                i(vcored)              i(vcorea)              i(vpadd)               i(vpada)              
 3.127999999999999e-08  1.199999999415033e+00  3.299999999392810e+00  8.259920284640204e-10  9.579530973591475e-11  3.439414549607361e-10  1.118584398167475e-09 
 3.228000000000000e-08  1.199999999415033e+00  3.299999999392811e+00  8.259917947100320e-10  9.579526223705992e-11  3.439416887147245e-10  1.118580892952652e-09 
 3.328000000000000e-08  1.199999999415033e+00  3.299999999392811e+00  8.259919712181457e-10  9.579522701086547e-11  3.439415122066108e-10  1.118582704535685e-09 
 3.428000000000000e-08  1.199999999415033e+00  3.299999999392811e+00  8.259921128149494e-10  9.579516283626125e-11  3.439413706098071e-10  1.118580992353450e-09 
 3.528000000000000e-08  1.199999999415033e+00  3.299999999392811e+00  8.259919638455709e-10  9.579523884179816e-11  3.439415195791856e-10  1.118580916347913e-09 
 3.628000000000000e-08  1.199999999415033e+00  3.299999999392811e+00  8.259917738933503e-10  9.579524076329240e-11  3.439417095314062e-10  1.118580914426419e-09 
 3.728000000000001e-08  1.199999999415033e+00  3.299999999392811e+00  8.259918285371398e-10  9.579526091759435e-11  3.439416548876167e-10  1.118582670628956e-09 
 3.828000000000001e-08  1.199999999415033e+00  3.299999999392811e+00  8.259920299819035e-10  9.579521417238709e-11  3.439414534428531e-10  1.118580941017324e-09 
 3.928000000000001e-08  1.199999999415033e+00  3.299999999392810e+00  8.259917762785951e-10  9.579527578598719e-11  3.439417071461615e-10  1.118584432117403e-09 
 4.028000000000001e-08  1.199999999415033e+00  3.299999999392811e+00  8.259918951071532e-10  9.579523147197624e-11  3.439415883176034e-10  1.118580923717735e-09 
 4.128000000000002e-08  1.199999999415033e+00  3.299999999392811e+00  8.259922190667623e-10  9.579537025790113e-11  3.439412643579942e-10  1.118582561288650e-09 
 4.228000000000002e-08  1.199999999415033e+00  3.299999999392811e+00  8.259920011421257e-10  9.579523989529539e-11  3.439414822826309e-10  1.118580915294416e-09 
 4.328000000000002e-08  1.199999999415033e+00  3.299999999392811e+00  8.259917760617547e-10  9.579530268182436e-11  3.439417073630019e-10  1.118582628864726e-09 
 4.428000000000002e-08  1.199999999415033e+00  3.299999999392811e+00  8.259918827472484e-10  9.579525047558393e-11  3.439416006775081e-10  1.118580904714127e-09 
 4.528000000000003e-08  1.199999999415033e+00  3.299999999392811e+00  8.259921084781408e-10  9.579519353146471e-11  3.439413749466158e-10  1.118582738015086e-09 
 4.628000000000003e-08  1.199999999415033e+00  3.299999999392811e+00  8.259918667010563e-10  9.579531170399580e-11  3.439416167237003e-10  1.118582619842555e-09 
 4.728000000000003e-08  1.199999999415033e+00  3.299999999392810e+00  8.259920616406069e-10  9.579527703536078e-11  3.439414217841497e-10  1.118587983581708e-09 
 4.828000000000003e-08  1.199999999415033e+00  3.299999999392810e+00  8.259919608098049e-10  9.579542824810604e-11  3.439415226149517e-10  1.118584279655284e-09 
 4.928000000000003e-08  1.199999999415033e+00  3.299999999392810e+00  8.259921021897682e-10  9.579531339170895e-11  3.439413812349884e-10  1.118582618154842e-09 
 5.028000000000004e-08  1.199999999415033e+00  3.299999999392811e+00  8.259919187427606e-10  9.579527815175021e-11  3.439415646819960e-10  1.118582653394801e-09 
 5.128000000000004e-08  1.199999999415033e+00  3.299999999392811e+00  8.259920674952986e-10  9.579531458009617e-11  3.439414159294579e-10  1.118582616966455e-09 
 5.228000000000004e-08  1.199999999415033e+00  3.299999999392811e+00  8.259918497875024e-10  9.579517425511241e-11  3.439416336372542e-10  1.118580980934599e-09 
 5.328000000000004e-08  1.199999999415033e+00  3.299999999392811e+00  8.259920163209561e-10  9.579525221157796e-11  3.439414671038005e-10  1.118582679334973e-09 
 5.428000000000005e-08  1.199999999415033e+00  3.299999999392811e+00  8.259917706407438e-10  9.579526680574388e-11  3.439417127840128e-10  1.118580888383968e-09 
 5.528000000000005e-08  1.199999999415033e+00  3.299999999392810e+00  8.259919343552719e-10  9.579530612014285e-11  3.439415490694847e-10  1.118584401783247e-09 
 5.628000000000005e-08  1.199999999415033e+00  3.299999999392811e+00  8.259921544483129e-10  9.579527335563790e-11  3.439413289764437e-10  1.118582658190913e-09 
 5.728000000000005e-08  1.199999999415033e+00  3.299999999392810e+00  8.259919258984949e-10  9.579530979499529e-11  3.439415575262617e-10  1.118584398108395e-09 
 5.828000000000006e-08  1.199999999415033e+00  3.299999999392811e+00  8.259921498946637e-10  9.579524895727737e-11  3.439413335300928e-10  1.118580906232434e-09 
 5.928000000000006e-08  1.199999999415033e+00  3.299999999392811e+00  8.259919189596010e-10  9.579533050876250e-11  3.439415644651556e-10  1.118582601037788e-09 
 6.028000000000006e-08  1.199999999415033e+00  3.299999999392811e+00  8.259917233695291e-10  9.579528595313541e-11  3.439417600552275e-10  1.118582645593415e-09 
 6.128000000000006e-08  1.199999999415033e+00  3.299999999392811e+00  8.259917973121172e-10  9.579515862523696e-11  3.439416861126393e-10  1.118580996564474e-09 
 6.228000000000005e-08  1.199999999415033e+00  3.299999999392811e+00  8.259920176219987e-10  9.579522263318744e-11  3.439414658027579e-10  1.118580932556524e-09 
 6.328000000000005e-08  1.199999999415033e+00  3.299999999392810e+00  8.259916576668774e-10  9.579533247832586e-11  3.439418257578791e-10  1.118584375425064e-09 
 6.428000000000004e-08  1.199999999415033e+00  3.299999999392811e+00  8.259919139722710e-10  9.579528351177470e-11  3.439415694524856e-10  1.118580871677937e-09 
 6.528000000000004e-08  1.199999999415033e+00  3.299999999392811e+00  8.259919577740388e-10  9.579510992994809e-11  3.439415256507178e-10  1.118582821616603e-09 
 6.628000000000003e-08  1.199999999415033e+00  3.299999999392811e+00  8.259916845550913e-10  9.579508500621538e-11  3.439417988696652e-10  1.118581070183496e-09 
 6.728000000000003e-08  1.199999999415033e+00  3.299999999392811e+00  8.259918695199819e-10  9.579533828939540e-11  3.439416139047746e-10  1.118582593257155e-09 
 6.828000000000003e-08  1.199999999415033e+00  3.299999999392811e+00  8.259919395594423e-10  9.579528783884251e-11  3.439415438653143e-10  1.118582643707708e-09 
 6.928000000000002e-08  1.199999999415033e+00  3.299999999392810e+00  8.259921639892920e-10  9.579529310145821e-11  3.439413194354646e-10  1.118584414801932e-09 
 7.028000000000002e-08  1.199999999415033e+00  3.299999999392811e+00  8.259920074304983e-10  9.579526720596695e-11  3.439414759942583e-10  1.118580887983744e-09 
 7.128000000000001e-08  1.199999999415033e+00  3.299999999392811e+00  8.259916427048875e-10  9.579536150783903e-11  3.439418407198691e-10  1.118584346395551e-09 
 7.228000000000001e-08  1.199999999415033e+00  3.299999999392811e+00  8.259918623642476e-10  9.579537744222284e-11  3.439416210605090e-10  1.118582554104328e-09 
 7.328000000000001e-08  1.199999999415033e+00  3.299999999392810e+00  8.259920625079686e-10  9.579529639980451e-11  3.439414209167879e-10  1.118584411503586e-09 
 7.428000000000000e-08  1.199999999415033e+00  3.299999999392811e+00  8.259917593650412e-10  9.579513561833980e-11  3.439417240597153e-10  1.118581019571372e-09 
 7.528000000000000e-08  1.199999999415033e+00  3.299999999392812e+00  8.259919402099636e-10  9.579521040160816e-11  3.439415432147930e-10  1.118580944788103e-09 
 7.627999999999999e-08  1.199999999415033e+00  3.299999999392812e+00  8.259921906606654e-10  9.579521637213165e-11  3.439412927640911e-10  1.118580938817580e-09 
 7.727999999999999e-08  1.199999999415033e+00  3.299999999392811e+00  8.259920820236077e-10  9.579542307421704e-11  3.439414014011488e-10  1.118582508472334e-09 
 7.827999999999998e-08  1.199999999415033e+00  3.299999999392811e+00  8.259917472219769e-10  9.579535962276721e-11  3.439417362027797e-10  1.118582571923784e-09 
 7.927999999999998e-08  1.199999999415033e+00  3.299999999392810e+00  8.259920399565635e-10  9.579523449651914e-11  3.439414434681931e-10  1.118586249763710e-09 
 8.027999999999998e-08  1.199999999415033e+00  3.299999999392811e+00  8.259917758449142e-10  9.579513107146694e-11  3.439417075798423e-10  1.118581024118244e-09 
 8.127999999999997e-08  1.199999999415033e+00  3.299999999392811e+00  8.259918027331281e-10  9.579525177006203e-11  3.439416806916284e-10  1.118582679776489e-09 
 8.227999999999997e-08  1.199999999415033e+00  3.299999999392811e+00  8.259919625445283e-10  9.579530034803683e-11  3.439415208802282e-10  1.118582631198514e-09 
 8.327999999999996e-08  1.199999999415033e+00  3.299999999392811e+00  8.259917450535725e-10  9.579513547752057e-11  3.439417383711840e-10  1.118581019712191e-09 
 8.427999999999996e-08  1.199999999415033e+00  3.299999999392811e+00  8.259919477993788e-10  9.579529898558434e-11  3.439415356253778e-10  1.118582632560966e-09 
 8.527999999999995e-08  1.199999999415033e+00  3.299999999392811e+00  8.259921566167172e-10  9.579522503283178e-11  3.439413268080393e-10  1.118580930156880e-09 
 8.627999999999995e-08  1.199999999415033e+00  3.299999999392811e+00  8.259920178388391e-10  9.579523750263907e-11  3.439414655859174e-10  1.118582694043912e-09 
 8.727999999999995e-08  1.199999999415033e+00  3.299999999392811e+00  8.259916964813152e-10  9.579528223233143e-11  3.439417869434414e-10  1.118582649314219e-09 
 8.827999999999994e-08  1.199999999415033e+00  3.299999999392810e+00  8.259919196101223e-10  9.579519821534515e-11  3.439415638146343e-10  1.118586286044884e-09 
 8.927999999999994e-08  1.199999999415033e+00  3.299999999392811e+00  8.259921093455025e-10  9.579527777884395e-11  3.439413740792541e-10  1.118582653767707e-09 
 9.027999999999993e-08  1.199999999415033e+00  3.299999999392811e+00  8.259919252479736e-10  9.579521859072270e-11  3.439415581767830e-10  1.118582712955828e-09 
 9.127999999999993e-08  1.199999999415033e+00  3.299999999392811e+00  8.259921089118216e-10  9.579520675682539e-11  3.439413745129349e-10  1.118580948432886e-09 
 9.227999999999992e-08  1.199999999415033e+00  3.299999999392811e+00  8.259919597256027e-10  9.579523783827588e-11  3.439415236991539e-10  1.118580917351436e-09 
 9.327999999999992e-08  1.199999999415033e+00  3.299999999392811e+00  8.259922090921024e-10  9.579529668186648e-11  3.439412743326542e-10  1.118582634864684e-09 
 9.427999999999992e-08  1.199999999415033e+00  3.299999999392811e+00  8.259920412576061e-10  9.579517635342478e-11  3.439414421671505e-10  1.118580978836287e-09 
 9.527999999999991e-08  1.199999999415033e+00  3.299999999392811e+00  8.259921949974741e-10  9.579523840578795e-11  3.439412884272824e-10  1.118582693140763e-09 
 9.627999999999991e-08  1.199999999415033e+00  3.299999999392811e+00  8.259920171883178e-10  9.579516704749731e-11  3.439414662364387e-10  1.118580988142214e-09 
 9.727999999999990e-08  1.199999999415033e+00  3.299999999392811e+00  8.259917892890212e-10  9.579517735440597e-11  3.439416941357354e-10  1.118582754192145e-09 
 9.827999999999990e-08  1.199999999415033e+00  3.299999999392812e+00  8.259918768925567e-10  9.579513362357721e-11  3.439416065321999e-10  1.118579245209295e-09 
 9.927999999999989e-08  1.199999999415033e+00  3.299999999392812e+00  8.259920746510330e-10  9.579518621860576e-11  3.439414087737236e-10  1.118582745327945e-09 
 1.002799999999999e-07  1.199999999415033e+00  3.299999999392811e+00  8.259919822770079e-10  9.579534948081821e-11  3.439415011477487e-10  1.118582582065733e-09 
 1.012799999999999e-07  1.199999999415033e+00  3.299999999392811e+00  8.259921882754206e-10  9.579518880417383e-11  3.439412951493359e-10  1.118580966385538e-09 
 1.022799999999999e-07  1.199999999415033e+00  3.299999999392811e+00  8.259919571235175e-10  9.579521124080606e-11  3.439415263012391e-10  1.118580943948905e-09 
 1.032799999999999e-07  1.199999999415033e+00  3.299999999392811e+00  8.259918207308842e-10  9.579524232395061e-11  3.439416626938724e-10  1.118580912865761e-09 
 1.042799999999999e-07  1.199999999415033e+00  3.299999999392811e+00  8.259919094186219e-10  9.579523785161664e-11  3.439415740061347e-10  1.118582693694934e-09 
 1.052799999999999e-07  1.199999999415033e+00  3.299999999392811e+00  8.259920805057247e-10  9.579514610566648e-11  3.439414029190319e-10  1.118581009084045e-09 
 1.062799999999999e-07  1.199999999415033e+00  3.299999999392810e+00  8.259919475825384e-10  9.579531449285178e-11  3.439415358422182e-10  1.118584393410538e-09 
 1.072799999999999e-07  1.199999999415033e+00  3.299999999392811e+00  8.259920976361190e-10  9.579529152724748e-11  3.439413857886375e-10  1.118580863662464e-09 
 1.082799999999999e-07  1.199999999415033e+00  3.299999999392811e+00  8.259918649663328e-10  9.579515653073624e-11  3.439416184584237e-10  1.118582775015815e-09 
 1.092799999999999e-07  1.199999999415033e+00  3.299999999392811e+00  8.259917821332868e-10  9.579519254107144e-11  3.439417012914697e-10  1.118580962648640e-09 
 1.102799999999998e-07  1.199999999415033e+00  3.299999999392811e+00  8.259918250676929e-10  9.579523480653320e-11  3.439416583570637e-10  1.118580920383178e-09 
 1.112799999999998e-07  1.199999999415033e+00  3.299999999392811e+00  8.259921032739703e-10  9.579522686559932e-11  3.439413801507862e-10  1.118580928324112e-09 
 1.122799999999998e-07  1.199999999415033e+00  3.299999999392811e+00  8.259919037807706e-10  9.579523237300754e-11  3.439415796439860e-10  1.118580922816704e-09 
 1.132799999999998e-07  1.199999999415033e+00  3.299999999392811e+00  8.259920707479051e-10  9.579520838990491e-11  3.439414126768514e-10  1.118582723156646e-09 
 1.142799999999998e-07  1.199999999415033e+00  3.299999999392811e+00  8.259918938061106e-10  9.579527711095847e-11  3.439415896186460e-10  1.118582654435592e-09 
 1.152799999999998e-07  1.199999999415033e+00  3.299999999392810e+00  8.259920614237665e-10  9.579519028584622e-11  3.439414220009901e-10  1.118586293974383e-09 
 1.162799999999998e-07  1.199999999415033e+00  3.299999999392811e+00  8.259919022628875e-10  9.579528727005989e-11  3.439415811618690e-10  1.118580867919652e-09 
 1.172799999999998e-07  1.199999999415033e+00  3.299999999392811e+00  8.259920295482226e-10  9.579525894824274e-11  3.439414538765340e-10  1.118582672598308e-09 
 1.182799999999998e-07  1.199999999415033e+00  3.299999999392811e+00  8.259918166109159e-10  9.579518542387710e-11  3.439416668138406e-10  1.118580969765834e-09 
 1.192799999999998e-07  1.199999999415033e+00  3.299999999392811e+00  8.259919792412418e-10  9.579522445303773e-11  3.439415041835148e-10  1.118580930736674e-09 
 1.202799999999998e-07  1.199999999415033e+00  3.299999999392811e+00  8.259917003844430e-10  9.579523777390137e-11  3.439417830403135e-10  1.118580917415810e-09 
 1.212799999999998e-07  1.199999999415033e+00  3.299999999392811e+00  8.259918621474072e-10  9.579519661635871e-11  3.439416212773494e-10  1.118580958573353e-09 
 1.222799999999998e-07  1.199999999415033e+00  3.299999999392811e+00  8.259920635921708e-10  9.579524270744477e-11  3.439414198325857e-10  1.118580912482267e-09 
 1.232799999999998e-07  1.199999999415033e+00  3.299999999392811e+00  8.259917769291164e-10  9.579517180591665e-11  3.439417064956402e-10  1.118582759740634e-09 
 1.242799999999998e-07  1.199999999415033e+00  3.299999999392811e+00  8.259919219953671e-10  9.579537158647231e-11  3.439415614293895e-10  1.118582559960079e-09 
 1.252799999999998e-07  1.199999999415033e+00  3.299999999392810e+00  8.259920629416495e-10  9.579531398484377e-11  3.439414204831071e-10  1.118584393918546e-09 
 1.262799999999998e-07  1.199999999415033e+00  3.299999999392811e+00  8.259919449804531e-10  9.579528287120603e-11  3.439415384443034e-10  1.118580872318505e-09 
 1.272799999999998e-07  1.199999999415033e+00  3.299999999392811e+00  8.259921136823112e-10  9.579528521960488e-11  3.439413697424454e-10  1.118584422683785e-09 
 1.282799999999998e-07  1.199999999415033e+00  3.299999999392811e+00  8.259918686526202e-10  9.579525073625832e-11  3.439416147721364e-10  1.118580904453453e-09 
 1.292799999999998e-07  1.199999999415033e+00  3.299999999392811e+00  8.259920321503078e-10  9.579529292548712e-11  3.439414512744488e-10  1.118582638621064e-09 
 1.302799999999998e-07  1.199999999415033e+00  3.299999999392811e+00  8.259918669178967e-10  9.579527472867831e-11  3.439416165068598e-10  1.118582656817873e-09 
 1.312799999999998e-07  1.199999999415033e+00  3.299999999392811e+00  8.259921089118216e-10  9.579507597620889e-11  3.439413745129349e-10  1.118581079213503e-09 
 1.322799999999998e-07  1.199999999415033e+00  3.299999999392811e+00  8.259919258984949e-10  9.579516316152190e-11  3.439415575262617e-10  1.118580992028190e-09 
 1.332799999999997e-07  1.199999999415033e+00  3.299999999392811e+00  8.259920700973838e-10  9.579526797062594e-11  3.439414133273727e-10  1.118582663575925e-09 
 1.342799999999997e-07  1.199999999415033e+00  3.299999999392811e+00  8.259919265490162e-10  9.579506677954866e-11  3.439415568757404e-10  1.118581088410163e-09 
 1.352799999999997e-07  1.199999999415033e+00  3.299999999392810e+00  8.259921167180773e-10  9.579525989077866e-11  3.439413667066793e-10  1.118586224369451e-09 
 1.362799999999997e-07  1.199999999415033e+00  3.299999999392811e+00  8.259919569066770e-10  9.579525444075692e-11  3.439415265180795e-10  1.118580900748955e-09 
 1.372799999999997e-07  1.199999999415033e+00  3.299999999392811e+00  8.259916711109844e-10  9.579507901557486e-11  3.439418123137722e-10  1.118581076174137e-09 
 1.382799999999997e-07  1.199999999415033e+00  3.299999999392811e+00  8.259918248508524e-10  9.579538313555479e-11  3.439416585739041e-10  1.118582548410996e-09 
 1.392799999999997e-07  1.199999999415033e+00  3.299999999392811e+00  8.259918844819719e-10  9.579525698736147e-11  3.439415989427846e-10  1.118580898202350e-09 
 1.402799999999997e-07  1.199999999415033e+00  3.299999999392811e+00  8.259920848425334e-10  9.579526945970986e-11  3.439413985822232e-10  1.118580885730002e-09 
 1.412799999999997e-07  1.199999999415033e+00  3.299999999392811e+00  8.259919263321758e-10  9.579521979520355e-11  3.439415570925808e-10  1.118580935394508e-09 
 1.422799999999997e-07  1.199999999415033e+00  3.299999999392811e+00  8.259921962985167e-10  9.579531262895578e-11  3.439412871262398e-10  1.118582618917595e-09 
 1.432799999999997e-07  1.199999999415033e+00  3.299999999392811e+00  8.259920486301808e-10  9.579518358115692e-11  3.439414347945757e-10  1.118582747965394e-09 
 1.442799999999997e-07  1.199999999415033e+00  3.299999999392811e+00  8.259917094917413e-10  9.579518606381049e-11  3.439417739330153e-10  1.118580969125901e-09 
 1.452799999999997e-07  1.199999999415033e+00  3.299999999392810e+00  8.259918541243111e-10  9.579537589575243e-11  3.439416293004455e-10  1.118584332007638e-09 
 1.462799999999997e-07  1.199999999415033e+00  3.299999999392812e+00  8.259921193201625e-10  9.579522223275261e-11  3.439413641045941e-10  1.118579156600119e-09 
 1.472799999999997e-07  1.199999999415033e+00  3.299999999392812e+00  8.259922359803162e-10  9.579514741285007e-11  3.439412474444403e-10  1.118582784133701e-09 
 1.482799999999997e-07  1.199999999415033e+00  3.299999999392812e+00  8.259921084781408e-10  9.579521099114310e-11  3.439413749466158e-10  1.118580944198568e-09 
 1.492799999999997e-07  1.199999999415033e+00  3.299999999392812e+00  8.259919562561557e-10  9.579513908588093e-11  3.439415271686008e-10  1.118581016103830e-09 
 1.502799999999997e-07  1.199999999415033e+00  3.299999999392812e+00  8.259916938792300e-10  9.579516558784778e-11  3.439417895455266e-10  1.118580989601864e-09 
 1.512799999999997e-07  1.199999999415033e+00  3.299999999392812e+00  8.259918020826068e-10  9.579508741157719e-11  3.439416813421498e-10  1.118581067778134e-09 
 1.522799999999997e-07  1.199999999415033e+00  3.299999999392812e+00  8.259919907337848e-10  9.579511277767286e-11  3.439414926909717e-10  1.118581042412039e-09 
 1.532799999999997e-07  1.199999999415033e+00  3.299999999392811e+00  8.259917502577430e-10  9.579516701700412e-11  3.439417331670136e-10  1.118582764529547e-09 
 1.542799999999997e-07  1.199999999415033e+00  3.299999999392811e+00  8.259918196466820e-10  9.579528524099246e-11  3.439416637780746e-10  1.118582646305558e-09 
 1.552799999999997e-07  1.199999999415033e+00  3.299999999392810e+00  8.259920573037982e-10  9.579521330206073e-11  3.439414261209583e-10  1.118586270958169e-09 
 1.562799999999996e-07  1.199999999415033e+00  3.299999999392811e+00  8.259918200803629e-10  9.579519822169790e-11  3.439416633443937e-10  1.118580956968014e-09 
 1.572799999999996e-07  1.199999999415033e+00  3.299999999392812e+00  8.259919616771666e-10  9.579515156331152e-11  3.439415217475900e-10  1.118581003626400e-09 
 1.582799999999996e-07  1.199999999415033e+00  3.299999999392812e+00  8.259921505451850e-10  9.579510281571837e-11  3.439413328795715e-10  1.118581052373993e-09 
 1.592799999999996e-07  1.199999999415033e+00  3.299999999392812e+00  8.259918697368224e-10  9.579515972616803e-11  3.439416136879342e-10  1.118580995463543e-09 
 1.602799999999996e-07  1.199999999415033e+00  3.299999999392812e+00  8.259921650734942e-10  9.579519749600242e-11  3.439413183512624e-10  1.118580957693709e-09 
 1.612799999999996e-07  1.199999999415033e+00  3.299999999392812e+00  8.259919868306570e-10  9.579510500762788e-11  3.439414965940996e-10  1.118581050182084e-09 
 1.622799999999996e-07  1.199999999415033e+00  3.299999999392811e+00  8.259917081906987e-10  9.579528541251663e-11  3.439417752340579e-10  1.118582646134034e-09 
 1.632799999999996e-07  1.199999999415033e+00  3.299999999392811e+00  8.259918090215007e-10  9.579524092676976e-11  3.439416744032558e-10  1.118582690619781e-09 
 1.642799999999996e-07  1.199999999415033e+00  3.299999999392811e+00  8.259920503649043e-10  9.579512796391481e-11  3.439414330598523e-10  1.118581027225797e-09 
 1.652799999999996e-07  1.199999999415033e+00  3.299999999392810e+00  8.259918951071532e-10  9.579535489229996e-11  3.439415883176034e-10  1.118584353011090e-09 
 1.662799999999996e-07  1.199999999415033e+00  3.299999999392812e+00  8.259920455944147e-10  9.579520226035099e-11  3.439414378303418e-10  1.118579176572521e-09 
 1.672799999999996e-07  1.199999999415033e+00  3.299999999392812e+00  8.259918515222259e-10  9.579513795953887e-11  3.439416319025307e-10  1.118582793587012e-09 
