campaign,name,seed,hbt,mos,res,vdd,status,tc_status,vref25,tc_ppm_C,hbt_vce_max,wall_seconds
mc,mc_42053,42053,typ,tt,typ,3.3,passed,failed,1.071631921527324,75.54555343046387,0.8090579551781322,0.5280758359876927
mc,mc_42054,42054,typ,tt,typ,3.3,passed,failed,1.019785971778089,102.18715452414428,0.7992169848647437,0.526339498028392
mc,mc_42055,42055,typ,tt,typ,3.3,passed,failed,1.027504102173209,52.072266042603296,0.7975401444561542,0.5295054699818138
mc,mc_42056,42056,typ,tt,typ,3.3,passed,failed,1.019011106402751,89.55314131305748,0.7992026137424151,0.521857842017198
mc,mc_42057,42057,typ,tt,typ,3.3,passed,passed,1.032245329264776,26.95218691363154,0.7942896575640943,0.5230816259863786
mc,mc_42058,42058,typ,tt,typ,3.3,passed,passed,1.058555609815641,44.03447441646887,0.8081260664230479,0.5258874879800715
mc,mc_42059,42059,typ,tt,typ,3.3,passed,failed,1.066525468331827,62.681083596187335,0.8076190655730686,0.5242724569980055
mc,mc_42060,42060,typ,tt,typ,3.3,passed,failed,1.016112427835904,81.8940162239516,0.7995121506405437,0.5712854670127854
mc,mc_42061,42061,typ,tt,typ,3.3,passed,failed,1.014686152295291,107.55119723691624,0.7921564210032189,0.5249325000040699
mc,mc_42062,42062,typ,tt,typ,3.3,passed,passed,1.046737647254209,11.846849904890638,0.8032441217915739,0.523228566016769
mc,mc_42063,42063,typ,tt,typ,3.3,passed,failed,1.003066545836171,131.72950286839318,0.7942146723559894,0.5732957480067853
mc,mc_42064,42064,typ,tt,typ,3.3,passed,failed,1.020691391119475,98.0351418304658,0.8001068078482985,0.5253060190007091
mc,mc_42065,42065,typ,tt,typ,3.3,passed,failed,1.024744832547614,73.47152101562543,0.7896042823986451,0.4341289749718271
mc,mc_42066,42066,typ,tt,typ,3.3,passed,failed,1.017960105938911,89.35922159442984,0.7968014841335941,0.4199608879862353
mc,mc_42067,42067,typ,tt,typ,3.3,passed,failed,1.032596826601593,53.86515026772696,0.8003014878916889,0.39199360902421176
mc,mc_42068,42068,typ,tt,typ,3.3,passed,failed,1.007706391028862,118.56944613818561,0.7980412217358945,0.38061595300678164
mc,mc_42069,42069,typ,tt,typ,3.3,passed,passed,1.037459285049636,13.479021912690778,0.8050840001278722,0.42098540300503373
mc,mc_42070,42070,typ,tt,typ,3.3,passed,failed,1.021946335717741,77.7538766563742,0.7950345447556398,0.42306339999777265
mc,mc_42071,42071,typ,tt,typ,3.3,passed,failed,1.013404560270166,97.15500761577425,0.7944836639652418,0.43133152098744176
mc,mc_42072,42072,typ,tt,typ,3.3,passed,failed,1.021644901271193,84.17101558475996,0.7993796293211101,0.4203945549961645
mc,mc_42073,42073,typ,tt,typ,3.3,passed,failed,1.025319892854615,84.3639722488157,0.8008574148691713,0.42030258500017226
mc,mc_42074,42074,typ,tt,typ,3.3,passed,failed,1.033206152879265,52.32940153490882,0.803433562980662,0.44067461899248883
mc,mc_42075,42075,typ,tt,typ,3.3,passed,failed,1.024697896496557,77.83875872819483,0.7954356194174093,0.38292928398004733
mc,mc_42076,42076,typ,tt,typ,3.3,passed,failed,1.087685606030675,134.7360364441839,0.8170428667110293,0.40111060597701
mc,mc_42077,42077,typ,tt,typ,3.3,passed,failed,1.018585875230579,101.32606739028489,0.7935122170010614,0.3966113849892281
mc,mc_42078,42078,typ,tt,typ,3.3,passed,passed,1.03001551519554,35.79185885747289,0.7967088881923848,0.3895959910005331
mc,mc_42079,42079,typ,tt,typ,3.3,passed,passed,1.045968321777622,15.815447210346592,0.8054729289657685,0.4051160780072678
mc,mc_42080,42080,typ,tt,typ,3.3,passed,passed,1.042637104973688,16.714803961467354,0.8064386771886741,0.3954687500081491
mc,mc_42081,42081,typ,tt,typ,3.3,passed,failed,1.097863538630672,178.5401815142254,0.8167658706813072,0.3989031210076064
mc,mc_42082,42082,typ,tt,typ,3.3,passed,passed,1.04443247734781,9.875752894518,0.8065204098827248,0.40439932799199596
mc,mc_42083,42083,typ,tt,typ,3.3,passed,passed,1.035597616170349,45.651351183312364,0.8105268334231182,0.39810607000254095
mc,mc_42084,42084,typ,tt,typ,3.3,passed,failed,1.021799645140853,77.86516735959974,0.797765741240005,0.3945876570069231
mc,mc_42085,42085,typ,tt,typ,3.3,passed,passed,1.051181474645826,16.823778511220684,0.797326463773973,0.394248954980867
mc,mc_42086,42086,typ,tt,typ,3.3,passed,passed,1.039349073708026,20.59440483826908,0.8050901994013866,0.3851348870084621
mc,mc_42087,42087,typ,tt,typ,3.3,passed,failed,1.012712586800494,115.15055581189296,0.7943057483610237,0.43631736998213455
mc,mc_42088,42088,typ,tt,typ,3.3,passed,passed,1.061353307174984,42.47900268903638,0.8030580676902126,0.36983189001330175
mc,mc_42089,42089,typ,tt,typ,3.3,passed,passed,1.026943768127788,49.393815383734896,0.7967956192781052,0.4183608820021618
mc,mc_42090,42090,typ,tt,typ,3.3,passed,passed,1.050168423384701,20.46614789908453,0.7999663301677482,0.4349235050030984
mc,mc_42091,42091,typ,tt,typ,3.3,passed,passed,1.039976332168283,40.108539148353124,0.8008808528933116,0.42008541600080207
mc,mc_42092,42092,typ,tt,typ,3.3,passed,failed,1.030084444577936,51.27381608341112,0.7978998097132046,0.48234799000783823
mc,mc_42093,42093,typ,tt,typ,3.3,passed,failed,1.103022638451109,177.5288075155535,0.8171445020091465,0.5273005759809166
mc,mc_42094,42094,typ,tt,typ,3.3,passed,passed,1.036745956557137,39.86867905395826,0.8024315276597583,0.5234548629960045
mc,mc_42095,42095,typ,tt,typ,3.3,passed,failed,1.003479362057059,135.3819408260031,0.7889757436184772,0.5772524669882841
mc,mc_42096,42096,typ,tt,typ,3.3,passed,failed,1.013531226196895,112.30423862886776,0.7936241752490677,0.5266728799906559
mc,mc_42097,42097,typ,tt,typ,3.3,passed,failed,1.080535131608944,118.03251893824562,0.8118473474950774,0.527113661984913
mc,mc_42098,42098,typ,tt,typ,3.3,passed,failed,1.02541403001855,57.69808424515606,0.7938172751467966,0.5220046529721003
mc,mc_42099,42099,typ,tt,typ,3.3,passed,failed,1.024769415198414,58.434829462006356,0.7917314510111245,0.47116298001492396
mc,mc_42100,42100,typ,tt,typ,3.3,passed,failed,1.019683615597233,107.03163353207748,0.7964800526016338,0.5763524779758882
corners,typ_tt_typ_3.0,42001,typ,tt,typ,3.0,passed,passed,1.039340251844148,22.56592051477473,0.799075227421919,0.5271704040060285
corners,typ_tt_typ_3.3,42001,typ,tt,typ,3.3,passed,passed,1.039342729344203,22.557823115156033,0.8013187779139977,0.5241918019892182
corners,typ_tt_typ_3.6,42001,typ,tt,typ,3.6,passed,passed,1.039345036354573,22.551291660642075,0.8034339149057932,0.5722345050016884
corners,typ_tt_bcs_3.0,42001,typ,tt,bcs,3.0,passed,passed,1.042975727877277,13.562738435030058,0.7989665492378919,0.5261210090247914
corners,typ_tt_bcs_3.3,42001,typ,tt,bcs,3.3,passed,passed,1.042978340209879,13.555371093589192,0.801254909676663,0.5733546660048887
corners,typ_tt_bcs_3.6,42001,typ,tt,bcs,3.6,passed,passed,1.042980738259252,13.549493889528714,0.8034017628391935,0.5784041470033117
corners,typ_tt_wcs_3.0,42001,typ,tt,wcs,3.0,passed,passed,1.035962778587628,32.620820420805174,0.799014402266095,0.5212236380029935
corners,typ_tt_wcs_3.3,42001,typ,tt,wcs,3.3,passed,passed,1.035965148623916,32.61203697430877,0.8012186071395204,0.5238744640082587
corners,typ_tt_wcs_3.6,42001,typ,tt,wcs,3.6,passed,passed,1.03596738949946,32.604969761017514,0.8033055289718783,0.4741264079930261
corners,typ_ff_typ_3.0,42001,typ,ff,typ,3.0,passed,passed,1.039378904704662,22.08257398598437,0.8443299679422831,0.5220238559995778
corners,typ_ff_typ_3.3,42001,typ,ff,typ,3.3,passed,passed,1.039381369438649,22.07472752125178,0.8465893410237061,0.4761946689977776
corners,typ_ff_typ_3.6,42001,typ,ff,typ,3.6,passed,passed,1.039383679489926,22.068394604768365,0.8487245268683222,0.43167814798653126
corners,typ_ff_bcs_3.0,42001,typ,ff,bcs,3.0,passed,passed,1.043014836390487,13.153927102769858,0.8443122675341531,0.5245183990045916
corners,typ_ff_bcs_3.3,42001,typ,ff,bcs,3.3,passed,passed,1.043017430072931,13.146831577626264,0.8466155325564914,0.5246153899934143
corners,typ_ff_bcs_3.6,42001,typ,ff,bcs,3.6,passed,passed,1.043019824879337,13.141144426807939,0.8487819942597828,0.6240835729986429
corners,typ_ff_wcs_3.0,42001,typ,ff,wcs,3.0,passed,passed,1.036001054368375,32.066955499190016,0.8441884874344263,0.524207596987253
corners,typ_ff_wcs_3.3,42001,typ,ff,wcs,3.3,passed,passed,1.036003415958461,32.05840444513075,0.8464092894374666,0.4740588989807293
corners,typ_ff_wcs_3.6,42001,typ,ff,wcs,3.6,passed,passed,1.036005665309097,32.051542129622106,0.8485166494434101,0.4711954560189042
corners,typ_ss_typ_3.0,42001,typ,ss,typ,3.0,passed,passed,1.039303408135631,22.83938030033949,0.7806722316489458,0.5751642000104766
corners,typ_ss_typ_3.3,42001,typ,ss,typ,3.3,passed,passed,1.039305909026192,22.830944078917895,0.7806723717264253,0.6248144459968898
corners,typ_ss_typ_3.6,42001,typ,ss,typ,3.6,passed,passed,1.039308221271569,22.82413572248298,0.7806725063247322,0.5232922839932144
corners,typ_ss_bcs_3.0,42001,typ,ss,bcs,3.0,passed,passed,1.042938438130151,13.780043283460817,0.7834107236576907,0.5216089310124516
corners,typ_ss_bcs_3.3,42001,typ,ss,bcs,3.3,passed,passed,1.042941081132008,13.772311706926153,0.7834108710409513,0.5753046780009754
corners,typ_ss_bcs_3.6,42001,typ,ss,bcs,3.6,passed,passed,1.042943491856284,13.766172627962137,0.7834110100374484,0.577044436999131
corners,typ_ss_wcs_3.0,42001,typ,ss,wcs,3.0,passed,passed,1.035926304970318,32.95438358734386,0.7781206603412171,0.5236160839849617
corners,typ_ss_wcs_3.3,42001,typ,ss,wcs,3.3,passed,passed,1.03592869321028,32.945281553577104,0.7781207946042021,0.5262315270083491
corners,typ_ss_wcs_3.6,42001,typ,ss,wcs,3.6,passed,passed,1.035930932975235,32.937921296765346,0.7781209262218397,0.47064582697930746
corners,bcs_tt_typ_3.0,42001,bcs,tt,typ,3.0,passed,passed,1.033529551586705,37.38255577876002,0.7913586683157076,0.524404957977822
corners,bcs_tt_typ_3.3,42001,bcs,tt,typ,3.3,passed,passed,1.033532018994724,37.37270413287162,0.7935943124025487,0.5727307719935197
corners,bcs_tt_typ_3.6,42001,bcs,tt,typ,3.6,passed,passed,1.033534325248622,37.364804986084955,0.79570343519063,0.5286654260125943
corners,bcs_tt_bcs_3.0,42001,bcs,tt,bcs,3.0,passed,passed,1.037130883395002,25.776227740366917,0.7912362534440887,0.5726405440072995
corners,bcs_tt_bcs_3.3,42001,bcs,tt,bcs,3.3,passed,passed,1.037133484505661,25.766899236825058,0.7935161482119906,0.47101078598643653
corners,bcs_tt_bcs_3.6,42001,bcs,tt,bcs,3.6,passed,passed,1.03713587913664,25.759430060558223,0.7956566872817264,0.5727566790010314
corners,bcs_tt_wcs_3.0,42001,bcs,tt,wcs,3.0,passed,passed,1.030180383064112,48.994428591047956,0.7913094782920302,0.5767819930042606
corners,bcs_tt_wcs_3.3,42001,bcs,tt,wcs,3.3,passed,passed,1.030182743892117,48.98516537742819,0.7935062382229904,0.5201244159834459
corners,bcs_tt_wcs_3.6,42001,bcs,tt,wcs,3.6,passed,passed,1.030184986909362,48.97776227293531,0.7955873983799785,0.5238373040047009
corners,bcs_ff_typ_3.0,42001,bcs,ff,typ,3.0,passed,passed,1.033568159307909,36.86586695402043,0.8365571002902217,0.472258180991048
corners,bcs_ff_typ_3.3,42001,bcs,ff,typ,3.3,passed,passed,1.033570613686418,36.85629484929514,0.8388086854257669,0.5243967049755156
corners,bcs_ff_typ_3.6,42001,bcs,ff,typ,3.6,passed,passed,1.033572923552289,36.848634623722674,0.8409379025088775,0.4794599690067116
corners,bcs_ff_bcs_3.0,42001,bcs,ff,bcs,3.0,passed,passed,1.037169949127843,25.334158443775276,0.836525435865674,0.5719782100059092
corners,bcs_ff_bcs_3.3,42001,bcs,ff,bcs,3.3,passed,passed,1.037172531387953,25.32514437018838,0.8388203732102796,0.5245555549918208
corners,bcs_ff_bcs_3.6,42001,bcs,ff,bcs,3.6,passed,passed,1.037174923155329,25.3179128897723,0.8409805732840288,0.5238764620153233
corners,bcs_ff_wcs_3.0,42001,bcs,ff,wcs,3.0,passed,passed,1.030218611531282,48.425822759794684,0.8364274329082548,0.5725122730073053
corners,bcs_ff_wcs_3.3,42001,bcs,ff,wcs,3.3,passed,passed,1.030220963547966,48.41680155271086,0.8386408932023881,0.47254946001339704
corners,bcs_ff_wcs_3.6,42001,bcs,ff,wcs,3.6,passed,passed,1.030223215929694,48.40961816098661,0.8407425312107244,0.531277444009902
corners,bcs_ss_typ_3.0,42001,bcs,ss,typ,3.0,passed,passed,1.033492745275217,37.68636842852992,0.775956419920096,0.5752548539894633
corners,bcs_ss_typ_3.3,42001,bcs,ss,typ,3.3,passed,passed,1.03349523627735,37.676143585105955,0.7759565594132696,0.6262387010210659
corners,bcs_ss_typ_3.6,42001,bcs,ss,typ,3.6,passed,passed,1.03349754684387,37.66791675861224,0.7759566941906979,0.4757731409918051
corners,bcs_ss_bcs_3.0,42001,bcs,ss,bcs,3.0,passed,passed,1.037093628259776,26.0233607365495,0.7786890298652515,0.5829952560015954
corners,bcs_ss_bcs_3.3,42001,bcs,ss,bcs,3.3,passed,passed,1.03709626027164,26.0136206484247,0.7786891766201686,0.5307981230143923
corners,bcs_ss_bcs_3.6,42001,bcs,ss,bcs,3.6,passed,passed,1.037098667035728,26.005833875281656,0.778689315614602,0.67246657400392
corners,bcs_ss_wcs_3.0,42001,bcs,ss,wcs,3.0,passed,passed,1.030143949131149,49.34096726234977,0.7734096867461577,0.5770464499946684
corners,bcs_ss_wcs_3.3,42001,bcs,ss,wcs,3.3,passed,passed,1.030146328266898,49.33137350787137,0.7734098204682431,0.5735091690148693
corners,bcs_ss_wcs_3.6,42001,bcs,ss,wcs,3.6,passed,passed,1.030148568961735,49.32365381873427,0.77340995247001,0.5221338119881693
corners,wcs_tt_typ_3.0,42001,wcs,tt,typ,3.0,passed,passed,1.046666165688757,9.850621465986148,0.8090713256418347,0.5235466040030587
corners,wcs_tt_typ_3.3,42001,wcs,tt,typ,3.3,passed,passed,1.046668656404616,9.844688729722225,0.8113249585658312,0.572831845987821
corners,wcs_tt_typ_3.6,42001,wcs,tt,typ,3.6,passed,passed,1.046670966098647,9.839905534152155,0.813447756577581,0.5255079509806819
corners,wcs_tt_bcs_3.0,42001,wcs,tt,bcs,3.0,passed,passed,1.050337670253422,14.788937029888288,0.8089774243739927,0.4707221869903151
corners,wcs_tt_bcs_3.3,42001,wcs,tt,bcs,3.3,passed,passed,1.050340297092113,14.795025589196788,0.8112765687754556,0.4711244030040689
corners,wcs_tt_bcs_3.6,42001,wcs,tt,bcs,3.6,passed,passed,1.050342700727044,14.799974474735587,0.8134314539979908,0.7293754109996371
corners,wcs_tt_wcs_3.0,42001,wcs,tt,wcs,3.0,passed,passed,1.043258624939792,17.072010302896466,0.8089978962627542,0.4296585730044171
corners,wcs_tt_wcs_3.3,42001,wcs,tt,wcs,3.3,passed,passed,1.043261007156101,17.065181591173193,0.8112116036694029,0.4491779300151393
corners,wcs_tt_wcs_3.6,42001,wcs,tt,wcs,3.6,passed,passed,1.04326324748327,17.059632940660656,0.8133058733508939,0.37949025401030667
corners,wcs_ff_typ_3.0,42001,wcs,ff,typ,3.0,passed,passed,1.046704886948798,9.40877991308284,0.8543984726106548,0.3252485780103598
corners,wcs_ff_typ_3.3,42001,wcs,ff,typ,3.3,passed,passed,1.046707365318258,9.403051198939476,0.856667777458134,0.3827240699902177
corners,wcs_ff_typ_3.6,42001,wcs,ff,typ,3.6,passed,passed,1.046709677483669,9.39841475438297,0.8588105674711596,0.335873325006105
corners,wcs_ff_bcs_3.0,42001,wcs,ff,bcs,3.0,passed,passed,1.050376842449698,14.87675497073112,0.8543957775514142,0.40294162297504954
corners,wcs_ff_bcs_3.3,42001,wcs,ff,bcs,3.3,passed,passed,1.050379450988082,14.88270043138063,0.8567096509735139,0.4052105440059677
corners,wcs_ff_bcs_3.6,42001,wcs,ff,bcs,3.6,passed,passed,1.05038185107838,14.887524769547706,0.8588840790511838,0.387556888977997
corners,wcs_ff_wcs_3.0,42001,wcs,ff,wcs,3.0,passed,passed,1.043296973148113,16.559230347927443,0.8542442107719677,0.3449684389925096
corners,wcs_ff_wcs_3.3,42001,wcs,ff,wcs,3.3,passed,passed,1.043299347390795,16.55260059885503,0.856474384035465,0.39521756098838523
corners,wcs_ff_wcs_3.6,42001,wcs,ff,wcs,3.6,passed,passed,1.043301595299352,16.547212583568065,0.8585890422626515,0.394194779015379
corners,wcs_ss_typ_3.0,42001,wcs,ss,typ,3.0,passed,passed,1.046629263588287,10.087277229115955,0.7867963634262194,0.3988640989991836
corners,wcs_ss_typ_3.3,42001,wcs,ss,typ,3.3,passed,passed,1.046631777528084,10.081061104271546,0.7867965042790354,0.3991315799939912
corners,wcs_ss_typ_3.6,42001,wcs,ss,typ,3.6,passed,passed,1.046634093341306,10.076064594878925,0.7867966387643013,0.33998768602032214
corners,wcs_ss_bcs_3.0,42001,wcs,ss,bcs,3.0,passed,passed,1.050300326842931,14.712238717413754,0.789540883742087,0.3478193490009289
corners,wcs_ss_bcs_3.3,42001,wcs,ss,bcs,3.3,passed,passed,1.050302984221926,14.718146784574909,0.78954103196145,0.34464024900808
corners,wcs_ss_bcs_3.6,42001,wcs,ss,bcs,3.6,passed,passed,1.050305401067975,14.722961446598793,0.7895411710649987,0.45251375198131427
corners,wcs_ss_wcs_3.0,42001,wcs,ss,wcs,3.0,passed,passed,1.043222088957232,17.36799853525117,0.784239821975697,0.3990799419989344
corners,wcs_ss_wcs_3.3,42001,wcs,ss,wcs,3.3,passed,passed,1.043224489169742,17.360891099266393,0.7842399569557772,0.4010358490049839
corners,wcs_ss_wcs_3.6,42001,wcs,ss,wcs,3.6,passed,passed,1.043226729678661,17.355107665780995,0.7842400882331401,0.3521468639955856
