seed,max_abs_residual_C,cold_residual_C,hot_residual_C,proxy_status,actual_T2F_calibration_status
42001,1.0742068051358586,-1.0742068051358586,-0.3135241868826881,passed,not run
42002,0.5495185879283753,0.5495185879283753,0.1482519569756704,passed,not run
42003,0.1844147777634504,-0.1844147777634504,-0.06753265638127459,passed,not run
42004,1.2289940936280317,-1.2289940936280317,-0.35241132465903036,passed,not run
42005,1.2308818855806294,-1.2308818855806294,-0.35631879120151666,passed,not run
42006,0.0519584272677065,0.0519584272677065,-0.002912426402190249,passed,not run
42007,0.8072424123999866,-0.8072424123999866,-0.234783020694195,passed,not run
42008,0.10477375225899266,-0.10477375225899266,-0.045520272800260386,passed,not run
42009,0.37036455907379207,-0.37036455907379207,-0.120883548166276,passed,not run
42010,0.23150916538590138,0.23150916538590138,0.05006602118582748,passed,not run
42011,1.120808453794794,-1.120808453794794,-0.33840410918466546,passed,not run
42012,0.4722852123186527,-0.4722852123186527,-0.14705956904538198,passed,not run
42013,0.024652247333492028,0.024652247333492028,-0.014989877673912133,passed,not run
42014,1.526470779285333,-1.526470779285333,-0.44230875752768384,passed,not run
42015,0.5365498479917363,-0.5365498479917363,-0.17338264834988593,passed,not run
42016,1.0774135202708663,-1.0774135202708663,-0.31124180419591596,passed,not run
42017,0.26453337334920946,-0.26453337334920946,-0.08319314594729121,passed,not run
42018,0.9301928075979617,0.9301928075979617,0.259903731235255,passed,not run
42019,0.28007184030370524,-0.28007184030370524,-0.1075877102970253,passed,not run
42020,0.49926183663831125,-0.49926183663831125,-0.1566218569450939,passed,not run
42021,1.1649375209642727,-1.1649375209642727,-0.3434129908138317,passed,not run
42022,0.6751038432799845,-0.6751038432799845,-0.20566316008506647,passed,not run
42023,1.0354900428623068,-1.0354900428623068,-0.30663861278961235,passed,not run
42024,0.997011602456837,-0.997011602456837,-0.29470243445609867,passed,not run
42025,0.2532713096021837,-0.2532713096021837,-0.09087958391647533,passed,not run
42026,0.4574493515065967,0.4574493515065967,0.12480178945956766,passed,not run
42027,0.267108352483433,-0.267108352483433,-0.0896918215578495,passed,not run
42028,0.8975784662720372,-0.8975784662720372,-0.2677191177971139,passed,not run
42029,0.21637968567755195,-0.21637968567755195,-0.07661588365101579,passed,not run
42030,0.22352029680520502,0.22352029680520502,0.04127414669935092,passed,not run
42031,1.0501828273074523,1.0501828273074523,0.2862627748667421,passed,not run
42032,0.6383309242793587,0.6383309242793587,0.16994531910438582,passed,not run
42033,0.8321297343011196,-0.8321297343011196,-0.2530222722561888,passed,not run
42034,0.05020634807682001,-0.04966443402892651,-0.0326375492961688,passed,not run
42035,0.3450086294276673,-0.3450086294276673,-0.11580356139694459,passed,not run
42036,0.12873302045106527,-0.12873302045106527,-0.05555895260994248,passed,not run
42037,1.0273482226314457,-1.0273482226314457,-0.3152708196429188,passed,not run
42038,0.06986268185055167,0.06986268185055167,0.008846549402321102,passed,not run
42039,0.4207821469665305,-0.4207821469665305,-0.13198565040354993,passed,not run
42040,1.67736384923748,-1.67736384923748,-0.4916416126729928,passed,not run
42041,0.9504327303864244,-0.9504327303864244,-0.2860667459063535,passed,not run
42042,1.2296872923342193,-1.2296872923342193,-0.35237485261961865,passed,not run
42043,0.8513017753839733,-0.8513017753839733,-0.2544229432226217,passed,not run
42044,0.24112344287601672,-0.24112344287601672,-0.08800294532871078,passed,not run
42045,0.4625363453997977,-0.4625363453997977,-0.14202235999744062,passed,not run
42046,0.21275923461652724,0.21275923461652724,0.0322553197706128,passed,not run
42047,0.4029409483832609,-0.4029409483832609,-0.129516951506929,passed,not run
42048,0.44259432998264003,-0.44259432998264003,-0.14325436735934716,passed,not run
42049,0.44091340478924224,-0.44091340478924224,-0.14626096906971497,passed,not run
42050,0.8437050572072877,-0.8437050572072877,-0.25461528912090614,passed,not run
42051,0.20879227563278846,-0.20879227563278846,-0.07613968615561362,passed,not run
