──────────────────────────── Command line arguments ────────────────────────────
/usr/local/bin/kpex --pdk ihp-sg13g2 --threads 1 --lvsdb                        
@RESULTS@/final-remaining-contexts-20260923-r1/iptat_isense/width12/p
ex/actual_fill/clip.lvsdb --cell sense_fill_clip --2.5D --mode CC --out_dir     
@RESULTS@/final-remaining-contexts-20260923-r1/iptat_isense/width12/p
ex/actual_fill/kpex                                                             
───────────────────────────────── Input Layout ─────────────────────────────────
[06:32:33] INFO     LVSDB input file passed, bypassing LVS       kpex_cli.py:407
──────────────────────────────── Prepare LVSDB ─────────────────────────────────
─────────────────────── Non-empty layers in LVS database ───────────────────────
[06:32:33] INFO     (19, 0) -> (via1_drw)                        kpex_cli.py:892
[06:32:33] INFO     (29, 0) -> (via2_drw)                        kpex_cli.py:892
[06:32:33] INFO     (49, 0) -> (via3_drw)                        kpex_cli.py:892
[06:32:33] INFO     (46, 0) -> (pwell pwell_sub)                 kpex_cli.py:892
[06:32:33] INFO     (8, 0) -> (metal1_con)                       kpex_cli.py:892
[06:32:33] INFO     (10, 0) -> (metal2_con)                      kpex_cli.py:892
[06:32:33] INFO     (30, 0) -> (metal3_con)                      kpex_cli.py:892
[06:32:33] INFO     (50, 0) -> (metal4_con)                      kpex_cli.py:892
[06:32:33] INFO     (126, 0) -> (topmetal1_con)                  kpex_cli.py:892
[06:32:33] INFO     (134, 0) -> (topmetal2_con)                  kpex_cli.py:892
───────────────────────────── kpex/2.5D PEX Engine ─────────────────────────────
─────────────────── kpex/2.5D extracted netlist (CSV format) ───────────────────
Device;Net1;Net2;Capacitance [fF];Resistance [Ω]                                
C1;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_5,CTX_L8_0;CTX_L126_0;0.538;           
C2;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_5,CTX_L8_0;CTX_L8_2;0.192;             
C3;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_5,CTX_L8_0;FILL_L10_0;0.008;           
C4;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_5,CTX_L8_0;FILL_L10_11;0.001;          
C5;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_5,CTX_L8_0;FILL_L10_12;0.062;          
C6;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_5,CTX_L8_0;FILL_L10_14;0.0;            
C7;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_5,CTX_L8_0;FILL_L10_2;0.014;           
C8;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_5,CTX_L8_0;FILL_L10_3;0.025;           
C9;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_5,CTX_L8_0;FILL_L10_5;0.002;           
C10;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_5,CTX_L8_0;FILL_L10_6;0.182;          
C11;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_5,CTX_L8_0;FILL_L10_8;0.001;          
C12;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_5,CTX_L8_0;FILL_L10_9;0.092;          
C13;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_5,CTX_L8_0;FILL_L134_1;0.063;         
C14;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_5,CTX_L8_0;FILL_L30_0;0.0;            
C15;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_5,CTX_L8_0;FILL_L30_10;0.515;         
C16;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_5,CTX_L8_0;FILL_L30_12;0.002;         
C17;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_5,CTX_L8_0;FILL_L30_14;0.002;         
C18;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_5,CTX_L8_0;FILL_L30_15;0.496;         
C19;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_5,CTX_L8_0;FILL_L30_2;0.014;          
C20;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_5,CTX_L8_0;FILL_L30_4;0.093;          
C21;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_5,CTX_L8_0;FILL_L30_5;0.004;          
C22;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_5,CTX_L8_0;FILL_L30_7;0.002;          
C23;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_5,CTX_L8_0;FILL_L30_9;0.002;          
C24;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_5,CTX_L8_0;FILL_L50_0;0.016;          
C25;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_5,CTX_L8_0;FILL_L50_1;0.017;          
C26;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_5,CTX_L8_0;FILL_L50_2;0.017;          
C27;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_5,CTX_L8_0;FILL_L50_3;0.017;          
C28;CTX_L10_0,CTX_L30_0,CTX_L30_1,CTX_L50_5,CTX_L8_0;FILL_L50_4;0.017;          
