# Logfile created on 2026-09-19 12:51:08 +0200 by logger.rb/v1.5.3
2026-09-19 12:51:08 +0200: Memory Usage (803224K) : Starting running IHP-SG13G2 KLayout DRC runset on /work/designs/g1-guardian/blocks/g1_t2f/layout/g1_t2f.gds
2026-09-19 12:51:08 +0200: Memory Usage (803224K) : Ruby Version for klayout: 3.2.3
2026-09-19 12:51:08 +0200: Memory Usage (805528K) : Loading database to memory is complete.
2026-09-19 12:51:08 +0200: Memory Usage (805528K) : IHP-SG13G2 KLayout DRC runset output at: /work/build/g1_t2f_rev2/lay/r4fill/drc/g1_t2f_g1_t2f_main.lyrdb
2026-09-19 12:51:08 +0200: Memory Usage (805784K) : Evaluate switches.
2026-09-19 12:51:08 +0200: Memory Usage (805784K) : tables selected: main
2026-09-19 12:51:08 +0200: Memory Usage (805784K) : KLayout will use 16 thread(s) in tiling mode.
2026-09-19 12:51:08 +0200: Memory Usage (805784K) : deep mode is enabled.
2026-09-19 12:51:08 +0200: Memory Usage (805784K) : FEOL enabled: true
2026-09-19 12:51:08 +0200: Memory Usage (805784K) : BEOL enabled: true
2026-09-19 12:51:08 +0200: Memory Usage (805784K) : OFFGRID enabled: true
2026-09-19 12:51:08 +0200: Memory Usage (805784K) : ANGLE enabled: true
2026-09-19 12:51:08 +0200: Memory Usage (805784K) : PIN enabled: true
2026-09-19 12:51:08 +0200: Memory Usage (805784K) : FORBIDDEN enabled: true
2026-09-19 12:51:08 +0200: Memory Usage (805784K) : RECOMMENDED enabled: true
2026-09-19 12:51:08 +0200: Memory Usage (805784K) : PreCheck DRC enabled: false
2026-09-19 12:51:08 +0200: Memory Usage (805784K) : CONNECTIVITY_RULES enabled: true.
2026-09-19 12:51:08 +0200: Memory Usage (805784K) : Read in polygons from layers.
2026-09-19 12:51:08 +0200: Memory Usage (808600K) : activ_drw has 230 polygons
2026-09-19 12:51:08 +0200: Memory Usage (808600K) : activ_pin has 0 polygons
2026-09-19 12:51:08 +0200: Memory Usage (808728K) : activ_mask has 6 polygons
2026-09-19 12:51:08 +0200: Memory Usage (808728K) : activ_filler has 54 polygons
2026-09-19 12:51:08 +0200: Memory Usage (808728K) : activ_nofill has 3 polygons
2026-09-19 12:51:08 +0200: Memory Usage (808728K) : activ_opc has 0 polygons
2026-09-19 12:51:08 +0200: Memory Usage (808728K) : activ_iopc has 0 polygons
2026-09-19 12:51:08 +0200: Memory Usage (808728K) : activ_noqrc has 0 polygons
2026-09-19 12:51:08 +0200: Memory Usage (808728K) : biwind_drw has 0 polygons
2026-09-19 12:51:08 +0200: Memory Usage (808728K) : biwind_opc has 0 polygons
2026-09-19 12:51:08 +0200: Memory Usage (808728K) : pemwind_drw has 0 polygons
2026-09-19 12:51:08 +0200: Memory Usage (808728K) : gatpoly_drw has 174 polygons
2026-09-19 12:51:08 +0200: Memory Usage (808728K) : gatpoly_pin has 51 polygons
