22-Sep-2026 21:34:48 | INFO    | KLayout version detected: 0.30.9 (required >= 0.30.5)
22-Sep-2026 21:34:48 | INFO    | Using DRC JSON file: /foss/pdks/ihp-sg13g2/libs.tech/klayout/python/sg13g2_pycell_lib/sg13g2_tech_mod.json
22-Sep-2026 21:34:48 | INFO    | Running IHP-SG13G2 main checks on design /work/build/scratch/sense-fullassembly-20260922-r5/g1_sense_physical.gds, topcell: g1_sense_physical
2026-09-22 21:34:50 +0200: Memory Usage (408468K) : Starting running IHP-SG13G2 KLayout DRC runset on /work/build/scratch/sense-fullassembly-20260922-r5/g1_sense_physical.gds
2026-09-22 21:34:50 +0200: Memory Usage (408468K) : Ruby Version for klayout: 3.2.3
2026-09-22 21:34:50 +0200: Memory Usage (409684K) : Loading database to memory is complete.
2026-09-22 21:34:50 +0200: Memory Usage (409684K) : IHP-SG13G2 KLayout DRC runset output at: /work/build/scratch/sense-fullassembly-stock-20260922-r4/drc/g1_sense_physical_g1_sense_physical_main.lyrdb
2026-09-22 21:34:50 +0200: Memory Usage (409684K) : Evaluate switches.
2026-09-22 21:34:50 +0200: Memory Usage (409684K) : tables selected: main
2026-09-22 21:34:50 +0200: Memory Usage (409684K) : KLayout will use 128 thread(s) in tiling mode.
2026-09-22 21:34:50 +0200: Memory Usage (409684K) : deep mode is enabled.
2026-09-22 21:34:50 +0200: Memory Usage (409684K) : FEOL enabled: true
2026-09-22 21:34:50 +0200: Memory Usage (409684K) : BEOL enabled: true
2026-09-22 21:34:50 +0200: Memory Usage (409684K) : OFFGRID enabled: true
2026-09-22 21:34:50 +0200: Memory Usage (409684K) : ANGLE enabled: true
2026-09-22 21:34:50 +0200: Memory Usage (409684K) : PIN enabled: true
2026-09-22 21:34:50 +0200: Memory Usage (409684K) : FORBIDDEN enabled: true
2026-09-22 21:34:50 +0200: Memory Usage (409684K) : RECOMMENDED enabled: true
2026-09-22 21:34:50 +0200: Memory Usage (409684K) : PreCheck DRC enabled: false
2026-09-22 21:34:50 +0200: Memory Usage (409684K) : CONNECTIVITY_RULES enabled: true.
2026-09-22 21:34:50 +0200: Memory Usage (409684K) : Read in polygons from layers.
2026-09-22 21:34:50 +0200: Memory Usage (411348K) : activ_drw has 1011 polygons
2026-09-22 21:34:50 +0200: Memory Usage (411348K) : activ_pin has 0 polygons
2026-09-22 21:34:50 +0200: Memory Usage (411348K) : activ_mask has 0 polygons
2026-09-22 21:34:50 +0200: Memory Usage (411348K) : activ_filler has 0 polygons
2026-09-22 21:34:50 +0200: Memory Usage (411840K) : activ_nofill has 4 polygons
2026-09-22 21:34:50 +0200: Memory Usage (411840K) : activ_opc has 0 polygons
2026-09-22 21:34:50 +0200: Memory Usage (411840K) : activ_iopc has 0 polygons
2026-09-22 21:34:50 +0200: Memory Usage (411840K) : activ_noqrc has 0 polygons
2026-09-22 21:34:50 +0200: Memory Usage (412104K) : biwind_drw has 0 polygons
2026-09-22 21:34:50 +0200: Memory Usage (412104K) : biwind_opc has 0 polygons
2026-09-22 21:34:50 +0200: Memory Usage (412104K) : pemwind_drw has 0 polygons
2026-09-22 21:34:50 +0200: Memory Usage (412104K) : gatpoly_drw has 1566 polygons
2026-09-22 21:34:50 +0200: Memory Usage (412104K) : gatpoly_pin has 50 polygons
2026-09-22 21:34:50 +0200: Memory Usage (412104K) : gatpoly_filler has 0 polygons
2026-09-22 21:34:50 +0200: Memory Usage (412104K) : gatpoly_nofill has 4 polygons
2026-09-22 21:34:50 +0200: Memory Usage (412148K) : gatpoly_opc has 0 polygons
2026-09-22 21:34:50 +0200: Memory Usage (412148K) : gatpoly_iopc has 0 polygons
2026-09-22 21:34:50 +0200: Memory Usage (412148K) : gatpoly_noqrc has 0 polygons
2026-09-22 21:34:50 +0200: Memory Usage (412936K) : cont_drw has 41384 polygons
2026-09-22 21:34:50 +0200: Memory Usage (412936K) : cont_opc has 0 polygons
2026-09-22 21:34:50 +0200: Memory Usage (413200K) : nsd_drw has 0 polygons
2026-09-22 21:34:50 +0200: Memory Usage (413200K) : nsd_block has 0 polygons
2026-09-22 21:34:50 +0200: Memory Usage (413200K) : metal1_drw has 3431 polygons
2026-09-22 21:34:50 +0200: Memory Usage (413200K) : metal1_pin has 106 polygons
2026-09-22 21:34:50 +0200: Memory Usage (413200K) : metal1_mask has 0 polygons
2026-09-22 21:34:50 +0200: Memory Usage (413200K) : metal1_filler has 0 polygons
2026-09-22 21:34:50 +0200: Memory Usage (413200K) : metal1_nofill has 4 polygons
2026-09-22 21:34:50 +0200: Memory Usage (413200K) : metal1_slit has 0 polygons
2026-09-22 21:34:50 +0200: Memory Usage (413464K) : metal1_text has 0 polygons
2026-09-22 21:34:50 +0200: Memory Usage (413464K) : metal1_opc has 0 polygons
2026-09-22 21:34:50 +0200: Memory Usage (413464K) : metal1_noqrc has 0 polygons
2026-09-22 21:34:50 +0200: Memory Usage (413464K) : metal1_res has 0 polygons
2026-09-22 21:34:50 +0200: Memory Usage (413844K) : metal1_iprobe has 0 polygons
2026-09-22 21:34:50 +0200: Memory Usage (413844K) : metal1_diffprb has 0 polygons
2026-09-22 21:34:50 +0200: Memory Usage (413844K) : passiv_drw has 0 polygons
2026-09-22 21:34:50 +0200: Memory Usage (413844K) : passiv_pin has 0 polygons
2026-09-22 21:34:50 +0200: Memory Usage (413844K) : passiv_sbump has 0 polygons
2026-09-22 21:34:50 +0200: Memory Usage (414108K) : passiv_pillar has 0 polygons
2026-09-22 21:34:50 +0200: Memory Usage (414108K) : passiv_pdl has 0 polygons
2026-09-22 21:34:50 +0200: Memory Usage (414108K) : metal2_drw has 1079 polygons
2026-09-22 21:34:50 +0200: Memory Usage (414108K) : metal2_pin has 0 polygons
2026-09-22 21:34:50 +0200: Memory Usage (414300K) : metal2_mask has 0 polygons
2026-09-22 21:34:50 +0200: Memory Usage (414300K) : metal2_filler has 0 polygons
2026-09-22 21:34:50 +0200: Memory Usage (414300K) : metal2_nofill has 4 polygons
2026-09-22 21:34:50 +0200: Memory Usage (414560K) : metal2_slit has 0 polygons
2026-09-22 21:34:50 +0200: Memory Usage (414560K) : metal2_text has 8 polygons
2026-09-22 21:34:50 +0200: Memory Usage (414560K) : metal2_opc has 0 polygons
2026-09-22 21:34:50 +0200: Memory Usage (414560K) : metal2_noqrc has 0 polygons
2026-09-22 21:34:50 +0200: Memory Usage (414876K) : metal2_res has 0 polygons
2026-09-22 21:34:50 +0200: Memory Usage (414876K) : metal2_iprobe has 0 polygons
2026-09-22 21:34:50 +0200: Memory Usage (414876K) : metal2_diffprb has 0 polygons
2026-09-22 21:34:50 +0200: Memory Usage (414876K) : baspoly_drw has 0 polygons
2026-09-22 21:34:50 +0200: Memory Usage (414876K) : baspoly_pin has 0 polygons
2026-09-22 21:34:50 +0200: Memory Usage (415140K) : psd_drw has 371 polygons
2026-09-22 21:34:50 +0200: Memory Usage (415140K) : nldb_drw has 0 polygons
2026-09-22 21:34:50 +0200: Memory Usage (415140K) : digibnd_drw has 0 polygons
2026-09-22 21:34:50 +0200: Memory Usage (415140K) : via1_drw has 1139 polygons
2026-09-22 21:34:50 +0200: Memory Usage (415140K) : backmetal1_drw has 0 polygons
2026-09-22 21:34:50 +0200: Memory Usage (415404K) : backmetal1_pin has 0 polygons
2026-09-22 21:34:50 +0200: Memory Usage (415404K) : backmetal1_mask has 0 polygons
2026-09-22 21:34:50 +0200: Memory Usage (415404K) : backmetal1_filler has 0 polygons
2026-09-22 21:34:50 +0200: Memory Usage (415404K) : backmetal1_nofill has 0 polygons
2026-09-22 21:34:50 +0200: Memory Usage (415668K) : backmetal1_slit has 0 polygons
2026-09-22 21:34:50 +0200: Memory Usage (415668K) : backmetal1_text has 0 polygons
2026-09-22 21:34:50 +0200: Memory Usage (415668K) : backmetal1_opc has 0 polygons
2026-09-22 21:34:50 +0200: Memory Usage (415668K) : backmetal1_noqrc has 0 polygons
2026-09-22 21:34:50 +0200: Memory Usage (415908K) : backmetal1_res has 0 polygons
2026-09-22 21:34:50 +0200: Memory Usage (415908K) : backmetal1_iprobe has 0 polygons
2026-09-22 21:34:50 +0200: Memory Usage (416024K) : backmetal1_diffprb has 0 polygons
2026-09-22 21:34:50 +0200: Memory Usage (416024K) : backpassiv_drw has 0 polygons
2026-09-22 21:34:50 +0200: Memory Usage (416024K) : res_drw has 0 polygons
2026-09-22 21:34:50 +0200: Memory Usage (416284K) : sram_drw has 0 polygons
2026-09-22 21:34:50 +0200: Memory Usage (416284K) : trans_drw has 0 polygons
2026-09-22 21:34:50 +0200: Memory Usage (416284K) : ind_drw has 0 polygons
2026-09-22 21:34:50 +0200: Memory Usage (416284K) : ind_pin has 0 polygons
