Device;Net1;Net2;Capacitance [fF];Resistance [Ω]
C1;CTX_L10_0,CTX_L30_0,CTX_L8_0;CTX_L126_0,CTX_L134_0;0.049;
C2;CTX_L10_0,CTX_L30_0,CTX_L8_0;CTX_L126_1;0.02;
C3;CTX_L10_0,CTX_L30_0,CTX_L8_0;CTX_L126_2,CTX_L50_2,CTX_L67_0;20.209;
C4;CTX_L10_0,CTX_L30_0,CTX_L8_0;FILL_L10_15;0.0;
C5;CTX_L10_0,CTX_L30_0,CTX_L8_0;FILL_L10_16;0.017;
C6;CTX_L10_0,CTX_L30_0,CTX_L8_0;FILL_L10_17;0.933;
C7;CTX_L10_0,CTX_L30_0,CTX_L8_0;FILL_L10_18;1.237;
C8;CTX_L10_0,CTX_L30_0,CTX_L8_0;FILL_L10_19;0.195;
C9;CTX_L10_0,CTX_L30_0,CTX_L8_0;FILL_L10_20;0.191;
C10;CTX_L10_0,CTX_L30_0,CTX_L8_0;FILL_L10_21;0.413;
C11;CTX_L10_0,CTX_L30_0,CTX_L8_0;FILL_L10_27;0.0;
C12;CTX_L10_0,CTX_L30_0,CTX_L8_0;FILL_L10_28;0.017;
C13;CTX_L10_0,CTX_L30_0,CTX_L8_0;FILL_L10_29;0.933;
C14;CTX_L10_0,CTX_L30_0,CTX_L8_0;FILL_L10_30;1.212;
C15;CTX_L10_0,CTX_L30_0,CTX_L8_0;FILL_L10_31;1.423;
C16;CTX_L10_0,CTX_L30_0,CTX_L8_0;FILL_L10_32;0.388;
C17;CTX_L10_0,CTX_L30_0,CTX_L8_0;FILL_L10_39;0.016;
C18;CTX_L10_0,CTX_L30_0,CTX_L8_0;FILL_L10_40;0.933;
C19;CTX_L10_0,CTX_L30_0,CTX_L8_0;FILL_L10_41;1.212;
C20;CTX_L10_0,CTX_L30_0,CTX_L8_0;FILL_L10_42;1.406;
C21;CTX_L10_0,CTX_L30_0,CTX_L8_0;FILL_L10_43;0.388;
C22;CTX_L10_0,CTX_L30_0,CTX_L8_0;FILL_L10_49;0.0;
C23;CTX_L10_0,CTX_L30_0,CTX_L8_0;FILL_L10_50;0.015;
C24;CTX_L10_0,CTX_L30_0,CTX_L8_0;FILL_L10_51;0.75;
C25;CTX_L10_0,CTX_L30_0,CTX_L8_0;FILL_L10_52;0.969;
C26;CTX_L10_0,CTX_L30_0,CTX_L8_0;FILL_L10_53;1.134;
C27;CTX_L10_0,CTX_L30_0,CTX_L8_0;FILL_L10_54;0.313;
C28;CTX_L10_0,CTX_L30_0,CTX_L8_0;FILL_L10_6;0.002;
C29;CTX_L10_0,CTX_L30_0,CTX_L8_0;FILL_L10_7;0.183;
C30;CTX_L10_0,CTX_L30_0,CTX_L8_0;FILL_L10_8;0.252;
C31;CTX_L10_0,CTX_L30_0,CTX_L8_0;FILL_L10_9;0.085;
C32;CTX_L10_0,CTX_L30_0,CTX_L8_0;FILL_L30_0;0.01;
C33;CTX_L10_0,CTX_L30_0,CTX_L8_0;FILL_L30_12;0.011;
C34;CTX_L10_0,CTX_L30_0,CTX_L8_0;FILL_L30_13;0.01;
C35;CTX_L10_0,CTX_L30_0,CTX_L8_0;FILL_L30_14;0.01;
C36;CTX_L10_0,CTX_L30_0,CTX_L8_0;FILL_L30_19;0.011;
C37;CTX_L10_0,CTX_L30_0,CTX_L8_0;FILL_L30_20;0.01;
C38;CTX_L10_0,CTX_L30_0,CTX_L8_0;FILL_L30_21;0.01;
C39;CTX_L10_0,CTX_L30_0,CTX_L8_0;FILL_L30_26;0.005;
C40;CTX_L10_0,CTX_L30_0,CTX_L8_0;FILL_L30_5;0.011;
C41;CTX_L10_0,CTX_L30_0,CTX_L8_0;FILL_L30_6;0.01;
C42;CTX_L10_0,CTX_L30_0,CTX_L8_0;FILL_L30_7;0.01;
C43;CTX_L10_0,CTX_L30_0,CTX_L8_0;FILL_L8_17;0.068;
C44;CTX_L10_0,CTX_L30_0,CTX_L8_0;FILL_L8_18;0.158;
C45;CTX_L10_0,CTX_L30_0,CTX_L8_0;FILL_L8_19;0.113;
C46;CTX_L10_0,CTX_L30_0,CTX_L8_0;FILL_L8_20;0.08;
C47;CTX_L10_0,CTX_L30_0,CTX_L8_0;FILL_L8_21;0.095;
C48;CTX_L10_0,CTX_L30_0,CTX_L8_0;FILL_L8_29;0.068;
C49;CTX_L10_0,CTX_L30_0,CTX_L8_0;FILL_L8_30;0.143;
C50;CTX_L10_0,CTX_L30_0,CTX_L8_0;FILL_L8_31;0.095;
C51;CTX_L10_0,CTX_L30_0,CTX_L8_0;FILL_L8_32;0.059;
C52;CTX_L10_0,CTX_L30_0,CTX_L8_0;FILL_L8_33;0.095;
C53;CTX_L10_0,CTX_L30_0,CTX_L8_0;FILL_L8_41;0.068;
C54;CTX_L10_0,CTX_L30_0,CTX_L8_0;FILL_L8_42;0.143;
C55;CTX_L10_0,CTX_L30_0,CTX_L8_0;FILL_L8_43;0.095;
C56;CTX_L10_0,CTX_L30_0,CTX_L8_0;FILL_L8_44;0.059;
C57;CTX_L10_0,CTX_L30_0,CTX_L8_0;FILL_L8_45;0.095;
C58;CTX_L10_0,CTX_L30_0,CTX_L8_0;FILL_L8_53;0.044;
C59;CTX_L10_0,CTX_L30_0,CTX_L8_0;FILL_L8_54;0.102;
C60;CTX_L10_0,CTX_L30_0,CTX_L8_0;FILL_L8_55;0.044;
C61;CTX_L10_0,CTX_L30_0,CTX_L8_0;FILL_L8_56;0.047;
C62;CTX_L10_0,CTX_L30_0,CTX_L8_0;FILL_L8_7;0.024;
C63;CTX_L10_0,CTX_L30_0,CTX_L8_0;FILL_L8_8;0.043;
C64;CTX_L10_0,CTX_L30_0,CTX_L8_0;FILL_L8_9;0.019;
C65;CTX_L10_0,CTX_L30_0,CTX_L8_0;P;0.003;
C66;CTX_L10_0,CTX_L30_0,CTX_L8_0;VSUBS;5.368;
C67;CTX_L126_0,CTX_L134_0;CTX_L126_1;3.195;
C68;CTX_L126_0,CTX_L134_0;CTX_L126_2,CTX_L50_2,CTX_L67_0;3.895;
C69;CTX_L126_0,CTX_L134_0;FILL_L10_1;0.016;
C70;CTX_L126_0,CTX_L134_0;FILL_L10_10;0.013;
C71;CTX_L126_0,CTX_L134_0;FILL_L10_11;0.112;
C72;CTX_L126_0,CTX_L134_0;FILL_L10_12;0.087;
C73;CTX_L126_0,CTX_L134_0;FILL_L10_13;0.005;
C74;CTX_L126_0,CTX_L134_0;FILL_L10_16;0.012;
C75;CTX_L126_0,CTX_L134_0;FILL_L10_17;0.004;
C76;CTX_L126_0,CTX_L134_0;FILL_L10_2;0.007;
C77;CTX_L126_0,CTX_L134_0;FILL_L10_22;0.006;
C78;CTX_L126_0,CTX_L134_0;FILL_L10_23;0.096;
C79;CTX_L126_0,CTX_L134_0;FILL_L10_24;0.093;
C80;CTX_L126_0,CTX_L134_0;FILL_L10_25;0.002;
C81;CTX_L126_0,CTX_L134_0;FILL_L10_28;0.042;
C82;CTX_L126_0,CTX_L134_0;FILL_L10_29;0.015;
C83;CTX_L126_0,CTX_L134_0;FILL_L10_33;0.003;
C84;CTX_L126_0,CTX_L134_0;FILL_L10_34;0.087;
C85;CTX_L126_0,CTX_L134_0;FILL_L10_35;0.087;
C86;CTX_L126_0,CTX_L134_0;FILL_L10_36;0.0;
C87;CTX_L126_0,CTX_L134_0;FILL_L10_39;0.048;
C88;CTX_L126_0,CTX_L134_0;FILL_L10_40;0.021;
C89;CTX_L126_0,CTX_L134_0;FILL_L10_44;0.009;
C90;CTX_L126_0,CTX_L134_0;FILL_L10_45;0.087;
C91;CTX_L126_0,CTX_L134_0;FILL_L10_46;0.095;
C92;CTX_L126_0,CTX_L134_0;FILL_L10_47;0.006;
C93;CTX_L126_0,CTX_L134_0;FILL_L10_50;0.043;
C94;CTX_L126_0,CTX_L134_0;FILL_L10_51;0.018;
C95;CTX_L126_0,CTX_L134_0;FILL_L30_1;0.045;
C96;CTX_L126_0,CTX_L134_0;FILL_L30_14;0.007;
C97;CTX_L126_0,CTX_L134_0;FILL_L30_15;0.06;
C98;CTX_L126_0,CTX_L134_0;FILL_L30_16;0.092;
C99;CTX_L126_0,CTX_L134_0;FILL_L30_17;0.016;
C100;CTX_L126_0,CTX_L134_0;FILL_L30_19;0.014;
C101;CTX_L126_0,CTX_L134_0;FILL_L30_2;0.055;
C102;CTX_L126_0,CTX_L134_0;FILL_L30_20;0.011;
C103;CTX_L126_0,CTX_L134_0;FILL_L30_21;0.01;
C104;CTX_L126_0,CTX_L134_0;FILL_L30_22;0.03;
C105;CTX_L126_0,CTX_L134_0;FILL_L30_23;0.047;
C106;CTX_L126_0,CTX_L134_0;FILL_L30_24;0.012;
C107;CTX_L126_0,CTX_L134_0;FILL_L30_26;0.007;
