Device;Net1;Net2;Capacitance [fF];Resistance [Ω]
C1;CTX_L10_0,CTX_L10_1,CTX_L10_2,CTX_L30_0,CTX_L30_2,CTX_L50_13,CTX_L8_4;CTX_L10_10,CTX_L10_22,CTX_L10_36,CTX_L30_11,CTX_L30_6,CTX_L8_12,CTX_L8_19,CTX_L8_28,CTX_L8_35;0.081;
C2;CTX_L10_0,CTX_L10_1,CTX_L10_2,CTX_L30_0,CTX_L30_2,CTX_L50_13,CTX_L8_4;CTX_L10_11,CTX_L10_16,CTX_L10_17,CTX_L10_7,CTX_L30_12,CTX_L30_3,CTX_L8_13,CTX_L8_22,CTX_L8_23,CTX_L8_29,CTX_L8_7;0.176;
C3;CTX_L10_0,CTX_L10_1,CTX_L10_2,CTX_L30_0,CTX_L30_2,CTX_L50_13,CTX_L8_4;CTX_L10_12,CTX_L10_15,CTX_L30_8,CTX_L8_14,CTX_L8_21,CTX_L8_30;0.006;
C4;CTX_L10_0,CTX_L10_1,CTX_L10_2,CTX_L30_0,CTX_L30_2,CTX_L50_13,CTX_L8_4;CTX_L10_13,CTX_L10_20,CTX_L10_21,CTX_L10_9,CTX_L30_13,CTX_L30_5,CTX_L8_11,CTX_L8_17,CTX_L8_26,CTX_L8_27,CTX_L8_31;0.176;
C5;CTX_L10_0,CTX_L10_1,CTX_L10_2,CTX_L30_0,CTX_L30_2,CTX_L50_13,CTX_L8_4;CTX_L10_14,CTX_L10_19,CTX_L30_10,CTX_L8_18,CTX_L8_25,CTX_L8_32;0.006;
C6;CTX_L10_0,CTX_L10_1,CTX_L10_2,CTX_L30_0,CTX_L30_2,CTX_L50_13,CTX_L8_4;CTX_L10_18,CTX_L10_34,CTX_L10_8,CTX_L30_4,CTX_L30_9,CTX_L8_15,CTX_L8_24,CTX_L8_33,CTX_L8_8;0.081;
C7;CTX_L10_0,CTX_L10_1,CTX_L10_2,CTX_L30_0,CTX_L30_2,CTX_L50_13,CTX_L8_4;CTX_L10_23,CTX_L10_24,CTX_L10_25,CTX_L10_26,CTX_L10_27,CTX_L10_28,CTX_L10_29,CTX_L10_30,CTX_L30_14,CTX_L8_37;0.045;
C8;CTX_L10_0,CTX_L10_1,CTX_L10_2,CTX_L30_0,CTX_L30_2,CTX_L50_13,CTX_L8_4;CTX_L10_3,CTX_L8_0,CTX_L8_5;0.137;
C9;CTX_L10_0,CTX_L10_1,CTX_L10_2,CTX_L30_0,CTX_L30_2,CTX_L50_13,CTX_L8_4;CTX_L10_33;0.222;
C10;CTX_L10_0,CTX_L10_1,CTX_L10_2,CTX_L30_0,CTX_L30_2,CTX_L50_13,CTX_L8_4;CTX_L10_35,CTX_L8_16,CTX_L8_34;0.004;
C11;CTX_L10_0,CTX_L10_1,CTX_L10_2,CTX_L30_0,CTX_L30_2,CTX_L50_13,CTX_L8_4;CTX_L10_37,CTX_L8_20,CTX_L8_36;0.004;
C12;CTX_L10_0,CTX_L10_1,CTX_L10_2,CTX_L30_0,CTX_L30_2,CTX_L50_13,CTX_L8_4;CTX_L10_4,CTX_L8_2,CTX_L8_6;0.593;
C13;CTX_L10_0,CTX_L10_1,CTX_L10_2,CTX_L30_0,CTX_L30_2,CTX_L50_13,CTX_L8_4;CTX_L10_5,CTX_L8_1,CTX_L8_9;0.145;
C14;CTX_L10_0,CTX_L10_1,CTX_L10_2,CTX_L30_0,CTX_L30_2,CTX_L50_13,CTX_L8_4;CTX_L10_6,CTX_L8_10,CTX_L8_3;0.604;
C15;CTX_L10_0,CTX_L10_1,CTX_L10_2,CTX_L30_0,CTX_L30_2,CTX_L50_13,CTX_L8_4;CTX_L126_1;0.563;
C16;CTX_L10_0,CTX_L10_1,CTX_L10_2,CTX_L30_0,CTX_L30_2,CTX_L50_13,CTX_L8_4;CTX_L8_39;2.427;
C17;CTX_L10_0,CTX_L10_1,CTX_L10_2,CTX_L30_0,CTX_L30_2,CTX_L50_13,CTX_L8_4;FILL_L10_10;0.014;
C18;CTX_L10_0,CTX_L10_1,CTX_L10_2,CTX_L30_0,CTX_L30_2,CTX_L50_13,CTX_L8_4;FILL_L10_11;0.025;
C19;CTX_L10_0,CTX_L10_1,CTX_L10_2,CTX_L30_0,CTX_L30_2,CTX_L50_13,CTX_L8_4;FILL_L10_18;0.002;
C20;CTX_L10_0,CTX_L10_1,CTX_L10_2,CTX_L30_0,CTX_L30_2,CTX_L50_13,CTX_L8_4;FILL_L10_19;0.212;
C21;CTX_L10_0,CTX_L10_1,CTX_L10_2,CTX_L30_0,CTX_L30_2,CTX_L50_13,CTX_L8_4;FILL_L10_2;0.008;
C22;CTX_L10_0,CTX_L10_1,CTX_L10_2,CTX_L30_0,CTX_L30_2,CTX_L50_13,CTX_L8_4;FILL_L10_22;0.0;
