2026-09-24T16:18:18+02:00 launched c_mid_tt_m40C_c1414m on cpu 0
2026-09-24T16:18:18+02:00 launched c_mid_tt_27C_c1414m on cpu 1
2026-09-24T16:18:19+02:00 launched c_mid_tt_85C_c1414m on cpu 2
2026-09-24T16:18:19+02:00 launched c_mid_tt_125C_c1414m on cpu 3
2026-09-24T16:18:19+02:00 launched c_mid_ss_m40C_c1414m on cpu 4
2026-09-24T16:18:20+02:00 launched c_mid_ss_27C_c1414m on cpu 5
2026-09-24T16:18:20+02:00 launched c_mid_ss_85C_c1414m on cpu 6
2026-09-24T16:18:20+02:00 launched c_mid_ss_125C_c1414m on cpu 7
2026-09-24T16:18:21+02:00 launched c_mid_ff_m40C_c1414m on cpu 8
2026-09-24T16:18:21+02:00 launched c_mid_ff_27C_c1414m on cpu 9
2026-09-24T16:18:21+02:00 launched c_mid_ff_85C_c1414m on cpu 10
2026-09-24T16:18:21+02:00 launched c_mid_ff_125C_c1414m on cpu 11
2026-09-24T16:18:22+02:00 launched c_tt_m40C_c1414m on cpu 12
2026-09-24T16:18:22+02:00 launched c_tt_27C_c1414m on cpu 13
2026-09-24T16:18:22+02:00 launched c_tt_85C_c1414m on cpu 14
2026-09-24T16:18:23+02:00 launched c_tt_125C_c1414m on cpu 15
2026-09-24T16:18:23+02:00 launched c_ss_m40C_c1414m on cpu 16
2026-09-24T16:18:23+02:00 launched c_ss_27C_c1414m on cpu 17
2026-09-24T18:50:42+02:00 N=18 (day target 18, cap 48, foreign 69.5) running=18 queued=73 done=9 failed=0 skipped=0 blocked=0
2026-09-24T18:51:44+02:00 N=18 (day target 18, cap 35, foreign 82.8) running=18 queued=73 done=9 failed=0 skipped=0 blocked=0
2026-09-24T18:52:44+02:00 N=18 (day target 18, cap 44, foreign 73.9) running=18 queued=73 done=9 failed=0 skipped=0 blocked=0
2026-09-24T18:53:45+02:00 N=18 (day target 18, cap 46, foreign 71.6) running=18 queued=73 done=9 failed=0 skipped=0 blocked=0
2026-09-24T18:54:45+02:00 N=18 (day target 18, cap 35, foreign 82.9) running=18 queued=73 done=9 failed=0 skipped=0 blocked=0
2026-09-24T18:55:46+02:00 launched q_tt_125C_c1414m on cpu 3
2026-09-24T18:55:46+02:00 N=18 (day target 18, cap 75, foreign 42.8) running=18 queued=72 done=10 failed=0 skipped=0 blocked=0
2026-09-24T18:56:47+02:00 N=18 (day target 18, cap 46, foreign 71.3) running=18 queued=72 done=10 failed=0 skipped=0 blocked=0
2026-09-24T18:57:00+02:00 signal: state written, running jobs left detached
2026-09-24T18:57:05+02:00 launched q_ss_m40C_c1414m on cpu 18
2026-09-24T18:57:06+02:00 launched q_ss_27C_c1414m on cpu 19
2026-09-24T18:57:06+02:00 launched q_ss_85C_c1414m on cpu 20
2026-09-24T18:57:07+02:00 launched q_ss_125C_c1414m on cpu 21
2026-09-24T18:57:07+02:00 launched q_ff_m40C_c1414m on cpu 22
2026-09-24T18:57:08+02:00 launched q_ff_27C_c1414m on cpu 23
2026-09-24T18:57:08+02:00 launched q_ff_85C_c1414m on cpu 24
2026-09-24T18:57:09+02:00 launched q_ff_125C_c1414m on cpu 25
2026-09-24T18:57:09+02:00 launched f_mid_tt_m40C_c1414m on cpu 26
2026-09-24T18:57:09+02:00 launched f_mid_tt_27C_c1414m on cpu 27
2026-09-24T18:57:10+02:00 launched f_mid_tt_85C_c1414m on cpu 28
2026-09-24T18:57:10+02:00 launched f_mid_tt_125C_c1414m on cpu 29
2026-09-24T18:57:11+02:00 launched f_mid_ss_m40C_c1414m on cpu 32
2026-09-24T18:57:11+02:00 launched f_mid_ss_27C_c1414m on cpu 33
2026-09-24T18:57:11+02:00 launched f_mid_ss_85C_c1414m on cpu 34
2026-09-24T18:57:12+02:00 launched f_mid_ss_125C_c1414m on cpu 35
2026-09-24T18:57:12+02:00 launched f_mid_ff_m40C_c1414m on cpu 36
2026-09-24T18:57:13+02:00 launched f_mid_ff_27C_c1414m on cpu 37
2026-09-24T18:57:13+02:00 launched f_mid_ff_85C_c1414m on cpu 38
2026-09-24T18:57:13+02:00 launched f_mid_ff_125C_c1414m on cpu 39
2026-09-24T18:57:14+02:00 launched b_s_tt_m40C_c1414m on cpu 40
2026-09-24T18:57:14+02:00 launched b_s_tt_27C_c1414m on cpu 41
2026-09-24T18:57:14+02:00 N=40 (day target 40, cap 49, foreign 68.6) running=40 queued=50 done=10 failed=0 skipped=0 blocked=0
2026-09-24T18:58:15+02:00 N=40 (day target 40, cap 41, foreign 76.6) running=40 queued=50 done=10 failed=0 skipped=0 blocked=0
2026-09-24T18:59:16+02:00 N=40 (day target 40, cap 44, foreign 73.7) running=40 queued=50 done=10 failed=0 skipped=0 blocked=0
2026-09-24T19:00:16+02:00 N=40 (day target 40, cap 48, foreign 69.1) running=40 queued=50 done=10 failed=0 skipped=0 blocked=0
2026-09-24T19:01:17+02:00 N=40 (day target 40, cap 44, foreign 73.7) running=40 queued=50 done=10 failed=0 skipped=0 blocked=0
2026-09-24T19:02:18+02:00 N=40 (day target 40, cap 41, foreign 76.8) running=40 queued=50 done=10 failed=0 skipped=0 blocked=0
2026-09-24T19:03:18+02:00 N=40 (day target 40, cap 46, foreign 71.4) running=40 queued=50 done=10 failed=0 skipped=0 blocked=0
2026-09-24T19:04:19+02:00 N=40 (day target 40, cap 40, foreign 77.5) running=40 queued=50 done=10 failed=0 skipped=0 blocked=0
2026-09-24T19:05:20+02:00 N=40 (day target 40, cap 51, foreign 66.6) running=40 queued=50 done=10 failed=0 skipped=0 blocked=0
2026-09-24T19:06:21+02:00 launched b_s_tt_85C_c1414m on cpu 10
2026-09-24T19:06:22+02:00 N=40 (day target 40, cap 44, foreign 73.6) running=40 queued=49 done=11 failed=0 skipped=0 blocked=0
2026-09-24T19:07:22+02:00 N=40 (day target 40, cap 44, foreign 73.3) running=39 queued=49 done=12 failed=0 skipped=0 blocked=0
2026-09-24T19:08:23+02:00 launched b_s_tt_125C_c1414m on cpu 17
2026-09-24T19:08:24+02:00 N=40 (day target 40, cap 51, foreign 66.6) running=40 queued=48 done=12 failed=0 skipped=0 blocked=0
2026-09-24T19:09:25+02:00 N=40 (day target 40, cap 41, foreign 76.7) running=40 queued=48 done=12 failed=0 skipped=0 blocked=0
2026-09-24T19:10:26+02:00 N=39 (day target 40, cap 39, foreign 78.6) running=40 queued=48 done=12 failed=0 skipped=0 blocked=0
2026-09-24T19:11:27+02:00 launched b_s_ss_m40C_c1414m on cpu 5
2026-09-24T19:11:28+02:00 N=40 (day target 40, cap 42, foreign 75.6) running=40 queued=47 done=13 failed=0 skipped=0 blocked=0
2026-09-24T19:12:29+02:00 N=40 (day target 40, cap 80, foreign 37.1) running=40 queued=47 done=13 failed=0 skipped=0 blocked=0
2026-09-24T19:13:29+02:00 N=40 (day target 40, cap 79, foreign 38.3) running=40 queued=47 done=13 failed=0 skipped=0 blocked=0
2026-09-24T19:14:30+02:00 launched b_s_ss_27C_c1414m on cpu 12
2026-09-24T19:14:30+02:00 N=40 (day target 40, cap 88, foreign 29.3) running=40 queued=46 done=14 failed=0 skipped=0 blocked=0
2026-09-24T19:15:31+02:00 N=40 (day target 40, cap 88, foreign 29.5) running=40 queued=46 done=14 failed=0 skipped=0 blocked=0
2026-09-24T19:16:31+02:00 N=40 (day target 40, cap 88, foreign 29.3) running=40 queued=46 done=14 failed=0 skipped=0 blocked=0
2026-09-24T19:17:32+02:00 N=40 (day target 40, cap 89, foreign 28.8) running=40 queued=46 done=14 failed=0 skipped=0 blocked=0
2026-09-24T19:18:32+02:00 N=40 (day target 40, cap 88, foreign 29.0) running=40 queued=46 done=14 failed=0 skipped=0 blocked=0
2026-09-24T19:19:33+02:00 N=40 (day target 40, cap 89, foreign 28.8) running=40 queued=46 done=14 failed=0 skipped=0 blocked=0
2026-09-24T19:20:34+02:00 N=40 (day target 40, cap 89, foreign 28.7) running=40 queued=46 done=14 failed=0 skipped=0 blocked=0
2026-09-24T19:21:34+02:00 N=40 (day target 40, cap 89, foreign 29.0) running=40 queued=46 done=14 failed=0 skipped=0 blocked=0
2026-09-24T19:22:35+02:00 N=40 (day target 40, cap 89, foreign 28.9) running=40 queued=46 done=14 failed=0 skipped=0 blocked=0
2026-09-24T19:23:35+02:00 N=40 (day target 40, cap 89, foreign 28.9) running=40 queued=46 done=14 failed=0 skipped=0 blocked=0
2026-09-24T19:24:36+02:00 N=40 (day target 40, cap 89, foreign 28.9) running=40 queued=46 done=14 failed=0 skipped=0 blocked=0
2026-09-24T19:25:36+02:00 N=40 (day target 40, cap 89, foreign 29.0) running=40 queued=46 done=14 failed=0 skipped=0 blocked=0
2026-09-24T19:26:37+02:00 N=40 (day target 40, cap 89, foreign 29.0) running=40 queued=46 done=14 failed=0 skipped=0 blocked=0
2026-09-24T19:27:37+02:00 launched b_s_ss_85C_c1414m on cpu 11
2026-09-24T19:27:38+02:00 N=40 (day target 40, cap 89, foreign 28.9) running=40 queued=45 done=15 failed=0 skipped=0 blocked=0
2026-09-24T19:28:39+02:00 launched b_s_ss_125C_c1414m on cpu 13
2026-09-24T19:28:39+02:00 N=40 (day target 40, cap 89, foreign 28.9) running=40 queued=44 done=16 failed=0 skipped=0 blocked=0
2026-09-24T19:29:40+02:00 N=40 (day target 40, cap 89, foreign 28.8) running=40 queued=44 done=16 failed=0 skipped=0 blocked=0
2026-09-24T19:30:40+02:00 launched b_s_ff_m40C_c1414m on cpu 9
2026-09-24T19:30:41+02:00 N=40 (day target 40, cap 89, foreign 29.0) running=40 queued=43 done=17 failed=0 skipped=0 blocked=0
2026-09-24T19:31:41+02:00 N=40 (day target 40, cap 89, foreign 28.8) running=40 queued=43 done=17 failed=0 skipped=0 blocked=0
2026-09-24T19:32:42+02:00 launched b_s_ff_27C_c1414m on cpu 34
2026-09-24T19:32:42+02:00 N=40 (day target 40, cap 89, foreign 28.8) running=40 queued=42 done=18 failed=0 skipped=0 blocked=0
2026-09-24T19:33:43+02:00 N=40 (day target 40, cap 89, foreign 28.8) running=40 queued=42 done=18 failed=0 skipped=0 blocked=0
2026-09-24T19:34:43+02:00 N=40 (day target 40, cap 89, foreign 28.8) running=40 queued=42 done=18 failed=0 skipped=0 blocked=0
2026-09-24T19:35:44+02:00 N=40 (day target 40, cap 89, foreign 28.8) running=40 queued=42 done=18 failed=0 skipped=0 blocked=0
2026-09-24T19:36:44+02:00 N=40 (day target 40, cap 89, foreign 28.8) running=40 queued=42 done=18 failed=0 skipped=0 blocked=0
2026-09-24T19:37:45+02:00 N=40 (day target 40, cap 89, foreign 28.8) running=40 queued=42 done=18 failed=0 skipped=0 blocked=0
2026-09-24T19:38:45+02:00 N=40 (day target 40, cap 89, foreign 28.8) running=40 queued=42 done=18 failed=0 skipped=0 blocked=0
2026-09-24T19:39:46+02:00 N=40 (day target 40, cap 89, foreign 28.8) running=40 queued=42 done=18 failed=0 skipped=0 blocked=0
2026-09-24T19:40:46+02:00 N=40 (day target 40, cap 89, foreign 28.8) running=40 queued=42 done=18 failed=0 skipped=0 blocked=0
2026-09-24T19:41:47+02:00 N=40 (day target 40, cap 88, foreign 29.0) running=40 queued=42 done=18 failed=0 skipped=0 blocked=0
2026-09-24T19:42:47+02:00 N=40 (day target 40, cap 89, foreign 28.9) running=40 queued=42 done=18 failed=0 skipped=0 blocked=0
2026-09-24T19:43:48+02:00 N=40 (day target 40, cap 88, foreign 29.0) running=40 queued=42 done=18 failed=0 skipped=0 blocked=0
2026-09-24T19:44:48+02:00 N=40 (day target 40, cap 89, foreign 29.0) running=40 queued=42 done=18 failed=0 skipped=0 blocked=0
2026-09-24T19:45:50+02:00 launched b_s_ff_85C_c1414m on cpu 16
2026-09-24T19:45:51+02:00 N=40 (day target 40, cap 89, foreign 28.9) running=40 queued=41 done=19 failed=0 skipped=0 blocked=0
2026-09-24T19:46:51+02:00 N=40 (day target 40, cap 89, foreign 28.9) running=40 queued=41 done=19 failed=0 skipped=0 blocked=0
2026-09-24T19:47:52+02:00 N=40 (day target 40, cap 89, foreign 28.9) running=40 queued=41 done=19 failed=0 skipped=0 blocked=0
2026-09-24T19:48:52+02:00 N=40 (day target 40, cap 89, foreign 28.8) running=40 queued=41 done=19 failed=0 skipped=0 blocked=0
2026-09-24T19:49:53+02:00 N=40 (day target 40, cap 89, foreign 28.6) running=40 queued=41 done=19 failed=0 skipped=0 blocked=0
2026-09-24T19:50:53+02:00 launched b_s_ff_125C_c1414m on cpu 6
2026-09-24T19:50:54+02:00 N=40 (day target 40, cap 89, foreign 28.7) running=40 queued=40 done=20 failed=0 skipped=0 blocked=0
2026-09-24T19:51:54+02:00 N=40 (day target 40, cap 89, foreign 28.7) running=40 queued=40 done=20 failed=0 skipped=0 blocked=0
2026-09-24T19:52:55+02:00 N=40 (day target 40, cap 88, foreign 29.1) running=40 queued=40 done=20 failed=0 skipped=0 blocked=0
2026-09-24T19:53:55+02:00 N=40 (day target 40, cap 89, foreign 28.9) running=40 queued=40 done=20 failed=0 skipped=0 blocked=0
2026-09-24T19:54:56+02:00 N=40 (day target 40, cap 89, foreign 28.9) running=40 queued=40 done=20 failed=0 skipped=0 blocked=0
2026-09-24T19:55:56+02:00 N=40 (day target 40, cap 89, foreign 28.9) running=40 queued=40 done=20 failed=0 skipped=0 blocked=0
2026-09-24T19:56:57+02:00 N=40 (day target 40, cap 89, foreign 28.6) running=40 queued=40 done=20 failed=0 skipped=0 blocked=0
2026-09-24T19:57:57+02:00 N=40 (day target 40, cap 89, foreign 28.8) running=40 queued=40 done=20 failed=0 skipped=0 blocked=0
2026-09-24T19:58:58+02:00 N=40 (day target 40, cap 89, foreign 28.8) running=40 queued=40 done=20 failed=0 skipped=0 blocked=0
2026-09-24T19:59:58+02:00 N=40 (day target 40, cap 89, foreign 28.8) running=40 queued=40 done=20 failed=0 skipped=0 blocked=0
2026-09-24T20:00:59+02:00 N=40 (day target 40, cap 89, foreign 28.8) running=40 queued=40 done=20 failed=0 skipped=0 blocked=0
2026-09-24T20:01:59+02:00 signal: state written, running jobs left detached
2026-09-24T20:02:03+02:00 launched e20_tt_m40C_c1414m on cpu 1
2026-09-24T20:02:03+02:00 launched e20_tt_27C_c1414m on cpu 2
2026-09-24T20:02:04+02:00 launched e20_tt_85C_c1414m on cpu 7
2026-09-24T20:02:04+02:00 launched e20_tt_125C_c1414m on cpu 14
2026-09-24T20:02:04+02:00 N=40 (day target 40, cap 89, foreign 28.9) running=40 queued=41 done=20 failed=4 skipped=0 blocked=0
2026-09-24T20:03:05+02:00 N=40 (day target 40, cap 89, foreign 28.9) running=40 queued=41 done=20 failed=4 skipped=0 blocked=0
2026-09-24T20:04:05+02:00 N=40 (day target 40, cap 89, foreign 28.8) running=40 queued=41 done=20 failed=4 skipped=0 blocked=0
2026-09-24T20:05:06+02:00 N=40 (day target 40, cap 89, foreign 28.8) running=40 queued=41 done=20 failed=4 skipped=0 blocked=0
2026-09-24T20:06:06+02:00 N=40 (day target 40, cap 89, foreign 28.8) running=40 queued=41 done=20 failed=4 skipped=0 blocked=0
2026-09-24T20:07:07+02:00 N=40 (day target 40, cap 89, foreign 28.9) running=40 queued=41 done=20 failed=4 skipped=0 blocked=0
2026-09-24T20:08:07+02:00 N=40 (day target 40, cap 89, foreign 28.9) running=40 queued=41 done=20 failed=4 skipped=0 blocked=0
2026-09-24T20:09:08+02:00 N=40 (day target 40, cap 89, foreign 28.8) running=40 queued=41 done=20 failed=4 skipped=0 blocked=0
2026-09-24T20:10:08+02:00 N=40 (day target 40, cap 89, foreign 28.8) running=40 queued=41 done=20 failed=4 skipped=0 blocked=0
2026-09-24T20:11:09+02:00 N=40 (day target 40, cap 89, foreign 28.6) running=40 queued=41 done=20 failed=4 skipped=0 blocked=0
2026-09-24T20:12:10+02:00 N=40 (day target 40, cap 89, foreign 28.8) running=40 queued=41 done=20 failed=4 skipped=0 blocked=0
2026-09-24T20:13:10+02:00 launched e20_ss_m40C_c1414m on cpu 8
2026-09-24T20:13:10+02:00 N=40 (day target 40, cap 89, foreign 28.8) running=40 queued=40 done=21 failed=4 skipped=0 blocked=0
2026-09-24T20:14:11+02:00 N=40 (day target 40, cap 89, foreign 28.8) running=40 queued=40 done=21 failed=4 skipped=0 blocked=0
2026-09-24T20:15:12+02:00 N=40 (day target 40, cap 89, foreign 28.7) running=40 queued=40 done=21 failed=4 skipped=0 blocked=0
2026-09-24T20:16:12+02:00 N=40 (day target 40, cap 89, foreign 28.6) running=40 queued=40 done=21 failed=4 skipped=0 blocked=0
2026-09-24T20:17:13+02:00 N=40 (day target 40, cap 89, foreign 29.0) running=40 queued=40 done=21 failed=4 skipped=0 blocked=0
2026-09-24T20:18:13+02:00 N=40 (day target 40, cap 89, foreign 28.8) running=40 queued=40 done=21 failed=4 skipped=0 blocked=0
2026-09-24T20:19:14+02:00 N=40 (day target 40, cap 89, foreign 28.8) running=40 queued=40 done=21 failed=4 skipped=0 blocked=0
2026-09-24T20:20:14+02:00 N=40 (day target 40, cap 89, foreign 28.8) running=40 queued=40 done=21 failed=4 skipped=0 blocked=0
2026-09-24T20:21:15+02:00 N=40 (day target 40, cap 89, foreign 28.9) running=40 queued=40 done=21 failed=4 skipped=0 blocked=0
2026-09-24T20:22:15+02:00 N=40 (day target 40, cap 89, foreign 28.8) running=40 queued=40 done=21 failed=4 skipped=0 blocked=0
2026-09-24T20:23:16+02:00 N=40 (day target 40, cap 89, foreign 28.6) running=40 queued=40 done=21 failed=4 skipped=0 blocked=0
2026-09-24T20:24:16+02:00 N=40 (day target 40, cap 89, foreign 28.9) running=40 queued=40 done=21 failed=4 skipped=0 blocked=0
2026-09-24T20:25:17+02:00 N=40 (day target 40, cap 89, foreign 28.8) running=40 queued=40 done=21 failed=4 skipped=0 blocked=0
2026-09-24T20:26:17+02:00 N=40 (day target 40, cap 89, foreign 28.8) running=40 queued=40 done=21 failed=4 skipped=0 blocked=0
2026-09-24T20:27:18+02:00 N=40 (day target 40, cap 89, foreign 28.8) running=40 queued=40 done=21 failed=4 skipped=0 blocked=0
2026-09-24T20:28:19+02:00 N=40 (day target 40, cap 89, foreign 28.8) running=40 queued=40 done=21 failed=4 skipped=0 blocked=0
2026-09-24T20:29:19+02:00 N=40 (day target 40, cap 89, foreign 29.0) running=40 queued=40 done=21 failed=4 skipped=0 blocked=0
2026-09-24T20:30:20+02:00 N=40 (day target 40, cap 89, foreign 28.9) running=40 queued=40 done=21 failed=4 skipped=0 blocked=0
2026-09-24T20:31:20+02:00 N=40 (day target 40, cap 89, foreign 28.8) running=40 queued=40 done=21 failed=4 skipped=0 blocked=0
2026-09-24T20:32:21+02:00 N=40 (day target 40, cap 89, foreign 28.9) running=40 queued=40 done=21 failed=4 skipped=0 blocked=0
2026-09-24T20:33:21+02:00 N=40 (day target 40, cap 89, foreign 28.8) running=40 queued=40 done=21 failed=4 skipped=0 blocked=0
2026-09-24T20:34:22+02:00 N=40 (day target 40, cap 89, foreign 28.8) running=40 queued=40 done=21 failed=4 skipped=0 blocked=0
2026-09-24T20:35:22+02:00 N=40 (day target 40, cap 89, foreign 28.8) running=40 queued=40 done=21 failed=4 skipped=0 blocked=0
2026-09-24T20:36:23+02:00 N=40 (day target 40, cap 89, foreign 29.0) running=40 queued=40 done=21 failed=4 skipped=0 blocked=0
2026-09-24T20:37:23+02:00 N=40 (day target 40, cap 89, foreign 28.9) running=40 queued=40 done=21 failed=4 skipped=0 blocked=0
2026-09-24T20:38:24+02:00 launched e20_ss_27C_c1414m on cpu 25
2026-09-24T20:38:24+02:00 N=40 (day target 40, cap 89, foreign 28.9) running=40 queued=39 done=22 failed=4 skipped=0 blocked=0
2026-09-24T20:39:25+02:00 N=40 (day target 40, cap 89, foreign 28.9) running=40 queued=39 done=22 failed=4 skipped=0 blocked=0
2026-09-24T20:40:25+02:00 N=40 (day target 40, cap 89, foreign 28.8) running=40 queued=39 done=22 failed=4 skipped=0 blocked=0
2026-09-24T20:41:26+02:00 N=40 (day target 40, cap 89, foreign 28.8) running=40 queued=39 done=22 failed=4 skipped=0 blocked=0
2026-09-24T20:42:26+02:00 N=40 (day target 40, cap 89, foreign 28.8) running=40 queued=39 done=22 failed=4 skipped=0 blocked=0
2026-09-24T20:43:27+02:00 launched e20_ss_85C_c1414m on cpu 37
2026-09-24T20:43:28+02:00 N=40 (day target 40, cap 89, foreign 28.9) running=40 queued=38 done=23 failed=4 skipped=0 blocked=0
2026-09-24T20:44:28+02:00 N=40 (day target 40, cap 88, foreign 29.1) running=40 queued=38 done=23 failed=4 skipped=0 blocked=0
2026-09-24T20:45:29+02:00 N=40 (day target 40, cap 88, foreign 29.0) running=40 queued=38 done=23 failed=4 skipped=0 blocked=0
2026-09-24T20:46:29+02:00 N=40 (day target 40, cap 88, foreign 29.0) running=40 queued=38 done=23 failed=4 skipped=0 blocked=0
2026-09-24T20:47:30+02:00 launched e20_ss_125C_c1414m on cpu 32
2026-09-24T20:47:30+02:00 launched e20_ff_m40C_c1414m on cpu 39
2026-09-24T20:47:30+02:00 N=40 (day target 40, cap 89, foreign 28.9) running=40 queued=36 done=25 failed=4 skipped=0 blocked=0
2026-09-24T20:48:31+02:00 N=40 (day target 40, cap 89, foreign 28.9) running=40 queued=36 done=25 failed=4 skipped=0 blocked=0
2026-09-24T20:49:31+02:00 N=40 (day target 40, cap 89, foreign 28.9) running=40 queued=36 done=25 failed=4 skipped=0 blocked=0
2026-09-24T20:50:32+02:00 N=40 (day target 40, cap 89, foreign 28.9) running=40 queued=36 done=25 failed=4 skipped=0 blocked=0
2026-09-24T20:51:33+02:00 launched e20_ff_27C_c1414m on cpu 36
2026-09-24T20:51:33+02:00 N=40 (day target 40, cap 89, foreign 29.0) running=40 queued=35 done=26 failed=4 skipped=0 blocked=0
2026-09-24T20:52:33+02:00 N=40 (day target 40, cap 89, foreign 29.0) running=40 queued=35 done=26 failed=4 skipped=0 blocked=0
2026-09-24T20:53:35+02:00 launched e20_ff_85C_c1414m on cpu 4
2026-09-24T20:53:36+02:00 N=40 (day target 40, cap 89, foreign 29.0) running=40 queued=34 done=27 failed=4 skipped=0 blocked=0
2026-09-24T20:54:37+02:00 N=40 (day target 40, cap 89, foreign 28.9) running=40 queued=34 done=27 failed=4 skipped=0 blocked=0
2026-09-24T20:55:37+02:00 launched e20_ff_125C_c1414m on cpu 26
2026-09-24T20:55:37+02:00 N=40 (day target 40, cap 89, foreign 28.9) running=40 queued=33 done=28 failed=4 skipped=0 blocked=0
2026-09-24T20:56:38+02:00 N=40 (day target 40, cap 89, foreign 28.9) running=40 queued=33 done=28 failed=4 skipped=0 blocked=0
2026-09-24T20:57:38+02:00 N=40 (day target 40, cap 89, foreign 28.8) running=40 queued=33 done=28 failed=4 skipped=0 blocked=0
2026-09-24T20:58:39+02:00 N=40 (day target 40, cap 89, foreign 28.8) running=40 queued=33 done=28 failed=4 skipped=0 blocked=0
2026-09-24T20:59:41+02:00 launched c_mid_tt_27C_vdd1p08_vdda3p0_c1414m on cpu 40
2026-09-24T20:59:41+02:00 N=40 (day target 40, cap 89, foreign 28.8) running=40 queued=32 done=29 failed=4 skipped=0 blocked=0
2026-09-24T21:00:42+02:00 launched c_mid_tt_27C_vdd1p32_vdda3p6_c1414m on cpu 42
2026-09-24T21:00:42+02:00 launched c_mid_tt_27C_vdd1p08_vdda3p6_c1414m on cpu 43
2026-09-24T21:00:42+02:00 launched c_mid_tt_27C_vdd1p32_vdda3p0_c1414m on cpu 44
2026-09-24T21:00:43+02:00 launched c_mid_ss_125C_vdd1p08_vdda3p0_c1414m on cpu 45
2026-09-24T21:00:43+02:00 launched c_mid_ff_m40C_vdd1p32_vdda3p6_c1414m on cpu 46
2026-09-24T21:00:43+02:00 launched q_tt_27C_vdd1p08_vdda3p0_c1414m on cpu 47
2026-09-24T21:00:44+02:00 launched q_tt_27C_vdd1p32_vdda3p6_c1414m on cpu 48
2026-09-24T21:00:44+02:00 launched q_tt_27C_vdd1p08_vdda3p6_c1414m on cpu 49
2026-09-24T21:00:44+02:00 launched q_tt_27C_vdd1p32_vdda3p0_c1414m on cpu 50
2026-09-24T21:00:45+02:00 launched q_ss_125C_vdd1p08_vdda3p0_c1414m on cpu 51
2026-09-24T21:00:45+02:00 launched q_ff_m40C_vdd1p32_vdda3p6_c1414m on cpu 52
2026-09-24T21:00:45+02:00 launched gA_ss_125C_c1414m on cpu 53
2026-09-24T21:00:46+02:00 launched gA_ff_m40C_c1414m on cpu 54
2026-09-24T21:00:46+02:00 launched gB_ss_125C_c1414m on cpu 55
2026-09-24T21:00:47+02:00 launched gB_ff_m40C_c1414m on cpu 61
2026-09-24T21:00:47+02:00 launched gA_pd_ss_125C_c1414m on cpu 62
2026-09-24T21:00:47+02:00 launched gA_pd_ff_m40C_c1414m on cpu 63
2026-09-24T21:00:48+02:00 launched gB_pd_ss_125C_c1414m on cpu 64
2026-09-24T21:00:48+02:00 launched gB_pd_ff_m40C_c1414m on cpu 65
2026-09-24T21:00:49+02:00 launched q_t2f_tt_m40C_c1414m on cpu 66
2026-09-24T21:00:49+02:00 launched q_t2f_tt_27C_c1414m on cpu 67
2026-09-24T21:00:49+02:00 launched q_t2f_tt_125C_c1414m on cpu 68
2026-09-24T21:00:50+02:00 launched osc_ss_125C_c1414m on cpu 69
2026-09-24T21:00:50+02:00 launched osc_ss_125C_vddlo_c1414m on cpu 70
2026-09-24T21:00:50+02:00 launched osc_ff_m40C_c1414m on cpu 71
2026-09-24T21:00:51+02:00 launched osc_ff_m40C_vddlo_c1414m on cpu 72
2026-09-24T21:00:51+02:00 launched osc_tt_27C_c1414m on cpu 73
2026-09-24T21:00:51+02:00 launched f_mid_ss_85C_r2_c1414m on cpu 74
2026-09-24T21:00:52+02:00 launched c_mid_tt_27C_r2_c1414m on cpu 75
2026-09-24T21:00:52+02:00 launched c_mid_tt_85C_r2_c1414m on cpu 76
2026-09-24T21:00:53+02:00 launched c_mid_ss_125C_r2_c1414m on cpu 77
2026-09-24T21:00:53+02:00 launched c_tt_85C_r2_c1414m on cpu 78
2026-09-24T21:00:53+02:00 N=80 (night target 80, cap 89, foreign 29.0) running=72 queued=0 done=29 failed=4 skipped=0 blocked=0
2026-09-24T21:01:54+02:00 N=80 (night target 80, cap 89, foreign 28.7) running=71 queued=0 done=30 failed=4 skipped=0 blocked=0
2026-09-24T21:02:54+02:00 N=80 (night target 80, cap 89, foreign 28.7) running=71 queued=0 done=30 failed=4 skipped=0 blocked=0
2026-09-24T21:03:54+02:00 N=80 (night target 80, cap 89, foreign 28.6) running=71 queued=0 done=30 failed=4 skipped=0 blocked=0
2026-09-24T21:04:55+02:00 N=80 (night target 80, cap 89, foreign 28.7) running=71 queued=0 done=30 failed=4 skipped=0 blocked=0
2026-09-24T21:05:55+02:00 N=80 (night target 80, cap 89, foreign 28.6) running=71 queued=0 done=30 failed=4 skipped=0 blocked=0
2026-09-24T21:06:56+02:00 N=80 (night target 80, cap 89, foreign 28.6) running=71 queued=0 done=30 failed=4 skipped=0 blocked=0
2026-09-24T21:07:56+02:00 N=80 (night target 80, cap 89, foreign 28.6) running=71 queued=0 done=30 failed=4 skipped=0 blocked=0
2026-09-24T21:08:56+02:00 N=80 (night target 80, cap 89, foreign 28.6) running=71 queued=0 done=30 failed=4 skipped=0 blocked=0
2026-09-24T21:09:57+02:00 N=80 (night target 80, cap 89, foreign 28.7) running=71 queued=0 done=30 failed=4 skipped=0 blocked=0
2026-09-24T21:10:57+02:00 N=80 (night target 80, cap 89, foreign 28.8) running=71 queued=0 done=30 failed=4 skipped=0 blocked=0
2026-09-24T21:11:58+02:00 N=80 (night target 80, cap 89, foreign 28.7) running=71 queued=0 done=30 failed=4 skipped=0 blocked=0
