artifact	source_sha256	source_bytes	publication_transform
tb_p1_cml_div2_front_dc_op.cir	c24046d7959d128a639df42eaa1941fcf0861372d3398897327e42d54cdfa6ec	1660	paths_sanitized
evidence/tb_p1_cml_div2_front_dc_op.log	d3f514a9726d43d73c891621baa81594d67c9c8a3eb70636e85381d41be9477e	1018	verbatim
raw_tb_p1_cml_div2_front_dc_op.raw	30d16662e45a2e856753735be44d95d681891edc7f0f8e1ee13b07c04e6aa9b1	11417	verbatim
openada-result.json	933e0b139140d1bebe74a98f1506e7902f5bec2ceaf48a5beb8f8e06a9168736	7643	paths_sanitized
preflight.json	1362c587a570a57fea577e6267ce935bfdfa34dcf7435c8e455f35f3f3c4a141	2233	paths_sanitized
evidence/tb_p1_cml_div2_front_dc_op.openada-control.sp	4bbd627b5788b6bff7745f746e253491256f69db8c81cfc1bc98eeda4f94825b	168	source_path_sanitized
source_README.md	ddfd5d652f906222c448364797bc2c3c206a7875af1311aab3d615e3e0a1b5d8	6347	replaced_by_curated_public_README
