Device;Net1;Net2;Capacitance [fF];Resistance [Ω]
C1;CTX_L10_0,CTX_L30_18,CTX_L50_1,CTX_L8_0;CTX_L10_1,CTX_L10_4,CTX_L30_2;0.176;
C2;CTX_L10_0,CTX_L30_18,CTX_L50_1,CTX_L8_0;CTX_L10_10,CTX_L30_21;0.01;
C3;CTX_L10_0,CTX_L30_18,CTX_L50_1,CTX_L8_0;CTX_L10_11;0.0;
C4;CTX_L10_0,CTX_L30_18,CTX_L50_1,CTX_L8_0;CTX_L10_12,CTX_L10_8,CTX_L30_14;0.214;
C5;CTX_L10_0,CTX_L30_18,CTX_L50_1,CTX_L8_0;CTX_L10_2,CTX_L30_0;0.072;
C6;CTX_L10_0,CTX_L30_18,CTX_L50_1,CTX_L8_0;CTX_L10_3,CTX_L30_1;0.133;
C7;CTX_L10_0,CTX_L30_18,CTX_L50_1,CTX_L8_0;CTX_L10_6,CTX_L30_4;0.169;
C8;CTX_L10_0,CTX_L30_18,CTX_L50_1,CTX_L8_0;CTX_L10_7,CTX_L30_11,CTX_L8_1;2.785;
C9;CTX_L10_0,CTX_L30_18,CTX_L50_1,CTX_L8_0;CTX_L126_1,CTX_L30_10,CTX_L50_2,CTX_L67_1;0.089;
C10;CTX_L10_0,CTX_L30_18,CTX_L50_1,CTX_L8_0;CTX_L126_2,CTX_L134_2;0.085;
C11;CTX_L10_0,CTX_L30_18,CTX_L50_1,CTX_L8_0;CTX_L134_0;0.108;
C12;CTX_L10_0,CTX_L30_18,CTX_L50_1,CTX_L8_0;CTX_L134_1;0.077;
C13;CTX_L10_0,CTX_L30_18,CTX_L50_1,CTX_L8_0;CTX_L30_12,CTX_L30_22,CTX_L50_4;0.0;
C14;CTX_L10_0,CTX_L30_18,CTX_L50_1,CTX_L8_0;CTX_L30_20,CTX_L30_6,N;0.367;
C15;CTX_L10_0,CTX_L30_18,CTX_L50_1,CTX_L8_0;CTX_L30_5,CTX_L50_14;0.0;
C16;CTX_L10_0,CTX_L30_18,CTX_L50_1,CTX_L8_0;CTX_L30_7,CTX_L50_17;0.003;
C17;CTX_L10_0,CTX_L30_18,CTX_L50_1,CTX_L8_0;CTX_L50_21;0.072;
C18;CTX_L10_0,CTX_L30_18,CTX_L50_1,CTX_L8_0;CTX_L50_22;0.137;
C19;CTX_L10_0,CTX_L30_18,CTX_L50_1,CTX_L8_0;CTX_L8_2;0.186;
C20;CTX_L10_0,CTX_L30_18,CTX_L50_1,CTX_L8_0;FILL_L10_1;0.009;
C21;CTX_L10_0,CTX_L30_18,CTX_L50_1,CTX_L8_0;FILL_L10_10;0.011;
C22;CTX_L10_0,CTX_L30_18,CTX_L50_1,CTX_L8_0;FILL_L10_12;0.011;
C23;CTX_L10_0,CTX_L30_18,CTX_L50_1,CTX_L8_0;FILL_L10_13;0.01;
C24;CTX_L10_0,CTX_L30_18,CTX_L50_1,CTX_L8_0;FILL_L10_15;0.008;
C25;CTX_L10_0,CTX_L30_18,CTX_L50_1,CTX_L8_0;FILL_L10_16;0.01;
C26;CTX_L10_0,CTX_L30_18,CTX_L50_1,CTX_L8_0;FILL_L10_17;0.384;
C27;CTX_L10_0,CTX_L30_18,CTX_L50_1,CTX_L8_0;FILL_L10_18;0.238;
C28;CTX_L10_0,CTX_L30_18,CTX_L50_1,CTX_L8_0;FILL_L10_19;0.01;
C29;CTX_L10_0,CTX_L30_18,CTX_L50_1,CTX_L8_0;FILL_L10_2;0.01;
C30;CTX_L10_0,CTX_L30_18,CTX_L50_1,CTX_L8_0;FILL_L10_20;0.133;
C31;CTX_L10_0,CTX_L30_18,CTX_L50_1,CTX_L8_0;FILL_L10_21;0.008;
C32;CTX_L10_0,CTX_L30_18,CTX_L50_1,CTX_L8_0;FILL_L10_23;0.009;
C33;CTX_L10_0,CTX_L30_18,CTX_L50_1,CTX_L8_0;FILL_L10_24;0.023;
C34;CTX_L10_0,CTX_L30_18,CTX_L50_1,CTX_L8_0;FILL_L10_25;0.408;
C35;CTX_L10_0,CTX_L30_18,CTX_L50_1,CTX_L8_0;FILL_L10_29;0.01;
C36;CTX_L10_0,CTX_L30_18,CTX_L50_1,CTX_L8_0;FILL_L10_3;0.198;
C37;CTX_L10_0,CTX_L30_18,CTX_L50_1,CTX_L8_0;FILL_L10_31;0.011;
C38;CTX_L10_0,CTX_L30_18,CTX_L50_1,CTX_L8_0;FILL_L10_32;0.457;
C39;CTX_L10_0,CTX_L30_18,CTX_L50_1,CTX_L8_0;FILL_L10_33;0.012;
C40;CTX_L10_0,CTX_L30_18,CTX_L50_1,CTX_L8_0;FILL_L10_35;0.013;
C41;CTX_L10_0,CTX_L30_18,CTX_L50_1,CTX_L8_0;FILL_L10_37;0.093;
C42;CTX_L10_0,CTX_L30_18,CTX_L50_1,CTX_L8_0;FILL_L10_38;0.688;
C43;CTX_L10_0,CTX_L30_18,CTX_L50_1,CTX_L8_0;FILL_L10_39;0.306;
C44;CTX_L10_0,CTX_L30_18,CTX_L50_1,CTX_L8_0;FILL_L10_4;0.079;
C45;CTX_L10_0,CTX_L30_18,CTX_L50_1,CTX_L8_0;FILL_L10_41;0.163;
C46;CTX_L10_0,CTX_L30_18,CTX_L50_1,CTX_L8_0;FILL_L10_42;0.159;
