LVSDB input file passed, bypassing LVS
(29, 0) -> (via2_drw)
(133, 0) -> (topvia2_drw)
(46, 0) -> (pwell pwell_sub)
(8, 0) -> (metal1_con)
(10, 0) -> (metal2_con)
(30, 0) -> (metal3_con)
(126, 0) -> (topmetal1_con)
(134, 0) -> (topmetal2_con)
(67, 0) -> (metal5_n_cap)
Device;Net1;Net2;Capacitance [fF];Resistance [Ω]
C1;CTX_L10_0,CTX_L30_15;CTX_L10_1,CTX_L30_16;0.579;
C2;CTX_L10_0,CTX_L30_15;CTX_L10_2,CTX_L30_17;0.028;
C3;CTX_L10_0,CTX_L30_15;CTX_L134_2;0.007;
C4;CTX_L10_0,CTX_L30_15;CTX_L30_14;0.071;
C5;CTX_L10_0,CTX_L30_15;CTX_L30_18;0.028;
C6;CTX_L10_0,CTX_L30_15;CTX_L8_1;0.002;
C7;CTX_L10_0,CTX_L30_15;VSUBS;0.297;
C8;CTX_L10_1,CTX_L30_16;CTX_L10_2,CTX_L30_17;1.413;
C9;CTX_L10_1,CTX_L30_16;CTX_L134_2;0.015;
C10;CTX_L10_1,CTX_L30_16;CTX_L30_14;0.088;
C11;CTX_L10_1,CTX_L30_16;CTX_L30_18;0.028;
C12;CTX_L10_1,CTX_L30_16;CTX_L8_1;0.004;
C13;CTX_L10_1,CTX_L30_16;VSUBS;0.356;
C14;CTX_L10_2,CTX_L30_17;CTX_L134_2;0.021;
C15;CTX_L10_2,CTX_L30_17;CTX_L30_14;0.073;
C16;CTX_L10_2,CTX_L30_17;CTX_L30_18;2.241;
C17;CTX_L10_2,CTX_L30_17;CTX_L8_1;0.005;
C18;CTX_L10_2,CTX_L30_17;VSUBS;0.385;
C19;CTX_L126_0,CTX_L134_0;CTX_L134_1;0.614;
C20;CTX_L126_0,CTX_L134_0;CTX_L30_0;0.13;
C21;CTX_L126_0,CTX_L134_0;CTX_L30_1;0.06;
C22;CTX_L126_0,CTX_L134_0;CTX_L30_10;0.002;
C23;CTX_L126_0,CTX_L134_0;CTX_L30_11;0.002;
C24;CTX_L126_0,CTX_L134_0;CTX_L30_12;0.001;
C25;CTX_L126_0,CTX_L134_0;CTX_L30_2;0.004;
C26;CTX_L126_0,CTX_L134_0;CTX_L30_5;0.013;
C27;CTX_L126_0,CTX_L134_0;CTX_L30_7;0.007;
C28;CTX_L126_0,CTX_L134_0;CTX_L30_8;0.005;
C29;CTX_L126_0,CTX_L134_0;CTX_L30_9;0.002;
C30;CTX_L126_0,CTX_L134_0;CTX_L67_2;0.219;
C31;CTX_L126_0,CTX_L134_0;CTX_L67_3;0.069;
C32;CTX_L126_0,CTX_L134_0;CTX_L67_4;0.035;
C33;CTX_L126_0,CTX_L134_0;CTX_L67_5;0.027;
C34;CTX_L126_0,CTX_L134_0;CTX_L67_6;0.016;
C35;CTX_L126_0,CTX_L134_0;CTX_L67_7;0.011;
C36;CTX_L126_0,CTX_L134_0;CTX_L8_0;0.107;
C37;CTX_L126_0,CTX_L134_0;N;0.157;
C38;CTX_L126_0,CTX_L134_0;P;0.178;
C39;CTX_L126_0,CTX_L134_0;VSUBS;3.411;
C40;CTX_L134_1;CTX_L134_2;0.608;
C41;CTX_L134_1;CTX_L30_0;0.082;
C42;CTX_L134_1;CTX_L30_1;0.014;
C43;CTX_L134_1;CTX_L30_10;0.032;
C44;CTX_L134_1;CTX_L30_11;0.032;
C45;CTX_L134_1;CTX_L30_12;0.036;
C46;CTX_L134_1;CTX_L30_13;0.027;
C47;CTX_L134_1;CTX_L30_14;0.078;
C48;CTX_L134_1;CTX_L30_2;0.001;
C49;CTX_L134_1;CTX_L30_3;0.001;
C50;CTX_L134_1;CTX_L30_4;0.003;
C51;CTX_L134_1;CTX_L30_5;0.03;
C52;CTX_L134_1;CTX_L30_6;0.023;
C53;CTX_L134_1;CTX_L30_7;0.054;
C54;CTX_L134_1;CTX_L30_8;0.035;
C55;CTX_L134_1;CTX_L30_9;0.032;
C56;CTX_L134_1;CTX_L67_2;0.051;
C57;CTX_L134_1;CTX_L67_3;0.033;
C58;CTX_L134_1;CTX_L67_4;0.036;
C59;CTX_L134_1;CTX_L67_5;0.045;
C60;CTX_L134_1;CTX_L67_6;0.056;
C61;CTX_L134_1;CTX_L67_7;0.119;
C62;CTX_L134_1;CTX_L8_0;0.045;
C63;CTX_L134_1;CTX_L8_1;0.011;
C64;CTX_L134_1;N;0.095;
C65;CTX_L134_1;P;0.051;
C66;CTX_L134_1;VSUBS;2.491;
C67;CTX_L134_2;CTX_L30_10;0.005;
C68;CTX_L134_2;CTX_L30_11;0.005;
C69;CTX_L134_2;CTX_L30_12;0.005;
C70;CTX_L134_2;CTX_L30_13;0.019;
C71;CTX_L134_2;CTX_L30_14;0.31;
C72;CTX_L134_2;CTX_L30_18;0.021;
C73;CTX_L134_2;CTX_L30_7;0.004;
C74;CTX_L134_2;CTX_L30_8;0.005;
C75;CTX_L134_2;CTX_L30_9;0.005;
C76;CTX_L134_2;CTX_L8_1;0.001;
C77;CTX_L134_2;VSUBS;0.956;
C78;CTX_L30_0;CTX_L30_1;0.145;
C79;CTX_L30_0;CTX_L8_0;0.033;
C80;CTX_L30_0;N;0.085;
C81;CTX_L30_0;P;0.031;
C82;CTX_L30_0;VSUBS;1.182;
C83;CTX_L30_1;CTX_L30_2;4.306;
C84;CTX_L30_1;CTX_L67_2;0.092;
C85;CTX_L30_1;N;0.006;
C86;CTX_L30_1;P;0.007;
C87;CTX_L30_1;VSUBS;0.609;
C88;CTX_L30_10;CTX_L30_11;4.306;
C89;CTX_L30_10;CTX_L30_9;4.306;
C90;CTX_L30_10;CTX_L67_7;0.01;
C91;CTX_L30_10;CTX_L8_1;0.003;
C92;CTX_L30_10;VSUBS;0.121;
C93;CTX_L30_11;CTX_L30_12;4.306;
C94;CTX_L30_11;CTX_L67_7;0.008;
C95;CTX_L30_11;CTX_L8_1;0.004;
C96;CTX_L30_11;VSUBS;0.121;
C97;CTX_L30_12;CTX_L30_13;0.742;
C98;CTX_L30_12;CTX_L67_7;0.007;
C99;CTX_L30_12;CTX_L8_1;0.004;
C100;CTX_L30_12;VSUBS;0.234;
C101;CTX_L30_13;CTX_L30_14;0.564;
C102;CTX_L30_13;CTX_L67_7;0.005;
C103;CTX_L30_13;CTX_L8_1;0.007;
C104;CTX_L30_13;VSUBS;0.388;
C105;CTX_L30_14;CTX_L30_18;0.013;
C106;CTX_L30_14;CTX_L8_1;0.43;
C107;CTX_L30_14;VSUBS;1.467;
C108;CTX_L30_18;CTX_L8_1;0.004;
C109;CTX_L30_18;VSUBS;0.774;
C110;CTX_L30_2;CTX_L30_3;4.306;
C111;CTX_L30_2;CTX_L67_3;0.092;
C112;CTX_L30_2;VSUBS;0.121;
C113;CTX_L30_3;CTX_L30_4;4.306;
C114;CTX_L30_3;CTX_L67_4;0.092;
C115;CTX_L30_3;VSUBS;0.121;
C116;CTX_L30_4;CTX_L30_5;4.306;
C117;CTX_L30_4;CTX_L67_5;0.092;
C118;CTX_L30_4;VSUBS;0.121;
C119;CTX_L30_5;CTX_L30_6;4.306;
C120;CTX_L30_5;CTX_L67_5;0.051;
C121;CTX_L30_5;CTX_L67_6;0.051;
C122;CTX_L30_5;VSUBS;0.121;
C123;CTX_L30_6;CTX_L30_7;0.213;
C124;CTX_L30_6;CTX_L67_6;0.092;
C125;CTX_L30_6;CTX_L67_7;0.031;
C126;CTX_L30_6;VSUBS;0.499;
C127;CTX_L30_7;CTX_L30_8;1.267;
C128;CTX_L30_7;CTX_L67_7;0.032;
C129;CTX_L30_7;CTX_L8_1;0.002;
C130;CTX_L30_7;VSUBS;0.556;
C131;CTX_L30_8;CTX_L30_9;4.306;
C132;CTX_L30_8;CTX_L67_7;0.013;
C133;CTX_L30_8;CTX_L8_1;0.003;
C134;CTX_L30_8;VSUBS;0.178;
C135;CTX_L30_9;CTX_L67_7;0.011;
C136;CTX_L30_9;CTX_L8_1;0.003;
C137;CTX_L30_9;VSUBS;0.121;
C138;CTX_L67_2;CTX_L67_3;4.409;
C139;CTX_L67_2;P;0.239;
C140;CTX_L67_2;VSUBS;0.395;
C141;CTX_L67_3;CTX_L67_4;4.409;
C142;CTX_L67_3;VSUBS;0.052;
C143;CTX_L67_4;CTX_L67_5;4.409;
C144;CTX_L67_4;VSUBS;0.052;
C145;CTX_L67_5;CTX_L67_6;1.608;
C146;CTX_L67_5;VSUBS;0.072;
C147;CTX_L67_6;CTX_L67_7;1.608;
C148;CTX_L67_6;VSUBS;0.11;
C149;CTX_L67_7;VSUBS;0.558;
C150;CTX_L8_0;N;0.026;
C151;CTX_L8_0;P;0.005;
C152;CTX_L8_0;VSUBS;1.786;
C153;CTX_L8_1;VSUBS;1.786;
C154;N;P;4.409;
C155;N;VSUBS;0.573;
C156;P;VSUBS;0.424;
@RESULTS@/final-remaining-contexts-20260923-r1/isense_vref/width48/pex/no_fill/kpex/clip__sense_fill_clip/sense_fill_clip_k25d_pex_netlist.csv
Wrote expanded netlist to: @RESULTS@/final-remaining-contexts-20260923-r1/isense_vref/width48/pex/no_fill/kpex/clip__sense_fill_clip/sense_fill_clip_k25d_pex_netlist.spice
