LVSDB input file passed, bypassing LVS
(46, 0) -> (pwell pwell_sub)
(8, 0) -> (metal1_con)
(30, 0) -> (metal3_con)
(134, 0) -> (topmetal2_con)
Device;Net1;Net2;Capacitance [fF];Resistance [Ω]
C1;CTX_L134_0;CTX_L30_0;0.122;
C2;CTX_L134_0;CTX_L30_1;0.023;
C3;CTX_L134_0;CTX_L30_2;0.018;
C4;CTX_L134_0;CTX_L30_3;0.018;
C5;CTX_L134_0;CTX_L8_0;0.001;
C6;CTX_L134_0;N;0.017;
C7;CTX_L134_0;P;0.017;
C8;CTX_L134_0;VSUBS;1.259;
C9;CTX_L30_0;CTX_L30_1;1.267;
C10;CTX_L30_0;CTX_L8_0;0.241;
C11;CTX_L30_0;VSUBS;1.037;
C12;CTX_L30_1;CTX_L30_2;0.28;
C13;CTX_L30_1;CTX_L8_0;0.017;
C14;CTX_L30_1;VSUBS;0.482;
C15;CTX_L30_2;CTX_L30_3;4.306;
C16;CTX_L30_2;CTX_L8_0;0.005;
C17;CTX_L30_2;CTX_L8_1;0.002;
C18;CTX_L30_2;VSUBS;0.425;
C19;CTX_L30_3;CTX_L8_0;0.004;
C20;CTX_L30_3;CTX_L8_1;0.002;
C21;CTX_L30_3;P;4.306;
C22;CTX_L30_3;VSUBS;0.121;
C23;CTX_L30_6;CTX_L8_1;0.09;
C24;CTX_L30_6;N;0.153;
C25;CTX_L30_6;VSUBS;1.347;
C26;CTX_L8_0;N;0.003;
C27;CTX_L8_0;P;0.004;
C28;CTX_L8_0;VSUBS;1.786;
C29;CTX_L8_1;N;0.003;
C30;CTX_L8_1;P;0.003;
C31;CTX_L8_1;VSUBS;1.591;
C32;N;P;4.306;
C33;N;VSUBS;0.592;
C34;P;VSUBS;0.121;
@RESULTS@/final-vref-clock-widths-20260923-r1/width12/pex/no_fill/kpex/clip__sense_fill_clip/sense_fill_clip_k25d_pex_netlist.csv
Wrote expanded netlist to: @RESULTS@/final-vref-clock-widths-20260923-r1/width12/pex/no_fill/kpex/clip__sense_fill_clip/sense_fill_clip_k25d_pex_netlist.spice
