 time                   v(fout)                v(vref)                i(vdd)                 i(vdd12)               v(xt2f.cap1)           v(xt2f.cap2)           v(xt2f.ca1)            v(xt2f.tail1)          v(xt2f.cb1)            v(xt2f.ca2)            v(xt2f.tail2)          v(xt2f.cb2)           
 0.000000000000000e+00  6.633624013167412e-08  1.028481183500881e+00 -5.299457623739848e-05 -1.519447889566042e-10  3.178384554137468e-10  3.222625309623728e-10  1.144460040241223e+00  3.072698407705705e-01  1.312236599319638e+00  1.143741693495428e+00  3.106589217403733e-01  1.309026379673524e+00 
 5.000000000000000e-11  6.633624078076860e-08  1.028481183500874e+00 -5.299457623743863e-05 -1.519447537547095e-10  3.178381622166918e-10  3.222621081240335e-10  1.144460040241101e+00  3.072698407705532e-01  1.312236599319554e+00  1.143741693495366e+00  3.106589217403332e-01  1.309026379673432e+00 
 1.000000000000000e-10  6.633623975536348e-08  1.028481183500860e+00 -5.299457623735579e-05 -1.519447967527860e-10  3.178379944916335e-10  3.222618432151568e-10  1.144460040241039e+00  3.072698407705197e-01  1.312236599319451e+00  1.143741693495321e+00  3.106589217402860e-01  1.309026379673341e+00 
 2.000000000000000e-10  6.633624118070399e-08  1.028481183500875e+00 -5.299457623733426e-05 -1.519447662253041e-10  3.178377575181646e-10  3.222618422177053e-10  1.144460040240964e+00  3.072698407704638e-01  1.312236599319382e+00  1.143741693495237e+00  3.106589217402299e-01  1.309026379673281e+00 
 4.000000000000000e-10  6.633624019463127e-08  1.028481183500795e+00 -5.299457623818509e-05 -1.519447527455665e-10  3.178371116777058e-10  3.222618042927102e-10  1.144460040240815e+00  3.072698407702278e-01  1.312236599319120e+00  1.143741693495075e+00  3.106589217400427e-01  1.309026379673202e+00 
 8.000000000000000e-10  6.633624019465210e-08  1.028481183500761e+00 -5.299457623761180e-05 -1.519447475560051e-10  3.178374988724554e-10  3.222611622069043e-10  1.144460040240926e+00  3.072698407698882e-01  1.312236599319487e+00  1.143741693495054e+00  3.106589217397188e-01  1.309026379672986e+00 
 1.600000000000000e-09  6.633624005999148e-08  1.028481183500525e+00 -5.299457623768891e-05 -1.519447544205007e-10  3.178370268273049e-10  3.222613200020269e-10  1.144460040240969e+00  3.072698407690588e-01  1.312236599319125e+00  1.143741693495240e+00  3.106589217389774e-01  1.309026379672797e+00 
 3.200000000000000e-09  6.633623994450819e-08  1.028481183500581e+00 -5.299457623704451e-05 -1.519448545707317e-10  3.178382063783844e-10  3.222624664079548e-10  1.144460040240529e+00  3.072698407679901e-01  1.312236599319095e+00  1.143741693494898e+00  3.106589217380755e-01  1.309026379672867e+00 
 6.400000000000000e-09  6.633624042256215e-08  1.028481183502327e+00 -5.299457623797440e-05 -1.519447622428235e-10  3.178384532564336e-10  3.222625398933928e-10  1.144460040239067e+00  3.072698407679781e-01  1.312236599317427e+00  1.143741693493602e+00  3.106589217382661e-01  1.309026379671531e+00 
 1.140000000000000e-08  6.633624029409690e-08  1.028481183503703e+00 -5.299457623825552e-05 -1.519446908720788e-10  3.178390794684649e-10  3.222630067693069e-10  1.144460040244103e+00  3.072698407673624e-01  1.312236599321242e+00  1.143741693498112e+00  3.106589217379030e-01  1.309026379674813e+00 
