 time                   v(fout)                v(vref)                i(vdd)                 i(vdd12)               v(xt2f.cap1)           v(xt2f.cap2)           v(xt2f.ca1)            v(xt2f.tail1)          v(xt2f.cb1)            v(xt2f.ca2)            v(xt2f.tail2)          v(xt2f.cb2)           
 0.000000000000000e+00  7.879042517695972e-09  1.032102248904331e+00 -4.148143723192464e-05 -4.248803140519952e-11  3.381658256728357e-11  3.381531432553758e-11  1.113508420857464e+00  2.396795517677710e-01  1.239448659313793e+00  1.112903526205770e+00  2.422747644259724e-01  1.236116676474833e+00 
 5.000000000000000e-11  7.879044638488176e-09  1.032102248904353e+00 -4.148143723219094e-05 -4.248797469265579e-11  3.381675158727345e-11  3.381527069133659e-11  1.113508420857466e+00  2.396795517677893e-01  1.239448659313841e+00  1.112903526205811e+00  2.422747644259736e-01  1.236116676474838e+00 
 1.000000000000000e-10  7.879042712850062e-09  1.032102248904355e+00 -4.148143723195850e-05 -4.248802719220342e-11  3.381672744139962e-11  3.381516452735189e-11  1.113508420857473e+00  2.396795517677918e-01  1.239448659313855e+00  1.112903526205841e+00  2.422747644259686e-01  1.236116676474837e+00 
 2.000000000000000e-10  7.879040675428671e-09  1.032102248904337e+00 -4.148143723182869e-05 -4.248812150589666e-11  3.381650754074214e-11  3.381535316122800e-11  1.113508420857496e+00  2.396795517677735e-01  1.239448659313937e+00  1.112903526205816e+00  2.422747644259441e-01  1.236116676474889e+00 
 4.000000000000000e-10  7.879043725499202e-09  1.032102248904379e+00 -4.148143723192144e-05 -4.248807601152968e-11  3.381684406662059e-11  3.381577701370017e-11  1.113508420857665e+00  2.396795517678111e-01  1.239448659313982e+00  1.112903526205807e+00  2.422747644259887e-01  1.236116676474882e+00 
 8.000000000000000e-10  7.879043176935016e-09  1.032102248904402e+00 -4.148143723297405e-05 -4.248797754851419e-11  3.381664172759144e-11  3.381490427265970e-11  1.113508420857575e+00  2.396795517678226e-01  1.239448659314085e+00  1.112903526205667e+00  2.422747644260056e-01  1.236116676474684e+00 
 1.600000000000000e-09  7.879042959976958e-09  1.032102248904105e+00 -4.148143723150716e-05 -4.248785577469863e-11  3.381588953489193e-11  3.381479681097152e-11  1.113508420856920e+00  2.396795517675771e-01  1.239448659313758e+00  1.112903526205281e+00  2.422747644257586e-01  1.236116676474371e+00 
 3.200000000000000e-09  7.879042321700591e-09  1.032102248904121e+00 -4.148143723147212e-05 -4.248788880804089e-11  3.381630007302082e-11  3.381518285866856e-11  1.113508420856902e+00  2.396795517676053e-01  1.239448659312441e+00  1.112903526205087e+00  2.422747644257762e-01  1.236116676474188e+00 
 6.400000000000000e-09  7.879042430458361e-09  1.032102248903766e+00 -4.148143723285964e-05 -4.248794554707148e-11  3.381635016493419e-11  3.381508861728868e-11  1.113508420856711e+00  2.396795517672858e-01  1.239448659311793e+00  1.112903526205314e+00  2.422747644254876e-01  1.236116676474341e+00 
 1.140000000000000e-08  7.879042655896491e-09  1.032102248905515e+00 -4.148143723187385e-05 -4.248804078722495e-11  3.381781555991668e-11  3.381638895142410e-11  1.113508420861162e+00  2.396795517690535e-01  1.239448659316429e+00  1.112903526209388e+00  2.422747644272270e-01  1.236116676478396e+00 
 1.640000000000000e-08  7.879042738238882e-09  1.032102248906282e+00 -4.148143723153097e-05 -4.248799551230382e-11  3.381667936240075e-11  3.381540165099022e-11  1.113508420860908e+00  2.396795517698108e-01  1.239448659316988e+00  1.112903526209104e+00  2.422747644279783e-01  1.236116676478400e+00 
 2.140000000000000e-08  7.879042810763321e-09  1.032102248906671e+00 -4.148143723132409e-05 -4.248790362781608e-11  3.381628734256783e-11  3.381489190811254e-11  1.113508420858023e+00  2.396795517701928e-01  1.239448659314725e+00  1.112903526206186e+00  2.422747644283914e-01  1.236116676475983e+00 
 2.640000000000000e-08  7.879042589086559e-09  1.032102248907131e+00 -4.148143723130185e-05 -4.248795723175458e-11  3.381657226249591e-11  3.381530171012419e-11  1.113508420857706e+00  2.396795517707070e-01  1.239448659313682e+00  1.112903526205836e+00  2.422747644289048e-01  1.236116676474893e+00 
 3.140000000000000e-08  7.879042582048693e-09  1.032102248906009e+00 -4.148143723137715e-05 -4.248799664761411e-11  3.381627750929408e-11  3.381507084661156e-11  1.113508420857764e+00  2.396795517697284e-01  1.239448659313573e+00  1.112903526206164e+00  2.422747644279172e-01  1.236116676474744e+00 
 3.640000000000000e-08  7.879042602941035e-09  1.032102248904558e+00 -4.148143723123933e-05 -4.248802661437052e-11  3.381599412854067e-11  3.381481288394193e-11  1.113508420855855e+00  2.396795517684341e-01  1.239448659311501e+00  1.112903526204059e+00  2.422747644266157e-01  1.236116676472909e+00 
 4.139999999999999e-08  7.879042695646333e-09  1.032102248903278e+00 -4.148143723116024e-05 -4.248791772961505e-11  3.381603563547898e-11  3.381468352001289e-11  1.113508420853298e+00  2.396795517672303e-01  1.239448659308653e+00  1.112903526201439e+00  2.422747644254121e-01  1.236116676469657e+00 
 4.639999999999999e-08  7.879042710376143e-09  1.032102248903129e+00 -4.148143723125673e-05 -4.248791330955252e-11  3.381659510855676e-11  3.381532218512477e-11  1.113508420853210e+00  2.396795517671106e-01  1.239448659308056e+00  1.112903526201208e+00  2.422747644252654e-01  1.236116676469269e+00 
 5.139999999999999e-08  7.879042471685820e-09  1.032102248903684e+00 -4.148143723118848e-05 -4.248799247860091e-11  3.381704202642063e-11  3.381555050756943e-11  1.113508420854076e+00  2.396795517676835e-01  1.239448659309199e+00  1.112903526202272e+00  2.422747644258477e-01  1.236116676469867e+00 
 5.639999999999999e-08  7.879042702344937e-09  1.032102248902859e+00 -4.148143723109716e-05 -4.248801874095857e-11  3.381634986159406e-11  3.381509666633459e-11  1.113508420854565e+00  2.396795517669393e-01  1.239448659309509e+00  1.112903526202719e+00  2.422747644250989e-01  1.236116676469954e+00 
 6.139999999999999e-08  7.879042793689116e-09  1.032102248901656e+00 -4.148143723112160e-05 -4.248790527797886e-11  3.381632176311719e-11  3.381493321783570e-11  1.113508420854955e+00  2.396795517658299e-01  1.239448659309609e+00  1.112903526203126e+00  2.422747644239897e-01  1.236116676470181e+00 
