Device;Net1;Net2;Capacitance [fF];Resistance [Ω]
C1;CTX_L10_0,CTX_L30_4,CTX_L50_0;CTX_L10_1,CTX_L30_2,CTX_L8_0;2.413;
C2;CTX_L10_0,CTX_L30_4,CTX_L50_0;CTX_L10_2,CTX_L10_3,CTX_L30_3;0.201;
C3;CTX_L10_0,CTX_L30_4,CTX_L50_0;CTX_L126_0,CTX_L67_0;0.089;
C4;CTX_L10_0,CTX_L30_4,CTX_L50_0;CTX_L126_1,CTX_L134_2;0.081;
C5;CTX_L10_0,CTX_L30_4,CTX_L50_0;CTX_L134_0;0.096;
C6;CTX_L10_0,CTX_L30_4,CTX_L50_0;CTX_L134_1;0.063;
C7;CTX_L10_0,CTX_L30_4,CTX_L50_0;CTX_L30_0,CTX_L30_6,N;0.31;
C8;CTX_L10_0,CTX_L30_4,CTX_L50_0;CTX_L30_1,CTX_L50_5;0.003;
C9;CTX_L10_0,CTX_L30_4,CTX_L50_0;CTX_L30_7;0.01;
C10;CTX_L10_0,CTX_L30_4,CTX_L50_0;CTX_L50_10;0.137;
C11;CTX_L10_0,CTX_L30_4,CTX_L50_0;CTX_L50_9;0.072;
C12;CTX_L10_0,CTX_L30_4,CTX_L50_0;CTX_L8_1;0.159;
C13;CTX_L10_0,CTX_L30_4,CTX_L50_0;FILL_L10_0;0.009;
C14;CTX_L10_0,CTX_L30_4,CTX_L50_0;FILL_L10_1;0.01;
C15;CTX_L10_0,CTX_L30_4,CTX_L50_0;FILL_L10_10;0.01;
C16;CTX_L10_0,CTX_L30_4,CTX_L50_0;FILL_L10_11;0.133;
C17;CTX_L10_0,CTX_L30_4,CTX_L50_0;FILL_L10_12;0.009;
C18;CTX_L10_0,CTX_L30_4,CTX_L50_0;FILL_L10_13;0.021;
C19;CTX_L10_0,CTX_L30_4,CTX_L50_0;FILL_L10_14;0.01;
C20;CTX_L10_0,CTX_L30_4,CTX_L50_0;FILL_L10_15;0.011;
C21;CTX_L10_0,CTX_L30_4,CTX_L50_0;FILL_L10_16;0.424;
C22;CTX_L10_0,CTX_L30_4,CTX_L50_0;FILL_L10_17;0.013;
C23;CTX_L10_0,CTX_L30_4,CTX_L50_0;FILL_L10_18;0.093;
C24;CTX_L10_0,CTX_L30_4,CTX_L50_0;FILL_L10_19;0.531;
C25;CTX_L10_0,CTX_L30_4,CTX_L50_0;FILL_L10_2;0.198;
C26;CTX_L10_0,CTX_L30_4,CTX_L50_0;FILL_L10_20;0.163;
C27;CTX_L10_0,CTX_L30_4,CTX_L50_0;FILL_L10_21;0.156;
C28;CTX_L10_0,CTX_L30_4,CTX_L50_0;FILL_L10_22;0.013;
C29;CTX_L10_0,CTX_L30_4,CTX_L50_0;FILL_L10_23;0.013;
C30;CTX_L10_0,CTX_L30_4,CTX_L50_0;FILL_L10_24;0.003;
C31;CTX_L10_0,CTX_L30_4,CTX_L50_0;FILL_L10_25;0.004;
C32;CTX_L10_0,CTX_L30_4,CTX_L50_0;FILL_L10_3;0.01;
C33;CTX_L10_0,CTX_L30_4,CTX_L50_0;FILL_L10_4;0.011;
C34;CTX_L10_0,CTX_L30_4,CTX_L50_0;FILL_L10_5;0.011;
C35;CTX_L10_0,CTX_L30_4,CTX_L50_0;FILL_L10_6;0.01;
C36;CTX_L10_0,CTX_L30_4,CTX_L50_0;FILL_L10_7;0.008;
