 time                   v(vdd)                 v(vdda)                i(vcored)              i(vcorea)              i(vpadd)               i(vpada)              
 1.060000000000000e-09  1.079999996069148e+00  2.999999994705268e+00  2.908594242951971e-09  1.088323267044047e-09  4.953109933596329e-09  9.501115392236811e-09 
 1.160000000000000e-09  1.079999996069148e+00  2.999999994705270e+00  2.908594061564948e-09  1.088323221568543e-09  4.953110114983353e-09  9.501129648567031e-09 
 1.260000000000000e-09  1.079999996069148e+00  2.999999994705272e+00  2.908594198391262e-09  1.088323221785383e-09  4.953109978157039e-09  9.501122542922833e-09 
 1.360000000000000e-09  1.079999996069148e+00  2.999999994705272e+00  2.908594003343291e-09  1.088323141947446e-09  4.953110173205010e-09  9.501143939042844e-09 
 1.460000000000000e-09  1.079999996069148e+00  2.999999994705273e+00  2.908594243602493e-09  1.088323184136463e-09  4.953109932945808e-09  9.501122580571754e-09 
 1.560000000000000e-09  1.079999996069148e+00  2.999999994705274e+00  2.908594019497904e-09  1.088323139670621e-09  4.953110157050397e-09  9.501115519610238e-09 
 1.660000000000000e-09  1.079999996069148e+00  2.999999994705275e+00  2.908594279164324e-09  1.088323160304344e-09  4.953109897383977e-09  9.501115498976515e-09 
 1.760000000000001e-09  1.079999996069148e+00  2.999999994705275e+00  2.908594048662942e-09  1.088323097298645e-09  4.953110127885359e-09  9.501136878264287e-09 
 1.860000000000001e-09  1.079999996069148e+00  2.999999994705275e+00  2.908593900452505e-09  1.088323082689021e-09  4.953110276095796e-09  9.501136892873911e-09 
 1.960000000000001e-09  1.079999996069148e+00  2.999999994705275e+00  2.908594392680292e-09  1.088323123536337e-09  4.953109783868009e-09  9.501129746599237e-09 
 2.060000000000001e-09  1.079999996069148e+00  2.999999994705276e+00  2.908594127050759e-09  1.088323141513765e-09  4.953110049497542e-09  9.501115517767094e-09 
 2.160000000000001e-09  1.079999996069148e+00  2.999999994705276e+00  2.908593912161889e-09  1.088323102455381e-09  4.953110264386412e-09  9.501122662252835e-09 
 2.260000000000001e-09  1.079999996069148e+00  2.999999994705277e+00  2.908594067202799e-09  1.088323065971978e-09  4.953110109345502e-09  9.501122698736238e-09 
 2.360000000000001e-09  1.079999996069148e+00  2.999999994705277e+00  2.908594249782445e-09  1.088323157539628e-09  4.953109926765856e-09  9.501122607168588e-09 
 2.460000000000001e-09  1.079999996069148e+00  2.999999994705277e+00  2.908594116642418e-09  1.088323094384851e-09  4.953110059905882e-09  9.501129775750722e-09 
 2.560000000000001e-09  1.079999996069148e+00  2.999999994705277e+00  2.908593973961413e-09  1.088323215612207e-09  4.953110202586888e-09  9.501122549096009e-09 
 2.660000000000001e-09  1.079999996069148e+00  2.999999994705275e+00  2.908594098861503e-09  1.088323084186575e-09  4.953110077686798e-09  9.501151102231072e-09 
 2.760000000000001e-09  1.079999996069148e+00  2.999999994705273e+00  2.908594440168347e-09  1.088323075472300e-09  4.953109736379954e-09  9.501158216372704e-09 
 2.860000000000001e-09  1.079999996069148e+00  2.999999994705272e+00  2.908594229291024e-09  1.088323165481409e-09  4.953109947257277e-09  9.501136810081523e-09 
 2.960000000000001e-09  1.079999996069148e+00  2.999999994705273e+00  2.908593990224445e-09  1.088323086280440e-09  4.953110186323856e-09  9.501122678427776e-09 
 3.060000000000001e-09  1.079999996069148e+00  2.999999994705273e+00  2.908594119244504e-09  1.088323078691025e-09  4.953110057303797e-09  9.501136896871906e-09 
 3.160000000000001e-09  1.079999996069148e+00  2.999999994705274e+00  2.908594446998820e-09  1.088323133023106e-09  4.953109729549481e-09  9.501115526257752e-09 
 3.260000000000002e-09  1.079999996069148e+00  2.999999994705275e+00  2.908594008330621e-09  1.088323066222700e-09  4.953110168217680e-09  9.501115593058159e-09 
 3.360000000000002e-09  1.079999996069148e+00  2.999999994705275e+00  2.908594259757105e-09  1.088323099033368e-09  4.953109916791196e-09  9.501136876529563e-09 
 3.460000000000002e-09  1.079999996069148e+00  2.999999994705274e+00  2.908594294451575e-09  1.088323109360394e-09  4.953109882096726e-09  9.501143971629895e-09 
 3.560000000000002e-09  1.079999996069148e+00  2.999999994705273e+00  2.908594097235200e-09  1.088323197065573e-09  4.953110079313101e-09  9.501150989352073e-09 
 3.660000000000002e-09  1.079999996069148e+00  2.999999994705272e+00  2.908594213461672e-09  1.088323136329923e-09  4.953109963086628e-09  9.501151050087724e-09 
 3.760000000000002e-09  1.079999996069148e+00  2.999999994705271e+00  2.908594101897269e-09  1.088323129967012e-09  4.953110074651032e-09  9.501143951023278e-09 
 3.860000000000002e-09  1.079999996069148e+00  2.999999994705271e+00  2.908593941869028e-09  1.088323136289265e-09  4.953110234679273e-09  9.501129733846308e-09 
 3.960000000000002e-09  1.079999996069148e+00  2.999999994705272e+00  2.908594291957910e-09  1.088323157973309e-09  4.953109884590391e-09  9.501122606734907e-09 
 4.060000000000002e-09  1.079999996069148e+00  2.999999994705273e+00  2.908594124557094e-09  1.088323160223028e-09  4.953110051991207e-09  9.501122604485188e-09 
 4.160000000000002e-09  1.079999996069148e+00  2.999999994705273e+00  2.908594235579397e-09  1.088323135740388e-09  4.953109940968904e-09  9.501136839822543e-09 
 4.260000000000002e-09  1.079999996069148e+00  2.999999994705273e+00  2.908594002801190e-09  1.088323111860835e-09  4.953110173747111e-09  9.501136863702096e-09 
 4.360000000000002e-09  1.079999996069148e+00  2.999999994705274e+00  2.908594262359190e-09  1.088323225349698e-09  4.953109914189111e-09  9.501122539358519e-09 
 4.460000000000002e-09  1.079999996069148e+00  2.999999994705274e+00  2.908594107426700e-09  1.088323114916930e-09  4.953110069121601e-09  9.501136860646001e-09 
 4.560000000000002e-09  1.079999996069148e+00  2.999999994705273e+00  2.908594317978762e-09  1.088323177346646e-09  4.953109858569539e-09  9.501151009071000e-09 
 4.660000000000003e-09  1.079999996069148e+00  2.999999994705271e+00  2.908594382271951e-09  1.088323114686537e-09  4.953109794276350e-09  9.501151071731110e-09 
 4.760000000000003e-09  1.079999996069148e+00  2.999999994705271e+00  2.908593991308647e-09  1.088323111427154e-09  4.953110185239654e-09  9.501136864135777e-09 
 4.860000000000003e-09  1.079999996069148e+00  2.999999994705271e+00  2.908594208149082e-09  1.088323140978440e-09  4.953109968399219e-09  9.501129729157134e-09 
 4.960000000000003e-09  1.079999996069148e+00  2.999999994705272e+00  2.908593914221873e-09  1.088323133233171e-09  4.953110262326428e-09  9.501129736902403e-09 
 5.060000000000003e-09  1.079999996069148e+00  2.999999994705272e+00  2.908594135615956e-09  1.088323122519898e-09  4.953110040932344e-09  9.501136853043034e-09 
 5.160000000000003e-09  1.079999996069148e+00  2.999999994705272e+00  2.908593959866784e-09  1.088323167026397e-09  4.953110216681517e-09  9.501129703109177e-09 
 5.260000000000003e-09  1.079999996069148e+00  2.999999994705272e+00  2.908594285669537e-09  1.088323166985739e-09  4.953109890878764e-09  9.501143914004550e-09 
 5.360000000000003e-09  1.079999996069148e+00  2.999999994705272e+00  2.908594227231040e-09  1.088323088841868e-09  4.953109949317261e-09  9.501129781293706e-09 
 5.460000000000003e-09  1.079999996069148e+00  2.999999994705271e+00  2.908593935797496e-09  1.088323152721705e-09  4.953110240750805e-09  9.501151033695942e-09 
 5.560000000000003e-09  1.079999996069148e+00  2.999999994705270e+00  2.908594153505292e-09  1.088323211499015e-09  4.953110023043009e-09  9.501150974918632e-09 
 5.660000000000003e-09  1.079999996069148e+00  2.999999994705270e+00  2.908594274176994e-09  1.088323147483653e-09  4.953109902371307e-09  9.501143933506636e-09 
 5.760000000000003e-09  1.079999996069148e+00  2.999999994705270e+00  2.908593960625726e-09  1.088323149801135e-09  4.953110215922575e-09  9.501136825761796e-09 
 5.860000000000003e-09  1.079999996069148e+00  2.999999994705270e+00  2.908594142988531e-09  1.088323215713851e-09  4.953110033559770e-09  9.501129654421723e-09 
 5.960000000000003e-09  1.079999996069148e+00  2.999999994705271e+00  2.908594062540730e-09  1.088323204682094e-09  4.953110114007571e-09  9.501129665453480e-09 
 6.060000000000003e-09  1.079999996069148e+00  2.999999994705272e+00  2.908594193837613e-09  1.088323166186140e-09  4.953109982710688e-09  9.501122598522076e-09 
 6.160000000000004e-09  1.079999996069148e+00  2.999999994705273e+00  2.908593920076565e-09  1.088323203401380e-09  4.953110256471736e-09  9.501122561306836e-09 
 6.260000000000004e-09  1.079999996069148e+00  2.999999994705273e+00  2.908594162721011e-09  1.088323179162685e-09  4.953110013827290e-09  9.501136796400246e-09 
 6.360000000000004e-09  1.079999996069148e+00  2.999999994705272e+00  2.908593920184985e-09  1.088323191448051e-09  4.953110256363316e-09  9.501150994969596e-09 
 6.460000000000004e-09  1.079999996069148e+00  2.999999994705271e+00  2.908594192970251e-09  1.088323085535051e-09  4.953109983578050e-09  9.501143995455238e-09 
 6.560000000000004e-09  1.079999996069148e+00  2.999999994705271e+00  2.908594480825928e-09  1.088323158908433e-09  4.953109695722373e-09  9.501143922081856e-09 
 6.660000000000004e-09  1.079999996069148e+00  2.999999994705271e+00  2.908594003451712e-09  1.088323161774793e-09  4.953110173096589e-09  9.501129708360781e-09 
 6.760000000000004e-09  1.079999996069148e+00  2.999999994705272e+00  2.908594144397994e-09  1.088323179027160e-09  4.953110032150307e-09  9.501122585681056e-09 
 6.860000000000004e-09  1.079999996069148e+00  2.999999994705273e+00  2.908593995211775e-09  1.088323094642349e-09  4.953110181336526e-09  9.501122670065867e-09 
 6.960000000000004e-09  1.079999996069148e+00  2.999999994705274e+00  2.908594294776835e-09  1.088323242818905e-09  4.953109881771466e-09  9.501115416461954e-09 
 7.060000000000004e-09  1.079999996069148e+00  2.999999994705274e+00  2.908593980683466e-09  1.088323126253619e-09  4.953110195864835e-09  9.501129743881955e-09 
 7.160000000000004e-09  1.079999996069148e+00  2.999999994705275e+00  2.908594291307388e-09  1.088323167175475e-09  4.953109885240913e-09  9.501122597532741e-09 
 7.260000000000004e-09  1.079999996069148e+00  2.999999994705275e+00  2.908593993585472e-09  1.088323097915285e-09  4.953110182962829e-09  9.501129772220289e-09 
 7.360000000000004e-09  1.079999996069148e+00  2.999999994705274e+00  2.908594160227346e-09  1.088323161408875e-09  4.953110016320955e-09  9.501151025008772e-09 
 7.460000000000004e-09  1.079999996069148e+00  2.999999994705273e+00  2.908594171069367e-09  1.088323161835779e-09  4.953110005478933e-09  9.501151024581868e-09 
 7.560000000000003e-09  1.079999996069148e+00  2.999999994705272e+00  2.908594017763180e-09  1.088323121327275e-09  4.953110158785121e-09  9.501136854235656e-09 
 7.660000000000002e-09  1.079999996069148e+00  2.999999994705271e+00  2.908594222026870e-09  1.088323109150330e-09  4.953109954521431e-09  9.501151077267317e-09 
 7.760000000000001e-09  1.079999996069148e+00  2.999999994705271e+00  2.908593975262455e-09  1.088323104373064e-09  4.953110201285846e-09  9.501129765762510e-09 
 7.860000000000001e-09  1.079999996069148e+00  2.999999994705272e+00  2.908594267021260e-09  1.088323173870423e-09  4.953109909527041e-09  9.501122590837793e-09 
 7.960000000000000e-09  1.079999996069148e+00  2.999999994705272e+00  2.908594088561582e-09  1.088323102462158e-09  4.953110087986719e-09  9.501136873100774e-09 
 8.059999999999999e-09  1.079999996069148e+00  2.999999994705273e+00  2.908594317111400e-09  1.088323120656425e-09  4.953109859436901e-09  9.501122644051791e-09 
 8.159999999999998e-09  1.079999996069148e+00  2.999999994705273e+00  2.908594116533998e-09  1.088323151983092e-09  4.953110060014303e-09  9.501136823579840e-09 
 8.259999999999998e-09  1.079999996069148e+00  2.999999994705274e+00  2.908593871395887e-09  1.088323167161922e-09  4.953110305152414e-09  9.501122597546294e-09 
 8.359999999999997e-09  1.079999996069148e+00  2.999999994705274e+00  2.908594341722789e-09  1.088323143160397e-09  4.953109834825511e-09  9.501129726975177e-09 
 8.459999999999996e-09  1.079999996069148e+00  2.999999994705273e+00  2.908594173237772e-09  1.088323076515844e-09  4.953110003310529e-09  9.501151109901802e-09 
 8.559999999999995e-09  1.079999996069148e+00  2.999999994705272e+00  2.908593937206959e-09  1.088323075126710e-09  4.953110239341342e-09  9.501151111290936e-09 
 8.659999999999994e-09  1.079999996069148e+00  2.999999994705271e+00  2.908594314617735e-09  1.088323079795556e-09  4.953109861930566e-09  9.501136895767376e-09 
 8.759999999999994e-09  1.079999996069148e+00  2.999999994705272e+00  2.908594040206165e-09  1.088323053673060e-09  4.953110136342136e-09  9.501129816462514e-09 
 8.859999999999993e-09  1.079999996069148e+00  2.999999994705272e+00  2.908594341722789e-09  1.088323169899533e-09  4.953109834825511e-09  9.501136805663399e-09 
 8.959999999999992e-09  1.079999996069148e+00  2.999999994705272e+00  2.908594165865197e-09  1.088323160358554e-09  4.953110010683104e-09  9.501136815204378e-09 
 9.059999999999991e-09  1.079999996069148e+00  2.999999994705273e+00  2.908594017437920e-09  1.088323205820506e-09  4.953110159110381e-09  9.501122558887710e-09 
 9.159999999999991e-09  1.079999996069148e+00  2.999999994705274e+00  2.908594329796566e-09  1.088323159958754e-09  4.953109846751735e-09  9.501122604749462e-09 
 9.259999999999990e-09  1.079999996069148e+00  2.999999994705274e+00  2.908594182345070e-09  1.088323145328801e-09  4.953109994203231e-09  9.501129724806773e-09 
 9.359999999999989e-09  1.079999996069148e+00  2.999999994705273e+00  2.908593989899184e-09  1.088323185451058e-09  4.953110186649116e-09  9.501151000966589e-09 
 9.459999999999988e-09  1.079999996069148e+00  2.999999994705273e+00  2.908594390837148e-09  1.088323252671592e-09  4.953109785711153e-09  9.501136722891339e-09 
 9.559999999999988e-09  1.079999996069148e+00  2.999999994705272e+00  2.908594338903864e-09  1.088323165129043e-09  4.953109837644437e-09  9.501143915861246e-09 
 9.659999999999987e-09  1.079999996069148e+00  2.999999994705272e+00  2.908594033917793e-09  1.088323107639223e-09  4.953110142630508e-09  9.501136867923708e-09 
 9.759999999999986e-09  1.079999996069148e+00  2.999999994705272e+00  2.908594090404726e-09  1.088323175313767e-09  4.953110086143575e-09  9.501122589394449e-09 
 9.859999999999985e-09  1.079999996069148e+00  2.999999994705273e+00  2.908594573525214e-09  1.088323129912801e-09  4.953109603023087e-09  9.501122634795415e-09 
 9.959999999999985e-09  1.079999996069148e+00  2.999999994705273e+00  2.908594435072596e-09  1.088323165406870e-09  4.953106188762026e-09  9.501136810156061e-09 
 1.005999999999998e-08  1.079999996069148e+00  2.999999994705273e+00  2.908594108510902e-09  1.088323083793552e-09  4.953110068037399e-09  9.501136891769380e-09 
 1.015999999999998e-08  1.079999996069148e+00  2.999999994705272e+00  2.908593949892124e-09  1.088323150959876e-09  4.953110226656177e-09  9.501151035457771e-09 
 1.025999999999998e-08  1.079999996069148e+00  2.999999994705271e+00  2.908594241759349e-09  1.088323128164525e-09  4.953109934788952e-09  9.501151058253121e-09 
 1.035999999999998e-08  1.079999996069148e+00  2.999999994705270e+00  2.908594164997835e-09  1.088323100043032e-09  4.953110011550466e-09  9.501143980947258e-09 
 1.045999999999998e-08  1.079999996069148e+00  2.999999994705270e+00  2.908594092789971e-09  1.088323049736051e-09  4.953110083758330e-09  9.501129820399523e-09 
 1.055999999999998e-08  1.079999996069148e+00  2.999999994705271e+00  2.908594324158714e-09  1.088323178485059e-09  4.953109852389587e-09  9.501129691650515e-09 
 1.065999999999998e-08  1.079999996069148e+00  2.999999994705272e+00  2.908594155240016e-09  1.088323096539703e-09  4.953110021308285e-09  9.501122668168513e-09 
 1.075999999999998e-08  1.079999996069148e+00  2.999999994705273e+00  2.908593925497575e-09  1.088323108262639e-09  4.953110251050725e-09  9.501122656445577e-09 
 1.085999999999998e-08  1.079999996069148e+00  2.999999994705273e+00  2.908594314400895e-09  1.088323116041790e-09  4.953109862147406e-09  9.501136859521142e-09 
 1.095999999999998e-08  1.079999996069148e+00  2.999999994705274e+00  2.908594158492622e-09  1.088323136174069e-09  4.953110018055679e-09  9.501122628534147e-09 
 1.105999999999998e-08  1.079999996069148e+00  2.999999994705274e+00  2.908593984261333e-09  1.088323185966054e-09  4.953110192286968e-09  9.501122578742163e-09 
 1.115999999999998e-08  1.079999996069148e+00  2.999999994705273e+00  2.908594139627504e-09  1.088323190933055e-09  4.953110036920796e-09  9.501158100911949e-09 
 1.125999999999997e-08  1.079999996069148e+00  2.999999994705272e+00  2.908594313316692e-09  1.088323144657951e-09  4.953109863231608e-09  9.501143936332338e-09 
 1.135999999999997e-08  1.079999996069148e+00  2.999999994705272e+00  2.908593990983387e-09  1.088323097739102e-09  4.953110185564914e-09  9.501136877823830e-09 
 1.145999999999997e-08  1.079999996069148e+00  2.999999994705271e+00  2.908594099186763e-09  1.088323137597084e-09  4.953110077361537e-09  9.501136837965847e-09 
 1.155999999999997e-08  1.079999996069148e+00  2.999999994705271e+00  2.908594262142350e-09  1.088323144590188e-09  4.953109914405951e-09  9.501136830972743e-09 
 1.165999999999997e-08  1.079999996069148e+00  2.999999994705272e+00  2.908593951843688e-09  1.088323186243881e-09  4.953110224704613e-09  9.501129683891693e-09 
 1.175999999999997e-08  1.079999996069148e+00  2.999999994705272e+00  2.908594174647235e-09  1.088323108310073e-09  4.953110001901066e-09  9.501136867252858e-09 
 1.185999999999997e-08  1.079999996069148e+00  2.999999994705272e+00  2.908593975045615e-09  1.088323110356505e-09  4.953110201502686e-09  9.501136865206427e-09 
 1.195999999999997e-08  1.079999996069148e+00  2.999999994705272e+00  2.908594173237772e-09  1.088323137353139e-09  4.953110003310529e-09  9.501136838209793e-09 
 1.205999999999997e-08  1.079999996069148e+00  2.999999994705272e+00  2.908594335651257e-09  1.088323070850888e-09  4.953109840897044e-09  9.501136904712043e-09 
 1.215999999999997e-08  1.079999996069148e+00  2.999999994705272e+00  2.908593951843688e-09  1.088323058504536e-09  4.953110224704613e-09  9.501136917058396e-09 
 1.225999999999997e-08  1.079999996069148e+00  2.999999994705273e+00  2.908594209016443e-09  1.088323083339542e-09  4.953109967531857e-09  9.501122681368674e-09 
 1.235999999999997e-08  1.079999996069148e+00  2.999999994705273e+00  2.908594046494538e-09  1.088323144779924e-09  4.953110130053763e-09  9.501136830783008e-09 
 1.245999999999997e-08  1.079999996069148e+00  2.999999994705274e+00  2.908594118268722e-09  1.088323109570458e-09  4.953110058279579e-09  9.501122655137758e-09 
 1.255999999999996e-08  1.079999996069148e+00  2.999999994705274e+00  2.908594411220149e-09  1.088323110830843e-09  4.953109765328152e-09  9.501129759304731e-09 
 1.265999999999996e-08  1.079999996069148e+00  2.999999994705273e+00  2.908594049855565e-09  1.088323156177599e-09  4.953110126692736e-09  9.501151030240048e-09 
 1.275999999999996e-08  1.079999996069148e+00  2.999999994705272e+00  2.908594250432966e-09  1.088323138728720e-09  4.953109926115334e-09  9.501151047688926e-09 
 1.285999999999996e-08  1.079999996069148e+00  2.999999994705271e+00  2.908594019714744e-09  1.088323142313364e-09  4.953110156833557e-09  9.501143938676925e-09 
 1.295999999999996e-08  1.079999996069148e+00  2.999999994705271e+00  2.908594390620307e-09  1.088323104041027e-09  4.953109785927994e-09  9.501136871521904e-09 
 1.305999999999996e-08  1.079999996069148e+00  2.999999994705271e+00  2.908593954337353e-09  1.088323088110031e-09  4.953110222210948e-09  9.501136887452900e-09 
 1.315999999999996e-08  1.079999996069148e+00  2.999999994705272e+00  2.908594239699365e-09  1.088323152030526e-09  4.953109936848936e-09  9.501122612677691e-09 
 1.325999999999996e-08  1.079999996069148e+00  2.999999994705272e+00  2.908594036845139e-09  1.088323120337941e-09  4.953110139703162e-09  9.501136855224991e-09 
 1.335999999999996e-08  1.079999996069148e+00  2.999999994705273e+00  2.908594204245954e-09  1.088323097400289e-09  4.953109972302347e-09  9.501122667307928e-09 
 1.345999999999996e-08  1.079999996069148e+00  2.999999994705274e+00  2.908594043133511e-09  1.088323134452898e-09  4.953110133414790e-09  9.501115524827961e-09 
 1.355999999999996e-08  1.079999996069148e+00  2.999999994705274e+00  2.908594228640503e-09  1.088323090874747e-09  4.953109947907798e-09  9.501143990115542e-09 
 1.365999999999996e-08  1.079999996069148e+00  2.999999994705273e+00  2.908594091597348e-09  1.088323101289864e-09  4.953110084950953e-09  9.501151085127783e-09 
 1.375999999999996e-08  1.079999996069148e+00  2.999999994705272e+00  2.908594055276575e-09  1.088323092738219e-09  4.953110121271725e-09  9.501143988252070e-09 
 1.385999999999996e-08  1.079999996069148e+00  2.999999994705271e+00  2.908594379019344e-09  1.088323183370745e-09  4.953109797528957e-09  9.501143897619544e-09 
 1.395999999999995e-08  1.079999996069148e+00  2.999999994705271e+00  2.908593987622360e-09  1.088323011585687e-09  4.953110188925941e-09  9.501129858549887e-09 
 1.405999999999995e-08  1.079999996069148e+00  2.999999994705272e+00  2.908594202185970e-09  1.088323078189582e-09  4.953109974362331e-09  9.501129791945992e-09 
 1.415999999999995e-08  1.079999996069148e+00  2.999999994705272e+00  2.908594438758884e-09  1.088323080879758e-09  4.953109737789417e-09  9.501136894683173e-09 
 1.425999999999995e-08  1.079999996069148e+00  2.999999994705273e+00  2.908593958132061e-09  1.088323138823588e-09  4.953110218416240e-09  9.501122625884628e-09 
 1.435999999999995e-08  1.079999996069148e+00  2.999999994705273e+00  2.908594292066330e-09  1.088323135055985e-09  4.953109884481971e-09  9.501143945934304e-09 
 1.445999999999995e-08  1.079999996069148e+00  2.999999994705272e+00  2.908594011041127e-09  1.088323144820581e-09  4.953110165507174e-09  9.501151041597065e-09 
 1.455999999999995e-08  1.079999996069148e+00  2.999999994705271e+00  2.908594150469526e-09  1.088323082614482e-09  4.953110026078775e-09  9.501143998375807e-09 
 1.465999999999995e-08  1.079999996069148e+00  2.999999994705270e+00  2.908594254769775e-09  1.088323097793312e-09  4.953109921778526e-09  9.501151088624335e-09 
 1.475999999999995e-08  1.079999996069148e+00  2.999999994705270e+00  2.908594022642090e-09  1.088323021079232e-09  4.953110153906211e-09  9.501144059911057e-09 
 1.485999999999995e-08  1.079999996069148e+00  2.999999994705270e+00  2.908594247397200e-09  1.088323030721855e-09  4.953109929151100e-09  9.501136944841076e-09 
 1.495999999999995e-08  1.079999996069148e+00  2.999999994705270e+00  2.908594337385981e-09  1.088323058823020e-09  4.953109839162320e-09  9.501136916739911e-09 
 1.505999999999995e-08  1.079999996069148e+00  2.999999994705270e+00  2.908594028496782e-09  1.088323042573540e-09  4.953110148051519e-09  9.501122722134676e-09 
 1.515999999999995e-08  1.079999996069148e+00  2.999999994705272e+00  2.908594212485890e-09  1.088323139941672e-09  4.953109964062410e-09  9.501122624766545e-09 
 1.525999999999995e-08  1.079999996069148e+00  2.999999994705272e+00  2.908594086610018e-09  1.088323105321741e-09  4.953110089938283e-09  9.501136870241191e-09 
 1.535999999999995e-08  1.079999996069148e+00  2.999999994705273e+00  2.908594180718767e-09  1.088323121537340e-09  4.953109995829534e-09  9.501122643170877e-09 
 1.545999999999995e-08  1.079999996069148e+00  2.999999994705274e+00  2.908593951843688e-09  1.088323162526958e-09  4.953110224704613e-09  9.501122602181258e-09 
 1.555999999999995e-08  1.079999996069148e+00  2.999999994705273e+00  2.908594166840979e-09  1.088323199945485e-09  4.953110009707322e-09  9.501158091899519e-09 
 1.565999999999995e-08  1.079999996069148e+00  2.999999994705272e+00  2.908593933086991e-09  1.088323138315368e-09  4.953110243461310e-09  9.501143942674921e-09 
 1.575999999999995e-08  1.079999996069148e+00  2.999999994705271e+00  2.908594138326462e-09  1.088323150417775e-09  4.953110038221839e-09  9.501143930572514e-09 
 1.585999999999995e-08  1.079999996069148e+00  2.999999994705272e+00  2.908593978840322e-09  1.088323141256267e-09  4.953110197707979e-09  9.501122623451950e-09 
 1.595999999999996e-08  1.079999996069148e+00  2.999999994705273e+00  2.908594096909939e-09  1.088323188480048e-09  4.953110079638362e-09  9.501122576228169e-09 
 1.605999999999996e-08  1.079999996069148e+00  2.999999994705274e+00  2.908594315051416e-09  1.088323166206469e-09  4.953109861496885e-09  9.501115493074390e-09 
 1.615999999999996e-08  1.079999996069148e+00  2.999999994705276e+00  2.908593977647700e-09  1.088323088265885e-09  4.953110198900601e-09  9.501108465587616e-09 
 1.625999999999996e-08  1.079999996069148e+00  2.999999994705276e+00  2.908594181152448e-09  1.088323136926234e-09  4.953109995395853e-09  9.501136838636697e-09 
 1.635999999999996e-08  1.079999996069148e+00  2.999999994705275e+00  2.908594455672438e-09  1.088323136140188e-09  4.953109720875863e-09  9.501136839422744e-09 
 1.645999999999996e-08  1.079999996069148e+00  2.999999994705274e+00  2.908593962143609e-09  1.088323132704622e-09  4.953110214404692e-09  9.501143948285667e-09 
 1.655999999999996e-08  1.079999996069148e+00  2.999999994705273e+00  2.908594272875951e-09  1.088323160324672e-09  4.953109903672349e-09  9.501151026092974e-09 
 1.665999999999996e-08  1.079999996069148e+00  2.999999994705272e+00  2.908594090513146e-09  1.088323078995957e-09  4.953110086035155e-09  9.501144001994332e-09 
 1.675999999999996e-08  1.079999996069148e+00  2.999999994705272e+00  2.908594168684123e-09  1.088323160094279e-09  4.953110007864178e-09  9.501136815468652e-09 
 1.685999999999996e-08  1.079999996069148e+00  2.999999994705273e+00  2.908593976888758e-09  1.088323148513645e-09  4.953110199659543e-09  9.501115510767214e-09 
 1.695999999999996e-08  1.079999996069148e+00  2.999999994705273e+00  2.908594130520206e-09  1.088323157343116e-09  4.953110046028095e-09  9.501136818219815e-09 
 1.705999999999997e-08  1.079999996069148e+00  2.999999994705274e+00  2.908594258781323e-09  1.088323239071631e-09  4.953109917766978e-09  9.501122525636585e-09 
