 frequency                ac_re                    ac_im                   
 1.00000000000000000e+00 -1.51225978963318318e-04  7.92422034531678787e-07 
 1.02329299228075410e+00 -1.51225978958048092e-04  8.10879914865152383e-07 
 1.04712854805089939e+00 -1.51225978938517464e-04  8.29767734462693055e-07 
 1.07151930523760619e+00 -1.51225978897517139e-04  8.49095507896308937e-07 
 1.09647819614318465e+00 -1.51225978878468168e-04  8.68873483007365275e-07 
 1.12201845430196312e+00 -1.51225978853821569e-04  8.89112146339998285e-07 
 1.14815362149688238e+00 -1.51225978837749600e-04  9.09822228701411373e-07 
 1.17489755493952908e+00 -1.51225978832353363e-04  9.31014710851284056e-07 
 1.20226443461741250e+00 -1.51225978829353484e-04  9.52700829324437697e-07 
 1.23026877081238117e+00 -1.51225978793305442e-04  9.74892082387697619e-07 
 1.25892541179416684e+00 -1.51225978781958969e-04  9.97600236137378151e-07 
 1.28824955169313360e+00 -1.51225978755956195e-04  1.02083733073694781e-06 
 1.31825673855640679e+00 -1.51225978720848455e-04  1.04461568680172522e-06 
 1.34896288259165331e+00 -1.51225978726931615e-04  1.06894791193080842e-06 
 1.38038426460288455e+00 -1.51225978672732132e-04  1.09384690739188024e-06 
 1.41253754462275394e+00 -1.51225978646848079e-04  1.11932587496208212e-06 
 1.44543977074592700e+00 -1.51225978638598710e-04  1.14539832392726860e-06 
 1.47910838816820678e+00 -1.51225978562671381e-04  1.17207807824481101e-06 
 1.51356124843620754e+00 -1.51225978518450244e-04  1.19937928387376322e-06 
 1.54881661891248057e+00 -1.51225978503476220e-04  1.22731641627474501e-06 
 1.58489319246111271e+00 -1.51225978479490930e-04  1.25590428808510395e-06 
 1.62181009735892911e+00 -1.51225978437645822e-04  1.28515805697281744e-06 
 1.65958690743755977e+00 -1.51225978353551225e-04  1.31509323367337831e-06 
 1.69824365246174347e+00 -1.51225978343362462e-04  1.34572569021383125e-06 
 1.73780082874937447e+00 -1.51225978315261839e-04  1.37707166832798582e-06 
 1.77827941003892165e+00 -1.51225978247876696e-04  1.40914778806833111e-06 
 1.81970085860998210e+00 -1.51225978209220823e-04  1.44197105661821119e-06 
 1.86208713666286596e+00 -1.51225978146443348e-04  1.47555887730908731e-06 
 1.90546071796324568e+00 -1.51225978103780074e-04  1.50992905884804991e-06 
 1.94984459975804381e+00 -1.51225978052187094e-04  1.54509982476022375e-06 
 1.99526231496887796e+00 -1.51225977952705094e-04  1.58108982305131879e-06 
 2.04173794466952740e+00 -1.51225977927106511e-04  1.61791813609483522e-06 
 2.08929613085403743e+00 -1.51225977832658543e-04  1.65560429074966691e-06 
 2.13796208950222999e+00 -1.51225977748350033e-04  1.69416826871406391e-06 
 2.18776162394955032e+00 -1.51225977715457643e-04  1.73363051711961806e-06 
 2.23872113856833721e+00 -1.51225977620944975e-04  1.77401195937241577e-06 
 2.29086765276777049e+00 -1.51225977577621693e-04  1.81533400624809798e-06 
 2.34422881531991933e+00 -1.51225977462848078e-04  1.85761856724250122e-06 
 2.39883291901948770e+00 -1.51225977378625437e-04  1.90088806218984357e-06 
 2.45470891568502747e+00 -1.51225977310440125e-04  1.94516543314900696e-06 
 2.51188643150957702e+00 -1.51225977207773037e-04  1.99047415656807969e-06 
 2.57039578276886038e+00 -1.51225977131122600e-04  2.03683825573204747e-06 
 2.63026799189537819e+00 -1.51225977023021707e-04  2.08428231349985849e-06 
 2.69153480392691202e+00 -1.51225976905522842e-04  2.13283148533901806e-06 
 2.75422870333816272e+00 -1.51225976804592510e-04  2.18251151266311383e-06 
 2.81838293126444972e+00 -1.51225976696471533e-04  2.23334873648023596e-06 
 2.88403150312660150e+00 -1.51225976569870275e-04  2.28537011135925617e-06 
 2.95120922666638119e+00 -1.51225976444565859e-04  2.33860321972170497e-06 
 3.01995172040201165e+00 -1.51225976284165980e-04  2.39307628646627953e-06 
 3.09029543251358563e+00 -1.51225976147575318e-04  2.44881819393408463e-06 
 3.16227766016837419e+00 -1.51225975999034606e-04  2.50585849722235348e-06 
 3.23593656929627738e+00 -1.51225975839648944e-04  2.56422743985464656e-06 
 3.31131121482590540e+00 -1.51225975701511830e-04  2.62395596981722420e-06 
 3.38844156139201980e+00 -1.51225975523523645e-04  2.68507575596704710e-06 
 3.46736850452531042e+00 -1.51225975319232146e-04  2.74761920482393008e-06 
