# Logfile created on 2026-09-19 12:53:38 +0200 by logger.rb/v1.5.3
2026-09-19 12:53:38 +0200: Memory Usage (803448K) : Starting running IHP-SG13G2 KLayout DRC runset on /work/designs/g1-guardian/blocks/g1_bgr/layout/g1_bgr.gds
2026-09-19 12:53:38 +0200: Memory Usage (803448K) : Ruby Version for klayout: 3.2.3
2026-09-19 12:53:38 +0200: Memory Usage (805752K) : Loading database to memory is complete.
2026-09-19 12:53:38 +0200: Memory Usage (805752K) : IHP-SG13G2 KLayout DRC runset output at: /work/build/g1_bgr_lay2/drc3/g1_bgr_g1_bgr_main.lyrdb
2026-09-19 12:53:38 +0200: Memory Usage (805752K) : Evaluate switches.
2026-09-19 12:53:38 +0200: Memory Usage (805752K) : tables selected: main
2026-09-19 12:53:38 +0200: Memory Usage (805752K) : KLayout will use 16 thread(s) in tiling mode.
2026-09-19 12:53:38 +0200: Memory Usage (805752K) : deep mode is enabled.
2026-09-19 12:53:38 +0200: Memory Usage (805752K) : FEOL enabled: true
2026-09-19 12:53:38 +0200: Memory Usage (805752K) : BEOL enabled: true
2026-09-19 12:53:38 +0200: Memory Usage (805752K) : OFFGRID enabled: true
2026-09-19 12:53:38 +0200: Memory Usage (805752K) : ANGLE enabled: true
2026-09-19 12:53:38 +0200: Memory Usage (805752K) : PIN enabled: true
2026-09-19 12:53:38 +0200: Memory Usage (805752K) : FORBIDDEN enabled: true
2026-09-19 12:53:38 +0200: Memory Usage (805752K) : RECOMMENDED enabled: true
2026-09-19 12:53:38 +0200: Memory Usage (805752K) : PreCheck DRC enabled: false
2026-09-19 12:53:38 +0200: Memory Usage (805752K) : CONNECTIVITY_RULES enabled: true.
2026-09-19 12:53:38 +0200: Memory Usage (805752K) : Read in polygons from layers.
2026-09-19 12:53:38 +0200: Memory Usage (808440K) : activ_drw has 213 polygons
2026-09-19 12:53:38 +0200: Memory Usage (808568K) : activ_pin has 0 polygons
2026-09-19 12:53:38 +0200: Memory Usage (808568K) : activ_mask has 22 polygons
2026-09-19 12:53:38 +0200: Memory Usage (808568K) : activ_filler has 1 polygons
2026-09-19 12:53:38 +0200: Memory Usage (808568K) : activ_nofill has 5 polygons
2026-09-19 12:53:38 +0200: Memory Usage (808568K) : activ_opc has 0 polygons
2026-09-19 12:53:38 +0200: Memory Usage (808568K) : activ_iopc has 0 polygons
2026-09-19 12:53:38 +0200: Memory Usage (808568K) : activ_noqrc has 0 polygons
2026-09-19 12:53:38 +0200: Memory Usage (808568K) : biwind_drw has 0 polygons
2026-09-19 12:53:38 +0200: Memory Usage (808568K) : biwind_opc has 0 polygons
2026-09-19 12:53:38 +0200: Memory Usage (808568K) : pemwind_drw has 0 polygons
2026-09-19 12:53:38 +0200: Memory Usage (808568K) : gatpoly_drw has 174 polygons
2026-09-19 12:53:38 +0200: Memory Usage (808568K) : gatpoly_pin has 28 polygons
2026-09-19 12:53:38 +0200: Memory Usage (808568K) : gatpoly_filler has 1 polygons
2026-09-19 12:53:38 +0200: Memory Usage (808568K) : gatpoly_nofill has 5 polygons
2026-09-19 12:53:38 +0200: Memory Usage (808696K) : gatpoly_opc has 0 polygons
2026-09-19 12:53:38 +0200: Memory Usage (808696K) : gatpoly_iopc has 0 polygons
2026-09-19 12:53:38 +0200: Memory Usage (808696K) : gatpoly_noqrc has 0 polygons
2026-09-19 12:53:38 +0200: Memory Usage (808696K) : cont_drw has 4271 polygons
2026-09-19 12:53:38 +0200: Memory Usage (808696K) : cont_opc has 0 polygons
2026-09-19 12:53:38 +0200: Memory Usage (808696K) : nsd_drw has 60 polygons
2026-09-19 12:53:38 +0200: Memory Usage (808696K) : nsd_block has 22 polygons
2026-09-19 12:53:38 +0200: Memory Usage (808824K) : metal1_drw has 632 polygons
2026-09-19 12:53:38 +0200: Memory Usage (808824K) : metal1_pin has 172 polygons
2026-09-19 12:53:38 +0200: Memory Usage (808824K) : metal1_mask has 0 polygons
2026-09-19 12:53:38 +0200: Memory Usage (808824K) : metal1_filler has 157 polygons
2026-09-19 12:53:38 +0200: Memory Usage (808952K) : metal1_nofill has 5 polygons
2026-09-19 12:53:38 +0200: Memory Usage (808952K) : metal1_slit has 0 polygons
2026-09-19 12:53:38 +0200: Memory Usage (809336K) : metal1_text has 31 polygons
2026-09-19 12:53:38 +0200: Memory Usage (809464K) : metal1_opc has 0 polygons
2026-09-19 12:53:38 +0200: Memory Usage (809464K) : metal1_noqrc has 0 polygons
2026-09-19 12:53:38 +0200: Memory Usage (809464K) : metal1_res has 0 polygons
2026-09-19 12:53:38 +0200: Memory Usage (809592K) : metal1_iprobe has 0 polygons
2026-09-19 12:53:38 +0200: Memory Usage (809592K) : metal1_diffprb has 0 polygons
2026-09-19 12:53:38 +0200: Memory Usage (809720K) : passiv_drw has 0 polygons
2026-09-19 12:53:38 +0200: Memory Usage (809720K) : passiv_pin has 0 polygons
2026-09-19 12:53:38 +0200: Memory Usage (809848K) : passiv_sbump has 0 polygons
2026-09-19 12:53:38 +0200: Memory Usage (809848K) : passiv_pillar has 0 polygons
2026-09-19 12:53:38 +0200: Memory Usage (809848K) : passiv_pdl has 0 polygons
2026-09-19 12:53:38 +0200: Memory Usage (809976K) : metal2_drw has 436 polygons
2026-09-19 12:53:38 +0200: Memory Usage (810104K) : metal2_pin has 22 polygons
2026-09-19 12:53:38 +0200: Memory Usage (810104K) : metal2_mask has 0 polygons
2026-09-19 12:53:38 +0200: Memory Usage (810232K) : metal2_filler has 104 polygons
2026-09-19 12:53:38 +0200: Memory Usage (810232K) : metal2_nofill has 5 polygons
