LVSDB input file passed, bypassing LVS
(29, 0) -> (via2_drw)
(133, 0) -> (topvia2_drw)
(46, 0) -> (pwell pwell_sub)
(8, 0) -> (metal1_con)
(10, 0) -> (metal2_con)
(30, 0) -> (metal3_con)
(50, 0) -> (metal4_con)
(126, 0) -> (topmetal1_con)
(134, 0) -> (topmetal2_con)
(67, 0) -> (metal5_n_cap)
Device;Net1;Net2;Capacitance [fF];Resistance [Ω]
C1;CTX_L10_0,CTX_L30_15;CTX_L10_1,CTX_L30_16;0.572;
C2;CTX_L10_0,CTX_L30_15;CTX_L10_2,CTX_L30_17;0.027;
C3;CTX_L10_0,CTX_L30_15;CTX_L134_2;0.003;
C4;CTX_L10_0,CTX_L30_15;CTX_L30_14;0.07;
C5;CTX_L10_0,CTX_L30_15;CTX_L30_18;0.028;
C6;CTX_L10_0,CTX_L30_15;CTX_L8_1;0.001;
C7;CTX_L10_0,CTX_L30_15;FILL_L10_40;0.006;
C8;CTX_L10_0,CTX_L30_15;FILL_L10_41;0.007;
C9;CTX_L10_0,CTX_L30_15;FILL_L10_45;0.073;
C10;CTX_L10_0,CTX_L30_15;FILL_L10_46;0.019;
C11;CTX_L10_0,CTX_L30_15;FILL_L10_47;0.015;
C12;CTX_L10_0,CTX_L30_15;FILL_L126_6;0.005;
C13;CTX_L10_0,CTX_L30_15;FILL_L126_7;0.007;
C14;CTX_L10_0,CTX_L30_15;FILL_L50_28;0.06;
C15;CTX_L10_0,CTX_L30_15;FILL_L50_29;0.16;
C16;CTX_L10_0,CTX_L30_15;FILL_L50_30;0.002;
C17;CTX_L10_0,CTX_L30_15;FILL_L8_47;0.001;
C18;CTX_L10_0,CTX_L30_15;FILL_L8_54;0.001;
C19;CTX_L10_0,CTX_L30_15;FILL_L8_55;0.015;
C20;CTX_L10_0,CTX_L30_15;FILL_L8_56;0.027;
C21;CTX_L10_0,CTX_L30_15;VSUBS;0.228;
C22;CTX_L10_1,CTX_L30_16;CTX_L10_2,CTX_L30_17;1.406;
C23;CTX_L10_1,CTX_L30_16;CTX_L134_2;0.005;
C24;CTX_L10_1,CTX_L30_16;CTX_L30_14;0.087;
C25;CTX_L10_1,CTX_L30_16;CTX_L30_18;0.028;
C26;CTX_L10_1,CTX_L30_16;CTX_L8_1;0.001;
C27;CTX_L10_1,CTX_L30_16;FILL_L10_40;0.0;
C28;CTX_L10_1,CTX_L30_16;FILL_L10_41;0.006;
C29;CTX_L10_1,CTX_L30_16;FILL_L10_42;0.009;
C30;CTX_L10_1,CTX_L30_16;FILL_L10_45;0.019;
C31;CTX_L10_1,CTX_L30_16;FILL_L10_46;0.036;
C32;CTX_L10_1,CTX_L30_16;FILL_L10_47;0.064;
C33;CTX_L10_1,CTX_L30_16;FILL_L10_48;0.053;
C34;CTX_L10_1,CTX_L30_16;FILL_L10_49;0.0;
C35;CTX_L10_1,CTX_L30_16;FILL_L126_7;0.024;
C36;CTX_L10_1,CTX_L30_16;FILL_L50_28;0.042;
C37;CTX_L10_1,CTX_L30_16;FILL_L50_29;0.236;
C38;CTX_L10_1,CTX_L30_16;FILL_L50_30;0.212;
C39;CTX_L10_1,CTX_L30_16;FILL_L50_31;0.001;
C40;CTX_L10_1,CTX_L30_16;FILL_L8_46;0.001;
