Device;Net1;Net2;Capacitance [fF];Resistance [Ω]
C1;CTX_L126_0,CTX_L134_0;CTX_L134_1;0.399;
C2;CTX_L126_0,CTX_L134_0;CTX_L30_0;0.085;
C3;CTX_L126_0,CTX_L134_0;CTX_L30_1;0.029;
C4;CTX_L126_0,CTX_L134_0;CTX_L30_10;0.002;
C5;CTX_L126_0,CTX_L134_0;CTX_L30_11;0.001;
C6;CTX_L126_0,CTX_L134_0;CTX_L30_12;0.001;
C7;CTX_L126_0,CTX_L134_0;CTX_L30_2;0.002;
C8;CTX_L126_0,CTX_L134_0;CTX_L30_5;0.014;
C9;CTX_L126_0,CTX_L134_0;CTX_L30_7;0.003;
C10;CTX_L126_0,CTX_L134_0;CTX_L30_8;0.005;
C11;CTX_L126_0,CTX_L134_0;CTX_L30_9;0.002;
C12;CTX_L126_0,CTX_L134_0;CTX_L67_0;0.159;
C13;CTX_L126_0,CTX_L134_0;CTX_L67_1;0.187;
C14;CTX_L126_0,CTX_L134_0;CTX_L67_4;0.036;
C15;CTX_L126_0,CTX_L134_0;CTX_L67_5;0.028;
C16;CTX_L126_0,CTX_L134_0;CTX_L67_6;0.017;
C17;CTX_L126_0,CTX_L134_0;CTX_L67_7;0.012;
C18;CTX_L126_0,CTX_L134_0;CTX_L8_0;0.016;
C19;CTX_L126_0,CTX_L134_0;FILL_L10_0;0.067;
C20;CTX_L126_0,CTX_L134_0;FILL_L10_1;0.053;
C21;CTX_L126_0,CTX_L134_0;FILL_L10_12;0.053;
C22;CTX_L126_0,CTX_L134_0;FILL_L10_13;0.006;
C23;CTX_L126_0,CTX_L134_0;FILL_L10_16;0.009;
C24;CTX_L126_0,CTX_L134_0;FILL_L10_17;0.002;
C25;CTX_L126_0,CTX_L134_0;FILL_L10_2;0.024;
C26;CTX_L126_0,CTX_L134_0;FILL_L10_4;0.083;
C27;CTX_L126_0,CTX_L134_0;FILL_L10_5;0.031;
C28;CTX_L126_0,CTX_L134_0;FILL_L10_6;0.003;
C29;CTX_L126_0,CTX_L134_0;FILL_L10_8;0.056;
C30;CTX_L126_0,CTX_L134_0;FILL_L10_9;0.024;
C31;CTX_L126_0,CTX_L134_0;FILL_L126_0;0.09;
C32;CTX_L126_0,CTX_L134_0;FILL_L126_1;0.006;
C33;CTX_L126_0,CTX_L134_0;FILL_L126_2;0.02;
C34;CTX_L126_0,CTX_L134_0;FILL_L30_1;0.022;
C35;CTX_L126_0,CTX_L134_0;FILL_L30_11;0.007;
C36;CTX_L126_0,CTX_L134_0;FILL_L30_12;0.012;
C37;CTX_L126_0,CTX_L134_0;FILL_L30_4;0.005;
C38;CTX_L126_0,CTX_L134_0;FILL_L30_5;0.013;
