 time                   v(q)                   v(qb)                  v(inp)                 v(inn)                 v(clk)                
 0.000000000000000e+00  6.076933391551196e-01  6.214994930868949e-01  4.900000035629850e-01  5.100000032416061e-01  0.000000000000000e+00 
 2.000000000000000e-12  6.076933391551210e-01  6.214994930868888e-01  4.900000035629820e-01  5.100000032416030e-01  0.000000000000000e+00 
 4.000000000000001e-12  6.076933391551244e-01  6.214994930868840e-01  4.900000035629811e-01  5.100000032416022e-01  0.000000000000000e+00 
 8.000000000000001e-12  6.076933391551336e-01  6.214994930868806e-01  4.900000035629839e-01  5.100000032416051e-01  0.000000000000000e+00 
 1.600000000000000e-11  6.076933391551513e-01  6.214994930868951e-01  4.900000035630116e-01  5.100000032416330e-01  0.000000000000000e+00 
 3.200000000000001e-11  6.076933391551734e-01  6.214994930869170e-01  4.900000035631196e-01  5.100000032417419e-01  0.000000000000000e+00 
 6.400000000000001e-11  6.076933391552450e-01  6.214994930868368e-01  4.900000035634172e-01  5.100000032420400e-01  0.000000000000000e+00 
 1.280000000000000e-10  6.076933391557140e-01  6.214994930861127e-01  4.900000035640504e-01  5.100000032426742e-01  0.000000000000000e+00 
 2.560000000000000e-10  6.076933391491116e-01  6.214994930928136e-01  4.900000035652107e-01  5.100000032438348e-01  0.000000000000000e+00 
 5.120000000000001e-10  6.076933391682223e-01  6.214994930735158e-01  4.900000035671396e-01  5.100000032457581e-01  0.000000000000000e+00 
 1.024000000000000e-09  6.076933391355650e-01  6.214994931066957e-01  4.900000035698346e-01  5.100000032484493e-01  0.000000000000000e+00 
 2.024000000000000e-09  6.076933391786258e-01  6.214994930628470e-01  4.900000035724644e-01  5.100000032510997e-01  0.000000000000000e+00 
 3.024000000000000e-09  6.076933391258269e-01  6.214994931164411e-01  4.900000035733486e-01  5.100000032520011e-01  0.000000000000000e+00 
 4.024000000000000e-09  6.076933391903471e-01  6.214994930510954e-01  4.900000035736413e-01  5.100000032523052e-01  0.000000000000000e+00 
 5.024000000000000e-09  6.076933391119199e-01  6.214994931308068e-01  4.900000035737419e-01  5.100000032524048e-01  0.000000000000000e+00 
 6.024000000000000e-09  6.076933392075176e-01  6.214994930336194e-01  4.900000035737753e-01  5.100000032524340e-01  0.000000000000000e+00 
 7.024000000000000e-09  6.076933390909199e-01  6.214994931521751e-01  4.900000035737777e-01  5.100000032524404e-01  0.000000000000000e+00 
 8.024000000000000e-09  6.076933392329605e-01  6.214994930075058e-01  4.900000035737782e-01  5.100000032524388e-01  0.000000000000000e+00 
 9.024000000000000e-09  6.076933390597329e-01  6.214994931838846e-01  4.900000035737791e-01  5.100000032524354e-01  0.000000000000000e+00 
 1.002400000000000e-08  6.076933392710619e-01  6.214994929688357e-01  4.900000035737710e-01  5.100000032524219e-01  0.000000000000000e+00 
 1.102400000000000e-08  6.076933390134794e-01  6.214994932309569e-01  4.900000035737597e-01  5.100000032524152e-01  0.000000000000000e+00 
 1.202400000000000e-08  6.076933393273732e-01  6.214994929113995e-01  4.900000035737586e-01  5.100000032524110e-01  0.000000000000000e+00 
