deck,cap1_max,fout_hi,fout_lo,freq,i12_avg,i33_avg,t_a,t_b,t_half_a,vref_avg,vth_avg
nom_ptat_T27,1.07417,1.21803,-0.0107912,1600285.0,-1.72797e-07,-6.24994e-05,5.62636e-06,1.56246e-05,3.12313e-07,1.03602,1.036
nom_ref_T27,1.07583,1.21803,-0.0109664,1597836.0,-1.73198e-07,-6.24883e-05,5.64656e-06,1.56601e-05,3.12727e-07,1.03786,1.03759
