 temp-sweep             v(vref)                i(vload)               i(vdd)                 v(vbe)                 v(dvbe)                v(pbias)               v(pcasc)               v(xbgr.c2)             v(xbgr.vbe3)           v(xbgr.vd1)            v(xbgr.vd2)            v(padres)              v(pad)                 i(vmeasure)            i(vdigital)           
-4.000000000000000e+01  1.044251111078866e+00  3.208816504101866e-06 -2.482535382817293e-04  7.806566507034765e-01  4.232475622711760e-02  2.312058404472443e+00  1.901424598557193e+00  8.436435339425183e-01  7.806903463253765e-01  1.561348835313790e+00  7.806744176545342e-01  1.044257232242523e+00  1.044263058093520e+00 -9.980009017237091e-09  0.000000000000000e+00 
-3.500000000000000e+01  1.044438814311671e+00  3.278222852640101e-06 -2.536108218241028e-04  7.749931732824686e-01  4.326692574340402e-02  2.311201928335408e+00  1.891447793043699e+00  8.386812678480580e-01  7.750282753261638e-01  1.550024687610590e+00  7.750123438029708e-01  1.044444932256484e+00  1.044450755787466e+00 -9.974760982525947e-09  0.000000000000000e+00 
-3.000000000000000e+01  1.044612670641213e+00  3.347585819389140e-06 -2.589649421546519e-04  7.693073667247833e-01  4.421055746038506e-02  2.310375239463880e+00  1.881487641468290e+00  8.337313326963985e-01  7.693439262884690e-01  1.538655986600230e+00  7.693279932977675e-01  1.044618784711361e+00  1.044624605610579e+00 -9.968443687451587e-09  0.000000000000000e+00 
-2.500000000000000e+01  1.044772896630400e+00  3.416901774812954e-06 -2.643156222903445e-04  7.635994138340788e-01  4.515565507000677e-02  2.309578171345465e+00  1.871543918064726e+00  8.287931539633844e-01  7.636374806680131e-01  1.527243095692822e+00  7.636215478437800e-01  1.044779006076715e+00  1.044784823974112e+00 -9.960904943209694e-09  0.000000000000000e+00 
-2.000000000000000e+01  1.044919699036816e+00  3.486167097314677e-06 -2.696625857718039e-04  7.578694885050543e-01  4.610222217271023e-02  2.308810578473492e+00  1.861616418887752e+00  8.238662087753337e-01  7.579091108668273e-01  1.515786360227545e+00  7.578931801113652e-01  1.044925803010567e+00  1.044931617473878e+00 -9.951982417012259e-09  0.000000000000000e+00 
-1.500000000000000e+01  1.045053277027511e+00  3.555378192590298e-06 -2.750055583577461e-04  7.521177562102853e-01  4.705026224848860e-02  2.308072333934519e+00  1.851704956963882e+00  8.189500236051146e-01  7.521589808700474e-01  1.504286108729221e+00  7.521430543619959e-01  1.045059374575031e+00  1.045065185106864e+00 -9.941505022397129e-09  0.000000000000000e+00 
-1.000000000000000e+01  1.045173823683456e+00  3.624531503117361e-06 -2.803442685572180e-04  7.463443749694135e-01  4.799977898386819e-02  2.307363327570146e+00  1.841809359522711e+00  8.140441720166284e-01  7.463872469965778e-01  1.492742654433185e+00  7.463713272140515e-01  1.045179913742030e+00  1.045185719778686e+00 -9.929294966425921e-09  0.000000000000000e+00 
-5.000000000000000e+00  1.045281524783836e+00  3.693623488961340e-06 -2.856784461985561e-04  7.405494953899225e-01  4.895077599823627e-02  2.306683465503287e+00  1.831929469904862e+00  8.091482710275396e-01  7.405940582486795e-01  1.481156295945194e+00  7.405781479701272e-01  1.045287606179410e+00  1.045293407090469e+00 -9.915170721973647e-09  0.000000000000000e+00 
 0.000000000000000e+00  1.045376562277161e+00  3.762650661688600e-06 -2.910078250778399e-04  7.347332615823915e-01  4.990325718394158e-02  2.306032667484239e+00  1.822065140660760e+00  8.042619798484243e-01  7.347795569468443e-01  1.469527318499108e+00  7.347636592470347e-01  1.045382633724627e+00  1.045388428815073e+00 -9.898951224562537e-09  0.000000000000000e+00 
 5.000000000000000e+00  1.045459111424822e+00  3.831609547089342e-06 -2.963321401456263e-04  7.288958110579561e-01  5.085722637566228e-02  2.305410867425845e+00  1.812216239044177e+00  7.993849958296337e-01  7.289438788807473e-01  1.457855994264182e+00  7.289279971290904e-01  1.045465171531911e+00  1.045470960048021e+00 -9.880461754468482e-09  0.000000000000000e+00 
 1.000000000000000e+01  1.045529343769357e+00  3.900496713115951e-06 -3.016511295653204e-04  7.230372754228195e-01  5.181268758233960e-02  2.304818011204523e+00  1.802382641336187e+00  7.945170531934154e-01  7.230871538557757e-01  1.446142583395606e+00  7.230712916948145e-01  1.045535391045529e+00  1.045541172185139e+00 -9.859542093543640e-09  0.000000000000000e+00 
