 frequency                ac_re                    ac_im                   
 1.00000000000000000e+00  1.99575058546929185e+01 -7.25216755792159868e-06 
 1.02329299228075410e+00  1.99575058546928439e+01 -7.42109224086696850e-06 
 1.04712854805089939e+00  1.99575058546927480e+01 -7.59395168514820326e-06 
 1.07151930523760619e+00  1.99575058546926520e+01 -7.77083754313074093e-06 
 1.09647819614318465e+00  1.99575058546925419e+01 -7.95184360203786769e-06 
 1.12201845430196312e+00  1.99575058546924389e+01 -8.13706583367784958e-06 
 1.14815362149688238e+00  1.99575058546923287e+01 -8.32660244532967063e-06 
 1.17489755493952908e+00  1.99575058546922186e+01 -8.52055393181359215e-06 
 1.20226443461741250e+00  1.99575058546920978e+01 -8.71902312877504776e-06 
 1.23026877081238117e+00  1.99575058546919770e+01 -8.92211526720925027e-06 
 1.25892541179416684e+00  1.99575058546918420e+01 -9.12993802925632765e-06 
 1.28824955169313360e+00  1.99575058546917141e+01 -9.34260160529550430e-06 
 1.31825673855640679e+00  1.99575058546915898e+01 -9.56021875236976441e-06 
 1.34896288259165331e+00  1.99575058546914335e+01 -9.78290485397096201e-06 
 1.38038426460288455e+00  1.99575058546912807e+01 -1.00107779812177972e-05 
 1.41253754462275394e+00  1.99575058546911173e+01 -1.02439589554585997e-05 
 1.44543977074592700e+00  1.99575058546909325e+01 -1.04825714123323565e-05 
 1.47910838816820678e+00  1.99575058546907513e+01 -1.07267418673221907e-05 
 1.51356124843620754e+00  1.99575058546905559e+01 -1.09765997828352799e-05 
 1.54881661891248057e+00  1.99575058546903570e+01 -1.12322776368456936e-05 
 1.58489319246111271e+00  1.99575058546901616e+01 -1.14939109931359197e-05 
 1.62181009735892911e+00  1.99575058546899342e+01 -1.17616385731747135e-05 
 1.65958690743755977e+00  1.99575058546896997e+01 -1.20356023296686036e-05 
 1.69824365246174347e+00  1.99575058546894688e+01 -1.23159475218276410e-05 
 1.73780082874937447e+00  1.99575058546892237e+01 -1.26028227923836445e-05 
 1.77827941003892165e+00  1.99575058546889537e+01 -1.28963802464021886e-05 
 1.81970085860998210e+00  1.99575058546886765e+01 -1.31967755319311483e-05 
 1.86208713666286596e+00  1.99575058546883923e+01 -1.35041679225271168e-05 
 1.90546071796324568e+00  1.99575058546880939e+01 -1.38187204017043436e-05 
 1.94984459975804381e+00  1.99575058546877813e+01 -1.41405997493510058e-05 
 1.99526231496887796e+00  1.99575058546874615e+01 -1.44699766301576486e-05 
 2.04173794466952740e+00  1.99575058546871063e+01 -1.48070256841063978e-05 
 2.08929613085403743e+00  1.99575058546867510e+01 -1.51519256190669431e-05 
 2.13796208950222999e+00  1.99575058546863566e+01 -1.55048593055502280e-05 
 2.18776162394955032e+00  1.99575058546859552e+01 -1.58660138736682633e-05 
 2.23872113856833721e+00  1.99575058546855395e+01 -1.62355808123536798e-05 
 2.29086765276777049e+00  1.99575058546851416e+01 -1.66137560708891933e-05 
 2.34422881531991933e+00  1.99575058546846797e+01 -1.70007401628023252e-05 
 2.39883291901948770e+00  1.99575058546841859e+01 -1.73967382721812368e-05 
 2.45470891568502747e+00  1.99575058546836921e+01 -1.78019603624651142e-05 
 2.51188643150957702e+00  1.99575058546831912e+01 -1.82166212877698979e-05 
 2.57039578276886038e+00  1.99575058546826298e+01 -1.86409409068068790e-05 
 2.63026799189537819e+00  1.99575058546820756e+01 -1.90751441994547445e-05 
 2.69153480392691202e+00  1.99575058546814716e+01 -1.95194613860465770e-05 
 2.75422870333816272e+00  1.99575058546808499e+01 -1.99741280494357285e-05 
 2.81838293126444972e+00  1.99575058546801714e+01 -2.04393852599053972e-05 
 2.88403150312660150e+00  1.99575058546794786e+01 -2.09154797029871502e-05 
 2.95120922666638119e+00  1.99575058546787716e+01 -2.14026638102564162e-05 
 3.01995172040201165e+00  1.99575058546780149e+01 -2.19011958931756423e-05 
 3.09029543251358563e+00  1.99575058546772297e+01 -2.24113402800539709e-05 
 3.16227766016837419e+00  1.99575058546764090e+01 -2.29333674561977892e-05 
 3.23593656929627738e+00  1.99575058546755244e+01 -2.34675542073257536e-05 
 3.31131121482590540e+00  1.99575058546746433e+01 -2.40141837663243562e-05 
 3.38844156139201980e+00  1.99575058546736699e+01 -2.45735459634209333e-05 
