Device;Net1;Net2;Capacitance [fF];Resistance [Ω]
C1;CTX_L126_0;CTX_L126_1,CTX_L50_2,CTX_L67_0;0.59;
C2;CTX_L126_0;CTX_L134_0;2.406;
C3;CTX_L126_0;CTX_L30_0;0.02;
C4;CTX_L126_0;FILL_L10_0;0.013;
C5;CTX_L126_0;FILL_L10_1;0.006;
C6;CTX_L126_0;FILL_L10_10;0.08;
C7;CTX_L126_0;FILL_L10_11;0.063;
C8;CTX_L126_0;FILL_L10_12;0.026;
C9;CTX_L126_0;FILL_L10_13;0.092;
C10;CTX_L126_0;FILL_L10_14;0.015;
C11;CTX_L126_0;FILL_L10_15;0.072;
C12;CTX_L126_0;FILL_L10_16;0.051;
C13;CTX_L126_0;FILL_L10_17;0.021;
C14;CTX_L126_0;FILL_L10_18;0.087;
C15;CTX_L126_0;FILL_L10_19;0.015;
C16;CTX_L126_0;FILL_L10_2;0.002;
C17;CTX_L126_0;FILL_L10_20;0.074;
C18;CTX_L126_0;FILL_L10_21;0.065;
C19;CTX_L126_0;FILL_L10_22;0.028;
C20;CTX_L126_0;FILL_L10_23;0.077;
C21;CTX_L126_0;FILL_L10_24;0.013;
C22;CTX_L126_0;FILL_L10_3;0.011;
C23;CTX_L126_0;FILL_L10_4;0.002;
C24;CTX_L126_0;FILL_L10_5;0.095;
C25;CTX_L126_0;FILL_L10_6;0.082;
C26;CTX_L126_0;FILL_L10_7;0.035;
C27;CTX_L126_0;FILL_L10_8;0.093;
C28;CTX_L126_0;FILL_L10_9;0.015;
C29;CTX_L126_0;FILL_L30_0;0.003;
C30;CTX_L126_0;FILL_L30_1;0.042;
C31;CTX_L126_0;FILL_L30_10;0.003;
C32;CTX_L126_0;FILL_L30_11;0.053;
C33;CTX_L126_0;FILL_L30_12;0.116;
C34;CTX_L126_0;FILL_L30_13;0.153;
C35;CTX_L126_0;FILL_L30_14;0.003;
C36;CTX_L126_0;FILL_L30_15;0.003;
C37;CTX_L126_0;FILL_L30_16;0.027;
C38;CTX_L126_0;FILL_L30_17;0.058;
C39;CTX_L126_0;FILL_L30_18;0.077;
C40;CTX_L126_0;FILL_L30_2;0.086;
C41;CTX_L126_0;FILL_L30_3;0.14;
C42;CTX_L126_0;FILL_L30_4;0.003;
C43;CTX_L126_0;FILL_L30_5;0.003;
C44;CTX_L126_0;FILL_L30_6;0.053;
C45;CTX_L126_0;FILL_L30_7;0.116;
C46;CTX_L126_0;FILL_L30_8;0.153;
C47;CTX_L126_0;FILL_L30_9;0.003;
C48;CTX_L126_0;FILL_L50_0;0.018;
C49;CTX_L126_0;FILL_L50_1;0.221;
C50;CTX_L126_0;FILL_L50_10;0.509;
C51;CTX_L126_0;FILL_L50_11;0.018;
C52;CTX_L126_0;FILL_L50_12;0.018;
C53;CTX_L126_0;FILL_L50_13;0.12;
C54;CTX_L126_0;FILL_L50_14;0.255;
C55;CTX_L126_0;FILL_L50_2;0.458;
C56;CTX_L126_0;FILL_L50_3;0.018;
C57;CTX_L126_0;FILL_L50_4;0.018;
C58;CTX_L126_0;FILL_L50_5;0.241;
C59;CTX_L126_0;FILL_L50_6;0.509;
C60;CTX_L126_0;FILL_L50_7;0.018;
C61;CTX_L126_0;FILL_L50_8;0.018;
C62;CTX_L126_0;FILL_L50_9;0.241;
C63;CTX_L126_0;FILL_L8_0;0.003;
C64;CTX_L126_0;FILL_L8_1;0.002;
C65;CTX_L126_0;FILL_L8_10;0.013;
C66;CTX_L126_0;FILL_L8_11;0.018;
C67;CTX_L126_0;FILL_L8_12;0.011;
C68;CTX_L126_0;FILL_L8_13;0.004;
C69;CTX_L126_0;FILL_L8_15;0.013;
C70;CTX_L126_0;FILL_L8_16;0.019;
C71;CTX_L126_0;FILL_L8_17;0.012;
C72;CTX_L126_0;FILL_L8_18;0.004;
C73;CTX_L126_0;FILL_L8_2;0.001;
C74;CTX_L126_0;FILL_L8_20;0.008;
C75;CTX_L126_0;FILL_L8_21;0.013;
C76;CTX_L126_0;FILL_L8_22;0.009;
C77;CTX_L126_0;FILL_L8_23;0.003;
C78;CTX_L126_0;FILL_L8_3;0.001;
C79;CTX_L126_0;FILL_L8_5;0.011;
C80;CTX_L126_0;FILL_L8_6;0.014;
C81;CTX_L126_0;FILL_L8_7;0.01;
C82;CTX_L126_0;FILL_L8_8;0.005;
C83;CTX_L126_0;N;1.531;
C84;CTX_L126_0;P;0.548;
C85;CTX_L126_0;VSUBS;2.576;
C86;CTX_L126_1,CTX_L50_2,CTX_L67_0;CTX_L134_0;1.073;
C87;CTX_L126_1,CTX_L50_2,CTX_L67_0;CTX_L30_0;4.033;
C88;CTX_L126_1,CTX_L50_2,CTX_L67_0;FILL_L10_12;0.0;
C89;CTX_L126_1,CTX_L50_2,CTX_L67_0;FILL_L10_13;0.121;
C90;CTX_L126_1,CTX_L50_2,CTX_L67_0;FILL_L10_14;0.096;
C91;CTX_L126_1,CTX_L50_2,CTX_L67_0;FILL_L10_18;0.115;
C92;CTX_L126_1,CTX_L50_2,CTX_L67_0;FILL_L10_19;0.096;
C93;CTX_L126_1,CTX_L50_2,CTX_L67_0;FILL_L10_22;0.001;
C94;CTX_L126_1,CTX_L50_2,CTX_L67_0;FILL_L10_23;0.102;
C95;CTX_L126_1,CTX_L50_2,CTX_L67_0;FILL_L10_24;0.083;
C96;CTX_L126_1,CTX_L50_2,CTX_L67_0;FILL_L10_3;0.013;
C97;CTX_L126_1,CTX_L50_2,CTX_L67_0;FILL_L10_4;0.014;
C98;CTX_L126_1,CTX_L50_2,CTX_L67_0;FILL_L10_7;0.001;
C99;CTX_L126_1,CTX_L50_2,CTX_L67_0;FILL_L10_8;0.121;
C100;CTX_L126_1,CTX_L50_2,CTX_L67_0;FILL_L10_9;0.096;
C101;CTX_L126_1,CTX_L50_2,CTX_L67_0;FILL_L30_13;0.004;
C102;CTX_L126_1,CTX_L50_2,CTX_L67_0;FILL_L30_18;0.002;
C103;CTX_L126_1,CTX_L50_2,CTX_L67_0;FILL_L30_3;0.004;
C104;CTX_L126_1,CTX_L50_2,CTX_L67_0;FILL_L30_8;0.004;
C105;CTX_L126_1,CTX_L50_2,CTX_L67_0;FILL_L50_0;0.018;
C106;CTX_L126_1,CTX_L50_2,CTX_L67_0;FILL_L50_11;0.018;
C107;CTX_L126_1,CTX_L50_2,CTX_L67_0;FILL_L50_12;0.018;
C108;CTX_L126_1,CTX_L50_2,CTX_L67_0;FILL_L50_3;0.018;
C109;CTX_L126_1,CTX_L50_2,CTX_L67_0;FILL_L50_4;0.018;
C110;CTX_L126_1,CTX_L50_2,CTX_L67_0;FILL_L50_7;0.018;
C111;CTX_L126_1,CTX_L50_2,CTX_L67_0;FILL_L50_8;0.018;
C112;CTX_L126_1,CTX_L50_2,CTX_L67_0;P;0.109;
C113;CTX_L126_1,CTX_L50_2,CTX_L67_0;VSUBS;3.227;
C114;CTX_L134_0;CTX_L30_0;0.049;
C115;CTX_L134_0;FILL_L10_10;0.001;
C116;CTX_L134_0;FILL_L10_13;0.042;
C117;CTX_L134_0;FILL_L10_14;0.015;
C118;CTX_L134_0;FILL_L10_15;0.0;
C119;CTX_L134_0;FILL_L10_18;0.048;
C120;CTX_L134_0;FILL_L10_19;0.021;
C121;CTX_L134_0;FILL_L10_20;0.002;
C122;CTX_L134_0;FILL_L10_23;0.043;
C123;CTX_L134_0;FILL_L10_24;0.018;
C124;CTX_L134_0;FILL_L10_5;0.002;
