──────────────────────────── Command line arguments ────────────────────────────
/usr/local/bin/kpex --pdk ihp-sg13g2 --threads 1 --lvsdb                        
@RESULTS@/final-vref-clock-clip-20260923-r1/pex/actual_fill/clip.lvsd
b --cell sense_fill_clip --2.5D --mode CC --out_dir                             
@RESULTS@/final-vref-clock-clip-20260923-r1/pex/actual_fill/kpex     
───────────────────────────────── Input Layout ─────────────────────────────────
[06:03:33] INFO     LVSDB input file passed, bypassing LVS       kpex_cli.py:407
──────────────────────────────── Prepare LVSDB ─────────────────────────────────
─────────────────────── Non-empty layers in LVS database ───────────────────────
[06:03:33] INFO     (29, 0) -> (via2_drw)                        kpex_cli.py:892
[06:03:33] INFO     (49, 0) -> (via3_drw)                        kpex_cli.py:892
[06:03:33] INFO     (46, 0) -> (pwell pwell_sub)                 kpex_cli.py:892
[06:03:33] INFO     (8, 0) -> (metal1_con)                       kpex_cli.py:892
[06:03:33] INFO     (10, 0) -> (metal2_con)                      kpex_cli.py:892
[06:03:33] INFO     (30, 0) -> (metal3_con)                      kpex_cli.py:892
[06:03:33] INFO     (50, 0) -> (metal4_con)                      kpex_cli.py:892
[06:03:33] INFO     (134, 0) -> (topmetal2_con)                  kpex_cli.py:892
───────────────────────────── kpex/2.5D PEX Engine ─────────────────────────────
─────────────────── kpex/2.5D extracted netlist (CSV format) ───────────────────
Device;Net1;Net2;Capacitance [fF];Resistance [Ω]                                
C1;CTX_L10_0,CTX_L30_7;CTX_L8_1;0.312;                                          
C2;CTX_L10_0,CTX_L30_7;FILL_L10_10;0.008;                                       
C3;CTX_L10_0,CTX_L30_7;FILL_L10_11;0.01;                                        
C4;CTX_L10_0,CTX_L30_7;FILL_L10_12;0.054;                                       
C5;CTX_L10_0,CTX_L30_7;FILL_L10_13;0.402;                                       
C6;CTX_L10_0,CTX_L30_7;FILL_L10_14;0.398;                                       
C7;CTX_L10_0,CTX_L30_7;FILL_L10_15;0.348;                                       
C8;CTX_L10_0,CTX_L30_7;FILL_L10_16;0.031;                                       
C9;CTX_L10_0,CTX_L30_7;FILL_L10_17;0.076;                                       
C10;CTX_L10_0,CTX_L30_7;FILL_L10_18;0.059;                                      
C11;CTX_L10_0,CTX_L30_7;FILL_L10_19;0.059;                                      
C12;CTX_L10_0,CTX_L30_7;FILL_L10_20;0.059;                                      
C13;CTX_L10_0,CTX_L30_7;FILL_L10_21;0.059;                                      
C14;CTX_L10_0,CTX_L30_7;FILL_L10_22;0.039;                                      
C15;CTX_L10_0,CTX_L30_7;FILL_L10_5;0.0;                                         
C16;CTX_L10_0,CTX_L30_7;FILL_L10_6;0.004;                                       
C17;CTX_L10_0,CTX_L30_7;FILL_L10_7;0.002;                                       
C18;CTX_L10_0,CTX_L30_7;FILL_L10_8;0.002;                                       
C19;CTX_L10_0,CTX_L30_7;FILL_L10_9;0.002;                                       
C20;CTX_L10_0,CTX_L30_7;FILL_L50_10;0.619;                                      
C21;CTX_L10_0,CTX_L30_7;FILL_L50_11;0.062;                                      
C22;CTX_L10_0,CTX_L30_7;FILL_L50_4;0.093;                                       
C23;CTX_L10_0,CTX_L30_7;FILL_L50_5;0.091;                                       
C24;CTX_L10_0,CTX_L30_7;FILL_L50_6;0.091;                                       
C25;CTX_L10_0,CTX_L30_7;FILL_L50_7;0.004;                                       
C26;CTX_L10_0,CTX_L30_7;FILL_L50_8;0.717;                                       
C27;CTX_L10_0,CTX_L30_7;FILL_L50_9;0.629;                                       
C28;CTX_L10_0,CTX_L30_7;FILL_L8_1;0.001;                                        
C29;CTX_L10_0,CTX_L30_7;FILL_L8_10;0.001;                                       
C30;CTX_L10_0,CTX_L30_7;FILL_L8_11;0.001;                                       
C31;CTX_L10_0,CTX_L30_7;FILL_L8_12;0.001;                                       
C32;CTX_L10_0,CTX_L30_7;FILL_L8_13;0.0;                                         
C33;CTX_L10_0,CTX_L30_7;FILL_L8_14;0.002;                                       
C34;CTX_L10_0,CTX_L30_7;FILL_L8_15;0.025;                                       
C35;CTX_L10_0,CTX_L30_7;FILL_L8_16;0.062;                                       
C36;CTX_L10_0,CTX_L30_7;FILL_L8_17;0.006;                                       
C37;CTX_L10_0,CTX_L30_7;FILL_L8_18;0.006;                                       
C38;CTX_L10_0,CTX_L30_7;FILL_L8_19;0.006;                                       
C39;CTX_L10_0,CTX_L30_7;FILL_L8_2;0.0;                                          
C40;CTX_L10_0,CTX_L30_7;FILL_L8_20;0.006;                                       
C41;CTX_L10_0,CTX_L30_7;FILL_L8_21;0.006;                                       
C42;CTX_L10_0,CTX_L30_7;FILL_L8_22;0.004;                                       
C43;CTX_L10_0,CTX_L30_7;FILL_L8_3;0.0;                                          
C44;CTX_L10_0,CTX_L30_7;FILL_L8_4;0.0;                                          
C45;CTX_L10_0,CTX_L30_7;FILL_L8_5;0.0;                                          
C46;CTX_L10_0,CTX_L30_7;FILL_L8_6;0.002;                                        
C47;CTX_L10_0,CTX_L30_7;FILL_L8_7;0.002;                                        
C48;CTX_L10_0,CTX_L30_7;FILL_L8_8;0.001;                                        
C49;CTX_L10_0,CTX_L30_7;FILL_L8_9;0.001;                                        
C50;CTX_L10_0,CTX_L30_7;N;0.153;                                                
C51;CTX_L10_0,CTX_L30_7;VSUBS;1.728;                                            
C52;CTX_L134_0;CTX_L30_0,CTX_L50_0;0.362;                                       
C53;CTX_L134_0;CTX_L30_1;0.135;                                                 
C54;CTX_L134_0;CTX_L30_2;0.009;                                                 
C55;CTX_L134_0;CTX_L30_3;0.018;                                                 
C56;CTX_L134_0;CTX_L30_4;0.018;                                                 
C57;CTX_L134_0;FILL_L10_0;0.002;                                                
C58;CTX_L134_0;FILL_L10_1;0.005;                                                
C59;CTX_L134_0;FILL_L10_12;0.001;                                               
C60;CTX_L134_0;FILL_L10_13;0.004;                                               
C61;CTX_L134_0;FILL_L10_14;0.008;                                               
C62;CTX_L134_0;FILL_L10_15;0.008;                                               
C63;CTX_L134_0;FILL_L10_2;0.013;                                                
C64;CTX_L134_0;FILL_L10_3;0.015;                                                
C65;CTX_L134_0;FILL_L10_4;0.014;                                                
C66;CTX_L134_0;FILL_L10_5;0.004;                                                
C67;CTX_L134_0;FILL_L10_6;0.019;                                                
C68;CTX_L134_0;FILL_L10_7;0.025;                                                
C69;CTX_L134_0;FILL_L10_8;0.031;                                                
C70;CTX_L134_0;FILL_L10_9;0.03;                                                 
C71;CTX_L134_0;FILL_L50_0;0.1;                                                  
C72;CTX_L134_0;FILL_L50_1;0.1;                                                  
C73;CTX_L134_0;FILL_L50_2;0.1;                                                  
C74;CTX_L134_0;FILL_L50_3;0.008;                                                
C75;CTX_L134_0;FILL_L50_4;0.045;                                                
C76;CTX_L134_0;FILL_L50_5;0.045;                                                
C77;CTX_L134_0;FILL_L50_6;0.045;                                                
C78;CTX_L134_0;FILL_L50_7;0.002;                                                
C79;CTX_L134_0;N;0.015;                                                         
C80;CTX_L134_0;P;0.017;                                                         
C81;CTX_L134_0;VSUBS;0.584;                                                     
C82;CTX_L30_0,CTX_L50_0;CTX_L30_1;1.43;                                         
C83;CTX_L30_0,CTX_L50_0;CTX_L30_2;0.001;                                        
C84;CTX_L30_0,CTX_L50_0;CTX_L30_3;0.0;                                          
C85;CTX_L30_0,CTX_L50_0;CTX_L30_4;0.0;                                          
C86;CTX_L30_0,CTX_L50_0;CTX_L8_0;0.121;                                         
