 time                   v(gfet,source)         v(dfet,source)         i(vfet)                i(Lload)               i(vdrive)             
 7.690327500000000e-10  6.192248717547837e-06  4.999999258284700e+00  5.790564472363258e-07  5.771600956028765e-07  9.029094106779469e-08 
 9.164987500000000e-10  6.192247333025615e-06  4.999999258285797e+00  5.790584545195543e-07  5.771600923385606e-07  9.029085358970134e-08 
 1.098249375000000e-09  6.192245626613428e-06  4.999999258282277e+00  5.790610120293138e-07  5.771600915674760e-07  9.029072553493511e-08 
 1.280000000000000e-09  6.192243920201242e-06  4.999999258281098e+00  5.790584394205212e-07  5.771600934591919e-07  9.029083030410155e-08 
 1.316350125000000e-09  6.192244079372723e-06  4.999999258281456e+00  5.790576214081966e-07  5.771600939757059e-07  9.029087105904437e-08 
 1.389050375000000e-09  6.192244397715687e-06  4.999999258281420e+00  5.790587920273538e-07  5.771600950408261e-07  9.029083468850671e-08 
 1.534450875000000e-09  6.192245034401612e-06  4.999999258286238e+00  5.790540313910242e-07  5.771600929283666e-07  9.029127914295717e-08 
 1.825251875000000e-09  6.192246307773465e-06  4.999999258283908e+00  5.790609098887955e-07  5.771600894311640e-07  9.029123103373548e-08 
 2.280000000000000e-09  6.192248299043997e-06  4.999999258280991e+00  5.790588393228546e-07  5.771600928398957e-07  9.029065497939454e-08 
 2.338160200000001e-09  6.192248012727132e-06  4.999999258281970e+00  5.790570751784685e-07  5.771600933937061e-07  9.029062739422840e-08 
 2.454480600000001e-09  6.192247440093401e-06  4.999999258284100e+00  5.790567101371380e-07  5.771600930012249e-07  9.029061280645080e-08 
 2.687121400000001e-09  6.192246294825938e-06  4.999999258287613e+00  5.790571315777981e-07  5.771600859131448e-07  9.029110816866559e-08 
 2.983560700000000e-09  6.192244835484821e-06  4.999999258283196e+00  5.790607473521447e-07  5.771600817827682e-07  9.029132788169374e-08 
 3.280000000000000e-09  6.192243376143705e-06  4.999999258279747e+00  5.790592112475679e-07  5.771600864977466e-07  9.029124298747101e-08 
 3.339287860000000e-09  6.192243706632443e-06  4.999999258280174e+00  5.790578576636563e-07  5.771600880858860e-07  9.029121907520236e-08 
 3.457863580000000e-09  6.192244367609919e-06  4.999999258283829e+00  5.790546779849137e-07  5.771600886579110e-07  9.029134296381332e-08 
 3.695015020000000e-09  6.192245689564872e-06  4.999999258287056e+00  5.790579242770377e-07  5.771600830855456e-07  9.029149730310966e-08 
 3.987507510000000e-09  6.192247320007832e-06  4.999999258286169e+00  5.790592432219910e-07  5.771600742176392e-07  9.029146590250055e-08 
 4.279999999999999e-09  6.192248950450791e-06  4.999999258278415e+00  5.790614179268516e-07  5.771600801729448e-07  9.029014374342995e-08 
 4.338498497999999e-09  6.192248712077159e-06  4.999999258283581e+00  5.790517967341202e-07  5.771600797730911e-07  9.029038541279893e-08 
 4.455495493999999e-09  6.192248235329893e-06  4.999999258291011e+00  5.790539772121406e-07  5.771600737167377e-07  9.029047884855611e-08 
 4.689489485999999e-09  6.192247281835364e-06  4.999999258288530e+00  5.790628274660037e-07  5.771600607770017e-07  9.029062543380113e-08 
 4.984744742999999e-09  6.192246078709291e-06  4.999999258284497e+00  5.790596140364812e-07  5.771600515395992e-07  9.029083657821689e-08 
 5.280000000000000e-09  6.192244875583219e-06  4.999999258283783e+00  5.790580579478899e-07  5.771600465158400e-07  9.029072864556536e-08 
 5.339051051400000e-09  6.192244989808064e-06  4.999999258284475e+00  5.790574038044838e-07  5.771600455357212e-07  9.029071526743212e-08 
 5.457153154200000e-09  6.192245218257755e-06  4.999999258283620e+00  5.790597548127607e-07  5.771600442468217e-07  9.029049209799455e-08 
 5.693357359800001e-09  6.192245675157136e-06  4.999999258286096e+00  5.790565795749103e-07  5.771600387633607e-07  9.029053304657588e-08 
 5.986678679900000e-09  6.192246242540471e-06  4.999999258290101e+00  5.790569188590666e-07  5.771600227345158e-07  9.029093476104486e-08 
 6.280000000000001e-09  6.192246809923805e-06  4.999999258287733e+00  5.790596677712756e-07  5.771600079494676e-07  9.029093044708573e-08 
 6.338664264020001e-09  6.192246645406362e-06  4.999999258286835e+00  5.790594261867454e-07  5.771600056487906e-07  9.029089356396439e-08 
 6.455992792060001e-09  6.192246316371475e-06  4.999999258285730e+00  5.790587067622255e-07  5.771600018462768e-07  9.029078726048925e-08 
 6.690649848140001e-09  6.192245658301702e-06  4.999999258285811e+00  5.790576733666342e-07  5.771599948635811e-07  9.029063393662957e-08 
 6.985324924070000e-09  6.192244831918027e-06  4.999999258288836e+00  5.790568948782493e-07  5.771599806709410e-07  9.029097984843246e-08 
 7.280000000000000e-09  6.192244005534352e-06  4.999999258290053e+00  5.790579988840250e-07  5.771599619341927e-07  9.029157699047856e-08 
 7.338935015186000e-09  6.192244342230347e-06  4.999999258288733e+00  5.790598232024990e-07  5.771599585167875e-07  9.029158101807279e-08 
 7.456805045558001e-09  6.192245015622336e-06  4.999999258285933e+00  5.790602006783274e-07  5.771599536868836e-07  9.029150812271550e-08 
 7.692545106302000e-09  6.192246362406312e-06  4.999999258286639e+00  5.790566146579579e-07  5.771599446979803e-07  9.029127811697665e-08 
 7.986272553151002e-09  6.192248040472475e-06  4.999999258291376e+00  5.790561905527625e-07  5.771599248510090e-07  9.029111443066497e-08 
 8.280000000000002e-09  6.192249718538637e-06  4.999999258285853e+00  5.790609791667123e-07  5.771599129560101e-07  9.029000990512276e-08 
 8.338745489369802e-09  6.192249250162067e-06  4.999999258286145e+00  5.790579367115356e-07  5.771599112017710e-07  9.028991973259728e-08 
 8.456236468109402e-09  6.192248313408927e-06  4.999999258287772e+00  5.790564765462136e-07  5.771599065631204e-07  9.028974041160238e-08 
 8.691218425588602e-09  6.192246439902647e-06  4.999999258292180e+00  5.790562105367769e-07  5.771598900567929e-07  9.029013066193443e-08 
 8.985609212794300e-09  6.192244092730999e-06  4.999999258289453e+00  5.790599471033886e-07  5.771598705749809e-07  9.029074049594931e-08 
 9.279999999999998e-09  6.192241745559350e-06  4.999999258283544e+00  5.790601691479935e-07  5.771598633845521e-07  9.029098520070490e-08 
 9.338878157441137e-09  6.192242279071293e-06  4.999999258285870e+00  5.790552073392519e-07  5.771598617881728e-07  9.029124574039585e-08 
 9.456634472323416e-09  6.192243346095177e-06  4.999999258285221e+00  5.790604902244922e-07  5.771598591258059e-07  9.029109498633926e-08 
 9.692147102087975e-09  6.192245480142947e-06  4.999999258289591e+00  5.790554733486886e-07  5.771598479585235e-07  9.029153138904360e-08 
 9.986073551043988e-09  6.192248143495156e-06  4.999999258286802e+00  5.790599337807123e-07  5.771598362742936e-07  9.029106564660875e-08 
 1.028000000000000e-08  6.192250806847365e-06  4.999999258292228e+00  5.790554511442281e-07  5.771598144202472e-07  9.029109985053099e-08 
 1.033878528979120e-08  6.192250309767033e-06  4.999999258288232e+00  5.790629966639926e-07  5.771598114274155e-07  9.029065364265457e-08 
 1.045635586937361e-08  6.192249315606371e-06  4.999999258283983e+00  5.790596722121677e-07  5.771598084532321e-07  9.029031303718106e-08 
 1.069149702853842e-08  6.192247327285045e-06  4.999999258285625e+00  5.790552406459426e-07  5.771598026839755e-07  9.028990254216526e-08 
 1.098574851426921e-08  6.192244839134923e-06  4.999999258288311e+00  5.790570809516282e-07  5.771597905417786e-07  9.029008184524372e-08 
 1.128000000000000e-08  6.192242350984800e-06  4.999999258287660e+00  5.790585779763546e-07  5.771597778470722e-07  9.029080027796264e-08 
 1.133885029714616e-08  6.192242675193994e-06  4.999999258285587e+00  5.790606891764583e-07  5.771597764952889e-07  9.029081520374026e-08 
 1.145655089143847e-08  6.192243323612381e-06  4.999999258284493e+00  5.790576098618772e-07  5.771597745749500e-07  9.029101940281111e-08 
 1.169195208002311e-08  6.192244620449157e-06  4.999999258287943e+00  5.790555026585764e-07  5.771597664733577e-07  9.029137858923304e-08 
 1.198597604001155e-08  6.192246240241676e-06  4.999999258286819e+00  5.790589754361974e-07  5.771597562671121e-07  9.029128103960624e-08 
 1.228000000000000e-08  6.192247860034195e-06  4.999999258288238e+00  5.790572363828517e-07  5.771597431179082e-07  9.029124468172664e-08 
 1.233880479199769e-08  6.192247728338095e-06  4.999999258287484e+00  5.790588595289137e-07  5.771597406428915e-07  9.029112373680590e-08 
 1.245641437599307e-08  6.192247464945894e-06  4.999999258285212e+00  5.790598720523121e-07  5.771597373152582e-07  9.029087294601694e-08 
 1.269163354398383e-08  6.192246938161494e-06  4.999999258285402e+00  5.790568922137140e-07  5.771597317129687e-07  9.029062058085800e-08 
 1.298581677199191e-08  6.192246279324306e-06  4.999999258290791e+00  5.790556159013249e-07  5.771597148505891e-07  9.029100833234799e-08 
 1.328000000000000e-08  6.192245620487117e-06  4.999999258289709e+00  5.790589767684651e-07  5.771596963619063e-07  9.029122756786640e-08 
 1.333883664560161e-08  6.192245680449076e-06  4.999999258287760e+00  5.790604600264260e-07  5.771596936639777e-07  9.029113962608689e-08 
 1.345650993680485e-08  6.192245800372994e-06  4.999999258284526e+00  5.790599422184073e-07  5.771596905974202e-07  9.029090192931599e-08 
 1.369185651921132e-08  6.192246040220829e-06  4.999999258282156e+00  5.790579420406061e-07  5.771596899841955e-07  9.029011964047724e-08 
 1.398592825960566e-08  6.192246339917004e-06  4.999999258289083e+00  5.790545327677421e-07  5.771596791603884e-07  9.029010794066187e-08 
 1.428000000000000e-08  6.192246639613178e-06  4.999999258294788e+00  5.790563144536520e-07  5.771596530649431e-07  9.029092730425468e-08 
 1.433881434807887e-08  6.192246617810304e-06  4.999999258292080e+00  5.790611892209085e-07  5.771596479184522e-07  9.029089154143945e-08 
 1.445644304423660e-08  6.192246574204554e-06  4.999999258289434e+00  5.790586499188066e-07  5.771596394517006e-07  9.029111707042621e-08 
 1.469170043655208e-08  6.192246486993056e-06  4.999999258285240e+00  5.790590194010292e-07  5.771596300321521e-07  9.029074497180693e-08 
 1.498585021827604e-08  6.192246377949752e-06  4.999999258287564e+00  5.790561212748457e-07  5.771596180582234e-07  9.029046809619790e-08 
 1.528000000000001e-08  6.192246268906448e-06  4.999999258291369e+00  5.790565080765475e-07  5.771595985269717e-07  9.029064938447765e-08 
 1.533882995634480e-08  6.192246175047735e-06  4.999999258291076e+00  5.790580699382986e-07  5.771595940396758e-07  9.029067515693907e-08 
 1.545648986903439e-08  6.192245987330308e-06  4.999999258289638e+00  5.790591339760454e-07  5.771595860851013e-07  9.029073021725193e-08 
 1.569180969441356e-08  6.192245611895455e-06  4.999999258287754e+00  5.790582520148746e-07  5.771595737186913e-07  9.029072306387573e-08 
 1.598590484720678e-08  6.192245142689044e-06  4.999999258288981e+00  5.790569104213716e-07  5.771595579205646e-07  9.029083682002108e-08 
 1.628000000000000e-08  6.192244673482634e-06  4.999999258291422e+00  5.790568566865772e-07  5.771595371385774e-07  9.029127402243294e-08 
 1.633881903055864e-08  6.192244837171292e-06  4.999999258290141e+00  5.790593151644430e-07  5.771595332514957e-07  9.029123516853020e-08 
 1.645645709167593e-08  6.192245164548608e-06  4.999999258288109e+00  5.790589980847471e-07  5.771595269275613e-07  9.029122370528774e-08 
 1.669173321391050e-08  6.192245819303239e-06  4.999999258284855e+00  5.790587187526341e-07  5.771595202380339e-07  9.029074201765417e-08 
 1.698586660695525e-08  6.192246637852948e-06  4.999999258287126e+00  5.790562043195280e-07  5.771595109321098e-07  9.029043305380791e-08 
 1.728000000000000e-08  6.192247456402657e-06  4.999999258289851e+00  5.790568189389944e-07  5.771594958313420e-07  9.029054227714791e-08 
 1.733882667860895e-08  6.192247280821946e-06  4.999999258291547e+00  5.790553725404379e-07  5.771594911957272e-07  9.029076062128951e-08 
 1.745648003582685e-08  6.192246929660523e-06  4.999999258293498e+00  5.790567696450921e-07  5.771594804699319e-07  9.029113731020394e-08 
 1.769178675026265e-08  6.192246227337680e-06  4.999999258286605e+00  5.790623309742671e-07  5.771594675605535e-07  9.029113781799003e-08 
 1.798589337513132e-08  6.192245349514019e-06  4.999999258284831e+00  5.790572914499137e-07  5.771594594038837e-07  9.029104922436107e-08 
 1.828000000000000e-08  6.192244471690360e-06  4.999999258286538e+00  5.790567030317106e-07  5.771594510060873e-07  9.029094819444530e-08 
 1.833882132497373e-08  6.192244697723085e-06  4.999999258283342e+00  5.790617949585908e-07  5.771594512415761e-07  9.029060626917248e-08 
 1.845646397492120e-08  6.192245149788533e-06  4.999999258282573e+00  5.790561425911278e-07  5.771594522897827e-07  9.029049414271853e-08 
 1.869174927481614e-08  6.192246053919431e-06  4.999999258285178e+00  5.790557691121023e-07  5.771594513270112e-07  9.029018126094509e-08 
 1.898587463740807e-08  6.192247184155058e-06  4.999999258292383e+00  5.790549875150930e-07  5.771594344915199e-07  9.029088700375520e-08 
 1.928000000000000e-08  6.192248314390684e-06  4.999999258287895e+00  5.790603001543104e-07  5.771594205113834e-07  9.029089299979979e-08 
 1.933882507251838e-08  6.192248115660486e-06  4.999999258285531e+00  5.790607993105823e-07  5.771594193972572e-07  9.029077256591774e-08 
 1.945647521755516e-08  6.192247718200088e-06  4.999999258280162e+00  5.790616288692263e-07  5.771594210226931e-07  9.029029411175451e-08 
 1.969177550762870e-08  6.192246923279294e-06  4.999999258280996e+00  5.790549786333088e-07  5.771594263287785e-07  9.028978832881186e-08 
 1.998588775381435e-08  6.192245929672613e-06  4.999999258285388e+00  5.790558494922493e-07  5.771594258074941e-07  9.028986067830046e-08 
 2.028000000000000e-08  6.192244936065931e-06  4.999999258287420e+00  5.790573145425526e-07  5.771594183794082e-07  9.029071413379033e-08 
 2.033882244923713e-08  6.192244935515878e-06  4.999999258286808e+00  5.790583363918245e-07  5.771594165453718e-07  9.029089822633189e-08 
 2.045646734771139e-08  6.192244934415772e-06  4.999999258284863e+00  5.790592298993147e-07  5.771594142182403e-07  9.029117600952655e-08 
 2.069175714465991e-08  6.192244932215560e-06  4.999999258282061e+00  5.790584118869901e-07  5.771594145812312e-07  9.029133742741624e-08 
 2.098587857232995e-08  6.192244929465210e-06  4.999999258280600e+00  5.790577799480445e-07  5.771594206709779e-07  9.029106681350844e-08 
 2.128000000000000e-08  6.192244926714859e-06  4.999999258280958e+00  5.790573420760836e-07  5.771594283280473e-07  9.029081907217362e-08 
 2.133882428553401e-08  6.192245185936445e-06  4.999999258283306e+00  5.790546122597107e-07  5.771594286147104e-07  9.029097150303018e-08 
 2.145647285660202e-08  6.192245704379619e-06  4.999999258284316e+00  5.790583124110071e-07  5.771594284767999e-07  9.029096723907988e-08 
 2.169176999873806e-08  6.192246741265967e-06  4.999999258284204e+00  5.790582089382212e-07  5.771594276627809e-07  9.029116930354638e-08 
 2.198588499936903e-08  6.192248037345580e-06  4.999999258281759e+00  5.790586610210369e-07  5.771594309266631e-07  9.029087927027663e-08 
 2.228000000000000e-08  6.192249333425193e-06  4.999999258280442e+00  5.790579078457370e-07  5.771594384154644e-07  9.029022594495527e-08 
 2.233882300012619e-08  6.192248920074368e-06  4.999999258281894e+00  5.790557953133657e-07  5.771594394680078e-07  9.029022146172508e-08 
 2.245646900037858e-08  6.192248093372719e-06  4.999999258283121e+00  5.790574117980896e-07  5.771594407009625e-07  9.029011787596531e-08 
 2.269176100088336e-08  6.192246439969419e-06  4.999999258279248e+00  5.790603925248661e-07  5.771594480102199e-07  9.028986944694816e-08 
 2.298588050044168e-08  6.192244373183682e-06  4.999999258279619e+00  5.790568984309630e-07  5.771594590205098e-07  9.029021332478777e-08 
 2.327999999999999e-08  6.192242306397944e-06  4.999999258280226e+00  5.790574517661184e-07  5.771594694895660e-07  9.029088846027240e-08 
 2.333882389991166e-08  6.192242582805977e-06  4.999999258279569e+00  5.790585220211142e-07  5.771594719203473e-07  9.029098890317401e-08 
 2.345647169973498e-08  6.192243135622042e-06  4.999999258278794e+00  5.790580575038007e-07  5.771594773261793e-07  9.029120783248662e-08 
 2.369176729938164e-08  6.192244241254172e-06  4.999999258278890e+00  5.790573167629987e-07  5.771594884214706e-07  9.029145058291358e-08 
 2.398588364969082e-08  6.192245623279537e-06  4.999999258281730e+00  5.790565134056180e-07  5.771594968617677e-07  9.029178423068229e-08 
 2.428000000000000e-08  6.192247005304901e-06  4.999999258278064e+00  5.790595856147718e-07  5.771595105313887e-07  9.029128878964600e-08 
 2.433882327006184e-08  6.192247130738707e-06  4.999999258278145e+00  5.790577439768185e-07  5.771595137345556e-07  9.029121965950602e-08 
 2.445646981018551e-08  6.192247381606318e-06  4.999999258280749e+00  5.790549106876597e-07  5.771595182686891e-07  9.029118264834040e-08 
 2.469176289043286e-08  6.192247883341539e-06  4.999999258278986e+00  5.790597725763291e-07  5.771595283712849e-07  9.029063930847186e-08 
 2.498588144521643e-08  6.192248510515266e-06  4.999999258277970e+00  5.790579411524277e-07  5.771595434651139e-07  9.029014166257493e-08 
 2.528000000000000e-08  6.192249137688993e-06  4.999999258276927e+00  5.790580854814209e-07  5.771595616085867e-07  9.028952217447154e-08 
 2.533882371095671e-08  6.192248693863643e-06  4.999999258277727e+00  5.790567820795900e-07  5.771595650637222e-07  9.028951436076201e-08 
 2.545647113287014e-08  6.192247806212945e-06  4.999999258277779e+00  5.790583461617871e-07  5.771595719445029e-07  9.028942320540726e-08 
 2.569176597669700e-08  6.192246030911547e-06  4.999999258277771e+00  5.790578647690836e-07  5.771595856267006e-07  9.028970375017328e-08 
 2.598588298834850e-08  6.192243811796443e-06  4.999999258277661e+00  5.790578794240275e-07  5.771596027336762e-07  9.029045429075348e-08 
 2.627999999999999e-08  6.192241592681339e-06  4.999999258277616e+00  5.790578296860360e-07  5.771596197478440e-07  9.029145567207727e-08 
 2.633882340233030e-08  6.192242144348633e-06  4.999999258276193e+00  5.790596828703087e-07  5.771596239879419e-07  9.029150727649570e-08 
 2.645647020699089e-08  6.192243247683222e-06  4.999999258274541e+00  5.790586161680267e-07  5.771596336416780e-07  9.029161966191135e-08 
 2.669176381631209e-08  6.192245454352400e-06  4.999999258274515e+00  5.790572128461235e-07  5.771596539990917e-07  9.029143552489040e-08 
 2.698588190815604e-08  6.192248212699003e-06  4.999999258281718e+00  5.790548112116767e-07  5.771596660892470e-07  9.029159821601291e-08 
 2.727999999999999e-08  6.192250971045605e-06  4.999999258279463e+00  5.790596797616843e-07  5.771596775609733e-07  9.029089019196011e-08 
 2.733882361836878e-08  6.192250609543354e-06  4.999999258275932e+00  5.790625792201354e-07  5.771596819021188e-07  9.029048822758253e-08 
 2.745647085510636e-08  6.192249886538851e-06  4.999999258276183e+00  5.790549231221576e-07  5.771596903849166e-07  9.029027289833612e-08 
 2.769176532858152e-08  6.192248440529846e-06  4.999999258277113e+00  5.790573665009902e-07  5.771597059896216e-07  9.028959554771804e-08 
 2.798588266429076e-08  6.192246633023235e-06  4.999999258277407e+00  5.790580086539876e-07  5.771597242545251e-07  9.028951450241302e-08 
 2.827999999999999e-08  6.192244825516625e-06  4.999999258276496e+00  5.790583914588865e-07  5.771597438516962e-07  9.028989192546785e-08 
 2.833882346714183e-08  6.192244864962240e-06  4.999999258275761e+00  5.790589661103240e-07  5.771597483424616e-07  9.028996172428952e-08 
 2.845647040142552e-08  6.192244943853471e-06  4.999999258277925e+00  5.790550190454269e-07  5.771597557510319e-07  9.029040073802374e-08 
 2.869176426999291e-08  6.192245101635932e-06  4.999999258276818e+00  5.790594128640691e-07  5.771597708578713e-07  9.029073854443961e-08 
 2.898588213499645e-08  6.192245298864364e-06  4.999999258275357e+00  5.790584949316724e-07  5.771597925766092e-07  9.029110357007628e-08 
 2.927999999999999e-08  6.192245496092795e-06  4.999999258273522e+00  5.790586272702569e-07  5.771598189860394e-07  9.029107940746535e-08 
 2.933882357300069e-08  6.192245611676663e-06  4.999999258275257e+00  5.790558539331414e-07  5.771598236936452e-07  9.029121949286414e-08 
 2.945647071900211e-08  6.192245842844402e-06  4.999999258277861e+00  5.790565067442799e-07  5.771598312344882e-07  9.029138560337057e-08 
 2.969176501100494e-08  6.192246305179878e-06  4.999999258275201e+00  5.790606634192841e-07  5.771598485223087e-07  9.029136694091726e-08 
 2.998588250550247e-08  6.192246883098496e-06  4.999999258273712e+00  5.790583132991856e-07  5.771598740409584e-07  9.029122395291952e-08 
 3.027999999999999e-08  6.192247461017113e-06  4.999999258273549e+00  5.790580162035042e-07  5.771599013229545e-07  9.029083560639227e-08 
 3.033882349889949e-08  6.192247427157316e-06  4.999999258273418e+00  5.790582937592603e-07  5.771599070366999e-07  9.029073328603197e-08 
 3.045647049669850e-08  6.192247359437721e-06  4.999999258275696e+00  5.790555777096529e-07  5.771599168183719e-07  9.029078975266347e-08 
 3.069176449229652e-08  6.192247223998530e-06  4.999999258274603e+00  5.790596668830972e-07  5.771599365916175e-07  9.029058750136183e-08 
 3.098588224614826e-08  6.192247054699394e-06  4.999999258271561e+00  5.790593502474906e-07  5.771599672077521e-07  9.029028308696341e-08 
 3.127999999999999e-08  6.192246885400256e-06  4.999999258275955e+00  5.790560178020598e-07  5.771599911174458e-07  9.029065714931677e-08 
 3.133882355077033e-08  6.192246738584999e-06  4.999999258274207e+00  5.790603321287335e-07  5.771599962734776e-07  9.029052808922407e-08 
 3.145647065231102e-08  6.192246444954483e-06  4.999999258271544e+00  5.790598773813826e-07  5.771600084642468e-07  9.029049464527334e-08 
 3.169176485539241e-08  6.192245857693451e-06  4.999999258272555e+00  5.790565769103750e-07  5.771600328783114e-07  9.029059932499309e-08 
