 time                   v(gfet,source)         v(dfet,source)         i(vfet)                i(Lload)               i(vdrive)             
 1.752676470588286e-06  2.842312143685107e+00  2.649477168231526e-02  3.870519587224036e+00  3.870429323209999e+00 -2.515923824830679e-08 
 1.752911764705933e-06  2.842313122359569e+00  2.649498282339116e-02  3.870519587904737e+00  3.870429323857166e+00  3.926625424810481e-08 
 1.753205882352992e-06  2.842314345702646e+00  2.649512708581081e-02  3.870519604247931e+00  3.870429324205654e+00 -8.934441098062962e-08 
 1.753500000000051e-06  2.842315569045723e+00  2.649520534401889e-02  3.870519606793041e+00  3.870429324229916e+00 -3.958027861017399e-07 
 1.753558823529463e-06  2.842315343362788e+00  2.649519190711155e-02  3.870519614604785e+00  3.870429324210105e+00 -4.600286871436765e-07 
 1.753676470588286e-06  2.842314891996917e+00  2.649510766395685e-02  3.870519631798821e+00  3.870429324229504e+00 -5.567159746533434e-07 
 1.753911764705934e-06  2.842313989265175e+00  2.649489653421466e-02  3.870519632146665e+00  3.870429324612893e+00 -6.199973938691983e-07 
 1.754205882352992e-06  2.842312860850497e+00  2.649475206784929e-02  3.870519617118233e+00  3.870429325548666e+00 -4.904397741256616e-07 
 1.754500000000051e-06  2.842311732435820e+00  2.649467348372855e-02  3.870519615858143e+00  3.870429326804620e+00 -1.834770131381447e-07 
 1.754558823529462e-06  2.842311975958412e+00  2.649468678548689e-02  3.870519608322077e+00  3.870429327079957e+00 -1.191607594819288e-07 
 1.754676470588286e-06  2.842312463003597e+00  2.649477062022401e-02  3.870519591680307e+00  3.870429327571432e+00 -2.222164141585381e-08 
 1.754911764705933e-06  2.842313437093966e+00  2.649498083904342e-02  3.870519592352148e+00  3.870429328209084e+00  4.184563806575170e-08 
 1.755205882352992e-06  2.842314654706927e+00  2.649512447170979e-02  3.870519608615111e+00  3.870429328547717e+00 -8.629730530174129e-08 
 1.755500000000051e-06  2.842315872319889e+00  2.649520238803646e-02  3.870519611140854e+00  3.870429328563569e+00 -3.915062336545816e-07 
 1.755558823529463e-06  2.842315647392949e+00  2.649518900029543e-02  3.870519618920144e+00  3.870429328542194e+00 -4.554625263608614e-07 
 1.755676470588286e-06  2.842315197539070e+00  2.649510508806974e-02  3.870519636041212e+00  3.870429328558235e+00 -5.517354537687424e-07 
 1.755911764705933e-06  2.842314297831311e+00  2.649489479727288e-02  3.870519636380509e+00  3.870429328933556e+00 -6.147004540935086e-07 
 1.756205882352992e-06  2.842313173196612e+00  2.649475090569650e-02  3.870519621404013e+00  3.870429329857456e+00 -4.855716326801485e-07 
 1.756500000000051e-06  2.842312048561914e+00  2.649467263634103e-02  3.870519620140652e+00  3.870429331100292e+00 -1.797416189219803e-07 
 1.756558823529463e-06  2.842312291140651e+00  2.649468589556922e-02  3.870519612629528e+00  3.870429331372907e+00 -1.156702325033621e-07 
 1.756676470588287e-06  2.842312776298125e+00  2.649476943999388e-02  3.870519596043948e+00  3.870429331859146e+00 -1.910927949211327e-08 
 1.756911764705934e-06  2.842313746613072e+00  2.649497891727465e-02  3.870519596707664e+00  3.870429332487556e+00  4.465874781089951e-08 
 1.757205882352992e-06  2.842314959506756e+00  2.649512204294044e-02  3.870519612903957e+00  3.870429332816284e+00 -8.312251509323687e-08 
 1.757500000000051e-06  2.842316172400440e+00  2.649519968536135e-02  3.870519615411947e+00  3.870429332823400e+00 -3.873407479204616e-07 
 1.757558823529463e-06  2.842315948050279e+00  2.649518633837050e-02  3.870519623164432e+00  3.870429332800371e+00 -4.510824993531060e-07 
 1.757676470588286e-06  2.842315499349957e+00  2.649510269002650e-02  3.870519640227415e+00  3.870429332812927e+00 -5.470260759921075e-07 
 1.757911764705933e-06  2.842314601949312e+00  2.649489306677535e-02  3.870519640558153e+00  3.870429333180201e+00 -6.097409652738861e-07 
 1.758205882352992e-06  2.842313480198507e+00  2.649474963525184e-02  3.870519625620576e+00  3.870429334092623e+00 -4.809565865571130e-07 
 1.758500000000051e-06  2.842312358447701e+00  2.649467161812408e-02  3.870519624352783e+00  3.870429335322990e+00 -1.760322305699447e-07 
 1.758558823529462e-06  2.842312600233470e+00  2.649468484296216e-02  3.870519616861382e+00  3.870429335593034e+00 -1.121559307648567e-07 
 1.758676470588286e-06  2.842313083805007e+00  2.649476815171750e-02  3.870519600320780e+00  3.870429336074301e+00 -1.589508258348360e-08 
 1.758911764705933e-06  2.842314050948081e+00  2.649497703027343e-02  3.870519600975943e+00  3.870429336693765e+00  4.764220307151845e-08 
 1.759205882352992e-06  2.842315259876924e+00  2.649511974851460e-02  3.870519617116469e+00  3.870429337012637e+00 -7.983307170889020e-08 
 1.759500000000051e-06  2.842316468805766e+00  2.649519717079385e-02  3.870519619608451e+00  3.870429337010849e+00 -3.832377046819602e-07 
 1.759558823529463e-06  2.842316244930014e+00  2.649518385887964e-02  3.870519627338206e+00  3.870429336986114e+00 -4.468051884032320e-07 
 1.759676470588286e-06  2.842315797178511e+00  2.649510043337291e-02  3.870519644351916e+00  3.870429336995106e+00 -5.424841589274365e-07 
 1.759911764705934e-06  2.842314901675505e+00  2.649489137131983e-02  3.870519644674423e+00  3.870429337354354e+00 -6.050138381397119e-07 
 1.760205882352992e-06  2.842313782296747e+00  2.649474832677484e-02  3.870519629767850e+00  3.870429338255554e+00 -4.765501557812968e-07 
 1.760500000000051e-06  2.842312662917989e+00  2.649467052172882e-02  3.870519628494788e+00  3.870429339473872e+00 -1.724168896544143e-07 
 1.760558823529462e-06  2.842312903965856e+00  2.649468371383809e-02  3.870519621020994e+00  3.870429339741445e+00 -1.087078800310337e-07 
 1.760676470588286e-06  2.842313386061589e+00  2.649476680916044e-02  3.870519604519897e+00  3.870429340217922e+00 -1.270049665436090e-08 
 1.760911764705933e-06  2.842314350253057e+00  2.649497515099125e-02  3.870519605166265e+00  3.870429340828702e+00  5.066240760243090e-08 
 1.761205882352992e-06  2.842315555492391e+00  2.649511750447725e-02  3.870519621256182e+00  3.870429341137918e+00 -7.649693145594938e-08 
 1.761500000000051e-06  2.842316760731725e+00  2.649519473084752e-02  3.870519623732905e+00  3.870429341127322e+00 -3.791312082057630e-07 
 1.761558823529463e-06  2.842316537334589e+00  2.649518145391350e-02  3.870519631441029e+00  3.870429341100893e+00 -4.425377255756757e-07 
 1.761676470588286e-06  2.842316090540318e+00  2.649509824707708e-02  3.870519648406690e+00  3.870429341106344e+00 -5.379772005653649e-07 
 1.761911764705933e-06  2.842315196951774e+00  2.649488973642525e-02  3.870519648720788e+00  3.870429341457625e+00 -6.003647285979241e-07 
 1.762205882352992e-06  2.842314079966095e+00  2.649474706910537e-02  3.870519633844949e+00  3.870429342347705e+00 -4.722633661913278e-07 
 1.762500000000051e-06  2.842312962980416e+00  2.649466946945009e-02  3.870519632566509e+00  3.870429343554100e+00 -1.689506063939916e-07 
 1.762558823529463e-06  2.842313203236833e+00  2.649468262372795e-02  3.870519625111781e+00  3.870429343819231e+00 -1.054109191045427e-07 
 1.762676470588287e-06  2.842313683749667e+00  2.649476548980981e-02  3.870519608651957e+00  3.870429344290992e+00 -9.655138910602545e-09 
 1.762911764705934e-06  2.842314644775334e+00  2.649497326038483e-02  3.870519609289542e+00  3.870429344893292e+00  5.356059773475863e-08 
 1.763205882352992e-06  2.842315846057419e+00  2.649511522393030e-02  3.870519625326990e+00  3.870429345193181e+00 -7.321287398553977e-08 
 1.763500000000051e-06  2.842317047339503e+00  2.649519224052049e-02  3.870519627788320e+00  3.870429345174163e+00 -3.749780432826810e-07 
 1.763558823529463e-06  2.842316824526765e+00  2.649517900660586e-02  3.870519635471493e+00  3.870429345146115e+00 -4.382067686492519e-07 
 1.763676470588286e-06  2.842316378901288e+00  2.649509605489800e-02  3.870519652383112e+00  3.870429345148156e+00 -5.333855170874813e-07 
 1.763911764705933e-06  2.842315487650335e+00  2.649488817395659e-02  3.870519652690409e+00  3.870429345491599e+00 -5.956395625617006e-07 
 1.764205882352992e-06  2.842314373586643e+00  2.649474593790663e-02  3.870519637850556e+00  3.870429346370547e+00 -4.679918390593230e-07 
 1.764500000000051e-06  2.842313259522951e+00  2.649466857335062e-02  3.870519636567534e+00  3.870429347564883e+00 -1.656579655673340e-07 
 1.764558823529462e-06  2.842313498847892e+00  2.649468168209462e-02  3.870519629135731e+00  3.870429347827538e+00 -1.023174291958640e-07 
 1.764676470588286e-06  2.842313977497772e+00  2.649476427015038e-02  3.870519612727123e+00  3.870429348294544e+00 -6.854889988971991e-09 
 1.764911764705933e-06  2.842314934797534e+00  2.649497134885573e-02  3.870519613355773e+00  3.870429348888489e+00  5.620391618776921e-08 
 1.765205882352993e-06  2.842316131422235e+00  2.649511284304037e-02  3.870519629331766e+00  3.870429349179462e+00 -7.007845681528124e-08 
 1.765500000000052e-06  2.842317328046937e+00  2.649518960788647e-02  3.870519631776990e+00  3.870429349152608e+00 -3.707704792077493e-07 
 1.765558823529464e-06  2.842317105988819e+00  2.649517642789734e-02  3.870519639429923e+00  3.870429349123072e+00 -4.337809969001682e-07 
 1.765676470588288e-06  2.842316661872585e+00  2.649509378775361e-02  3.870519656277340e+00  3.870429349121917e+00 -5.286403421678187e-07 
 1.765911764705935e-06  2.842315773640116e+00  2.649488668170505e-02  3.870519656577067e+00  3.870429349457722e+00 -5.907337339294827e-07 
 1.766205882352993e-06  2.842314663349530e+00  2.649474497636176e-02  3.870519641784261e+00  3.870429350325469e+00 -4.636494992382723e-07 
 1.766500000000052e-06  2.842313553058943e+00  2.649466790128185e-02  3.870519640498073e+00  3.870429351507457e+00 -1.625257084469922e-07 
 1.766558823529463e-06  2.842313791274790e+00  2.649468095296095e-02  3.870519633095367e+00  3.870429351767562e+00 -9.943147460944601e-08 
 1.766676470588287e-06  2.842314267706484e+00  2.649476319760494e-02  3.870519616750562e+00  3.870429352229712e+00 -4.332477487878350e-09 
 1.766911764705933e-06  2.842315220569872e+00  2.649496942654253e-02  3.870519617369652e+00  3.870429352815357e+00  5.852750462054246e-08 
 1.767205882352993e-06  2.842316411649107e+00  2.649511034336616e-02  3.870519633272937e+00  3.870429353097831e+00 -6.715798406276008e-08 
 1.767500000000052e-06  2.842317602728341e+00  2.649518679535018e-02  3.870519635701104e+00  3.870429353063803e+00 -3.665375061245868e-07 
 1.767558823529464e-06  2.842317381603025e+00  2.649517367889523e-02  3.870519643317979e+00  3.870429353032929e+00 -4.292798507776752e-07 
 1.767676470588288e-06  2.842316939352392e+00  2.649509141627812e-02  3.870519660087462e+00  3.870429353028838e+00 -5.237438216454393e-07 
 1.767911764705936e-06  2.842316054851126e+00  2.649488524478844e-02  3.870519660380948e+00  3.870429353357252e+00 -5.856233542544942e-07 
 1.768205882352994e-06  2.842314949224543e+00  2.649474417979433e-02  3.870519645646922e+00  3.870429354213760e+00 -4.591947089238602e-07 
 1.768500000000052e-06  2.842313843597961e+00  2.649466745270537e-02  3.870519644359347e+00  3.870429355383117e+00 -1.595082324001851e-07 
 1.768558823529463e-06  2.842314080548805e+00  2.649468043850275e-02  3.870519636991027e+00  3.870429355640597e+00 -9.670894485225290e-08 
 1.768676470588287e-06  2.842314554450492e+00  2.649476228254519e-02  3.870519620721749e+00  3.870429356097783e+00 -2.048594183179375e-09 
 1.768911764705933e-06  2.842315502253868e+00  2.649496751477434e-02  3.870519621331747e+00  3.870429356675149e+00  6.055336143617751e-08 
 1.769205882352992e-06  2.842316687008086e+00  2.649510775091007e-02  3.870519637151714e+00  3.870429356949468e+00 -6.446363443046721e-08 
 1.769500000000052e-06  2.842317871762305e+00  2.649518383591709e-02  3.870519639561162e+00  3.870429356908835e+00 -3.623338784564112e-07 
 1.769558823529464e-06  2.842317651698733e+00  2.649517078801705e-02  3.870519647138330e+00  3.870429356876758e+00 -4.247648774935442e-07 
 1.769676470588287e-06  2.842317211571587e+00  2.649508895135655e-02  3.870519663818650e+00  3.870429356869962e+00 -5.187653471239173e-07 
 1.769911764705935e-06  2.842316331317297e+00  2.649488383966861e-02  3.870519664106199e+00  3.870429357191246e+00 -5.803699139050877e-07 
 1.770205882352994e-06  2.842315230999434e+00  2.649474349775066e-02  3.870519649441014e+00  3.870429358036575e+00 -4.546420768747339e-07 
 1.770500000000052e-06  2.842314130681570e+00  2.649466716487575e-02  3.870519648153020e+00  3.870429359193171e+00 -1.565426686056526e-07 
 1.770558823529464e-06  2.842314366283692e+00  2.649468008196329e-02  3.870519640821954e+00  3.870429359447983e+00 -9.407253287463391e-08 
 1.770676470588287e-06  2.842314837487935e+00  2.649476149189023e-02  3.870519624636458e+00  3.870429359900141e+00  9.376321941090282e-11 
 1.770911764705934e-06  2.842315779896422e+00  2.649496563617260e-02  3.870519625237900e+00  3.870429360469249e+00  6.238026628579973e-08 
 1.771205882352993e-06  2.842316957907031e+00  2.649510513174427e-02  3.870519640967229e+00  3.870429360735633e+00 -6.195242008288915e-08 
 1.771500000000052e-06  2.842318135917640e+00  2.649518081658114e-02  3.870519643357517e+00  3.870429360688750e+00 -3.582220102771316e-07 
 1.771558823529464e-06  2.842317916955723e+00  2.649516784012243e-02  3.870519650892663e+00  3.870429360655550e+00 -4.203188694873461e-07 
 1.771676470588287e-06  2.842317479031891e+00  2.649508644507509e-02  3.870519667480994e+00  3.870429360646202e+00 -5.138171843555028e-07 
 1.771911764705934e-06  2.842316603184225e+00  2.649488243733128e-02  3.870519667762041e+00  3.870429360960593e+00 -5.750977578600214e-07 
 1.772205882352993e-06  2.842315508374643e+00  2.649474285344908e-02  3.870519653168903e+00  3.870429361794933e+00 -4.500556087805307e-07 
 1.772500000000052e-06  2.842314413565060e+00  2.649466693392302e-02  3.870519651881542e+00  3.870429362938883e+00 -1.535688625153853e-07 
 1.772558823529464e-06  2.842314647832933e+00  2.649467978201489e-02  3.870519644588647e+00  3.870429363191041e+00 -9.143717250026384e-08 
 1.772676470588287e-06  2.842315116368678e+00  2.649476075862370e-02  3.870519628486574e+00  3.870429363638201e+00  2.216495431639487e-09 
 1.772911764705935e-06  2.842316053440169e+00  2.649496381543859e-02  3.870519629079823e+00  3.870429364199107e+00  6.415100983758748e-08 
 1.773205882352993e-06  2.842317224779532e+00  2.649510256730186e-02  3.870519644718959e+00  3.870429364457633e+00 -5.954140647190798e-08 
 1.773500000000052e-06  2.842318396118895e+00  2.649517784932306e-02  3.870519647089967e+00  3.870429364404586e+00 -3.542512416743193e-07 
 1.773558823529464e-06  2.842318178199286e+00  2.649516493932952e-02  3.870519654584686e+00  3.870429364370284e+00 -4.160187359047995e-07 
 1.773676470588287e-06  2.842317742360068e+00  2.649508396660213e-02  3.870519671083897e+00  3.870429364358441e+00 -5.090177097599735e-07 
 1.773911764705934e-06  2.842316870681631e+00  2.649488102252071e-02  3.870519671357818e+00  3.870429364666116e+00 -5.699525331692712e-07 
 1.774205882352993e-06  2.842315781083585e+00  2.649474216820058e-02  3.870519656834476e+00  3.870429365489778e+00 -4.455264814851034e-07 
 1.774500000000052e-06  2.842314691485539e+00  2.649466664627476e-02  3.870519655547596e+00  3.870429366621455e+00 -1.505485158759257e-07 
 1.774558823529464e-06  2.842314924525732e+00  2.649467943289463e-02  3.870519648289660e+00  3.870429366871036e+00 -8.873708168266603e-08 
 1.774676470588287e-06  2.842315390606117e+00  2.649476001055484e-02  3.870519632265340e+00  3.870429367313327e+00  4.427676003615488e-09 
 1.774911764705934e-06  2.842316322766888e+00  2.649496206220470e-02  3.870519632850653e+00  3.870429367866155e+00  6.600531321510061e-08 
 1.775205882352993e-06  2.842317487967851e+00  2.649510012699260e-02  3.870519648405568e+00  3.870429368116798e+00 -5.713526718409412e-08 
 1.775500000000052e-06  2.842318653168815e+00  2.649517503622609e-02  3.870519650758237e+00  3.870429368057435e+00 -3.504425905020980e-07 
 1.775558823529464e-06  2.842318436154492e+00  2.649516218401632e-02  3.870519658216682e+00  3.870429368021995e+00 -4.119107614997120e-07 
 1.775676470588288e-06  2.842318002125847e+00  2.649508158684510e-02  3.870519674635532e+00  3.870429368007613e+00 -5.044525721586979e-07 
 1.775911764705935e-06  2.842317134068555e+00  2.649487958957064e-02  3.870519674902641e+00  3.870429368308677e+00 -5.650535683798807e-07 
 1.776205882352994e-06  2.842316048996941e+00  2.649474138406210e-02  3.870519660440760e+00  3.870429369122047e+00 -4.411431007156352e-07 
 1.776500000000052e-06  2.842314963925327e+00  2.649466621708588e-02  3.870519659153325e+00  3.870429370242014e+00 -1.474763138276103e-07 
 1.776558823529464e-06  2.842315195901395e+00  2.649467895307886e-02  3.870519651925036e+00  3.870429370489143e+00 -8.594571454523248e-08 
 1.776676470588287e-06  2.842315659853530e+00  2.649475918889349e-02  3.870519635968058e+00  3.870429370926769e+00  6.787530537621933e-09 
 1.776911764705934e-06  2.842316587757801e+00  2.649496037425172e-02  3.870519636545888e+00  3.870429371471705e+00  6.803631436014257e-08 
 1.777205882352993e-06  2.842317747638139e+00  2.649509784765292e-02  3.870519652026733e+00  3.870429371714390e+00 -5.465638253099314e-08 
 1.777500000000052e-06  2.842318907518477e+00  2.649517243596858e-02  3.870519654362504e+00  3.870429371648423e+00 -3.467824996050695e-07 
 1.777558823529463e-06  2.842318691240342e+00  2.649515963217208e-02  3.870519661789948e+00  3.870429371611771e+00 -4.079964952552473e-07 
 1.777676470588287e-06  2.842318258684071e+00  2.649507934942125e-02  3.870519678141016e+00  3.870429371594747e+00 -5.001486869105065e-07 
 1.777911764705934e-06  2.842317393571530e+00  2.649487814505874e-02  3.870519678401354e+00  3.870429371889245e+00 -5.604568826811374e-07 
 1.778205882352993e-06  2.842316312180853e+00  2.649474048489420e-02  3.870519663989443e+00  3.870429372692710e+00 -4.369628356926114e-07 
 1.778500000000053e-06  2.842315230790176e+00  2.649466561799776e-02  3.870519662700237e+00  3.870429373801580e+00 -1.443798964828602e-07 
 1.778558823529465e-06  2.842315461870519e+00  2.649467831248936e-02  3.870519655496440e+00  3.870429374046397e+00 -8.308259680234187e-08 
 1.778676470588289e-06  2.842315924031205e+00  2.649475826560721e-02  3.870519639594812e+00  3.870429374479602e+00  9.291397873312235e-09 
 1.778911764705936e-06  2.842316848352579e+00  2.649495873633556e-02  3.870519640164972e+00  3.870429375016876e+00  7.026223158845823e-08 
 1.779205882352994e-06  2.842318003754295e+00  2.649509572325148e-02  3.870519655583201e+00  3.870429375251562e+00 -5.206887010444916e-08 
 1.779500000000053e-06  2.842319159156011e+00  2.649517004720084e-02  3.870519657903765e+00  3.870429375178718e+00 -3.432279669368654e-07 
 1.779558823529464e-06  2.842318943467212e+00  2.649515728211815e-02  3.870519665305781e+00  3.870429375140781e+00 -4.042337877763202e-07 
 1.779676470588288e-06  2.842318512089614e+00  2.649507725733810e-02  3.870519681600068e+00  3.870429375121009e+00 -4.960674004905741e-07 
 1.779911764705934e-06  2.842317649334419e+00  2.649487671038098e-02  3.870519681852874e+00  3.870429375408952e+00 -5.561391986930175e-07 
 1.780205882352994e-06  2.842316570890425e+00  2.649473950006248e-02  3.870519667481591e+00  3.870429376202827e+00 -4.329942271397158e-07 
 1.780500000000053e-06  2.842315492446431e+00  2.649466487848351e-02  3.870519666189603e+00  3.870429377301135e+00 -1.413104087077954e-07 
 1.780558823529465e-06  2.842315722752239e+00  2.649467753776039e-02  3.870519659005831e+00  3.870429377543763e+00 -8.020579400636052e-08 
 1.780676470588289e-06  2.842316183363855e+00  2.649475725611927e-02  3.870519643149175e+00  3.870429377972760e+00  1.187321174711542e-08 
 1.780911764705937e-06  2.842317104587086e+00  2.649495712740232e-02  3.870519643712980e+00  3.870429378502614e+00  7.262370615990221e-08 
 1.781205882352995e-06  2.842318256116125e+00  2.649509370498640e-02  3.870519659077329e+00  3.870429378729354e+00 -4.938840447721304e-08 
 1.781500000000053e-06  2.842319407645164e+00  2.649516780890324e-02  3.870519661383522e+00  3.870429378649503e+00 -3.397212111622139e-07 
 1.781558823529464e-06  2.842319192466640e+00  2.649515507988742e-02  3.870519668762916e+00  3.870429378610239e+00 -4.005509737226021e-07 
 1.781676470588288e-06  2.842318762109592e+00  2.649507528249614e-02  3.870519685007916e+00  3.870429378587656e+00 -4.921180334349629e-07 
 1.781911764705934e-06  2.842317901395495e+00  2.649487530614003e-02  3.870519685254217e+00  3.870429378869059e+00 -5.520070658349141e-07 
 1.782205882352993e-06  2.842316825502875e+00  2.649473848852535e-02  3.870519670916467e+00  3.870429379653543e+00 -4.291959498914366e-07 
 1.782500000000053e-06  2.842315749610254e+00  2.649466408236667e-02  3.870519669621046e+00  3.870429380741614e+00 -1.383246939212768e-07 
 1.782558823529465e-06  2.842315979180076e+00  2.649467670661862e-02  3.870519662456202e+00  3.870429380982132e+00 -7.739133423001476e-08 
 1.782676470588288e-06  2.842316438319721e+00  2.649475620448241e-02  3.870519646640535e+00  3.870429381407067e+00  1.442886343738792e-08 
 1.782911764705936e-06  2.842317356599010e+00  2.649495552370607e-02  3.870519647196920e+00  3.870429381929715e+00  7.500484855427203e-08 
 1.783205882352995e-06  2.842318504448122e+00  2.649509172348136e-02  3.870519662511781e+00  3.870429382148676e+00 -4.667506914302066e-08 
 1.783500000000053e-06  2.842319652297233e+00  2.649516562396545e-02  3.870519664804258e+00  3.870429382061919e+00 -3.362075489121708e-07 
 1.783558823529465e-06  2.842319437640334e+00  2.649515293160773e-02  3.870519672161477e+00  3.870429382021340e+00 -3.968703197188006e-07 
 1.783676470588288e-06  2.842319008326537e+00  2.649507336149121e-02  3.870519688357605e+00  3.870429381995973e+00 -4.881886042085171e-07 
 1.783911764705935e-06  2.842318149698941e+00  2.649487395406816e-02  3.870519688597520e+00  3.870429382270889e+00 -5.479289626464379e-07 
 1.784205882352994e-06  2.842317076414448e+00  2.649473752611303e-02  3.870519674293398e+00  3.870429383046055e+00 -4.254909526935080e-07 
 1.784500000000053e-06  2.842316003129953e+00  2.649466333195746e-02  3.870519672994626e+00  3.870429384123969e+00 -1.354672178877081e-07 
 1.784558823529465e-06  2.842316231911584e+00  2.649467591709959e-02  3.870519665849901e+00  3.870429384362396e+00 -7.470896434824681e-08 
 1.784676470588288e-06  2.842316689474846e+00  2.649475517875491e-02  3.870519650077533e+00  3.870429384783318e+00  1.685069150880736e-08 
 1.784911764705935e-06  2.842317604601369e+00  2.649495390791032e-02  3.870519650626810e+00  3.870429385298920e+00  7.727233253262966e-08 
 1.785205882352994e-06  2.842318748509523e+00  2.649508970610859e-02  3.870519665889402e+00  3.870429385510381e+00 -4.401317710289732e-08 
 1.785500000000053e-06  2.842319892417677e+00  2.649516338950175e-02  3.870519668168324e+00  3.870429385417050e+00 -3.326531583525139e-07 
 1.785558823529464e-06  2.842319678377280e+00  2.649515074055170e-02  3.870519675500474e+00  3.870429385375225e+00 -3.931327796635742e-07 
 1.785676470588288e-06  2.842319250296486e+00  2.649507142921126e-02  3.870519691642437e+00  3.870429385347186e+00 -4.841813847633603e-07 
 1.785911764705935e-06  2.842318394134899e+00  2.649487266333772e-02  3.870519691876651e+00  3.870429385615722e+00 -5.437776309236142e-07 
 1.786205882352994e-06  2.842317323932914e+00  2.649473667447258e-02  3.870519677611357e+00  3.870429386381548e+00 -4.217917677351579e-07 
 1.786500000000053e-06  2.842316253730929e+00  2.649466271913517e-02  3.870519676309949e+00  3.870429387449173e+00 -1.327558152297570e-07 
 1.786558823529465e-06  2.842316481602480e+00  2.649467525909127e-02  3.870519669188492e+00  3.870429387685475e+00 -7.219932740554214e-08 
 1.786676470588289e-06  2.842316937345581e+00  2.649475424103889e-02  3.870519653468752e+00  3.870429388102348e+00  1.906212787616823e-08 
 1.786911764705936e-06  2.842317848831784e+00  2.649495227546991e-02  3.870519654010156e+00  3.870429388611004e+00  7.931870982247347e-08 
 1.787205882352994e-06  2.842318988189537e+00  2.649508760196506e-02  3.870519669212943e+00  3.870429388815312e+00 -4.148297705341975e-08 
 1.787500000000053e-06  2.842320127547290e+00  2.649516103051028e-02  3.870519671477658e+00  3.870429388715910e+00 -3.290545151912738e-07 
 1.787558823529464e-06  2.842319914268566e+00  2.649514843338791e-02  3.870519678780416e+00  3.870429388672950e+00 -3.893159572498917e-07 
 1.787676470588288e-06  2.842319487711117e+00  2.649506943144203e-02  3.870519694858291e+00  3.870429388642425e+00 -4.800437238827726e-07 
 1.787911764705935e-06  2.842318634596220e+00  2.649487143159057e-02  3.870519695087270e+00  3.870429388904748e+00 -5.394706619199496e-07 
 1.788205882352994e-06  2.842317568202598e+00  2.649473596596705e-02  3.870519680870159e+00  3.870429389661172e+00 -4.180288755151196e-07 
 1.788500000000053e-06  2.842316501808977e+00  2.649466229643882e-02  3.870519679567121e+00  3.870429390718257e+00 -1.301766587857855e-07 
 1.788558823529465e-06  2.842316728621287e+00  2.649467478088721e-02  3.870519672474459e+00  3.870429390952371e+00 -6.986215339566115e-08 
 1.788676470588289e-06  2.842317182245907e+00  2.649475342993990e-02  3.870519656817021e+00  3.870429391365102e+00  2.104108887124312e-08 
 1.788911764705936e-06  2.842318089495147e+00  2.649495063592405e-02  3.870519657351041e+00  3.870429391866849e+00  8.109573457204533e-08 
 1.789205882352995e-06  2.842319223556697e+00  2.649508539759954e-02  3.870519672484427e+00  3.870429392064345e+00 -3.913513069164765e-08 
 1.789500000000053e-06  2.842320357618247e+00  2.649515852191087e-02  3.870519674733604e+00  3.870429391959418e+00 -3.254380942507851e-07 
 1.789558823529465e-06  2.842320145248629e+00  2.649514598533462e-02  3.870519682002143e+00  3.870429391915448e+00 -3.854394350355506e-07 
 1.789676470588288e-06  2.842319720509392e+00  2.649506734465815e-02  3.870519698005830e+00  3.870429391882652e+00 -4.757824427770174e-07 
 1.789911764705935e-06  2.842318871030917e+00  2.649487024352531e-02  3.870519698229303e+00  3.870429392138973e+00 -5.349944274257723e-07 
 1.790205882352994e-06  2.842317809182825e+00  2.649473539357644e-02  3.870519684070316e+00  3.870429392885968e+00 -4.141712111049856e-07 
 1.790500000000053e-06  2.842316747334732e+00  2.649466205876358e-02  3.870519682767290e+00  3.870429393932277e+00 -1.276896313129328e-07 
 1.790558823529464e-06  2.842316972961139e+00  2.649467448154261e-02  3.870519675707384e+00  3.870429394164138e+00 -6.765721138890513e-08 
 1.790676470588288e-06  2.842317424213954e+00  2.649475274910440e-02  3.870519660122993e+00  3.870429394572636e+00  2.282561695210461e-08 
 1.790911764705935e-06  2.842318326719583e+00  2.649494900576080e-02  3.870519660649133e+00  3.870429395067487e+00  8.262796313829313e-08 
 1.791205882352994e-06  2.842319454851620e+00  2.649508312036050e-02  3.870519675704234e+00  3.870429395258447e+00 -3.697563499827083e-08 
 1.791500000000053e-06  2.842320582983657e+00  2.649515589501311e-02  3.870519677937009e+00  3.870429395148457e+00 -3.218514450509247e-07 
 1.791558823529465e-06  2.842320371625442e+00  2.649514342466600e-02  3.870519685167570e+00  3.870429395103583e+00 -3.815575553289818e-07 
 1.791676470588288e-06  2.842319948909012e+00  2.649506518383118e-02  3.870519701089111e+00  3.870429395068702e+00 -4.714602255262434e-07 
 1.791911764705936e-06  2.842319103476151e+00  2.649486907869736e-02  3.870519701307326e+00  3.870429395319234e+00 -5.304062256072939e-07 
 1.792205882352995e-06  2.842318046685075e+00  2.649473491206852e-02  3.870519687213781e+00  3.870429396056853e+00 -4.102351311985331e-07 
 1.792500000000054e-06  2.842316989894000e+00  2.649466194941150e-02  3.870519685911857e+00  3.870429397092291e+00 -1.252412289431959e-07 
 1.792558823529465e-06  2.842317214271403e+00  2.649467430673555e-02  3.870519678887553e+00  3.870429397321868e+00 -6.551800879606162e-08 
 1.792676470588289e-06  2.842317663026208e+00  2.649475216744193e-02  3.870519663381500e+00  3.870429397726087e+00  2.450019565003458e-08 
 1.792911764705936e-06  2.842318560535819e+00  2.649494740721961e-02  3.870519663900296e+00  3.870429398214057e+00  8.400328965763038e-08 
