Device;Net1;Net2;Capacitance [fF];Resistance [Ω]
C1;CTX_L10_0,CTX_L30_0;CTX_L10_1,CTX_L30_1,CTX_L8_84;0.265;
C2;CTX_L10_0,CTX_L30_0;CTX_L10_11;0.022;
C3;CTX_L10_0,CTX_L30_0;CTX_L10_12;0.037;
C4;CTX_L10_0,CTX_L30_0;CTX_L10_2,CTX_L10_3,CTX_L30_2,CTX_L8_71,CTX_L8_80;0.428;
C5;CTX_L10_0,CTX_L30_0;CTX_L10_4,CTX_L10_5,CTX_L30_3,CTX_L8_0,CTX_L8_81;0.001;
C6;CTX_L10_0,CTX_L30_0;CTX_L10_8,CTX_L8_30,CTX_L8_56,CTX_L8_63;0.021;
C7;CTX_L10_0,CTX_L30_0;CTX_L126_0;0.006;
C8;CTX_L10_0,CTX_L30_0;CTX_L8_70;0.0;
C9;CTX_L10_0,CTX_L30_0;CTX_L8_75;0.005;
C10;CTX_L10_0,CTX_L30_0;CTX_L8_76;0.005;
C11;CTX_L10_0,CTX_L30_0;CTX_L8_77;0.01;
C12;CTX_L10_0,CTX_L30_0;CTX_L8_78;0.005;
C13;CTX_L10_0,CTX_L30_0;CTX_L8_79;0.006;
C14;CTX_L10_0,CTX_L30_0;CTX_L8_82;0.017;
C15;CTX_L10_0,CTX_L30_0;CTX_L8_83;0.048;
C16;CTX_L10_0,CTX_L30_0;CTX_L8_85;0.003;
C17;CTX_L10_0,CTX_L30_0;FILL_L10_0;0.01;
C18;CTX_L10_0,CTX_L30_0;FILL_L30_4;0.002;
C19;CTX_L10_0,CTX_L30_0;FILL_L50_11;0.0;
C20;CTX_L10_0,CTX_L30_0;FILL_L50_2;0.149;
C21;CTX_L10_0,CTX_L30_0;FILL_L50_3;0.156;
C22;CTX_L10_0,CTX_L30_0;VSUBS;0.31;
C23;CTX_L10_1,CTX_L30_1,CTX_L8_84;CTX_L10_11;0.0;
C24;CTX_L10_1,CTX_L30_1,CTX_L8_84;CTX_L10_2,CTX_L10_3,CTX_L30_2,CTX_L8_71,CTX_L8_80;0.325;
C25;CTX_L10_1,CTX_L30_1,CTX_L8_84;CTX_L10_4,CTX_L10_5,CTX_L30_3,CTX_L8_0,CTX_L8_81;0.109;
C26;CTX_L10_1,CTX_L30_1,CTX_L8_84;CTX_L10_8,CTX_L8_30,CTX_L8_56,CTX_L8_63;0.059;
C27;CTX_L10_1,CTX_L30_1,CTX_L8_84;CTX_L8_62;0.0;
C28;CTX_L10_1,CTX_L30_1,CTX_L8_84;CTX_L8_75;0.086;
C29;CTX_L10_1,CTX_L30_1,CTX_L8_84;CTX_L8_78;0.056;
C30;CTX_L10_1,CTX_L30_1,CTX_L8_84;CTX_L8_82;0.006;
C31;CTX_L10_1,CTX_L30_1,CTX_L8_84;CTX_L8_83;0.0;
C32;CTX_L10_1,CTX_L30_1,CTX_L8_84;CTX_L8_85;0.261;
C33;CTX_L10_1,CTX_L30_1,CTX_L8_84;FILL_L50_10;0.0;
C34;CTX_L10_1,CTX_L30_1,CTX_L8_84;FILL_L50_2;0.071;
C35;CTX_L10_1,CTX_L30_1,CTX_L8_84;FILL_L50_3;0.0;
C36;CTX_L10_1,CTX_L30_1,CTX_L8_84;VSUBS;0.179;
C37;CTX_L10_10,CTX_L8_47;CTX_L10_11;0.002;
C38;CTX_L10_10,CTX_L8_47;CTX_L10_8,CTX_L8_30,CTX_L8_56,CTX_L8_63;0.01;
C39;CTX_L10_10,CTX_L8_47;CTX_L10_9,CTX_L30_6,CTX_L8_53;0.004;
C40;CTX_L10_10,CTX_L8_47;CTX_L8_45;0.0;
C41;CTX_L10_10,CTX_L8_47;CTX_L8_46;0.072;
C42;CTX_L10_10,CTX_L8_47;CTX_L8_48;0.029;
