 frequency                p_re                     p_im                     n_re                     n_im                    
 1.73780082874936454e+02  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 1.77827941003891169e+02  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 1.81970085860997187e+02  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 1.86208713666285547e+02  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 1.90546071796323474e+02  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 1.94984459975803247e+02  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 1.99526231496886652e+02  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 2.04173794466951591e+02  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 2.08929613085402565e+02  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 2.13796208950221796e+02  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 2.18776162394953815e+02  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 2.23872113856832470e+02  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 2.29086765276775765e+02  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 2.34422881531990640e+02  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 2.39883291901947445e+02  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 2.45470891568501401e+02  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 2.51188643150956324e+02  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 2.57039578276884640e+02  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 2.63026799189536405e+02  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 2.69153480392689744e+02  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 2.75422870333814785e+02  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 2.81838293126443489e+02  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 2.88403150312658624e+02  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 2.95120922666636545e+02  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 3.01995172040199520e+02  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 3.09029543251356870e+02  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 3.16227766016835687e+02  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 3.23593656929625979e+02  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 3.31131121482588753e+02  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 3.38844156139200152e+02  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 3.46736850452529154e+02  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 3.54813389233572877e+02  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 3.63078054770098674e+02  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 3.71535229097169804e+02  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 3.80189396320558387e+02  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 3.89045144994277734e+02  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 3.98107170553494313e+02  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 4.07380277804109710e+02  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 4.16869383470332309e+02  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 4.26579518801589472e+02  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 4.36515832240162695e+02  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 4.46683592150959782e+02  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 4.57088189614871624e+02  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 4.67735141287194722e+02  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 4.78630092322634766e+02  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 4.89778819368442498e+02  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 5.01187233627268483e+02  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 5.12861383991360981e+02  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 5.24807460249768610e+02  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 5.37031796370248685e+02  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 5.49540873857620340e+02  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 5.62341325190344719e+02  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 5.75439937337152401e+02  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 5.88843655355584360e+02  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 6.02559586074352978e+02  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 6.16595001861477272e+02  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 6.30957344480188226e+02  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 6.45654229034650371e+02  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 6.60693448007590746e+02  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 6.76082975391976333e+02  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 6.91830970918930916e+02  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 7.07945784384132139e+02  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 7.24435960074984109e+02  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 7.41310241300911343e+02  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 7.58577575029177410e+02  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 7.76247116628685148e+02  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 7.94328234724274694e+02  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 8.12830516164092273e+02  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 8.31763771102663895e+02  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 8.51138038202369216e+02  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 8.70963589956073179e+02  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 8.91250938133737918e+02  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 9.12010839355901908e+02  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 9.33254300796982989e+02  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 9.54992586021427655e+02  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 9.77237220955802172e+02  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 9.99999999999991246e+02  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 1.02329299228074512e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 1.04712854805089023e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 1.07151930523759688e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 1.09647819614317518e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 1.12201845430195340e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 1.14815362149687235e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 1.17489755493951884e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 1.20226443461740200e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 1.23026877081237035e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 1.25892541179415571e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 1.28824955169312216e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 1.31825673855639502e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 1.34896288259164112e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 1.38038426460287201e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 1.41253754462274105e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 1.44543977074591385e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 1.47910838816819341e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 1.51356124843619386e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 1.54881661891246677e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 1.58489319246109858e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 1.62181009735891462e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 1.65958690743754482e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 1.69824365246172806e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 1.73780082874935874e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 1.77827941003890555e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 1.81970085860996574e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 1.86208713666284916e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 1.90546071796322849e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 1.94984459975802611e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 1.99526231496885998e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 2.04173794466950926e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 2.08929613085401888e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 2.13796208950221080e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 2.18776162394953053e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 2.23872113856831720e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 2.29086765276774986e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 2.34422881531989833e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 2.39883291901946586e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 2.45470891568500519e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 2.51188643150955431e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 2.57039578276883731e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 2.63026799189535450e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 2.69153480392688743e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 2.75422870333813762e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 2.81838293126442431e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 2.88403150312657544e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 2.95120922666635443e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 3.01995172040198395e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 3.09029543251355744e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 3.16227766016834539e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 3.23593656929624785e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 3.31131121482587514e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 3.38844156139198867e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 3.46736850452527869e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 3.54813389233571570e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 3.63078054770097333e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 3.71535229097168440e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 3.80189396320556989e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 3.89045144994276279e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 3.98107170553492824e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 4.07380277804108209e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 4.16869383470330740e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 4.26579518801587892e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 4.36515832240161035e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 4.46683592150958066e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 4.57088189614869862e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 4.67735141287192891e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 4.78630092322632936e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 4.89778819368440691e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 5.01187233627266596e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 5.12861383991358980e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 5.24807460249766609e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 5.37031796370246593e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 5.49540873857618226e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 5.62341325190342559e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 5.75439937337150241e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 5.88843655355582086e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 6.02559586074350682e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 6.16595001861474884e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 6.30957344480185748e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 6.45654229034647778e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 6.60693448007588086e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 6.76082975391973650e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 6.91830970918928142e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 7.07945784384129365e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 7.24435960074981267e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 7.41310241300908456e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 7.58577575029174477e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 7.76247116628682215e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 7.94328234724271715e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 8.12830516164089204e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 8.31763771102660758e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 8.51138038202365897e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 8.70963589956069882e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 8.91250938133734417e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 9.12010839355898315e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 9.33254300796979260e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 9.54992586021423813e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 9.77237220955798148e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 9.99999999999987085e+03  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 1.02329299228074087e+04  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 1.04712854805088591e+04  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 1.07151930523759238e+04  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 1.09647819614317068e+04  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 1.12201845430194880e+04  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 1.14815362149686771e+04  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 1.17489755493951416e+04  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 1.20226443461739709e+04  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 1.23026877081236526e+04  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 1.25892541179415057e+04  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 1.28824955169311688e+04  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 1.31825673855638961e+04  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 1.34896288259163575e+04  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 1.38038426460286646e+04  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 1.41253754462273537e+04  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 1.44543977074590803e+04  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 1.47910838816818741e+04  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 1.51356124843618763e+04  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 1.54881661891246022e+04  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 1.58489319246109189e+04  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 1.62181009735890784e+04  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 1.65958690743753796e+04  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 1.69824365246172092e+04  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 1.73780082874935142e+04  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 1.77827941003889828e+04  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 1.81970085860995823e+04  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 1.86208713666284166e+04  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 1.90546071796322067e+04  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 1.94984459975801801e+04  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 1.99526231496885157e+04  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 2.04173794466950058e+04  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 2.08929613085400997e+04  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 2.13796208950220171e+04  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 2.18776162394952153e+04  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 2.23872113856830765e+04  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 2.29086765276774022e+04  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 2.34422881531988860e+04  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 2.39883291901945595e+04  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 2.45470891568499501e+04  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 2.51188643150954376e+04  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 2.57039578276882639e+04  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 2.63026799189534358e+04  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 2.69153480392687634e+04  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 2.75422870333812607e+04  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 2.81838293126441240e+04  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 2.88403150312656362e+04  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 2.95120922666634215e+04  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
 3.01995172040197140e+04  1.00000000000000000e+00  0.00000000000000000e+00  1.00000000000000000e+00  0.00000000000000000e+00 
