 frequency                ac_re                    ac_im                   
 4.67735141287192891e+03  1.85860464971788347e-03  3.14497979576877426e-05 
 4.78630092322632936e+03  1.85860870621058988e-03  3.21823547224839551e-05 
 4.89778819368440691e+03  1.85861294886965965e-03  3.29319747199712472e-05 
 5.01187233627266596e+03  1.85861739023076970e-03  3.36990553746338982e-05 
 5.12861383991358980e+03  1.85862205513122585e-03  3.44840033269026679e-05 
 5.24807460249766609e+03  1.85862691789150168e-03  3.52872348676228100e-05 
 5.37031796370246593e+03  1.85863202670572144e-03  3.61091757198880449e-05 
 5.49540873857618226e+03  1.85863736525170692e-03  3.69502617599017826e-05 
 5.62341325190342559e+03  1.85864296133902464e-03  3.78109388496492810e-05 
 5.75439937337150241e+03  1.85864882686552122e-03  3.86916632983705063e-05 
 5.88843655355582086e+03  1.85865496135654510e-03  3.95929020953024726e-05 
 6.02559586074350682e+03  1.85866138438389250e-03  4.05151330258048296e-05 
 6.16595001861474884e+03  1.85866810905195275e-03  4.14588450336407266e-05 
 6.30957344480185748e+03  1.85867515525203622e-03  4.24245384211878826e-05 
 6.45654229034647778e+03  1.85868253558381640e-03  4.34127251748757392e-05 
 6.60693448007588086e+03  1.85869025974367283e-03  4.44239292234892969e-05 
 6.76082975391973650e+03  1.85869834884004040e-03  4.54586866475359535e-05 
 6.91830970918928142e+03  1.85870682002770493e-03  4.65175460348470462e-05 
 7.07945784384129365e+03  1.85871569002382187e-03  4.76010687482857512e-05 
 7.24435960074981267e+03  1.85872497414037857e-03  4.87098292467846400e-05 
 7.41310241300908456e+03  1.85873469557337615e-03  4.98444153215468674e-05 
 7.58577575029174477e+03  1.85874488310785232e-03  5.10054284287087800e-05 
 7.76247116628682215e+03  1.85875553962933505e-03  5.21934841721671008e-05 
 7.94328234724271715e+03  1.85876670657873430e-03  5.34092122929834344e-05 
 8.12830516164089204e+03  1.85877840047497908e-03  5.46532573334971084e-05 
 8.31763771102660758e+03  1.85879064140620108e-03  5.59262788322051476e-05 
 8.51138038202365897e+03  1.85880346357829252e-03  5.72289516108203980e-05 
 8.70963589956069882e+03  1.85881688826420688e-03  5.85619662882521286e-05 
 8.91250938133734417e+03  1.85883094507289116e-03  5.99260295242003675e-05 
 9.12010839355898315e+03  1.85884566157156188e-03  6.13218644468382126e-05 
 9.33254300796979260e+03  1.85886107226431157e-03  6.27502109899450729e-05 
 9.54992586021423813e+03  1.85887720992357537e-03  6.42118263368842665e-05 
 9.77237220955798148e+03  1.85889411706329096e-03  6.57074852421558366e-05 
 9.99999999999987085e+03  1.85891180698121469e-03  6.72379807095512271e-05 
 1.02329299228074087e+04  1.85893033839907912e-03  6.88041239010220654e-05 
 1.04712854805088591e+04  1.85894974845384137e-03  7.04067450296624105e-05 
 1.07151930523759238e+04  1.85897005447950049e-03  7.20466937967782013e-05 
 1.09647819614317068e+04  1.85899133624395580e-03  7.37248392314109963e-05 
 1.12201845430194880e+04  1.85901361412682564e-03  7.54420710543354301e-05 
 1.14815362149686771e+04  1.85903694568785105e-03  7.71992994329332051e-05 
 1.17489755493951416e+04  1.85906136872413994e-03  7.89974558945858926e-05 
 1.20226443461739709e+04  1.85908694623871740e-03  8.08374934677284025e-05 
 1.23026877081236526e+04  1.85911372751780394e-03  8.27203874912747382e-05 
 1.25892541179415057e+04  1.85914178331647562e-03  8.46471358428068700e-05 
 1.28824955169311688e+04  1.85917114920124810e-03  8.66187599654241172e-05 
 1.31825673855638961e+04  1.85920190653850940e-03  8.86363046819190815e-05 
 1.34896288259163575e+04  1.85923410243818269e-03  9.07008394766535108e-05 
 1.38038426460286646e+04  1.85926782310293125e-03  9.28134583947379059e-05 
 1.41253754462273537e+04  1.85930313861578842e-03  9.49752811039418184e-05 
 1.44543977074590803e+04  1.85934010642194018e-03  9.71874534987844809e-05 
 1.47910838816818741e+04  1.85937881905151722e-03  9.94511478261313480e-05 
 1.51356124843618763e+04  1.85941936182323323e-03  1.01767563706897733e-04 
 1.54881661891246022e+04  1.85946181242241902e-03  1.04137928797493027e-04 
 1.58489319246109189e+04  1.85950626700307126e-03  1.06563499170263612e-04 
 1.62181009735890784e+04  1.85955281153711051e-03  1.09045560269776045e-04 
 1.65958690743753796e+04  1.85960156238703647e-03  1.11585427146820623e-04 
 1.69824365246172092e+04  1.85965259620658957e-03  1.14184445957545255e-04 
 1.73780082874935142e+04  1.85970603615197554e-03  1.16843993698448497e-04 
 1.77827941003889828e+04  1.85976199405903575e-03  1.19565479561947009e-04 
 1.81970085860995823e+04  1.85982059926921659e-03  1.22350345377218571e-04 
 1.86208713666284166e+04  1.85988196411654948e-03  1.25200066778310238e-04 
 1.90546071796322067e+04  1.85994621867842467e-03  1.28116153571085296e-04 
 1.94984459975801801e+04  1.86001350443179276e-03  1.31100150594482646e-04 
 1.99526231496885157e+04  1.86008395172675622e-03  1.34153638835428297e-04 
 2.04173794466950058e+04  1.86015772460520167e-03  1.37278235675448133e-04 
 2.08929613085400997e+04  1.86023497960777131e-03  1.40475596282709311e-04 
 2.13796208950220171e+04  1.86031587127708778e-03  1.43747414426099128e-04 
 2.18776162394952153e+04  1.86040057566927691e-03  1.47095423055266871e-04 
 2.23872113856830765e+04  1.86048927245029356e-03  1.50521395451146958e-04 
 2.29086765276774022e+04  1.86058215524316267e-03  1.54027146005124055e-04 
 2.34422881531988860e+04  1.86067940887411454e-03  1.57614531524887457e-04 
 2.39883291901945595e+04  1.86078125164017933e-03  1.61285451622009617e-04 
 2.45470891568499501e+04  1.86088789140050016e-03  1.65041850283886724e-04 
 2.51188643150954376e+04  1.86099955305945274e-03  1.68885716591715511e-04 
 2.57039578276882639e+04  1.86111648026730326e-03  1.72819085653508456e-04 
 2.63026799189534358e+04  1.86123892122185561e-03  1.76844039914497898e-04 
 2.69153480392687634e+04  1.86136713769719919e-03  1.80962710163206541e-04 
 2.75422870333812607e+04  1.86150139152884428e-03  1.85177276846734440e-04 
 2.81838293126441240e+04  1.86164197232810196e-03  1.89489970767435311e-04 
 2.88403150312656362e+04  1.86178918248450774e-03  1.93903074436538601e-04 
 2.95120922666634215e+04  1.86194332700610494e-03  1.98418923595537923e-04 
 3.01995172040197140e+04  1.86210474942280122e-03  2.03039907627805126e-04 
 3.09029543251354444e+04  1.86227376705683321e-03  2.07768472222011542e-04 
 3.16227766016833193e+04  1.86245076205544097e-03  2.12607118718877955e-04 
 3.23593656929623394e+04  1.86263610169025689e-03  2.17558407111855342e-04 
 3.31131121482586095e+04  1.86283017020997784e-03  2.22624956754877948e-04 
 3.38844156139197439e+04  1.86303338770921157e-03  2.27809447261356871e-04 
 3.46736850452526414e+04  1.86324618631894296e-03  2.33114620524231070e-04 
 3.54813389233570124e+04  1.86346901617923219e-03  2.38543281915702394e-04 
 3.63078054770095841e+04  1.86370234937211963e-03  2.44098301789178872e-04 
 3.71535229097166884e+04  1.86394668116894786e-03  2.49782616862623578e-04 
 3.80189396320555388e+04  1.86420253660646101e-03  2.55599231626239907e-04 
 3.89045144994274669e+04  1.86447044316269644e-03  2.61551220636440436e-04 
 3.98107170553491160e+04  1.86475098851662953e-03  2.67641728604518835e-04 
 4.07380277804106518e+04  1.86504475496566285e-03  2.73873973796397033e-04 
 4.16869383470329049e+04  1.86535237908472284e-03  2.80251248068472038e-04 
 4.26579518801586164e+04  1.86567449267503456e-03  2.86776920301405538e-04 
 4.36515832240159289e+04  1.86601180419026223e-03  2.93454435754321907e-04 
 4.46683592150956247e+04  1.86636501055931973e-03  3.00287320525702707e-04 
 4.57088189614867952e+04  1.86673486837796924e-03  3.07279181223899260e-04 
 4.67735141287190927e+04  1.86712216685158889e-03  3.14433707670788481e-04 
 4.78630092322630881e+04  1.86752772572394048e-03  3.21754674928963463e-04 
 4.89778819368438562e+04  1.86795240603808443e-03  3.29245944840246877e-04 
 5.01187233627264432e+04  1.86839711320960439e-03  3.36911468079738015e-04 
 5.12861383991356779e+04  1.86886279306620602e-03  3.44755286188085954e-04 
 5.24807460249764335e+04  1.86935041829373047e-03  3.52781534304064299e-04 
 5.37031796370244265e+04  1.86986104425376472e-03  3.60994441181505072e-04 
 5.49540873857615879e+04  1.87039575496107907e-03  3.69398333442320036e-04 
 5.62341325190340212e+04  1.87095567100281071e-03  3.77997637523060310e-04 
 5.75439937337147858e+04  1.87154199124334327e-03  3.86796880350529849e-04 
 5.88843655355579685e+04  1.87215595559324919e-03  3.95800693136547804e-04 
 6.02559586074348263e+04  1.87279888848819725e-03  4.05013812052861118e-04 
 6.16595001861472410e+04  1.87347213895560087e-03  4.14441083115904714e-04 
 6.30957344480183237e+04  1.87417713776138182e-03  4.24087462274300457e-04 
 6.45654229034645250e+04  1.87491539887090896e-03  4.33958017970811059e-04 
 6.60693448007585539e+04  1.87568846810721133e-03  4.44057935899361083e-04 
 6.76082975391970976e+04  1.87649800918159200e-03  4.54392517918959858e-04 
 6.91830970918925450e+04  1.87734573745070824e-03  4.64967187737138873e-04 
 7.07945784384126600e+04  1.87823344323239760e-03  4.75787492554345052e-04 
 7.24435960074978502e+04  1.87916303403579013e-03  4.86859104066220182e-04 
 7.41310241300905618e+04  1.88013647721416307e-03  4.98187823844362066e-04 
 7.58577575029171567e+04  1.88115584585037913e-03  5.09779584318466577e-04 
 7.76247116628679214e+04  1.88222330925230164e-03  5.21640451982095061e-04 
 7.94328234724268696e+04  1.88334113923021825e-03  5.33776630377537625e-04 
 8.12830516164086148e+04  1.88451171135044899e-03  5.46194463049461793e-04 
 8.31763771102657629e+04  1.88573752804653658e-03  5.58900435424911925e-04 
 8.51138038202362804e+04  1.88702118621349754e-03  5.71901179996795123e-04 
 8.70963589956066571e+04  1.88836543516411365e-03  5.85203476194654524e-04 
 8.91250938133731106e+04  1.88977311735990410e-03  5.98814257428226986e-04 
 9.12010839355895005e+04  1.89124724188960750e-03  6.12740609986473081e-04 
 9.33254300796975876e+04  1.89279095149080053e-03  6.26989778592219990e-04 
 9.54992586021420429e+04  1.89440754071102898e-03  6.41569168823527569e-04 
 9.77237220955794764e+04  1.89610045066631780e-03  6.56486351117715810e-04 
 9.99999999999983702e+04  1.89787328837524253e-03  6.71749063234353973e-04 
 1.02329299228073738e+05  1.89972983812584061e-03  6.87365213269659314e-04 
 1.04712854805088238e+05  1.90167406272536929e-03  7.03342883362472718e-04 
 1.07151930523758885e+05  1.90371010261631288e-03  7.19690333660571438e-04 
 1.09647819614316701e+05  1.90584230513595886e-03  7.36416004216308880e-04 
 1.12201845430194502e+05  1.90807522692027528e-03  7.53528518892293553e-04 
 1.14815362149686393e+05  1.91041363554620152e-03  7.71036689156415754e-04 
 1.17489755493951030e+05  1.91286252954183137e-03  7.88949516808116536e-04 
 1.20226443461739313e+05  1.91542714215381252e-03  8.07276197750459779e-04 
 1.23026877081236133e+05  1.91811293132740368e-03  8.26026127488022630e-04 
 1.25892541179414649e+05  1.92092568233938853e-03  8.45208896519087770e-04 
 1.28824955169311273e+05  1.92387139008913001e-03  8.64834304647755354e-04 
 1.31825673855638539e+05  1.92695635679316322e-03  8.84912357365312215e-04 
 1.34896288259163121e+05  1.93018719944058892e-03  9.05453269341357126e-04 
 1.38038426460286195e+05  1.93357081339426374e-03  9.26467472343768094e-04 
 1.41253754462273093e+05  1.93711447836224129e-03  9.47965610093076802e-04 
 1.44543977074590366e+05  1.94082576903759616e-03  9.69958550991408246e-04 
 1.47910838816818286e+05  1.94471267108304409e-03  9.92457381775831626e-04 
 1.51356124843618309e+05  1.94878349279924840e-03  1.01547342100289859e-03 
 1.54881661891245574e+05  1.95304700375431963e-03  1.03901820938487170e-03 
 1.58489319246108731e+05  1.95751235260070581e-03  1.06310352298922238e-03 
 1.62181009735890315e+05  1.96218911727460629e-03  1.08774137303287990e-03 
 1.65958690743753308e+05  1.96708739278180856e-03  1.11294400034480127e-03 
 1.69824365246171597e+05  1.97221769491231829e-03  1.13872389113635125e-03 
 1.73780082874934626e+05  1.97759107634275753e-03  1.16509376835563939e-03 
 1.77827941003889282e+05  1.98321912301898523e-03  1.19206659647253985e-03 
 1.81970085860995285e+05  1.98911396179846534e-03  1.21965558530912413e-03 
 1.86208713666283613e+05  1.99528832056476311e-03  1.24787418697650779e-03 
 1.90546071796321514e+05  2.00175552467664677e-03  1.27673610055045869e-03 
 1.94984459975801234e+05  2.00852955194023896e-03  1.30625526953983173e-03 
 1.99526231496884575e+05  2.01562506745510232e-03  1.33644588104923434e-03 
 2.04173794466949475e+05  2.02305743315344799e-03  1.36732236846876963e-03 
 2.08929613085400400e+05  2.03084272603769626e-03  1.39889941291384406e-03 
 2.13796208950219559e+05  2.03899785130008540e-03  1.43119193065402092e-03 
 2.18776162394951505e+05  2.04754051529659840e-03  1.46421508007605543e-03 
 2.23872113856830110e+05  2.05648925973951754e-03  1.49798425962127950e-03 
 2.29086765276773367e+05  2.06586356957625013e-03  1.53251509436161913e-03 
 2.34422881531988183e+05  2.07568383324696496e-03  1.56782344374797032e-03 
 2.39883291901944904e+05  2.08597147978774409e-03  1.60392538228918010e-03 
 2.45470891568498802e+05  2.09674894814019033e-03  1.64083720501393316e-03 
 2.51188643150953663e+05  2.10803978641893684e-03  1.67857541213255928e-03 
 2.57039578276881919e+05  2.11986868122755962e-03  1.71715670383597806e-03 
 2.63026799189533631e+05  2.13226156420262027e-03  1.75659796144166450e-03 
 2.69153480392686906e+05  2.14524557114322521e-03  1.79691625211681133e-03 
 2.75422870333811850e+05  2.15884924238345837e-03  1.83812879125598225e-03 
 2.81838293126440491e+05  2.17310248200225332e-03  1.88025294497629059e-03 
 2.88403150312655605e+05  2.18803666179750002e-03  1.92330620668551772e-03 
 2.95120922666633443e+05  2.20368472938965634e-03  1.96730616925009033e-03 
 3.01995172040196368e+05  2.22008122517228148e-03  2.01227051483995455e-03 
 3.09029543251353665e+05  2.23726241168922119e-03  2.05821697802934054e-03 
 3.16227766016832436e+05  2.25526634584956743e-03  2.10516332113904348e-03 
 3.23593656929622637e+05  2.27413295995308913e-03  2.15312730299028641e-03 
 3.31131121482585324e+05  2.29390419168773018e-03  2.20212663473392557e-03 
 3.38844156139196653e+05  2.31462401979989300e-03  2.25217895458536439e-03 
 3.46736850452525599e+05  2.33633866187101663e-03  2.30330176156369427e-03 
 3.54813389233569265e+05  2.35909657953510413e-03  2.35551238999567262e-03 
 3.63078054770094983e+05  2.38294870407146668e-03  2.40882792758252435e-03 
 3.71535229097166040e+05  2.40794846098199610e-03  2.46326517865646079e-03 
 3.80189396320554544e+05  2.43415197879978543e-03  2.51884057515525204e-03 
 3.89045144994273782e+05  2.46161816592095064e-03  2.57557011589920788e-03 
 3.98107170553490287e+05  2.49040888535426597e-03  2.63346927478145003e-03 
 4.07380277804105601e+05  2.52058910602455822e-03  2.69255290750074509e-03 
 4.16869383470328117e+05  2.55222702962624830e-03  2.75283515688200340e-03 
 4.26579518801585189e+05  2.58539427796547396e-03  2.81432933449174633e-03 
 4.36515832240158285e+05  2.62016607342109749e-03  2.87704779209208830e-03 
 4.46683592150955228e+05  2.65662140433159085e-03  2.94100178932871128e-03 
 4.57088189614866918e+05  2.69484318075296136e-03  3.00620135172607536e-03 
 4.67735141287189908e+05  2.73491847715149347e-03  3.07265508943880845e-03 
 4.78630092322629876e+05  2.77693874350357257e-03  3.14037001078110688e-03 
 4.89778819368437515e+05  2.82099996814092488e-03  3.20935133627313872e-03 
 5.01187233627263398e+05  2.86720291600661486e-03  3.27960227100166767e-03 
 5.12861383991355775e+05  2.91565338789525393e-03  3.35112374867936212e-03 
 5.24807460249763331e+05  2.96646239182062933e-03  3.42391418713985278e-03 
 5.37031796370243188e+05  3.01974646438928117e-03  3.49796916435982357e-03 
 5.49540873857614817e+05  3.07562785258255192e-03  3.57328112180846716e-03 
 5.62341325190339121e+05  3.13423482681722846e-03  3.64983898634042674e-03 
 5.75439937337146723e+05  3.19570189688583080e-03  3.72762780086029113e-03 
 5.88843655355578521e+05  3.26017009820033735e-03  3.80662828915637706e-03 
 6.02559586074347026e+05  3.32778727288727963e-03  3.88681638545317152e-03 
 6.16595001861471217e+05  3.39870835000932953e-03  3.96816271850445549e-03 
 6.30957344480182044e+05  3.47309558464008487e-03  4.05063206751019641e-03 
 6.45654229034644086e+05  3.55111885819255849e-03  4.13418273548979247e-03 
 6.60693448007584317e+05  3.63295594005378329e-03  4.21876588591210862e-03 
 6.76082975391969783e+05  3.71879275299474323e-03  4.30432480449047077e-03 
 6.91830970918924198e+05  3.80882361478530451e-03  4.39079410929565581e-03 
 7.07945784384125262e+05  3.90325147661534479e-03  4.47809887468796249e-03 
 7.24435960074977134e+05  4.00228813200678886e-03  4.56615368831792511e-03 
 7.41310241300904308e+05  4.10615441599706654e-03  4.65486161095777368e-03 
 7.58577575029170257e+05  4.21508034891871722e-03  4.74411306055437954e-03 
 7.76247116628677933e+05  4.32930526101921610e-03  4.83378458553678642e-03 
 7.94328234724267386e+05  4.44907781824263257e-03  4.92373756477108675e-03 
 8.12830516164084780e+05  4.57465609769780457e-03  5.01381673062975368e-03 
 8.31763771102656145e+05  4.70630741448136748e-03  5.10384867972543937e-03 
 8.51138038202361204e+05  4.84430827320263355e-03  5.19364012994839343e-03 
 8.70963589956064941e+05  4.98894402049573481e-03  5.28297616997936044e-03 
 8.91250938133729389e+05  5.14050849083206012e-03  5.37161829585508857e-03 
 9.12010839355893200e+05  5.29930348112023220e-03  5.45930232753697765e-03 
 9.33254300796974101e+05  5.46563805845894611e-03  5.54573617455352864e-03 
 9.54992586021418567e+05  5.63982765050912403e-03  5.63059746982911159e-03 
 9.77237220955792814e+05  5.82219297438142831e-03  5.71353100604709771e-03 
 9.99999999999981723e+05  6.01305862907534992e-03  5.79414607745956569e-03 
 1.02329299228073540e+06  6.21275146090235781e-03  5.87201362452867588e-03 
 1.04712854805088032e+06  6.42159853002527252e-03  5.94666328190336917e-03 
 1.07151930523758661e+06  6.63992478145016950e-03  6.01758022688311973e-03 
 1.09647819614316477e+06  6.86805014173066768e-03  6.08420203564014050e-03 
 1.12201845430194261e+06  7.10628629175900830e-03  6.14591530259030443e-03 
 1.14815362149686133e+06  7.35493277416397317e-03  6.20205230858392013e-03 
 1.17489755493950751e+06  7.61427248853418191e-03  6.25188767753843098e-03 
 1.20226443461739039e+06  7.88456656590363729e-03  6.29463501813931538e-03 
 1.23026877081235847e+06  8.16604846658363151e-03  6.32944369495100270e-03 
 1.25892541179414350e+06  8.45891719485057300e-03  6.35539586802937213e-03 
 1.28824955169310956e+06  8.76332972118830898e-03  6.37150371831833422e-03 
 1.31825673855638201e+06  9.07939234278870404e-03  6.37670722402121967e-03 
 1.34896288259162800e+06  9.40715108690776472e-03  6.36987243406900248e-03 
 1.38038426460285857e+06  9.74658102180221697e-03  6.34979053789677152e-03 
 1.41253754462272744e+06  1.00975744480464452e-02  6.31517792069163138e-03 
 1.44543977074589999e+06  1.04599280205523969e-02  6.26467737402082534e-03 
 1.47910838816817920e+06  1.08333287649771039e-02  6.19686080634670490e-03 
 1.51356124843617924e+06  1.12173390314209091e-02  6.11023380576608023e-03 
 1.54881661891245167e+06  1.16113806527293906e-02  6.00324214745487188e-03 
 1.58489319246108318e+06  1.20147182980090573e-02  5.87428090505572736e-03 
 1.62181009735889896e+06  1.24264424389623623e-02  5.72170627289555426e-03 
 1.65958690743752895e+06  1.28454522110830697e-02  5.54385060119444786e-03 
 1.69824365246171178e+06  1.32704386256675515e-02  5.33904098690294801e-03 
 1.73780082874934212e+06  1.36998687454620519e-02  5.10562169614996262e-03 
 1.77827941003888869e+06  1.41319715439798075e-02  4.84198052595176918e-03 
 1.81970085860994854e+06  1.45647261606759431e-02  4.54657960861030302e-03 
 1.86208713666283176e+06  1.49958536192862837e-02  4.21799025325276210e-03 
 1.90546071796321054e+06  1.54228129958012758e-02  3.85493182263823338e-03 
 1.94984459975800780e+06  1.58428031170377015e-02  3.45631434522617517e-03 
 1.99526231496884115e+06  1.62527710036193818e-02  3.02128390554745564e-03 
 2.04173794466948998e+06  1.66494281066699550e-02  2.54926999209061046e-03 
 2.08929613085399917e+06  1.70292753380144532e-02  2.04003358074338883e-03 
 2.13796208950219071e+06  1.73886377067808198e-02  1.49371394867235663e-03 
 2.18776162394951005e+06  1.77237090040651378e-02  9.10872636019586027e-04 
 2.23872113856829610e+06  1.80306066097532247e-02  2.92532060366650776e-04 
 2.29086765276772855e+06  1.83054359511291599e-02 -3.59793470904582000e-04 
 2.34422881531987665e+06  1.85443635504097121e-02 -1.04407689063831929e-03 
 2.39883291901944391e+06  1.87436969376262898e-02 -1.75776989983115204e-03 
 2.45470891568498267e+06  1.88999690631187836e-02 -2.49780891714166666e-03 
 2.51188643150953110e+06  1.90100242370843490e-02 -3.26063696257039223e-03 
 2.57039578276881343e+06  1.90711021199477526e-02 -4.04224234779507197e-03 
 2.63026799189533014e+06  1.90809160536476174e-02 -4.83821400525468598e-03 
 2.69153480392686278e+06  1.90377218817086823e-02 -5.64381259012324867e-03 
 2.75422870333811222e+06  1.89403736518816944e-02 -6.45405535988097939e-03 
 2.81838293126439815e+06  1.87883631586758561e-02 -7.26381180928583649e-03 
 2.88403150312654907e+06  1.85818408463709374e-02 -8.06790664433797156e-03 
 2.95120922666632757e+06  1.83216168653381820e-02 -8.86122550400967116e-03 
 3.01995172040195670e+06  1.80091418552967703e-02 -9.63881928638198049e-03 
 3.09029543251352943e+06  1.76464683642033951e-02 -1.03960024854862013e-02 
 3.16227766016831668e+06  1.72361948927804431e-02 -1.11284414749364922e-02 
 3.23593656929621845e+06  1.67813953396367989e-02 -1.18322294329324465e-02 
 3.31131121482584532e+06  1.62855373673086827e-02 -1.25039454075178899e-02 
 3.38844156139195804e+06  1.57523937104748490e-02 -1.31406958911906950e-02 
 3.46736850452524750e+06  1.51859503390010392e-02 -1.37401385474297377e-02 
 3.54813389233568404e+06  1.45903153613955484e-02 -1.43004885337904824e-02 
 3.63078054770094110e+06  1.39696321557266356e-02 -1.48205087185374340e-02 
 3.71535229097165121e+06  1.33279994833676411e-02 -1.52994858303593662e-02 
 3.80189396320553590e+06  1.26694008152852793e-02 -1.57371949647816742e-02 
 3.89045144994272804e+06  1.19976442821187173e-02 -1.61338550935206416e-02 
 3.98107170553489262e+06  1.13163140002538864e-02 -1.64900783112458087e-02 
 4.07380277804104565e+06  1.06287328567002595e-02 -1.68068153928096070e-02 
 4.16869383470327035e+06  9.93793630898195772e-03 -1.70853000140419736e-02 
 4.26579518801584095e+06  9.24665651600462685e-03 -1.73269935570592865e-02 
 4.36515832240157202e+06  8.55731549099400524e-03 -1.75335322178794689e-02 
 4.46683592150954157e+06  7.87202620222571606e-03 -1.77066775430847929e-02 
 4.57088189614865836e+06  7.19260013598474642e-03 -1.78482713265851467e-02 
 4.67735141287188791e+06  6.52056013294500039e-03 -1.79601953362787357e-02 
 4.78630092322628666e+06  5.85715710878374242e-03 -1.80443361501884322e-02 
 4.89778819368436281e+06  5.20338966523593589e-03 -1.81025550839397920e-02 
 5.01187233627262153e+06  4.56002549434017610e-03 -1.81366630492032811e-02 
 5.12861383991354518e+06  3.92762381270283026e-03 -1.81484000426407992e-02 
 5.24807460249761958e+06  3.30655810571158426e-03 -1.81394188890626126e-02 
 5.37031796370241791e+06  2.69703863588263704e-03 -1.81112727969198056e-02 
 5.49540873857613374e+06  2.09913433059331000e-03 -1.80654062941824727e-02 
 5.62341325190337654e+06  1.51279372391443546e-03 -1.80031490879197092e-02 
 5.75439937337145209e+06  9.37864780478687814e-04 -1.79257124393307488e-02 
 5.88843655355576985e+06  3.74113458255049929e-04 -1.78341876573971381e-02 
 6.02559586074345466e+06 -1.78759034078987801e-04 -1.77295463706161061e-02 
 6.16595001861469541e+06 -7.21100315102783619e-04 -1.76126422594999679e-02 
 6.30957344480180275e+06 -1.25329216923167602e-03 -1.74842140039668699e-02 
 6.45654229034642223e+06 -1.77573716914658768e-03 -1.73448892040657388e-02 
 6.60693448007582407e+06 -2.28884644078933882e-03 -1.71951891116955795e-02 
 6.76082975391967874e+06 -2.79302855868277357e-03 -1.70355340084236209e-02 
 6.91830970918922219e+06 -3.28867946601286293e-03 -1.68662491203095330e-02 
 7.07945784384123329e+06 -3.77617335945673203e-03 -1.66875709807271025e-02 
 7.24435960074975155e+06 -4.25585447433864724e-03 -1.64996541672251321e-02 
 7.41310241300902236e+06 -4.72802971369830002e-03 -1.63025783645859429e-02 
 7.58577575029168092e+06 -5.19296208529939490e-03 -1.60963557135989713e-02 
 7.76247116628675628e+06 -5.65086489834378154e-03 -1.58809384202033450e-02 
 7.94328234724264964e+06 -6.10189672085309758e-03 -1.56562265980048354e-02 
 8.12830516164082289e+06 -6.54615705942164505e-03 -1.54220763306918245e-02 
 8.31763771102653630e+06 -6.98368279036538919e-03 -1.51783079251714657e-02 
 8.51138038202358596e+06 -7.41444532763353616e-03 -1.49247143380816030e-02 
 8.70963589956062287e+06 -7.83834855409976800e-03 -1.46610697507571688e-02 
 8.91250938133726642e+06 -8.25522753391021505e-03 -1.43871382469374903e-02 
 9.12010839355890453e+06 -8.66484802865521465e-03 -1.41026825623040471e-02 
 9.33254300796971284e+06 -9.06690684888714765e-03 -1.38074728412912288e-02 
 9.54992586021415703e+06 -9.46103304911181942e-03 -1.35012953539433538e-02 
 9.77237220955790021e+06 -9.84679000375625509e-03 -1.31839610859327688e-02 
 9.99999999999978766e+06 -1.02236783627931652e-02 -1.28553141330769172e-02 
 1.02329299228073228e+07 -1.05911398970202665e-02 -1.25152398057374985e-02 
 1.04712854805087708e+07 -1.09485622278383387e-02 -1.21636723469488693e-02 
 1.07151930523758344e+07 -1.12952844144789573e-02 -1.18006021688453998e-02 
 1.09647819614316151e+07 -1.16306033732295547e-02 -1.14260824968641390e-02 
 1.12201845430193935e+07 -1.19537810744511693e-02 -1.10402353228799509e-02 
 1.14815362149685808e+07 -1.22640524508942170e-02 -1.06432565627650536e-02 
 1.17489755493950434e+07 -1.25606339390789985e-02 -1.02354203246739859e-02 
 1.20226443461738713e+07 -1.28427325524082848e-02 -9.81708219772918153e-03 
 1.23026877081235517e+07 -1.31095553745760353e-02 -9.38868148763502899e-03 
 1.25892541179414019e+07 -1.33603193478059358e-02 -8.95074233571241905e-03 
 1.28824955169310626e+07 -1.35942612179178815e-02 -8.50387367627603551e-03 
 1.31825673855637871e+07 -1.38106474915154313e-02 -8.04876800650928571e-03 
 1.34896288259162456e+07 -1.40087842548279468e-02 -7.58619896266314771e-03 
 1.38038426460285503e+07 -1.41880266997132798e-02 -7.11701771957830645e-03 
 1.41253754462272376e+07 -1.43477882086915556e-02 -6.64214825043749069e-03 
 1.44543977074589618e+07 -1.44875488514703294e-02 -6.16258150599100375e-03 
 1.47910838816817533e+07 -1.46068631573792740e-02 -5.67936859502328906e-03 
 1.51356124843617529e+07 -1.47053670374883896e-02 -5.19361306623106200e-03 
 1.54881661891244762e+07 -1.47827837499730132e-02 -4.70646240473232905e-03 
 1.58489319246107899e+07 -1.48389288150102445e-02 -4.21909887925866773e-03 
 1.62181009735889453e+07 -1.48737138086034101e-02 -3.73272987834963495e-03 
 1.65958690743752439e+07 -1.48871489848303624e-02 -3.24857788813723031e-03 
 1.69824365246170722e+07 -1.48793446987467957e-02 -2.76787026506733654e-03 
 1.73780082874933742e+07 -1.48505116220038862e-02 -2.29182895994734914e-03 
 1.77827941003888398e+07 -1.48009597682657208e-02 -1.82166034630772350e-03 
 1.81970085860994384e+07 -1.47310963635252194e-02 -1.35854529947931836e-03 
 1.86208713666282669e+07 -1.46414226160305576e-02 -9.03629666558733425e-04 
 1.90546071796320528e+07 -1.45325294585964809e-02 -4.58015253732202226e-04 
 1.94984459975800253e+07 -1.44050923498249550e-02 -2.27514466117925782e-05 
 1.99526231496883593e+07 -1.42598652347686317e-02  4.01172437568016800e-04 
