deck,cap1_max,fout_hi,fout_lo,freq,i12_avg,i33_avg,t_a,t_b,t_half_a,vref_avg,vth_avg
supply_ptat_vdd12_1.08_T27,1.08216,1.09804,-0.0111555,1590559.0,-1.54866e-07,-5.72541e-05,5.6548e-06,1.57142e-05,3.14151e-07,1.04599,1.04605
supply_ptat_vdd12_1.32_T27,1.08215,1.33796,-0.00961163,1590574.0,-1.90343e-07,-5.72543e-05,5.65466e-06,1.57139e-05,3.14267e-07,1.04599,1.04605
supply_ptat_vdd3.0_T27,1.07464,1.21651,-0.0108014,1601238.0,-1.728e-07,-5.64512e-05,5.62366e-06,1.56159e-05,3.12149e-07,1.03891,1.03892
supply_ptat_vdd3.3_T27,1.08216,1.21807,-0.0106491,1590554.0,-1.71753e-07,-5.72545e-05,5.65473e-06,1.57141e-05,3.14221e-07,1.04599,1.04605
supply_ptat_vdd3.6_T27,1.09577,1.21726,-0.0110905,1571764.0,-1.69847e-07,-5.82243e-05,5.71072e-06,1.58904e-05,3.17964e-07,1.0608,1.06093
supply_ref_vdd3.0_T27,1.06783,1.21677,-0.0108047,1611488.0,-1.73783e-07,-5.64531e-05,5.60648e-06,1.55352e-05,3.10149e-07,1.03786,1.03149
supply_ref_vdd3.3_T27,1.07797,1.21758,-0.0110051,1596680.0,-1.72704e-07,-5.72585e-05,5.64865e-06,1.56694e-05,3.12997e-07,1.03786,1.04172
supply_ref_vdd3.6_T27,1.09695,1.21805,-0.010852,1570195.0,-1.706e-07,-5.82108e-05,5.72663e-06,1.59164e-05,3.18269e-07,1.03786,1.06257
