deck,cap1_max,fout_hi,fout_lo,freq,i12_avg,i33_avg,t_a,t_b,t_half_a,vref_avg,vth_avg
nom_ptat_T27,1.08216,1.21807,-0.0106491,1590554.0,-1.71753e-07,-5.72545e-05,5.65473e-06,1.57141e-05,3.14221e-07,1.04599,1.04605
nom_ref_T27,1.07797,1.21758,-0.0110051,1596680.0,-1.72704e-07,-5.72585e-05,5.64865e-06,1.56694e-05,3.12997e-07,1.03786,1.04172
