run	variables	points	finite	nonfinite	t_start_s	t_stop_s	window_start_s	master_min_V	master_max_V	master_crossings	master_ef_min_V	master_ef_max_V	master_ef_crossings	slave_min_V	slave_max_V	slave_crossings	output_min_V	output_max_V	output_crossings
unloaded-2ns-v1	361	1144	412984	0	0	2.0000000000000001e-09	2.0000000000000001e-10	-0.00081463823190075502	0.25180056647885563	11	-0.00023773528828829882	0.093578748531060629	5	-0.25074111604060878	0.23139253021349404	7	-0.083972832110594364	-8.6105132313107902e-07	0
unloaded-4ns-v2	361	2284	824524	0	0	4.0000000000000002e-09	2.0000000000000001e-09	0.20229923354513302	0.50407597599703924	0	0.057093398221009561	0.32690075387669104	0	-0.47500340100450145	0.46448126640226528	20	-0.18407894043558648	-0.044507643871527947	0
loaded-4ns-v1	363	2284	829092	0	0	4.0000000000000002e-09	2.0000000000000001e-09	-0.57165773239142958	0.48244172301138333	20	0.089192889950361787	0.18620592280957915	0	0.34042615038922142	0.69691870359099162	0	0.30252501420703637	0.69131935778643905	0
