 v-sweep         id_hv           id_lv          
-3.00000000e-01  5.15583245e-15  1.18101119e-13 
-2.90000000e-01  5.97488726e-15  1.26359985e-13 
-2.80000000e-01  6.97171249e-15  1.37623850e-13 
-2.70000000e-01  8.16862330e-15  1.52654827e-13 
-2.60000000e-01  9.59320020e-15  1.72423486e-13 
-2.50000000e-01  1.12796547e-14  1.98166287e-13 
-2.40000000e-01  1.32702613e-14  2.31458625e-13 
-2.30000000e-01  1.56169354e-14  2.74308341e-13 
-2.20000000e-01  1.83831169e-14  3.29275309e-13 
-2.10000000e-01  2.16460331e-14  3.99624363e-13 
-2.00000000e-01  2.54994689e-14  4.89521239e-13 
-1.90000000e-01  3.00571748e-14  6.04283297e-13 
-1.80000000e-01  3.54570584e-14  7.50700801e-13 
-1.70000000e-01  4.18663705e-14  9.37448897e-13 
-1.60000000e-01  4.94880493e-14  1.17561550e-12 
-1.50000000e-01  5.85685622e-14  1.47937858e-12 
-1.40000000e-01  6.94075425e-14  1.86687534e-12 
-1.30000000e-01  8.23696797e-14  2.36131732e-12 
-1.20000000e-01  9.78993313e-14  2.99242300e-12 
-1.10000000e-01  1.16538587e-13  3.79825709e-12 
-1.00000000e-01  1.38949530e-13  4.82759429e-12 
-9.00000000e-02  1.65941744e-13  6.14295705e-12 
-8.00000000e-02  1.98506283e-13  7.82452139e-12 
-7.00000000e-02  2.37857732e-13  9.97513994e-12 
-6.00000000e-02  2.85486248e-13  1.27268042e-11 
-5.00000000e-02  3.43222028e-13  1.62489604e-11 
-4.00000000e-02  4.13315240e-13  2.07592143e-11 
-3.00000000e-02  4.98535240e-13  2.65371146e-11 
-2.00000000e-02  6.02293711e-13  3.39419067e-11 
-1.00000000e-02  7.28797753e-13  4.34354043e-11 
 8.67361738e-17  8.83240192e-13  5.56114653e-11 
 1.00000000e-02  1.07203647e-12  7.12339865e-11 
 2.00000000e-02  1.30311965e-12  9.12858935e-11 
 3.00000000e-02  1.58630798e-12  1.17032323e-10 
 4.00000000e-02  1.93376337e-12  1.50102128e-10 
 5.00000000e-02  2.36056340e-12  1.92593049e-10 
 6.00000000e-02  2.88541561e-12  2.47207447e-10 
 7.00000000e-02  3.53154999e-12  3.17427526e-10 
 8.00000000e-02  4.32783474e-12  4.07741580e-10 
 9.00000000e-02  5.31017212e-12  5.23936176e-10 
 1.00000000e-01  6.52324558e-12  6.73473571e-10 
 1.10000000e-01  8.02270811e-12  8.65979293e-10 
 1.20000000e-01  9.87792449e-12  1.11387219e-09 
 1.30000000e-01  1.21754098e-11  1.43317863e-09 
 1.40000000e-01  1.50231432e-11  1.84458478e-09 
 1.50000000e-01  1.85559827e-11  2.37479673e-09 
 1.60000000e-01  2.29424661e-11  3.05829852e-09 
 1.70000000e-01  2.83933556e-11  3.93962440e-09 
 1.80000000e-01  3.51723811e-11  5.07629555e-09 
 1.90000000e-01  4.36097527e-11  6.54261454e-09 
 2.00000000e-01  5.41191648e-11  8.43456691e-09 
 2.10000000e-01  6.72192050e-11  1.08761495e-08 
 2.20000000e-01  8.35603197e-11  1.40275358e-08 
 2.30000000e-01  1.03958795e-10  1.80956013e-08 
 2.40000000e-01  1.29439598e-10  2.33474749e-08 
 2.50000000e-01  1.61290403e-10  3.01279562e-08 
 2.60000000e-01  2.01129770e-10  3.88818527e-08 
 2.70000000e-01  2.50993183e-10  5.01825408e-08 
 2.80000000e-01  3.13441705e-10  6.47683470e-08 
 2.90000000e-01  3.91699208e-10  8.35886516e-08 
 3.00000000e-01  4.89825764e-10  1.07861931e-07 
 3.10000000e-01  6.12936780e-10  1.39148194e-07 
 3.20000000e-01  7.67480013e-10  1.79438363e-07 
 3.30000000e-01  9.61585812e-10  2.31262926e-07 
 3.40000000e-01  1.20550999e-09  2.97821457e-07 
 3.50000000e-01  1.51219388e-09  3.83133039e-07 
 3.60000000e-01  1.89797246e-09  4.92204983e-07 
 3.70000000e-01  2.38346970e-09  6.31213230e-07 
 3.80000000e-01  2.99473004e-09  8.07682556e-07 
 3.90000000e-01  3.76464775e-09  1.03064866e-06 
 4.00000000e-01  4.73477115e-09  1.31077884e-06 
 4.10000000e-01  5.95757760e-09  1.66042526e-06 
 4.20000000e-01  7.49933814e-09  2.09358681e-06 
 4.30000000e-01  9.44371760e-09  2.62576398e-06 
 4.40000000e-01  1.18962879e-08  3.27370434e-06 
 4.50000000e-01  1.49901674e-08  4.05505161e-06 
 4.60000000e-01  1.88930380e-08  4.98792392e-06 
 4.70000000e-01  2.38158277e-08  6.09045394e-06 
 4.80000000e-01  3.00233785e-08  7.38032444e-06 
 4.90000000e-01  3.78474337e-08  8.87432913e-06 
 5.00000000e-01  4.77022623e-08  1.05879828e-05 
 5.10000000e-01  6.01031685e-08  1.25351973e-05 
 5.20000000e-01  7.56879829e-08  1.47280337e-05 
 5.30000000e-01  9.52413633e-08  1.71765310e-05 
 5.40000000e-01  1.19721311e-07  1.98886095e-05 
 5.50000000e-01  1.50286710e-07  2.28700388e-05 
 5.60000000e-01  1.88323943e-07  2.61244614e-05 
 5.70000000e-01  2.35469775e-07  2.96534634e-05 
 5.80000000e-01  2.93626922e-07  3.34566809e-05 
 5.90000000e-01  3.64968258e-07  3.75319379e-05 
 6.00000000e-01  4.51925718e-07  4.18754058e-05 
 6.10000000e-01  5.57160950e-07  4.64817779e-05 
 6.20000000e-01  6.83516579e-07  5.13444527e-05 
 6.30000000e-01  8.33949344e-07  5.64557174e-05 
 6.40000000e-01  1.01144890e-06  6.18069280e-05 
 6.50000000e-01  1.21894807e-06  6.73886807e-05 
 6.60000000e-01  1.45923121e-06  7.31909710e-05 
 6.70000000e-01  1.73484765e-06  7.92033410e-05 
 6.80000000e-01  2.04803569e-06  8.54150102e-05 
 6.90000000e-01  2.40066189e-06  9.18149941e-05 
 7.00000000e-01  2.79417829e-06  9.83922074e-05 
 7.10000000e-01  3.22959890e-06  1.05135554e-04 
 7.20000000e-01  3.70749539e-06  1.12034006e-04 
 7.30000000e-01  4.22801051e-06  1.19076669e-04 
 7.40000000e-01  4.79088653e-06  1.26252838e-04 
 7.50000000e-01  5.39550547e-06  1.33552045e-04 
 7.60000000e-01  6.04093691e-06  1.40964095e-04 
 7.70000000e-01  6.72598975e-06  1.48479099e-04 
 7.80000000e-01  7.44926426e-06  1.56087494e-04 
 7.90000000e-01  8.20920163e-06  1.63780061e-04 
 8.00000000e-01  9.00412926e-06  1.71547937e-04 
 8.10000000e-01  9.83230054e-06  1.79382620e-04 
 8.20000000e-01  1.06919287e-05  1.87275976e-04 
 8.30000000e-01  1.15812151e-05  1.95220233e-04 
 8.40000000e-01  1.24983716e-05  2.03207978e-04 
 8.50000000e-01  1.34416390e-05  2.11232154e-04 
 8.60000000e-01  1.44093005e-05  2.19286051e-04 
 8.70000000e-01  1.53996920e-05  2.27363297e-04 
 8.80000000e-01  1.64112097e-05  2.35457845e-04 
 8.90000000e-01  1.74423150e-05  2.43563967e-04 
 9.00000000e-01  1.84915380e-05  2.51676242e-04 
 9.10000000e-01  1.95574784e-05  2.59789542e-04 
 9.20000000e-01  2.06388067e-05  2.67899024e-04 
 9.30000000e-01  2.17342630e-05  2.76000118e-04 
 9.40000000e-01  2.28426564e-05  2.84088515e-04 
 9.50000000e-01  2.39628625e-05  2.92160159e-04 
 9.60000000e-01  2.50938220e-05  3.00211234e-04 
 9.70000000e-01  2.62345375e-05  3.08238155e-04 
 9.80000000e-01  2.73840714e-05  3.16237557e-04 
 9.90000000e-01  2.85415429e-05  3.24206289e-04 
 1.00000000e+00  2.97061252e-05  3.32141400e-04 
 1.01000000e+00  3.08770429e-05  3.40040131e-04 
 1.02000000e+00  3.20535687e-05  3.47899909e-04 
 1.03000000e+00  3.32350214e-05  3.55718337e-04 
 1.04000000e+00  3.44207628e-05  3.63493185e-04 
 1.05000000e+00  3.56101950e-05  3.71222382e-04 
 1.06000000e+00  3.68027586e-05  3.78904008e-04 
 1.07000000e+00  3.79979297e-05  3.86536291e-04 
 1.08000000e+00  3.91952180e-05  3.94117593e-04 
 1.09000000e+00  4.03941648e-05  4.01646408e-04 
 1.10000000e+00  4.15943407e-05  4.09121354e-04 
 1.11000000e+00  4.27953440e-05  4.16541166e-04 
 1.12000000e+00  4.39967987e-05  4.23904691e-04 
 1.13000000e+00  4.51983532e-05  4.31210882e-04 
 1.14000000e+00  4.63996782e-05  4.38458791e-04 
 1.15000000e+00  4.76004658e-05  4.45647566e-04 
 1.16000000e+00  4.88004278e-05  4.52776444e-04 
 1.17000000e+00  4.99992944e-05  4.59844747e-04 
 1.18000000e+00  5.11968134e-05  4.66851878e-04 
 1.19000000e+00  5.23927485e-05  4.73797314e-04 
 1.20000000e+00  5.35868787e-05  4.80680604e-04 
 1.21000000e+00  5.47789971e-05  4.87501365e-04 
 1.22000000e+00  5.59689101e-05  4.94259277e-04 
 1.23000000e+00  5.71564366e-05  5.00954079e-04 
 1.24000000e+00  5.83414070e-05  5.07585569e-04 
 1.25000000e+00  5.95236627e-05  5.14153594e-04 
 1.26000000e+00  6.07030552e-05  5.20658054e-04 
 1.27000000e+00  6.18794456e-05  5.27098895e-04 
 1.28000000e+00  6.30527041e-05  5.33476105e-04 
 1.29000000e+00  6.42227090e-05  5.39789717e-04 
 1.30000000e+00  6.53893468e-05  5.46039799e-04 
 1.31000000e+00  6.65525113e-05  5.52226457e-04 
 1.32000000e+00  6.77121030e-05  5.58349831e-04 
 1.33000000e+00  6.88680292e-05  5.64410091e-04 
 1.34000000e+00  7.00202032e-05  5.70407438e-04 
 1.35000000e+00  7.11685442e-05  5.76342100e-04 
 1.36000000e+00  7.23129765e-05  5.82214332e-04 
 1.37000000e+00  7.34534298e-05  5.88024410e-04 
 1.38000000e+00  7.45898384e-05  5.93772635e-04 
 1.39000000e+00  7.57221411e-05  5.99459327e-04 
 1.40000000e+00  7.68502809e-05  6.05084826e-04 
 1.41000000e+00  7.79742049e-05  6.10649489e-04 
 1.42000000e+00  7.90938639e-05  6.16153689e-04 
 1.43000000e+00  8.02092121e-05  6.21597816e-04 
 1.44000000e+00  8.13202073e-05  6.26982272e-04 
 1.45000000e+00  8.24268103e-05  6.32307471e-04 
 1.46000000e+00  8.35289846e-05  6.37573840e-04 
 1.47000000e+00  8.46266970e-05  6.42781817e-04 
 1.48000000e+00  8.57199164e-05  6.47931848e-04 
 1.49000000e+00  8.68086147e-05  6.53024389e-04 
 1.50000000e+00  8.78927657e-05  6.58059903e-04 
 1.51000000e+00  8.89723458e-05  6.63038861e-04 
 1.52000000e+00  9.00473331e-05  6.67961738e-04 
 1.53000000e+00  9.11177080e-05  6.72829018e-04 
 1.54000000e+00  9.21834526e-05  6.77641188e-04 
 1.55000000e+00  9.32445508e-05  6.82398738e-04 
 1.56000000e+00  9.43009882e-05  6.87102163e-04 
 1.57000000e+00  9.53527521e-05  6.91751961e-04 
 1.58000000e+00  9.63998310e-05  6.96348633e-04 
 1.59000000e+00  9.74422150e-05  7.00892682e-04 
 1.60000000e+00  9.84798955e-05  7.05384610e-04 
 1.61000000e+00  9.95128653e-05  7.09824923e-04 
 1.62000000e+00  1.00541118e-04  7.14214128e-04 
 1.63000000e+00  1.01564649e-04  7.18552729e-04 
 1.64000000e+00  1.02583455e-04  7.22841234e-04 
 1.65000000e+00  1.03597531e-04  7.27080148e-04 
 1.66000000e+00  1.04606877e-04  7.31269975e-04 
 1.67000000e+00  1.05611492e-04  7.35411219e-04 
 1.68000000e+00  1.06611375e-04  7.39504384e-04 
 1.69000000e+00  1.07606526e-04  7.43549971e-04 
 1.70000000e+00  1.08596949e-04  7.47548478e-04 
 1.71000000e+00  1.09582644e-04  7.51500402e-04 
 1.72000000e+00  1.10563615e-04  7.55406240e-04 
 1.73000000e+00  1.11539865e-04  7.59266483e-04 
 1.74000000e+00  1.12511398e-04  7.63081621e-04 
 1.75000000e+00  1.13478219e-04  7.66852142e-04 
 1.76000000e+00  1.14440335e-04  7.70578530e-04 
 1.77000000e+00  1.15397749e-04  7.74261267e-04 
 1.78000000e+00  1.16350470e-04  7.77900829e-04 
 1.79000000e+00  1.17298504e-04  7.81497692e-04 
 1.80000000e+00  1.18241857e-04  7.85052328e-04 
