 v-sweep         id_hv           id_lv          
-3.00000000e-01  6.76084920e-13  4.43586329e-12 
-2.90000000e-01  6.77078531e-13  4.91330776e-12 
-2.80000000e-01  6.85744133e-13  5.49295996e-12 
-2.70000000e-01  7.07243550e-13  6.19709653e-12 
-2.60000000e-01  7.46469828e-13  7.05298013e-12 
-2.50000000e-01  8.08248479e-13  8.09399512e-12 
-2.40000000e-01  8.97095815e-13  9.36104612e-12 
-2.30000000e-01  1.01712625e-12  1.09042804e-11 
-2.20000000e-01  1.17211814e-12  1.27852106e-11 
-2.10000000e-01  1.36570549e-12  1.50793310e-11 
-2.00000000e-01  1.60164361e-12  1.78793446e-11 
-1.90000000e-01  1.88410082e-12  2.12991443e-11 
-1.80000000e-01  2.21794498e-12  2.54787264e-11 
-1.70000000e-01  2.60901309e-12  3.05902578e-11 
-1.60000000e-01  3.06436671e-12  3.68455687e-11 
-1.50000000e-01  3.59254490e-12  4.45054119e-11 
-1.40000000e-01  4.20382987e-12  5.38909061e-11 
-1.30000000e-01  4.91054182e-12  6.53976859e-11 
-1.20000000e-01  5.72737887e-12  7.95134020e-11 
-1.10000000e-01  6.67181791e-12  9.68393745e-11 
-1.00000000e-01  7.76459280e-12  1.18117391e-10 
-9.00000000e-02  9.03026716e-12  1.44262885e-10 
-8.00000000e-02  1.04979216e-11  1.76406021e-10 
-7.00000000e-02  1.22019785e-11  2.15942591e-10 
-6.00000000e-02  1.41831906e-11  2.64597086e-10 
-5.00000000e-02  1.64898275e-11  3.24500862e-10 
-4.00000000e-02  1.91790966e-11  3.98289055e-10 
-3.00000000e-02  2.23188484e-11  4.89220775e-10 
-2.00000000e-02  2.59896198e-11  6.01328184e-10 
-1.00000000e-02  3.02870862e-11  7.39601479e-10 
 8.67361738e-17  3.53250041e-11  9.10218444e-10 
 1.00000000e-02  4.12387443e-11  1.12082941e-09 
 2.00000000e-02  4.81895363e-11  1.38091103e-09 
 3.00000000e-02  5.63695702e-11  1.70220557e-09 
 4.00000000e-02  6.60081331e-11  2.09926656e-09 
 5.00000000e-02  7.73789933e-11  2.59013650e-09 
 6.00000000e-02  9.08092917e-11  3.19718878e-09 
 7.00000000e-02  1.06690253e-10  3.94817371e-09 
 8.00000000e-02  1.25490101e-10  4.87751812e-09 
 9.00000000e-02  1.47769627e-10  6.02793996e-09 
 1.00000000e-01  1.74200990e-10  7.45245418e-09 
 1.10000000e-01  2.05590401e-10  9.21686434e-09 
 1.20000000e-01  2.42905536e-10  1.14028568e-08 
 1.30000000e-01  2.87308662e-10  1.41118416e-08 
 1.40000000e-01  3.40196686e-10  1.74697190e-08 
 1.50000000e-01  4.03249614e-10  2.16327882e-08 
 1.60000000e-01  4.78489182e-10  2.67950696e-08 
 1.70000000e-01  5.68349851e-10  3.31973634e-08 
 1.80000000e-01  6.75764786e-10  4.11384445e-08 
 1.90000000e-01  8.04270037e-10  5.09888672e-08 
 2.00000000e-01  9.58130798e-10  6.32079504e-08 
 2.10000000e-01  1.14249448e-09  7.83646088e-08 
 2.20000000e-01  1.36357632e-09  9.71628062e-08 
 2.30000000e-01  1.62888455e-09  1.20472501e-07 
 2.40000000e-01  1.94749345e-09  1.49367043e-07 
 2.50000000e-01  2.33037467e-09  1.85168009e-07 
 2.60000000e-01  2.79079913e-09  2.29498444e-07 
 2.70000000e-01  3.34482450e-09  2.84345294e-07 
 2.80000000e-01  4.01188636e-09  3.52131483e-07 
 2.90000000e-01  4.81551481e-09  4.35797447e-07 
 3.00000000e-01  5.78420267e-09  5.38891004e-07 
 3.10000000e-01  6.95245661e-09  6.65663055e-07 
 3.20000000e-01  8.36206830e-09  8.21164832e-07 
 3.30000000e-01  1.00636499e-08  1.01134034e-06 
 3.40000000e-01  1.21184853e-08  1.24310548e-06 
 3.50000000e-01  1.46007581e-08  1.52440356e-06 
 3.60000000e-01  1.76002245e-08  1.86422618e-06 
 3.70000000e-01  2.12254111e-08  2.27258911e-06 
 3.80000000e-01  2.56074222e-08  2.76045561e-06 
 3.90000000e-01  3.09044518e-08  3.33960408e-06 
 4.00000000e-01  3.73070947e-08  4.02244265e-06 
 4.10000000e-01  4.50445488e-08  4.82177892e-06 
 4.20000000e-01  5.43917850e-08  5.75055761e-06 
 4.30000000e-01  6.56777343e-08  6.82158149e-06 
 4.40000000e-01  7.92944883e-08  8.04723127e-06 
 4.50000000e-01  9.57074348e-08  9.43919919e-06 
 4.60000000e-01  1.15466138e-07  1.10082488e-05 
 4.70000000e-01  1.39215629e-07  1.27640104e-05 
 4.80000000e-01  1.67707577e-07  1.47148180e-05 
 4.90000000e-01  2.01810624e-07  1.68675918e-05 
 5.00000000e-01  2.42518925e-07  1.92277649e-05 
 5.10000000e-01  2.90957761e-07  2.17992524e-05 
 5.20000000e-01  3.48384980e-07  2.45844586e-05 
 5.30000000e-01  4.16187046e-07  2.75843164e-05 
 5.40000000e-01  4.95868646e-07  3.07983554e-05 
 5.50000000e-01  5.89035213e-07  3.42247907e-05 
 5.60000000e-01  6.97368277e-07  3.78606304e-05 
 5.70000000e-01  8.22594219e-07  4.17017936e-05 
 5.80000000e-01  9.66447680e-07  4.57432373e-05 
 5.90000000e-01  1.13063144e-06  4.99790852e-05 
 6.00000000e-01  1.31677502e-06  5.44027566e-05 
 6.10000000e-01  1.52639422e-06  5.90070905e-05 
 6.20000000e-01  1.76085409e-06  6.37844637e-05 
 6.30000000e-01  2.02133699e-06  6.87269002e-05 
 6.40000000e-01  2.30881759e-06  7.38261711e-05 
 6.50000000e-01  2.62404555e-06  7.90738844e-05 
 6.60000000e-01  2.96753663e-06  8.44615651e-05 
 6.70000000e-01  3.33957195e-06  8.99807250e-05 
