 v-sweep         id_std          id_elt         
-3.00000000e-01  2.24572463e-12  2.24572437e-12 
-2.90000000e-01  2.11363190e-12  2.11363155e-12 
-2.80000000e-01  1.99188444e-12  1.99188399e-12 
-2.70000000e-01  1.87959039e-12  1.87958977e-12 
-2.60000000e-01  1.77593082e-12  1.77592996e-12 
-2.50000000e-01  1.68015540e-12  1.68015418e-12 
-2.40000000e-01  1.59157850e-12  1.59157674e-12 
-2.30000000e-01  1.50957582e-12  1.50957325e-12 
-2.20000000e-01  1.43358190e-12  1.43357812e-12 
-2.10000000e-01  1.36308853e-12  1.36308295e-12 
-2.00000000e-01  1.29764469e-12  1.29763643e-12 
-1.90000000e-01  1.23685822e-12  1.23684596e-12 
-1.80000000e-01  1.18040060e-12  1.18038236e-12 
-1.70000000e-01  1.12801548e-12  1.12798827e-12 
-1.60000000e-01  1.07953338e-12  1.07949275e-12 
-1.50000000e-01  1.03489510e-12  1.03483445e-12 
-1.40000000e-01  9.94188187e-13  9.94097564e-13 
-1.30000000e-01  9.57702789e-13  9.57567269e-13 
-1.20000000e-01  9.26016146e-13  9.25813441e-13 
-1.10000000e-01  9.00120415e-13  8.99817097e-13 
-1.00000000e-01  8.81614434e-13  8.81160344e-13 
-9.00000000e-02  8.72991197e-13  8.72311124e-13 
-8.00000000e-02  8.78069051e-13  8.77050118e-13 
-7.00000000e-02  9.02636621e-13  9.01109473e-13 
-6.00000000e-02  9.55418744e-13  9.53129222e-13 
-5.00000000e-02  1.04952171e-12  1.04608814e-12 
-4.00000000e-02  1.20459702e-12  1.19944610e-12 
-3.00000000e-02  1.45008036e-12  1.44235069e-12 
-2.00000000e-02  1.83004134e-12  1.81843850e-12 
-1.00000000e-02  2.41044763e-12  2.39302574e-12 
 8.67361738e-17  3.29004599e-12  3.26387924e-12 
 1.00000000e-02  4.61666743e-12  4.57735525e-12 
 2.00000000e-02  6.61166467e-12  6.55258669e-12 
 3.00000000e-02  9.60654749e-12  9.51774154e-12 
 4.00000000e-02  1.40979190e-11  1.39643904e-11 
 5.00000000e-02  2.08298739e-11  2.06290476e-11 
 6.00000000e-02  3.09176161e-11  3.06154966e-11 
 7.00000000e-02  4.60329596e-11  4.55783411e-11 
 8.00000000e-02  6.86827542e-11  6.79984909e-11 
 9.00000000e-02  1.02626876e-10  1.01596715e-10 
 1.00000000e-01  1.53505869e-10  1.51954591e-10 
 1.10000000e-01  2.29783571e-10  2.27447024e-10 
 1.20000000e-01  3.44163025e-10  3.40642916e-10 
 1.30000000e-01  5.15713582e-10  5.10409258e-10 
 1.40000000e-01  7.73066653e-10  7.65072169e-10 
 1.50000000e-01  1.15921700e-09  1.14716583e-09 
 1.60000000e-01  1.73873537e-09  1.72056617e-09 
 1.70000000e-01  2.60860047e-09  2.58120404e-09 
 1.80000000e-01  3.91445787e-09  3.87314544e-09 
 1.90000000e-01  5.87500273e-09  5.81270645e-09 
 2.00000000e-01  8.81849178e-09  8.72456527e-09 
 2.10000000e-01  1.32372917e-08  1.30957173e-08 
 2.20000000e-01  1.98690808e-08  1.96558055e-08 
 2.30000000e-01  2.98170609e-08  2.94960701e-08 
 2.40000000e-01  4.47264138e-08  4.42440253e-08 
 2.50000000e-01  6.70399707e-08  6.63167097e-08 
 2.60000000e-01  1.00361304e-07  9.92807117e-08 
 2.70000000e-01  1.49954558e-07  1.48348583e-07 
 2.80000000e-01  2.23399323e-07  2.21030961e-07 
 2.90000000e-01  3.31381478e-07  3.27927627e-07 
 3.00000000e-01  4.88517889e-07  4.83559578e-07 
 3.10000000e-01  7.13974450e-07  7.07007028e-07 
 3.20000000e-01  1.03147998e-06  1.02195906e-06 
 3.30000000e-01  1.46829636e-06  1.45572881e-06 
 3.40000000e-01  2.05298219e-06  2.03704912e-06 
 3.50000000e-01  2.81243643e-06  2.79310578e-06 
 3.60000000e-01  3.76933856e-06  3.74691569e-06 
 3.70000000e-01  4.94105929e-06  4.91615426e-06 
 3.80000000e-01  6.34027309e-06  6.31371142e-06 
 3.90000000e-01  7.97658401e-06  7.94931074e-06 
 4.00000000e-01  9.85821389e-06  9.83122709e-06 
 4.10000000e-01  1.19931651e-05  1.19674873e-05 
 4.20000000e-01  1.43897541e-05  1.43664317e-05 
 4.30000000e-01  1.70566852e-05  1.70368016e-05 
 4.40000000e-01  2.00028815e-05  1.99875738e-05 
 4.50000000e-01  2.32372349e-05  2.32277074e-05 
 4.60000000e-01  2.67683639e-05  2.67658972e-05 
 4.70000000e-01  3.06044135e-05  3.06103698e-05 
 4.80000000e-01  3.47529088e-05  3.47687315e-05 
 4.90000000e-01  3.92206529e-05  3.92478650e-05 
 5.00000000e-01  4.40136637e-05  4.40538629e-05 
 5.10000000e-01  4.91371386e-05  4.91919915e-05 
 5.20000000e-01  5.45954406e-05  5.46666754e-05 
 5.30000000e-01  6.03920990e-05  6.04814985e-05 
 5.40000000e-01  6.65298222e-05  6.66392154e-05 
 5.50000000e-01  7.30105172e-05  7.31417716e-05 
 5.60000000e-01  7.98353160e-05  7.99903297e-05 
 5.70000000e-01  8.70046050e-05  8.71852990e-05 
 5.80000000e-01  9.45180588e-05  9.47263693e-05 
 5.90000000e-01  1.02374675e-04  1.02612546e-04 
 6.00000000e-01  1.10572811e-04  1.10842188e-04 
 6.10000000e-01  1.19110222e-04  1.19413045e-04 
 6.20000000e-01  1.27984101e-04  1.28322299e-04 
 6.30000000e-01  1.37191116e-04  1.37566601e-04 
 6.40000000e-01  1.46727451e-04  1.47142110e-04 
 6.50000000e-01  1.56588842e-04  1.57044539e-04 
 6.60000000e-01  1.66770619e-04  1.67269184e-04 
 6.70000000e-01  1.77267743e-04  1.77810972e-04 
 6.80000000e-01  1.88074842e-04  1.88664490e-04 
 6.90000000e-01  1.99186246e-04  1.99824029e-04 
 7.00000000e-01  2.10596025e-04  2.11283614e-04 
 7.10000000e-01  2.22298020e-04  2.23037039e-04 
 7.20000000e-01  2.34285875e-04  2.35077901e-04 
 7.30000000e-01  2.46553070e-04  2.47399628e-04 
 7.40000000e-01  2.59092946e-04  2.59995513e-04 
 7.50000000e-01  2.71898735e-04  2.72858734e-04 
 7.60000000e-01  2.84963584e-04  2.85982387e-04 
 7.70000000e-01  2.98280580e-04  2.99359507e-04 
 7.80000000e-01  3.11842772e-04  3.12983090e-04 
 7.90000000e-01  3.25643190e-04  3.26846115e-04 
 8.00000000e-01  3.39674866e-04  3.40941560e-04 
 8.10000000e-01  3.53930849e-04  3.55262424e-04 
 8.20000000e-01  3.68404222e-04  3.69801739e-04 
 8.30000000e-01  3.83088118e-04  3.84552588e-04 
 8.40000000e-01  3.97975728e-04  3.99508114e-04 
 8.50000000e-01  4.13060318e-04  4.14661533e-04 
 8.60000000e-01  4.28335234e-04  4.30006146e-04 
 8.70000000e-01  4.43793916e-04  4.45535347e-04 
 8.80000000e-01  4.59429902e-04  4.61242630e-04 
 8.90000000e-01  4.75236838e-04  4.77121595e-04 
 9.00000000e-01  4.91208480e-04  4.93165959e-04 
 9.10000000e-01  5.07338703e-04  5.09369556e-04 
 9.20000000e-01  5.23621502e-04  5.25726341e-04 
 9.30000000e-01  5.40050999e-04  5.42230396e-04 
 9.40000000e-01  5.56621440e-04  5.58875934e-04 
 9.50000000e-01  5.73327202e-04  5.75657294e-04 
 9.60000000e-01  5.90162793e-04  5.92568951e-04 
 9.70000000e-01  6.07122851e-04  6.09605510e-04 
 9.80000000e-01  6.24202147e-04  6.26761711e-04 
 9.90000000e-01  6.41395583e-04  6.44032424e-04 
