 v-sweep         id_hv           id_lv          
-3.00000000e-01  7.86162366e-14  1.00629637e-12 
-2.90000000e-01  8.48680428e-14  1.12887971e-12 
-2.80000000e-01  9.45183334e-14  1.28057151e-12 
-2.70000000e-01  1.08206777e-13  1.46817440e-12 
-2.60000000e-01  1.26514604e-13  1.70012747e-12 
-2.50000000e-01  1.49984420e-13  1.98690548e-12 
-2.40000000e-01  1.79157203e-13  2.34151711e-12 
-2.30000000e-01  2.14617537e-13  2.78012648e-12 
-2.20000000e-01  2.57040228e-13  3.32282922e-12 
-2.10000000e-01  3.07234787e-13  3.99462170e-12 
-2.00000000e-01  3.66187353e-13  4.82661195e-12 
-1.90000000e-01  4.35101659e-13  5.85753346e-12 
-1.80000000e-01  5.15441525e-13  7.13563787e-12 
-1.70000000e-01  6.08977780e-13  8.72106281e-12 
-1.60000000e-01  7.17842407e-13  1.06887950e-11 
-1.50000000e-01  8.44592813e-13  1.31323796e-11 
-1.40000000e-01  9.92289032e-13  1.61685649e-11 
-1.30000000e-01  1.16458709e-12  1.99431223e-11 
-1.20000000e-01  1.36585198e-12  2.46381379e-11 
-1.10000000e-01  1.60129456e-12  3.04811542e-11 
-1.00000000e-01  1.87713713e-12  3.77566333e-11 
-9.00000000e-02  2.20081393e-12  4.68203359e-11 
-8.00000000e-02  2.58121369e-12  5.81173635e-11 
-7.00000000e-02  3.02897318e-12  7.22048049e-11 
-6.00000000e-02  3.55683262e-12  8.97801675e-11 
-5.00000000e-02  4.18006599e-12  1.11717086e-10 
-4.00000000e-02  4.91700267e-12  1.39110178e-10 
-3.00000000e-02  5.78965970e-12  1.73331413e-10 
-2.00000000e-02  6.82450898e-12  2.16100959e-10 
-1.00000000e-02  8.05340862e-12  2.69576258e-10 
 8.67361738e-17  9.51473434e-12  3.36464043e-10 
 1.00000000e-02  1.12547548e-11  4.20161238e-10 
 2.00000000e-02  1.33293045e-11  5.24932244e-10 
 3.00000000e-02  1.58058201e-11  6.56132029e-10 
 4.00000000e-02  1.87658204e-11  8.20486948e-10 
 5.00000000e-02  2.23079288e-11  1.02644828e-09 
 6.00000000e-02  2.65515592e-11  1.28463739e-09 
 7.00000000e-02  3.16414128e-11  1.60840639e-09 
 8.00000000e-02  3.77529695e-11  2.01454431e-09 
 9.00000000e-02  4.50991948e-11  2.52416667e-09 
 1.00000000e-01  5.39387385e-11  3.16383621e-09 
 1.10000000e-01  6.45859617e-11  3.96697477e-09 
 1.20000000e-01  7.74232049e-11  4.97564219e-09 
 1.30000000e-01  9.29158089e-11  6.24277722e-09 
 1.40000000e-01  1.11630513e-10  7.83502000e-09 
 1.50000000e-01  1.34258004e-10  9.83626641e-09 
 1.60000000e-01  1.61640558e-10  1.23521422e-08 
 1.70000000e-01  1.94805959e-10  1.55156317e-08 
 1.80000000e-01  2.35009113e-10  1.94941552e-08 
 1.90000000e-01  2.83783149e-10  2.44984571e-08 
 2.00000000e-01  3.43002185e-10  3.07937568e-08 
 2.10000000e-01  4.14958450e-10  3.87137130e-08 
 2.20000000e-01  5.02457090e-10  4.86778756e-08 
 2.30000000e-01  6.08932744e-10  6.12134361e-08 
 2.40000000e-01  7.38592942e-10  7.69822397e-08 
 2.50000000e-01  8.96594539e-10  9.68141826e-08 
 2.60000000e-01  1.08926085e-09  1.21748265e-07 
 2.70000000e-01  1.32434893e-09  1.53082689e-07 
 2.80000000e-01  1.61137860e-09  1.92435418e-07 
 2.90000000e-01  1.96203754e-09  2.41816518e-07 
 3.00000000e-01  2.39068002e-09  3.03713237e-07 
 3.10000000e-01  2.91494070e-09  3.81188103e-07 
 3.20000000e-01  3.55649008e-09  4.77989139e-07 
 3.30000000e-01  4.34196373e-09  5.98669493e-07 
 3.40000000e-01  5.30410450e-09  7.48711369e-07 
 3.50000000e-01  6.48316559e-09  9.34646160e-07 
 3.60000000e-01  7.92863180e-09  1.16415947e-06 
 3.70000000e-01  9.70132808e-09  1.44616704e-06 
 3.80000000e-01  1.18759975e-08  1.79084624e-06 
 3.90000000e-01  1.45444455e-08  2.20960885e-06 
 4.00000000e-01  1.78193617e-08  2.71500503e-06 
 4.10000000e-01  2.18389486e-08  3.32055490e-06 
 4.20000000e-01  2.67724971e-08  4.04051274e-06 
 4.30000000e-01  3.28270611e-08  4.88957639e-06 
 4.40000000e-01  4.02553831e-08  5.88256028e-06 
 4.50000000e-01  4.93652116e-08  7.03405305e-06 
 4.60000000e-01  6.05301130e-08  8.35808023e-06 
 4.70000000e-01  7.42018166e-08  9.86779030e-06 
 4.80000000e-01  9.09240168e-08  1.15751787e-05 
 4.90000000e-01  1.11347388e-07  1.34908599e-05 
 5.00000000e-01  1.36245337e-07  1.56238944e-05 
 5.10000000e-01  1.66529709e-07  1.79816706e-05 
 5.20000000e-01  2.03265330e-07  2.05698407e-05 
 5.30000000e-01  2.47681883e-07  2.33923055e-05 
 5.40000000e-01  3.01181326e-07  2.64512408e-05 
 5.50000000e-01  3.65338904e-07  2.97471603e-05 
 5.60000000e-01  4.41895857e-07  3.32790069e-05 
 5.70000000e-01  5.32742393e-07  3.70442680e-05 
 5.80000000e-01  6.39890183e-07  4.10391072e-05 
 5.90000000e-01  7.65434699e-07  4.52585072e-05 
 6.00000000e-01  9.11508801e-07  4.96964195e-05 
 6.10000000e-01  1.08023003e-06  5.43459137e-05 
 6.20000000e-01  1.27364478e-06  5.91993248e-05 
 6.30000000e-01  1.49367283e-06  6.42483924e-05 
 6.40000000e-01  1.74205571e-06  6.94843918e-05 
