 v-sweep         id_hv           id_lv          
-3.00000000e-01  1.56282239e-13  3.12752311e-11 
-2.90000000e-01  2.52530608e-13  3.71739616e-11 
-2.80000000e-01  4.01183469e-13  4.43109248e-11 
-2.70000000e-01  6.11926056e-13  5.29491657e-11 
-2.60000000e-01  8.93501491e-13  6.34090182e-11 
-2.50000000e-01  1.25411639e-12  7.60807858e-11 
-2.40000000e-01  1.70210347e-12  9.14402669e-11 
-2.30000000e-01  2.24668458e-12  1.10067772e-10 
-2.20000000e-01  2.89872693e-12  1.32671427e-10 
-2.10000000e-01  3.67144971e-12  1.60115731e-10 
-2.00000000e-01  4.58108849e-12  1.93456586e-10 
-1.90000000e-01  5.64755364e-12  2.33984252e-10 
-1.80000000e-01  6.89513044e-12  2.83276066e-10 
-1.70000000e-01  8.35327008e-12  3.43261140e-10 
-1.60000000e-01  1.00575199e-11  4.16299814e-10 
-1.50000000e-01  1.20506407e-11  5.05281229e-10 
-1.40000000e-01  1.43839603e-11  6.13743213e-10 
-1.30000000e-01  1.71190194e-11  7.46019602e-10 
-1.20000000e-01  2.03295727e-11  9.07421354e-10 
-1.10000000e-01  2.41040217e-11  1.10445923e-09 
-1.00000000e-01  2.85483704e-11  1.34511767e-09 
-9.00000000e-02  3.37898157e-11  1.63919175e-09 
-8.00000000e-02  3.99811084e-11  1.99870173e-09 
-7.00000000e-02  4.73058520e-11  2.43840330e-09 
-6.00000000e-02  5.59849420e-11  2.97641561e-09 
-5.00000000e-02  6.62843960e-11  3.63499451e-09 
-4.00000000e-02  7.85248807e-11  4.44148455e-09 
-3.00000000e-02  9.30933086e-11  5.42949124e-09 
-2.00000000e-02  1.10456965e-10  6.64032468e-09 
-1.00000000e-02  1.31180727e-10  8.12477720e-09 
 8.67361738e-17  1.55948065e-10  9.94531221e-09 
 1.00000000e-02  1.85586673e-10  1.21787590e-08 
 2.00000000e-02  2.21099770e-10  1.49196298e-08 
 3.00000000e-02  2.63704347e-10  1.82842007e-08 
 4.00000000e-02  3.14877926e-10  2.24155308e-08 
 5.00000000e-02  3.76415764e-10  2.74896311e-08 
 6.00000000e-02  4.50500876e-10  3.37230381e-08 
 7.00000000e-02  5.39789773e-10  4.13821050e-08 
 8.00000000e-02  6.47517519e-10  5.07943798e-08 
 9.00000000e-02  7.77626510e-10  6.23625162e-08 
