 v-sweep         id_narrow       id_wide        
-3.00000000e-01  2.03762807e-14  2.54638675e-13 
-2.90000000e-01  1.91820183e-14  2.39736003e-13 
-2.80000000e-01  1.80432243e-14  2.25538252e-13 
-2.70000000e-01  1.69596557e-14  2.12047282e-13 
-2.60000000e-01  1.59318079e-14  1.99276196e-13 
-2.50000000e-01  1.49611384e-14  1.87252970e-13 
-2.40000000e-01  1.40503715e-14  1.76025365e-13 
-2.30000000e-01  1.32038994e-14  1.65667567e-13 
-2.20000000e-01  1.24283350e-14  1.56289270e-13 
-2.10000000e-01  1.17332581e-14  1.48048231e-13 
-2.00000000e-01  1.11322299e-14  1.41167093e-13 
-1.90000000e-01  1.06441855e-14  1.35957103e-13 
-1.80000000e-01  1.02953458e-14  1.32850297e-13 
-1.70000000e-01  1.01218324e-14  1.32444030e-13 
-1.60000000e-01  1.01732751e-14  1.35562709e-13 
-1.50000000e-01  1.05177645e-14  1.43342521e-13 
-1.40000000e-01  1.12486590e-14  1.57348768e-13 
-1.30000000e-01  1.24939482e-14  1.79737644e-13 
-1.20000000e-01  1.44291243e-14  2.13479477e-13 
-1.10000000e-01  1.72948736e-14  2.62667050e-13 
-1.00000000e-01  2.14214092e-14  3.32941155e-13 
-9.00000000e-02  2.72619320e-14  4.32078002e-13 
-8.00000000e-02  3.54386609e-14  5.70800632e-13 
-7.00000000e-02  4.68062031e-14  7.63899945e-13 
-6.00000000e-02  6.25387767e-14  1.03178353e-12 
-5.00000000e-02  8.42503725e-14  1.40261691e-12 
-4.00000000e-02  1.14160314e-13  1.91528411e-12 
-3.00000000e-02  1.55321476e-13  2.62348253e-12 
-2.00000000e-02  2.11934997e-13  3.60138866e-12 
-1.00000000e-02  2.89784428e-13  4.95149873e-12 
 8.67361738e-17  3.96834862e-13  6.81548338e-12 
 1.00000000e-02  5.44060033e-13  9.38921829e-12 
 2.00000000e-02  7.46584538e-13  1.29436033e-11 
 3.00000000e-02  1.02526179e-12  1.78534076e-11 
 4.00000000e-02  1.40885463e-12  2.46372440e-11 
 5.00000000e-02  1.93704979e-12  3.40129824e-11 
 6.00000000e-02  2.66462637e-12  4.69745840e-11 
 7.00000000e-02  3.66722201e-12  6.48986620e-11 
 8.00000000e-02  5.04931141e-12  8.96923057e-11 
 9.00000000e-02  6.95524942e-12  1.23998194e-10 
 1.00000000e-01  9.58456010e-12  1.71479262e-10 
 1.10000000e-01  1.32131031e-11  2.37213773e-10 
 1.20000000e-01  1.82224113e-11  3.28244059e-10 
 1.30000000e-01  2.51403355e-11  4.54338475e-10 
 1.40000000e-01  3.46973554e-11  6.29049457e-10 
 1.50000000e-01  4.79046430e-11  8.71183305e-10 
 1.60000000e-01  6.61622799e-11  1.20684190e-09 
 1.70000000e-01  9.14092904e-11  1.67225893e-09 
 1.80000000e-01  1.26331648e-10  2.31773955e-09 
 1.90000000e-01  1.74650624e-10  3.21313162e-09 
 2.00000000e-01  2.41522416e-10  4.45542155e-09 
 2.10000000e-01  3.34091736e-10  6.17927355e-09 
 2.20000000e-01  4.62258127e-10  8.57164039e-09 
 2.30000000e-01  6.39735558e-10  1.18919924e-08 
 2.40000000e-01  8.85515116e-10  1.65002726e-08 
 2.50000000e-01  1.22587933e-09  2.28954257e-08 
 2.60000000e-01  1.69716669e-09  3.17682967e-08 
 2.70000000e-01  2.34954740e-09  4.40738704e-08 
 2.80000000e-01  3.25214525e-09  6.11291757e-08 
 2.90000000e-01  4.49991922e-09  8.47445703e-08 
 3.00000000e-01  6.22278639e-09  1.17397180e-07 
 3.10000000e-01  8.59749134e-09  1.62455295e-07 
 3.20000000e-01  1.18626486e-08  2.24460275e-07 
 3.30000000e-01  1.63371145e-08  3.09466304e-07 
 3.40000000e-01  2.24412745e-08  4.25426083e-07 
 3.50000000e-01  3.07198815e-08  5.82591428e-07 
 3.60000000e-01  4.18638006e-08  7.93873845e-07 
 3.70000000e-01  5.67267159e-08  1.07508929e-06 
 3.80000000e-01  7.63321804e-08  1.44500651e-06 
 3.90000000e-01  1.01867059e-07  1.92514147e-06 
 4.00000000e-01  1.34659730e-07  2.53929014e-06 
 4.10000000e-01  1.76144743e-07  3.31284979e-06 
 4.20000000e-01  2.27818582e-07  4.27201895e-06 
 4.30000000e-01  2.91192550e-07  5.44297392e-06 
 4.40000000e-01  3.67748353e-07  6.85110317e-06 
 4.50000000e-01  4.58900238e-07  8.52035390e-06 
 4.60000000e-01  5.65965586e-07  1.04727179e-05 
 4.70000000e-01  6.90144124e-07  1.27278610e-05 
 4.80000000e-01  8.32504715e-07  1.53028808e-05 
 4.90000000e-01  9.93978099e-07  1.82121695e-05 
 5.00000000e-01  1.17535393e-06  2.14673542e-05 
 5.10000000e-01  1.37728083e-06  2.50772965e-05 
 5.20000000e-01  1.60026887e-06  2.90481412e-05 
 5.30000000e-01  1.84469388e-06  3.33834096e-05 
 5.40000000e-01  2.11080375e-06  3.80841345e-05 
 5.50000000e-01  2.39872600e-06  4.31490289e-05 
 5.60000000e-01  2.70847651e-06  4.85746794e-05 
 5.70000000e-01  3.03996883e-06  5.43557544e-05 
 5.80000000e-01  3.39302353e-06  6.04852147e-05 
 5.90000000e-01  3.76737750e-06  6.69545223e-05 
 6.00000000e-01  4.16269272e-06  7.37538393e-05 
 6.10000000e-01  4.57856463e-06  8.08722155e-05 
 6.20000000e-01  5.01452980e-06  8.82977624e-05 
 6.30000000e-01  5.47007315e-06  9.60178144e-05 
 6.40000000e-01  5.94463457e-06  1.04019075e-04 
 6.50000000e-01  6.43761497e-06  1.12287753e-04 
 6.60000000e-01  6.94838194e-06  1.20809680e-04 
 6.70000000e-01  7.47627491e-06  1.29570426e-04 
 6.80000000e-01  8.02060995e-06  1.38555396e-04 
 6.90000000e-01  8.58068414e-06  1.47749919e-04 
