 v-sweep         id_std          id_elt         
-3.00000000e-01  3.14242461e-11  2.99355121e-11 
-2.90000000e-01  3.81507801e-11  3.66336350e-11 
-2.80000000e-01  4.64514336e-11  4.48989377e-11 
-2.70000000e-01  5.66997810e-11  5.51032843e-11 
-2.60000000e-01  6.93591695e-11  6.77078869e-11 
-2.50000000e-01  8.50045156e-11  8.32849954e-11 
-2.40000000e-01  1.04349441e-10  1.02544901e-10 
-2.30000000e-01  1.28280066e-10  1.26369562e-10 
-2.20000000e-01  1.57897105e-10  1.55854492e-10 
-2.10000000e-01  1.94568313e-10  1.92360945e-10 
-2.00000000e-01  2.39993862e-10  2.37580964e-10 
-1.90000000e-01  2.96287826e-10  2.93618456e-10 
-1.80000000e-01  3.66079801e-10  3.63090302e-10 
-1.70000000e-01  4.52641633e-10  4.49252435e-10 
-1.60000000e-01  5.60045506e-10  5.56157132e-10 
-1.50000000e-01  6.93361174e-10  6.88849232e-10 
-1.40000000e-01  8.58902077e-10  8.53610989e-10 
-1.30000000e-01  1.06453247e-09  1.05826762e-09 
-1.20000000e-01  1.32005073e-09  1.31256865e-09 
-1.10000000e-01  1.63766775e-09  1.62866378e-09 
-1.00000000e-01  2.03260393e-09  2.02169688e-09 
-9.00000000e-02  2.52383418e-09  2.51054702e-09 
-8.00000000e-02  3.13501728e-09  3.11875313e-09 
-7.00000000e-02  3.89565503e-09  3.87566705e-09 
-6.00000000e-02  4.84253708e-09  4.81789102e-09 
-5.00000000e-02  6.02154087e-09  5.99106838e-09 
-4.00000000e-02  7.48987196e-09  7.45211247e-09 
-3.00000000e-02  9.31884912e-09  9.27197787e-09 
-2.00000000e-02  1.15973617e-08  1.15391007e-08 
-1.00000000e-02  1.44361530e-08  1.43636612e-08 
 8.67361738e-17  1.79731141e-08  1.78828531e-08 
 1.00000000e-02  2.23798056e-08  2.22673760e-08 
 2.00000000e-02  2.78694597e-08  2.77294033e-08 
 3.00000000e-02  3.47067494e-08  3.45323132e-08 
 4.00000000e-02  4.32196366e-08  4.30024949e-08 
 5.00000000e-02  5.38136252e-08  5.35435583e-08 
 6.00000000e-02  6.69887280e-08  6.66532610e-08 
 7.00000000e-02  8.33593978e-08  8.29434083e-08 
 8.00000000e-02  1.03677543e-07  1.03162858e-07 
 9.00000000e-02  1.28858524e-07  1.28223543e-07 
 1.00000000e-01  1.60009683e-07  1.59229080e-07 
 1.10000000e-01  1.98460456e-07  1.97505044e-07 
 1.20000000e-01  2.45792485e-07  2.44629353e-07 
 1.30000000e-01  3.03867410e-07  3.02460471e-07 
 1.40000000e-01  3.74849247e-07  3.73160354e-07 
 1.50000000e-01  4.61217721e-07  4.59208506e-07 
 1.60000000e-01  5.65768672e-07  5.63403230e-07 
 1.70000000e-01  6.91598065e-07  6.88846560e-07 
 1.80000000e-01  8.42067239e-07  8.38910379e-07 
 1.90000000e-01  1.02074869e-06  1.01718293e-06 
 2.00000000e-01  1.23135382e-06  1.22739703e-06 
 2.10000000e-01  1.47764589e-06  1.47334318e-06 
 2.20000000e-01  1.76334311e-06  1.75877234e-06 
 2.30000000e-01  2.09201726e-06  2.08729407e-06 
 2.40000000e-01  2.46699372e-06  2.46227557e-06 
 2.50000000e-01  2.89125812e-06  2.88674727e-06 
 2.60000000e-01  3.36737452e-06  3.36331959e-06 
 2.70000000e-01  3.89741916e-06  3.89411537e-06 
 2.80000000e-01  4.48293318e-06  4.48072102e-06 
 2.90000000e-01  5.12489646e-06  5.12415898e-06 
 3.00000000e-01  5.82372360e-06  5.82488230e-06 
 3.10000000e-01  6.57928129e-06  6.58279095e-06 
 3.20000000e-01  7.39092499e-06  7.39726753e-06 
 3.30000000e-01  8.25755100e-06  8.26722889e-06 
 3.40000000e-01  9.17765960e-06  9.19118896e-06 
