 v-sweep         id_hv           id_lv          
-3.00000000e-01  5.29328790e-12  2.14889266e-11 
-2.90000000e-01  5.29328790e-12  2.31179430e-11 
-2.80000000e-01  5.29328790e-12  2.50675836e-11 
-2.70000000e-01  5.29328790e-12  2.74029908e-11 
-2.60000000e-01  5.29538131e-12  3.02029233e-11 
-2.50000000e-01  5.33345740e-12  3.35626604e-11 
-2.40000000e-01  5.43941702e-12  3.75975367e-11 
-2.30000000e-01  5.64059344e-12  4.24472449e-11 
-2.20000000e-01  5.96442039e-12  4.82810761e-11 
-2.10000000e-01  6.43697361e-12  5.53043044e-11 
-2.00000000e-01  7.08219164e-12  6.37659691e-11 
-1.90000000e-01  7.92190606e-12  7.39683635e-11 
-1.80000000e-01  8.97658847e-12  8.62786089e-11 
-1.70000000e-01  1.02665851e-11  1.01142779e-10 
-1.60000000e-01  1.18135855e-11  1.19103140e-10 
-1.50000000e-01  1.36421298e-11  1.40819202e-10 
-1.40000000e-01  1.57810481e-11  1.67093438e-10 
-1.30000000e-01  1.82648079e-11  1.98902707e-10 
-1.20000000e-01  2.11348026e-11  2.37436663e-10 
-1.10000000e-01  2.44406451e-11  2.84144724e-10 
-1.00000000e-01  2.82415408e-11  3.40793514e-10 
-9.00000000e-02  3.26078163e-11  4.09537149e-10 
-8.00000000e-02  3.76226794e-11  4.93003243e-10 
-7.00000000e-02  4.33842837e-11  5.94398212e-10 
-6.00000000e-02  5.00081722e-11  7.17636197e-10 
-5.00000000e-02  5.76301825e-11  8.67496997e-10 
-4.00000000e-02  6.64099031e-11  1.04981953e-09 
-3.00000000e-02  7.65347865e-11  1.27173894e-09 
-2.00000000e-02  8.82250411e-11  1.54197716e-09 
-1.00000000e-02  1.01739448e-10  1.87119919e-09 
 8.67361738e-17  1.17382275e-10  2.27244989e-09 
 1.00000000e-02  1.35511499e-10  2.76168972e-09 
 2.00000000e-02  1.56548574e-10  3.35845178e-09 
 3.00000000e-02  1.80990060e-10  4.08664779e-09 
 4.00000000e-02  2.09421439e-10  4.97555691e-09 
 5.00000000e-02  2.42533577e-10  6.06103875e-09 
 6.00000000e-02  2.81142305e-10  7.38702150e-09 
 7.00000000e-02  3.26211757e-10  9.00732740e-09 
 8.00000000e-02  3.78882175e-10  1.09879117e-08 
 9.00000000e-02  4.40503060e-10  1.34096081e-08 
 1.00000000e-01  5.12672718e-10  1.63714939e-08 
 1.10000000e-01  5.97285447e-10  1.99950133e-08 
 1.20000000e-01  6.96587883e-10  2.44290255e-08 
 1.30000000e-01  8.13246283e-10  2.98559806e-08 
 1.40000000e-01  9.50426931e-10  3.64994671e-08 
 1.50000000e-01  1.11189223e-09  4.46334221e-08 
 1.60000000e-01  1.30211563e-09  5.45933507e-08 
 1.70000000e-01  1.52641899e-09  6.67899651e-08 
 1.80000000e-01  1.79113707e-09  8.17257159e-08 
 1.90000000e-01  2.10381414e-09  1.00014762e-07 
 2.00000000e-01  2.47343946e-09  1.22406992e-07 
 2.10000000e-01  2.91072895e-09  1.49816760e-07 
 2.20000000e-01  3.42846234e-09  1.83357032e-07 
 2.30000000e-01  4.04188664e-09  2.24379637e-07 
 2.40000000e-01  4.76919873e-09  2.74522197e-07 
 2.50000000e-01  5.63212263e-09  3.35762155e-07 
 2.60000000e-01  6.65659939e-09  4.10477947e-07 
 2.70000000e-01  7.87361121e-09  5.01516820e-07 
 2.80000000e-01  9.32016484e-09  6.12268009e-07 
 2.90000000e-01  1.10404637e-08  7.46738926e-07 
 3.00000000e-01  1.30873030e-08  9.09630693e-07 
 3.10000000e-01  1.55237262e-08  1.10640790e-06 
 3.20000000e-01  1.84249889e-08  1.34335603e-06 
 3.30000000e-01  2.18808777e-08  1.62761892e-06 
 3.40000000e-01  2.59984411e-08  1.96720825e-06 
