 v-sweep         id_hv           id_lv          
-3.00000000e-01  1.27349741e-14  9.89571785e-13 
-2.90000000e-01  1.63729573e-14  1.15472039e-12 
-2.80000000e-01  2.08026372e-14  1.36267529e-12 
-2.70000000e-01  2.61262594e-14  1.62373784e-12 
-2.60000000e-01  3.24708212e-14  1.95077496e-12 
-2.50000000e-01  3.99942834e-14  2.35986483e-12 
-2.40000000e-01  4.88921333e-14  2.87110743e-12 
-2.30000000e-01  5.94048350e-14  3.50964152e-12 
-2.20000000e-01  7.18266508e-14  4.30692221e-12 
-2.10000000e-01  8.65163893e-14  5.30232554e-12 
-2.00000000e-01  1.03910603e-13  6.54516534e-12 
-1.90000000e-01  1.24539881e-13  8.09722867e-12 
-1.80000000e-01  1.49048958e-13  1.00359649e-11 
-1.70000000e-01  1.78221519e-13  1.24584980e-11 
-1.60000000e-01  2.13010810e-13  1.54866763e-11 
-1.50000000e-01  2.54577400e-13  1.92734304e-11 
-1.40000000e-01  3.04335776e-13  2.40107811e-11 
-1.30000000e-01  3.64011842e-13  2.99399274e-11 
-1.20000000e-01  4.35713963e-13  3.73639612e-11 
-1.10000000e-01  5.22020765e-13  4.66638946e-11 
-1.00000000e-01  6.26089704e-13  5.83188727e-11 
-9.00000000e-02  7.51791497e-13  7.29316683e-11 
-8.00000000e-02  9.03876640e-13  9.12608526e-11 
-7.00000000e-02  1.08818185e-12  1.14261397e-10 
-6.00000000e-02  1.31188622e-12  1.43135933e-10 
-5.00000000e-02  1.58382935e-12  1.79399487e-10 
-4.00000000e-02  1.91490660e-12  2.24961247e-10 
-3.00000000e-02  2.31856078e-12  2.82227874e-10 
-2.00000000e-02  2.81139400e-12  3.54234072e-10 
-1.00000000e-02  3.41392989e-12  4.44807638e-10 
 8.67361738e-17  4.15156345e-12  5.58778144e-10 
 1.00000000e-02  5.05574606e-12  7.02240867e-10 
 2.00000000e-02  6.16546430e-12  8.82890622e-10 
 3.00000000e-02  7.52908727e-12  1.11044413e-09 
 4.00000000e-02  9.20667526e-12  1.39717449e-09 
 5.00000000e-02  1.12728672e-11  1.75858754e-09 
 6.00000000e-02  1.38204942e-11  2.21427809e-09 
 7.00000000e-02  1.69651041e-11  2.78901360e-09 
 8.00000000e-02  2.08506316e-11  3.51410633e-09 
 9.00000000e-02  2.56565059e-11  4.42915016e-09 
 1.00000000e-01  3.16065677e-11  5.58421953e-09 
 1.10000000e-01  3.89802616e-11  7.04265255e-09 
 1.20000000e-01  4.81266918e-11  8.88457339e-09 
 1.30000000e-01  5.94822846e-11  1.12113485e-08 
 1.40000000e-01  7.35929931e-11  1.41512215e-08 
 1.50000000e-01  9.11422287e-11  1.78664349e-08 
 1.60000000e-01  1.12986012e-10  2.25622219e-08 
 1.70000000e-01  1.40197231e-10  2.84981478e-08 
 1.80000000e-01  1.74121398e-10  3.60023930e-08 
 1.90000000e-01  2.16446909e-10  4.54897049e-08 
 2.00000000e-01  2.69293636e-10  5.74839053e-08 
 2.10000000e-01  3.35324666e-10  7.26460162e-08 
 2.20000000e-01  4.17887299e-10  9.18092590e-08 
 2.30000000e-01  5.21191017e-10  1.16022374e-07 
 2.40000000e-01  6.50532204e-10  1.46602863e-07 
 2.50000000e-01  8.12577961e-10  1.85201859e-07 
 2.60000000e-01  1.01572465e-09  2.33882255e-07 
 2.70000000e-01  1.27055089e-09  2.95211434e-07 
 2.80000000e-01  1.59039002e-09  3.72369258e-07 
 2.90000000e-01  1.99205332e-09  4.69270764e-07 
 3.00000000e-01  2.49674386e-09  5.90701065e-07 
 3.10000000e-01  3.13121068e-09  7.42457289e-07 
 3.20000000e-01  3.92920585e-09  9.31488961e-07 
 3.30000000e-01  4.93332274e-09  1.16602444e-06 
 3.40000000e-01  6.19731277e-09  1.45566767e-06 
 3.50000000e-01  7.78900127e-09  1.81144773e-06 
 3.60000000e-01  9.79395073e-09  2.24580427e-06 
 3.70000000e-01  1.23200517e-08  2.77249653e-06 
 3.80000000e-01  1.55032578e-08  3.40643130e-06 
 3.90000000e-01  1.95147215e-08  4.16341432e-06 
 4.00000000e-01  2.45696225e-08  5.05983929e-06 
 4.10000000e-01  3.09380187e-08  6.11233469e-06 
 4.20000000e-01  3.89580596e-08  7.33739158e-06 
 4.30000000e-01  4.90518943e-08  8.75099489e-06 
 4.40000000e-01  6.17445368e-08  1.03682779e-05 
 4.50000000e-01  7.76858041e-08  1.22032150e-05 
 4.60000000e-01  9.76751776e-08  1.42683643e-05 
 4.70000000e-01  1.22689021e-07  1.65746646e-05 
 4.80000000e-01  1.53908988e-07  1.91312894e-05 
 4.90000000e-01  1.92749695e-07  2.19455549e-05 
 5.00000000e-01  2.40882849e-07  2.50228778e-05 
 5.10000000e-01  3.00254228e-07  2.83667769e-05 
 5.20000000e-01  3.73089371e-07  3.19789140e-05 
 5.30000000e-01  4.61883915e-07  3.58591670e-05 
 5.40000000e-01  5.69375406e-07  4.00057320e-05 
 5.50000000e-01  6.98495219e-07  4.44152480e-05 
 5.60000000e-01  8.52301613e-07  4.90829372e-05 
 5.70000000e-01  1.03389755e-06  5.40027578e-05 
 5.80000000e-01  1.24633897e-06  5.91675614e-05 
 5.90000000e-01  1.49254040e-06  6.45692497e-05 
 6.00000000e-01  1.77518477e-06  7.01989289e-05 
