 v-sweep         id_hv           id_lv          
-3.00000000e-01  6.76689855e-13  2.49556299e-11 
-2.90000000e-01  6.80244958e-13  2.92490131e-11 
-2.80000000e-01  7.11352113e-13  3.43886707e-11 
-2.70000000e-01  7.88736170e-13  4.05459160e-11 
-2.60000000e-01  9.30131912e-13  4.79276641e-11 
-2.50000000e-01  1.15293960e-12  5.67839707e-11 
-2.40000000e-01  1.47334697e-12  6.74171907e-11 
-2.30000000e-01  1.90603235e-12  8.01931102e-11 
-2.20000000e-01  2.46446798e-12  9.55544834e-11 
-2.10000000e-01  3.16168232e-12  1.14037497e-10 
-2.00000000e-01  4.01127623e-12  1.36291805e-10 
-1.90000000e-01  5.02851285e-12  1.63104916e-10 
-1.80000000e-01  6.23137251e-12  1.95431895e-10 
-1.70000000e-01  7.64153771e-12  2.34431527e-10 
-1.60000000e-01  9.28532758e-12  2.81510407e-10 
-1.50000000e-01  1.11946305e-11  3.38376658e-10 
-1.40000000e-01  1.34078952e-11  4.07105438e-10 
-1.30000000e-01  1.59712429e-11  4.90218843e-10 
-1.20000000e-01  1.89397596e-11  5.90783370e-10 
-1.10000000e-01  2.23790296e-11  7.12528876e-10 
-1.00000000e-01  2.63669714e-11  8.59993773e-10 
-9.00000000e-02  3.09960426e-11  1.03870232e-09 
-8.00000000e-02  3.63758916e-11  1.25538115e-09 
-7.00000000e-02  4.26365439e-11  1.51822378e-09 
-6.00000000e-02  4.99322314e-11  1.83721377e-09 
-5.00000000e-02  5.84459904e-11  2.22451977e-09 
-4.00000000e-02  6.83951845e-11  2.69497822e-09 
-3.00000000e-02  8.00381372e-11  3.26668366e-09 
-2.00000000e-02  9.36820990e-11  3.96171039e-09 
-1.00000000e-02  1.09692823e-10  4.80699496e-09 
 8.67361738e-17  1.28506077e-10  5.83541541e-09 
 1.00000000e-02  1.50641488e-10  7.08711113e-09 
 2.00000000e-02  1.76719210e-10  8.61109694e-09 
 3.00000000e-02  2.07479989e-10  1.04672368e-08 
 4.00000000e-02  2.43809342e-10  1.27286571e-08 
 5.00000000e-02  2.86766702e-10  1.54846961e-08 
 6.00000000e-02  3.37620568e-10  1.88445080e-08 
 7.00000000e-02  3.97890933e-10  2.29414649e-08 
 8.00000000e-02  4.69400500e-10  2.79385284e-08 
 9.00000000e-02  5.54336554e-10  3.40348007e-08 
 1.00000000e-01  6.55325736e-10  4.14735038e-08 
 1.10000000e-01  7.75524455e-10  5.05516860e-08 
 1.20000000e-01  9.18728235e-10  6.16320072e-08 
 1.30000000e-01  1.08950404e-09  7.51570190e-08 
 1.40000000e-01  1.29335044e-09  9.16664163e-08 
 1.50000000e-01  1.53689152e-09  1.11817812e-07 
 1.60000000e-01  1.82811176e-09  1.36411642e-07 
 1.70000000e-01  2.17664048e-09  1.66420873e-07 
 1.80000000e-01  2.59409649e-09  2.03026186e-07 
 1.90000000e-01  3.09450554e-09  2.47657337e-07 
 2.00000000e-01  3.69480607e-09  3.02041251e-07 
 2.10000000e-01  4.41546167e-09  3.68257255e-07 
 2.20000000e-01  5.28120261e-09  4.48799502e-07 
 2.30000000e-01  6.32192309e-09  5.46646081e-07 
 2.40000000e-01  7.57376624e-09  6.65333589e-07 
 2.50000000e-01  9.08043474e-09  8.09034853e-07 
 2.60000000e-01  1.08947720e-08  9.82636291e-07 
 2.70000000e-01  1.30806667e-08  1.19180995e-06 
 2.80000000e-01  1.57153416e-08  1.44307387e-06 
 2.90000000e-01  1.88920976e-08  1.74383344e-06 
 3.00000000e-01  2.27235917e-08  2.10239576e-06 
 3.10000000e-01  2.73457374e-08  2.52794988e-06 
 3.20000000e-01  3.29223209e-08  3.03050733e-06 
 3.30000000e-01  3.96504304e-08  3.62080027e-06 
 3.40000000e-01  4.77667901e-08  4.31013849e-06 
 3.50000000e-01  5.75550772e-08  5.11023023e-06 
 3.60000000e-01  6.93542693e-08  6.03297490e-06 
 3.70000000e-01  8.35680206e-08  7.09023853e-06 
 3.80000000e-01  1.00674987e-07  8.29362309e-06 
 3.90000000e-01  1.21239905e-07  9.65424083e-06 
 4.00000000e-01  1.45925100e-07  1.11825034e-05 
 4.10000000e-01  1.75501875e-07  1.28879341e-05 
 4.20000000e-01  2.10861082e-07  1.47790082e-05 
 4.30000000e-01  2.53021895e-07  1.68630265e-05 
 4.40000000e-01  3.03137669e-07  1.91460219e-05 
 4.50000000e-01  3.62497618e-07  2.16327010e-05 
 4.60000000e-01  4.32523088e-07  2.43264160e-05 
 4.70000000e-01  5.14757355e-07  2.72291677e-05 
 4.80000000e-01  6.10848285e-07  3.03416342e-05 
 4.90000000e-01  7.22523719e-07  3.36632220e-05 
 5.00000000e-01  8.51560134e-07  3.71921373e-05 
 5.10000000e-01  9.99745775e-07  4.09254730e-05 
 5.20000000e-01  1.16884007e-06  4.48593065e-05 
 5.30000000e-01  1.36053150e-06  4.89888069e-05 
 5.40000000e-01  1.57639629e-06  5.33083460e-05 
 5.50000000e-01  1.81786016e-06  5.78116102e-05 
 5.60000000e-01  2.08616522e-06  6.24917111e-05 
 5.70000000e-01  2.38234355e-06  6.73412917e-05 
 5.80000000e-01  2.70719855e-06  7.23526266e-05 
 5.90000000e-01  3.06129473e-06  7.75177147e-05 
 6.00000000e-01  3.44495576e-06  8.28283647e-05 
 6.10000000e-01  3.85827045e-06  8.82762709e-05 
 6.20000000e-01  4.30110550e-06  9.38530819e-05 
 6.30000000e-01  4.77312388e-06  9.95504599e-05 
 6.40000000e-01  5.27380711e-06  1.05360133e-04 
 6.50000000e-01  5.80248003e-06  1.11273939e-04 
 6.60000000e-01  6.35833656e-06  1.17283863e-04 
 6.70000000e-01  6.94046504e-06  1.23382072e-04 
 6.80000000e-01  7.54787240e-06  1.29560933e-04 
 6.90000000e-01  8.17950623e-06  1.35813042e-04 
 7.00000000e-01  8.83427455e-06  1.42131236e-04 
 7.10000000e-01  9.51106289e-06  1.48508603e-04 
 7.20000000e-01  1.02087488e-05  1.54938496e-04 
 7.30000000e-01  1.09262141e-05  1.61414535e-04 
 7.40000000e-01  1.16623544e-05  1.67930608e-04 
 7.50000000e-01  1.24160872e-05  1.74480877e-04 
 7.60000000e-01  1.31863578e-05  1.81059773e-04 
 7.70000000e-01  1.39721438e-05  1.87661993e-04 
 7.80000000e-01  1.47724588e-05  1.94282499e-04 
 7.90000000e-01  1.55863540e-05  2.00916509e-04 
 8.00000000e-01  1.64129202e-05  2.07559492e-04 
 8.10000000e-01  1.72512882e-05  2.14207162e-04 
 8.20000000e-01  1.81006290e-05  2.20855469e-04 
 8.30000000e-01  1.89601536e-05  2.27500594e-04 
