 v-sweep         id_std          id_elt         
-3.00000000e-01  3.94513967e-12  3.92795689e-12 
-2.90000000e-01  4.96155281e-12  4.94169808e-12 
-2.80000000e-01  6.26679349e-12  6.24342112e-12 
-2.70000000e-01  7.94254668e-12  7.91454514e-12 
-2.60000000e-01  1.00938717e-11  1.00597803e-11 
-2.50000000e-01  1.28559427e-11  1.28138424e-11 
-2.40000000e-01  1.64027473e-11  1.63501169e-11 
-2.30000000e-01  2.09583150e-11  2.08918432e-11 
-2.20000000e-01  2.68112171e-11  2.67265547e-11 
-2.10000000e-01  3.43332952e-11  3.42247308e-11 
-2.00000000e-01  4.40038610e-11  4.38638950e-11 
-1.90000000e-01  5.64409729e-11  5.62597580e-11 
-1.80000000e-01  7.24418725e-11  7.22064798e-11 
-1.70000000e-01  9.30352764e-11  9.27287316e-11 
-1.60000000e-01  1.19549018e-10  1.19149038e-10 
-1.50000000e-01  1.53697571e-10  1.53174900e-10 
-1.40000000e-01  1.97695315e-10  1.97011553e-10 
-1.30000000e-01  2.54403170e-10  2.53507905e-10 
-1.20000000e-01  3.27518443e-10  3.26345504e-10 
-1.10000000e-01  4.21820696e-10  4.20283229e-10 
-1.00000000e-01  5.43490208e-10  5.41474210e-10 
-9.00000000e-02  7.00520517e-10  6.97876361e-10 
-8.00000000e-02  9.03252911e-10  8.99784227e-10 
-7.00000000e-02  1.16506894e-09  1.16051804e-09 
-6.00000000e-02  1.50328767e-09  1.49731642e-09 
-5.00000000e-02  1.94032813e-09  1.93249294e-09 
-4.00000000e-02  2.50521508e-09  2.49493408e-09 
-3.00000000e-02  3.23552883e-09  3.22203904e-09 
-2.00000000e-02  4.17992910e-09  4.16223037e-09 
-1.00000000e-02  5.40141945e-09  5.37820139e-09 
 8.67361738e-17  6.98156600e-09  6.95111280e-09 
 1.00000000e-02  9.02594204e-09  8.98600890e-09 
 2.00000000e-02  1.16711429e-08  1.16187961e-08 
 3.00000000e-02  1.50938028e-08  1.50252136e-08 
 4.00000000e-02  1.95221496e-08  1.94323304e-08 
 5.00000000e-02  2.52507519e-08  2.51332206e-08 
 6.00000000e-02  3.26592384e-08  3.25055968e-08 
 7.00000000e-02  4.22358951e-08  4.20353051e-08 
 8.00000000e-02  5.46071350e-08  5.43456812e-08 
 9.00000000e-02  7.05738562e-08  7.02337898e-08 
 1.00000000e-01  9.11555841e-08  9.07144582e-08 
 1.10000000e-01  1.17642934e-07  1.17072667e-07 
 1.20000000e-01  1.51658212e-07  1.50924161e-07 
 1.30000000e-01  1.95222756e-07  1.94282940e-07 
 1.40000000e-01  2.50827839e-07  2.49632534e-07 
 1.50000000e-01  3.21503591e-07  3.19995613e-07 
 1.60000000e-01  4.10877863e-07  4.08993917e-07 
 1.70000000e-01  5.23214692e-07  5.20888199e-07 
 1.80000000e-01  6.63421168e-07  6.60586920e-07 
 1.90000000e-01  8.37012810e-07  8.33613606e-07 
 2.00000000e-01  1.05003158e-06  1.04602672e-06 
 2.10000000e-01  1.30891671e-06  1.30429195e-06 
 2.20000000e-01  1.62033525e-06  1.61511336e-06 
 2.30000000e-01  1.99098410e-06  1.98523546e-06 
 2.40000000e-01  2.42737825e-06  2.42123040e-06 
 2.50000000e-01  2.93563927e-06  2.92928499e-06 
 2.60000000e-01  3.52129665e-06  3.51500001e-06 
 2.70000000e-01  4.18911229e-06  4.18321235e-06 
 2.80000000e-01  4.94293657e-06  4.93784866e-06 
 2.90000000e-01  5.78560316e-06  5.78181748e-06 
 3.00000000e-01  6.71886801e-06  6.71694578e-06 
 3.10000000e-01  7.74339580e-06  7.74396280e-06 
 3.20000000e-01  8.85879364e-06  8.86253162e-06 
 3.30000000e-01  1.00636879e-05  1.00713242e-05 
 3.40000000e-01  1.13558360e-05  1.13681322e-05 
 3.50000000e-01  1.27322627e-05  1.27500023e-05 
 3.60000000e-01  1.41894080e-05  1.42133847e-05 
 3.70000000e-01  1.57232762e-05  1.57542827e-05 
 3.80000000e-01  1.73295754e-05  1.73683935e-05 
 3.90000000e-01  1.90038429e-05  1.90512349e-05 
 4.00000000e-01  2.07415499e-05  2.07982519e-05 
 4.10000000e-01  2.25381872e-05  2.26049038e-05 
 4.20000000e-01  2.43893312e-05  2.44667316e-05 
 4.30000000e-01  2.62906918e-05  2.63794076e-05 
 4.40000000e-01  2.82381462e-05  2.83387697e-05 
 4.50000000e-01  3.02277601e-05  3.03408441e-05 
 4.60000000e-01  3.22557997e-05  3.23818574e-05 
 4.70000000e-01  3.43187357e-05  3.44582419e-05 
 4.80000000e-01  3.64132433e-05  3.65666351e-05 
 4.90000000e-01  3.85361971e-05  3.87038756e-05 
 5.00000000e-01  4.06846645e-05  4.08669963e-05 
 5.10000000e-01  4.28558967e-05  4.30532157e-05 
 5.20000000e-01  4.50473197e-05  4.52599287e-05 
