 v-sweep         id_narrow       id_wide        
-3.00000000e-01  6.81624541e-12  8.15499640e-11 
-2.90000000e-01  7.68314888e-12  9.38027503e-11 
-2.80000000e-01  8.69599087e-12  1.08295869e-10 
-2.70000000e-01  9.88041337e-12  1.25453638e-10 
-2.60000000e-01  1.12668434e-11  1.45783114e-10 
-2.50000000e-01  1.28913943e-11  1.69890563e-10 
-2.40000000e-01  1.47969450e-11  1.98501276e-10 
-2.30000000e-01  1.70344345e-11  2.32483402e-10 
-2.20000000e-01  1.96644113e-11  2.72876636e-10 
-2.10000000e-01  2.27588899e-11  3.20926744e-10 
-2.00000000e-01  2.64035762e-11  3.78127153e-10 
-1.90000000e-01  3.07005337e-11  4.46269050e-10 
-1.80000000e-01  3.57713816e-11  5.27501761e-10 
-1.70000000e-01  4.17611296e-11  6.24405534e-10 
-1.60000000e-01  4.88427806e-11  7.40079312e-10 
-1.50000000e-01  5.72228546e-11  8.78246613e-10 
-1.40000000e-01  6.71480227e-11  1.04338328e-09 
-1.30000000e-01  7.89130753e-11  1.24087169e-09 
-1.20000000e-01  9.28704988e-11  1.47718691e-09 
-1.10000000e-01  1.09441986e-10  1.76012151e-09 
-1.00000000e-01  1.29132280e-10  2.09905710e-09 
-9.00000000e-02  1.52545821e-10  2.50529245e-09 
-8.00000000e-02  1.80406786e-10  2.99243992e-09 
-7.00000000e-02  2.13583193e-10  3.57690468e-09 
-6.00000000e-02  2.53115937e-10  4.27846396e-09 
-5.00000000e-02  3.00253735e-10  5.12096741e-09 
-4.00000000e-02  3.56495223e-10  6.13318393e-09 
-3.00000000e-02  4.23639657e-10  7.34982566e-09 
-2.00000000e-02  5.03847998e-10  8.81278624e-09 
-1.00000000e-02  5.99716494e-10  1.05726382e-08 
 8.67361738e-17  7.14365336e-10  1.26904432e-08 
 1.00000000e-02  8.51545456e-10  1.52399411e-08 
 2.00000000e-02  1.01576717e-09  1.83101944e-08 
 3.00000000e-02  1.21245510e-09  2.20087849e-08 
 4.00000000e-02  1.44813464e-09  2.64656719e-08 
 5.00000000e-02  1.73065639e-09  3.18378498e-08 
 6.00000000e-02  2.06946597e-09  3.83149635e-08 
 7.00000000e-02  2.47592819e-09  4.61260720e-08 
 8.00000000e-02  2.96371622e-09  5.55477850e-08 
 9.00000000e-02  3.54927791e-09  6.69140337e-08 
 1.00000000e-01  4.25239387e-09  8.06277808e-08 
 1.10000000e-01  5.09684385e-09  9.71750188e-08 
 1.20000000e-01  6.11120036e-09  1.17141451e-07 
 1.30000000e-01  7.32977093e-09  1.41232291e-07 
 1.40000000e-01  8.79371237e-09  1.70295657e-07 
 1.50000000e-01  1.05523422e-08  2.05350046e-07 
 1.60000000e-01  1.26646729e-08  2.47616371e-07 
 1.70000000e-01  1.52011944e-08  2.98554990e-07 
 1.80000000e-01  1.82459266e-08  3.59908037e-07 
 1.90000000e-01  2.18987561e-08  4.33747155e-07 
 2.00000000e-01  2.62780637e-08  5.22526427e-07 
 2.10000000e-01  3.15236267e-08  6.29139795e-07 
 2.20000000e-01  3.77997613e-08  7.56981673e-07 
 2.30000000e-01  4.52986336e-08  9.10008635e-07 
 2.40000000e-01  5.42436294e-08  1.09279912e-06 
