 v-sweep         id_std          id_elt         
-3.00000000e-01  3.05495506e-10  3.03993459e-10 
-2.90000000e-01  3.73902552e-10  3.72360304e-10 
-2.80000000e-01  4.58141932e-10  4.56544549e-10 
-2.70000000e-01  5.61924882e-10  5.60252691e-10 
-2.60000000e-01  6.89843042e-10  6.88070235e-10 
-2.50000000e-01  8.47579259e-10  8.45672094e-10 
-2.40000000e-01  1.04216921e-09  1.04008370e-09 
-2.30000000e-01  1.28232615e-09  1.28000513e-09 
-2.20000000e-01  1.57884406e-09  1.57621340e-09 
-2.10000000e-01  1.94509811e-09  1.94206189e-09 
-2.00000000e-01  2.39766599e-09  2.39410038e-09 
-1.90000000e-01  2.95709911e-09  2.95284454e-09 
-1.80000000e-01  3.64887977e-09  3.64373103e-09 
-1.70000000e-01  4.50460870e-09  4.49830233e-09 
-1.60000000e-01  5.56347782e-09  5.55567620e-09 
-1.50000000e-01  6.87409552e-09  6.86436682e-09 
-1.40000000e-01  8.49674711e-09  8.48454000e-09 
-1.30000000e-01  1.05061909e-08  1.04908030e-08 
-1.20000000e-01  1.29951121e-08  1.29756505e-08 
-1.10000000e-01  1.60783815e-08  1.60537142e-08 
-1.00000000e-01  1.98982940e-08  1.98669895e-08 
-9.00000000e-02  2.46309929e-08  2.45912470e-08 
-8.00000000e-02  3.04943189e-08  3.04438671e-08 
-7.00000000e-02  3.77573547e-08  3.76933672e-08 
-6.00000000e-02  4.67519590e-08  4.66709194e-08 
-5.00000000e-02  5.78866005e-08  5.77841690e-08 
-4.00000000e-02  7.16627901e-08  7.15336549e-08 
-3.00000000e-02  8.86943594e-08  8.85320865e-08 
-2.00000000e-02  1.09729730e-07  1.09526626e-07 
-1.00000000e-02  1.35677122e-07  1.35424139e-07 
 8.67361738e-17  1.67632356e-07  1.67319075e-07 
 1.00000000e-02  2.06908472e-07  2.06523230e-07 
 2.00000000e-02  2.55065817e-07  2.54596048e-07 
 3.00000000e-02  3.13940587e-07  3.13373475e-07 
 4.00000000e-02  3.85669080e-07  3.84992646e-07 
 5.00000000e-02  4.72704300e-07  4.71909030e-07 
 6.00000000e-02  5.77821222e-07  5.76902337e-07 
 7.00000000e-02  7.04107126e-07  7.03067549e-07 
 8.00000000e-02  8.54934212e-07  8.53788234e-07 
 9.00000000e-02  1.03391306e-06  1.03269060e-06 
 1.00000000e-01  1.24482739e-06  1.24357867e-06 
 1.10000000e-01  1.49155244e-06  1.49035283e-06 
 1.20000000e-01  1.77796110e-06  1.77691583e-06 
 1.30000000e-01  2.10782294e-06  2.10707134e-06 
 1.40000000e-01  2.48470164e-06  2.48442076e-06 
 1.50000000e-01  2.91185655e-06  2.91226377e-06 
 1.60000000e-01  3.39215330e-06  3.39350791e-06 
 1.70000000e-01  3.92798812e-06  3.93059164e-06 
 1.80000000e-01  4.52122938e-06  4.52542464e-06 
 1.90000000e-01  5.17317939e-06  5.17934839e-06 
 2.00000000e-01  5.88455795e-06  5.89311845e-06 
 2.10000000e-01  6.65550782e-06  6.66690893e-06 
 2.20000000e-01  7.48562084e-06  7.50033775e-06 
 2.30000000e-01  8.37398173e-06  8.39250981e-06 
 2.40000000e-01  9.31922564e-06  9.34207423e-06 
 2.50000000e-01  1.03196046e-05  1.03472908e-05 
 2.60000000e-01  1.13730583e-05  1.14061010e-05 
 2.70000000e-01  1.24772846e-05  1.25161989e-05 
 2.80000000e-01  1.36298071e-05  1.36750992e-05 
 2.90000000e-01  1.48280353e-05  1.48801986e-05 
 3.00000000e-01  1.60693184e-05  1.61288297e-05 
 3.10000000e-01  1.73509900e-05  1.74183069e-05 
 3.20000000e-01  1.86704048e-05  1.87459636e-05 
 3.30000000e-01  2.00249673e-05  2.01091816e-05 
 3.40000000e-01  2.14121535e-05  2.15054132e-05 
 3.50000000e-01  2.28295268e-05  2.29321980e-05 
 3.60000000e-01  2.42747488e-05  2.43871734e-05 
 3.70000000e-01  2.57455857e-05  2.58680817e-05 
 3.80000000e-01  2.72399116e-05  2.73727739e-05 
 3.90000000e-01  2.87557095e-05  2.88992103e-05 
 4.00000000e-01  3.02910701e-05  3.04454599e-05 
 4.10000000e-01  3.18441896e-05  3.20096980e-05 
 4.20000000e-01  3.34133658e-05  3.35902024e-05 
 4.30000000e-01  3.49969946e-05  3.51853502e-05 
 4.40000000e-01  3.65935651e-05  3.67936123e-05 
 4.50000000e-01  3.82016552e-05  3.84135497e-05 
 4.60000000e-01  3.98199264e-05  4.00438080e-05 
 4.70000000e-01  4.14471199e-05  4.16831130e-05 
 4.80000000e-01  4.30820512e-05  4.33302661e-05 
 4.90000000e-01  4.47236059e-05  4.49841397e-05 
 5.00000000e-01  4.63707358e-05  4.66436728e-05 
 5.10000000e-01  4.80224544e-05  4.83078672e-05 
 5.20000000e-01  4.96778332e-05  4.99757834e-05 
 5.30000000e-01  5.13359984e-05  5.16465370e-05 
 5.40000000e-01  5.29961270e-05  5.33192956e-05 
 5.50000000e-01  5.46574442e-05  5.49932751e-05 
 5.60000000e-01  5.63192200e-05  5.66677371e-05 
 5.70000000e-01  5.79807668e-05  5.83419859e-05 
 5.80000000e-01  5.96414365e-05  6.00153659e-05 
 5.90000000e-01  6.13006183e-05  6.16872595e-05 
 6.00000000e-01  6.29577366e-05  6.33570843e-05 
 6.10000000e-01  6.46122486e-05  6.50242915e-05 
 6.20000000e-01  6.62636426e-05  6.66883637e-05 
 6.30000000e-01  6.79114361e-05  6.83488130e-05 
 6.40000000e-01  6.95551742e-05  7.00051793e-05 
 6.50000000e-01  7.11944278e-05  7.16570292e-05 
 6.60000000e-01  7.28287926e-05  7.33039536e-05 
 6.70000000e-01  7.44578872e-05  7.49455674e-05 
 6.80000000e-01  7.60813522e-05  7.65815071e-05 
 6.90000000e-01  7.76988488e-05  7.82114305e-05 
 7.00000000e-01  7.93100580e-05  7.98350151e-05 
 7.10000000e-01  8.09146790e-05  8.14519572e-05 
 7.20000000e-01  8.25124288e-05  8.30619707e-05 
 7.30000000e-01  8.41030408e-05  8.46647864e-05 
 7.40000000e-01  8.56862644e-05  8.62601513e-05 
 7.50000000e-01  8.72618637e-05  8.78478271e-05 
 7.60000000e-01  8.88296173e-05  8.94275902e-05 
 7.70000000e-01  9.03893170e-05  9.09992305e-05 
 7.80000000e-01  9.19407676e-05  9.25625508e-05 
 7.90000000e-01  9.34837860e-05  9.41173665e-05 
 8.00000000e-01  9.50182007e-05  9.56635044e-05 
 8.10000000e-01  9.65438511e-05  9.72008025e-05 
 8.20000000e-01  9.80605874e-05  9.87291096e-05 
 8.30000000e-01  9.95682695e-05  1.00248284e-04 
 8.40000000e-01  1.01066767e-04  1.01758195e-04 
 8.50000000e-01  1.02555958e-04  1.03258720e-04 
 8.60000000e-01  1.04035730e-04  1.04749744e-04 
 8.70000000e-01  1.05505979e-04  1.06231163e-04 
 8.80000000e-01  1.06966607e-04  1.07702878e-04 
 8.90000000e-01  1.08417526e-04  1.09164801e-04 
 9.00000000e-01  1.09858653e-04  1.10616848e-04 
 9.10000000e-01  1.11289913e-04  1.12058944e-04 
 9.20000000e-01  1.12711237e-04  1.13491019e-04 
 9.30000000e-01  1.14122563e-04  1.14913010e-04 
 9.40000000e-01  1.15523834e-04  1.16324861e-04 
 9.50000000e-01  1.16914999e-04  1.17726520e-04 
 9.60000000e-01  1.18296012e-04  1.19117941e-04 
 9.70000000e-01  1.19666834e-04  1.20499084e-04 
 9.80000000e-01  1.21027428e-04  1.21869913e-04 
 9.90000000e-01  1.22377765e-04  1.23230397e-04 
 1.00000000e+00  1.23717817e-04  1.24580510e-04 
 1.01000000e+00  1.25047562e-04  1.25920231e-04 
 1.02000000e+00  1.26366984e-04  1.27249541e-04 
 1.03000000e+00  1.27676068e-04  1.28568427e-04 
 1.04000000e+00  1.28974803e-04  1.29876878e-04 
 1.05000000e+00  1.30263184e-04  1.31174889e-04 
 1.06000000e+00  1.31541208e-04  1.32462456e-04 
 1.07000000e+00  1.32808874e-04  1.33739579e-04 
 1.08000000e+00  1.34066185e-04  1.35006263e-04 
 1.09000000e+00  1.35313149e-04  1.36262514e-04 
 1.10000000e+00  1.36549774e-04  1.37508341e-04 
 1.11000000e+00  1.37776072e-04  1.38743756e-04 
 1.12000000e+00  1.38992058e-04  1.39968774e-04 
 1.13000000e+00  1.40197749e-04  1.41183413e-04 
 1.14000000e+00  1.41393163e-04  1.42387693e-04 
