 v-sweep         id_hv           id_lv          
-3.00000000e-01  9.68686757e-16  6.47732713e-13 
-2.90000000e-01  1.11264407e-15  6.50041144e-13 
-2.80000000e-01  1.28839260e-15  6.63070007e-13 
-2.70000000e-01  1.50350788e-15  6.89465684e-13 
-2.60000000e-01  1.76750224e-15  7.32658901e-13 
-2.50000000e-01  2.09233697e-15  7.97093234e-13 
-2.40000000e-01  2.49307441e-15  8.88521303e-13 
-2.30000000e-01  2.98871587e-15  1.01438834e-12 
-2.20000000e-01  3.60327001e-15  1.18432913e-12 
-2.10000000e-01  4.36711419e-15  1.41081273e-12 
-2.00000000e-01  5.31876559e-15  1.70997839e-12 
-1.90000000e-01  6.50711780e-15  2.10272097e-12 
-1.80000000e-01  7.99435344e-15  2.61609950e-12 
-1.70000000e-01  9.85965207e-15  3.28516753e-12 
-1.60000000e-01  1.22040061e-14  4.15535073e-12 
-1.50000000e-01  1.51564012e-14  5.28553775e-12 
-1.40000000e-01  1.88818028e-14  6.75209904e-12 
-1.30000000e-01  2.35914775e-14  8.65411349e-12 
-1.20000000e-01  2.95563419e-14  1.11201691e-11 
-1.10000000e-01  3.71242482e-14  1.43172131e-11 
-1.00000000e-01  4.67423662e-14  1.84620736e-11 
-9.00000000e-02  5.89862357e-14  2.38364630e-11 
-8.00000000e-02  7.45974821e-14  3.08065210e-11 
-7.00000000e-02  9.45327990e-14  3.98482788e-11 
-6.00000000e-02  1.20027707e-13  5.15808466e-11 
-5.00000000e-02  1.52679457e-13  6.68096816e-11 
-4.00000000e-02  1.94555140e-13  8.65830088e-11 
-3.00000000e-02  2.48332540e-13  1.12265419e-10 
-2.00000000e-02  3.17484014e-13  1.45633890e-10 
-1.00000000e-02  4.06516499e-13  1.89003108e-10 
 8.67361738e-17  5.21285277e-13  2.45389048e-10 
 1.00000000e-02  6.69404254e-13  3.18722566e-10 
 2.00000000e-02  8.60782921e-13  4.14128342e-10 
 3.00000000e-02  1.10832962e-12  5.38289251e-10 
 4.00000000e-02  1.42887325e-12  6.99922411e-10 
 5.00000000e-02  1.84437209e-12  9.10401259e-10 
 6.00000000e-02  2.38350024e-12  1.18456858e-09 
 7.00000000e-02  3.08373093e-12  1.54179921e-09 
 8.00000000e-02  3.99407430e-12  2.00738930e-09 
 9.00000000e-02  5.17867723e-12  2.61437249e-09 
 1.00000000e-01  6.72155967e-12  3.40589431e-09 
 1.10000000e-01  8.73285015e-12  4.43831581e-09 
 1.20000000e-01  1.13569997e-11  5.78527073e-09 
 1.30000000e-01  1.47836083e-11  7.54296672e-09 
 1.40000000e-01  1.92617023e-11  9.83710905e-09 
 1.50000000e-01  2.51185743e-11  1.28319386e-08 
 1.60000000e-01  3.27846560e-11  1.67420188e-08 
 1.70000000e-01  4.28263734e-11  2.18475897e-08 
 1.80000000e-01  5.59895683e-11  2.85145347e-08 
 1.90000000e-01  7.32569137e-11  3.72202885e-08 
 2.00000000e-01  9.59238679e-11  4.85873551e-08 
 2.10000000e-01  1.25699203e-10  6.34264969e-08 
 2.20000000e-01  1.64838113e-10  8.27920970e-08 
