 v-sweep         id_hv           id_lv          
-3.00000000e-01  5.29506167e-12  8.15499640e-11 
-2.90000000e-01  5.29506167e-12  9.38027503e-11 
-2.80000000e-01  5.29506167e-12  1.08295869e-10 
-2.70000000e-01  5.29506167e-12  1.25453638e-10 
-2.60000000e-01  5.30207668e-12  1.45783114e-10 
-2.50000000e-01  5.43004688e-12  1.69890563e-10 
-2.40000000e-01  5.78717916e-12  1.98501276e-10 
-2.30000000e-01  6.46638021e-12  2.32483402e-10 
-2.20000000e-01  7.56048848e-12  2.72876636e-10 
-2.10000000e-01  9.15724725e-12  3.20926744e-10 
-2.00000000e-01  1.13367823e-11  3.78127153e-10 
-1.90000000e-01  1.41719803e-11  4.46269050e-10 
-1.80000000e-01  1.77313553e-11  5.27501761e-10 
-1.70000000e-01  2.20835339e-11  6.24405534e-10 
-1.60000000e-01  2.73024459e-11  7.40079312e-10 
-1.50000000e-01  3.34725549e-11  8.78246613e-10 
-1.40000000e-01  4.06937963e-11  1.04338328e-09 
-1.30000000e-01  4.90861821e-11  1.24087169e-09 
-1.20000000e-01  5.87942194e-11  1.47718691e-09 
-1.10000000e-01  6.99913859e-11  1.76012151e-09 
-1.00000000e-01  8.28849335e-11  2.09905710e-09 
-9.00000000e-02  9.77212921e-11  2.50529245e-09 
-8.00000000e-02  1.14792334e-10  2.99243992e-09 
-7.00000000e-02  1.34442761e-10  3.57690468e-09 
-6.00000000e-02  1.57078880e-10  4.27846396e-09 
-5.00000000e-02  1.83179053e-10  5.12096741e-09 
-4.00000000e-02  2.13306165e-10  6.13318393e-09 
-3.00000000e-02  2.48122473e-10  7.34982566e-09 
-2.00000000e-02  2.88407300e-10  8.81278624e-09 
-1.00000000e-02  3.35078096e-10  1.05726382e-08 
 8.67361738e-17  3.89215525e-10  1.26904432e-08 
 1.00000000e-02  4.52093309e-10  1.52399411e-08 
 2.00000000e-02  5.25213783e-10  1.83101944e-08 
 3.00000000e-02  6.10350215e-10  2.20087849e-08 
 4.00000000e-02  7.09597239e-10  2.64656719e-08 
