 v-sweep         id_narrow       id_wide        
-3.00000000e-01  2.33839154e-11  2.64455929e-10 
-2.90000000e-01  2.73479292e-11  3.08708123e-10 
-2.80000000e-01  3.19697156e-11  3.60919984e-10 
-2.70000000e-01  3.73630580e-11  4.22573666e-10 
-2.60000000e-01  4.36626663e-11  4.95435446e-10 
-2.50000000e-01  5.10280513e-11  5.81611343e-10 
-2.40000000e-01  5.96481565e-11  6.83613804e-10 
-2.30000000e-01  6.97468931e-11  8.04441682e-10 
-2.20000000e-01  8.15897543e-11  9.47676212e-10 
-2.10000000e-01  9.54917167e-11  1.11759620e-09 
-2.00000000e-01  1.11826684e-10  1.31931633e-09 
-1.90000000e-01  1.31038774e-10  1.55895325e-09 
-1.80000000e-01  1.53655813e-10  1.84382518e-09 
-1.70000000e-01  1.80305479e-10  2.18269169e-09 
-1.60000000e-01  2.11734604e-10  2.58604196e-09 
-1.50000000e-01  2.48832285e-10  3.06644144e-09 
-1.40000000e-01  2.92657541e-10  3.63894865e-09 
-1.30000000e-01  3.44472428e-10  4.32161658e-09 
-1.20000000e-01  4.05781698e-10  5.13609596e-09 
-1.10000000e-01  4.78380313e-10  6.10836112e-09 
-1.00000000e-01  5.64410357e-10  7.26958348e-09 
-9.00000000e-02  6.66429235e-10  8.65718293e-09 
-8.00000000e-02  7.87491401e-10  1.03160931e-08 
-7.00000000e-02  9.31246281e-10  1.23002842e-08 
-6.00000000e-02  1.10205561e-09  1.46745959e-08 
-5.00000000e-02  1.30513403e-09  1.75169424e-08 
-4.00000000e-02  1.54671744e-09  2.09209651e-08 
-3.00000000e-02  1.83426459e-09  2.49992233e-08 
-2.00000000e-02  2.17669835e-09  2.98870282e-08 
-1.00000000e-02  2.58469418e-09  3.57470493e-08 
 8.67361738e-17  3.07102482e-09  4.27748430e-08 
 1.00000000e-02  3.65097163e-09  5.12054813e-08 
 2.00000000e-02  4.34281484e-09  6.13214901e-08 
 3.00000000e-02  5.16841667e-09  7.34623396e-08 
 4.00000000e-02  6.15391361e-09  8.80357680e-08 
 5.00000000e-02  7.33053579e-09  1.05531260e-07 
 6.00000000e-02  8.73557382e-09  1.26536039e-07 
 7.00000000e-02  1.04135148e-08  1.51753980e-07 
 8.00000000e-02  1.24173709e-08  1.82027862e-07 
 9.00000000e-02  1.48102225e-08  2.18365416e-07 
 1.00000000e-01  1.76670001e-08  2.61969604e-07 
 1.10000000e-01  2.10765193e-08  3.14273521e-07 
 1.20000000e-01  2.51437837e-08  3.76980227e-07 
 1.30000000e-01  2.99925522e-08  4.52107606e-07 
 1.40000000e-01  3.57681552e-08  5.42038126e-07 
 1.50000000e-01  4.26405180e-08  6.49572923e-07 
 1.60000000e-01  5.08073220e-08  7.77989133e-07 
 1.70000000e-01  6.04971947e-08  9.31098692e-07 
 1.80000000e-01  7.19727813e-08  1.11330600e-06 
 1.90000000e-01  8.55335044e-08  1.32966103e-06 
 2.00000000e-01  1.01517785e-07  1.58590341e-06 
 2.10000000e-01  1.20304467e-07  1.88849271e-06 
 2.20000000e-01  1.42313189e-07  2.24461941e-06 
 2.30000000e-01  1.68003468e-07  2.66219160e-06 
 2.40000000e-01  1.97872309e-07  3.14979340e-06 
 2.50000000e-01  2.32450258e-07  3.71661246e-06 
 2.60000000e-01  2.72295905e-07  4.37233656e-06 
 2.70000000e-01  3.17988974e-07  5.12702135e-06 
 2.80000000e-01  3.70122228e-07  5.99093413e-06 
 2.90000000e-01  4.29292534e-07  6.97437992e-06 
 3.00000000e-01  4.96091435e-07  8.08751790e-06 
 3.10000000e-01  5.71095640e-07  9.34017591e-06 
 3.20000000e-01  6.54857788e-07  1.07416710e-05 
 3.30000000e-01  7.47897820e-07  1.23006430e-05 
 3.40000000e-01  8.50695207e-07  1.40249056e-05 
 3.50000000e-01  9.63682227e-07  1.59213216e-05 
 3.60000000e-01  1.08723843e-06  1.79957012e-05 
 3.70000000e-01  1.22168630e-06  2.02527289e-05 
 3.80000000e-01  1.36728821e-06  2.26959160e-05 
 3.90000000e-01  1.52424456e-06  2.53275787e-05 
 4.00000000e-01  1.69269309e-06  2.81488417e-05 
 4.10000000e-01  1.87270927e-06  3.11596630e-05 
 4.20000000e-01  2.06430774e-06  3.43588785e-05 
 4.30000000e-01  2.26744459e-06  3.77442645e-05 
 4.40000000e-01  2.48202042e-06  4.13126128e-05 
 4.50000000e-01  2.70788400e-06  4.50598178e-05 
 4.60000000e-01  2.94483646e-06  4.89809707e-05 
 4.70000000e-01  3.19263578e-06  5.30704579e-05 
 4.80000000e-01  3.45100144e-06  5.73220616e-05 
 4.90000000e-01  3.71961917e-06  6.17290592e-05 
 5.00000000e-01  3.99814568e-06  6.62843189e-05 
 5.10000000e-01  4.28621322e-06  7.09803917e-05 
 5.20000000e-01  4.58343395e-06  7.58095964e-05 
 5.30000000e-01  4.88940407e-06  8.07640974e-05 
 5.40000000e-01  5.20370768e-06  8.58359763e-05 
 5.50000000e-01  5.52592026e-06  9.10172946e-05 
 5.60000000e-01  5.85561195e-06  9.63001497e-05 
 5.70000000e-01  6.19235039e-06  1.01676723e-04 
 5.80000000e-01  6.53570335e-06  1.07139321e-04 
 5.90000000e-01  6.88524101e-06  1.12680413e-04 
 6.00000000e-01  7.24053795e-06  1.18292656e-04 
 6.10000000e-01  7.60117489e-06  1.23968920e-04 
 6.20000000e-01  7.96674019e-06  1.29702310e-04 
 6.30000000e-01  8.33683111e-06  1.35486175e-04 
 6.40000000e-01  8.71105485e-06  1.41314122e-04 
 6.50000000e-01  9.08902942e-06  1.47180024e-04 
 6.60000000e-01  9.47038431e-06  1.53078020e-04 
 6.70000000e-01  9.85476105e-06  1.59002521e-04 
 6.80000000e-01  1.02418136e-05  1.64948209e-04 
 6.90000000e-01  1.06312086e-05  1.70910033e-04 
 7.00000000e-01  1.10226257e-05  1.76883206e-04 
 7.10000000e-01  1.14157573e-05  1.82863199e-04 
 7.20000000e-01  1.18103089e-05  1.88845739e-04 
 7.30000000e-01  1.22059987e-05  1.94826795e-04 
 7.40000000e-01  1.26025580e-05  2.00802580e-04 
 7.50000000e-01  1.29997302e-05  2.06769532e-04 
 7.60000000e-01  1.33972714e-05  2.12724316e-04 
 7.70000000e-01  1.37949495e-05  2.18663808e-04 
 7.80000000e-01  1.41925445e-05  2.24585089e-04 
 7.90000000e-01  1.45898474e-05  2.30485439e-04 
 8.00000000e-01  1.49866608e-05  2.36362324e-04 
 8.10000000e-01  1.53827978e-05  2.42213387e-04 
 8.20000000e-01  1.57780819e-05  2.48036444e-04 
 8.30000000e-01  1.61723468e-05  2.53829473e-04 
 8.40000000e-01  1.65654358e-05  2.59590604e-04 
 8.50000000e-01  1.69572016e-05  2.65318117e-04 
 8.60000000e-01  1.73475058e-05  2.71010425e-04 
 8.70000000e-01  1.77362187e-05  2.76666077e-04 
 8.80000000e-01  1.81232186e-05  2.82283743e-04 
 8.90000000e-01  1.85083919e-05  2.87862211e-04 
 9.00000000e-01  1.88916325e-05  2.93400379e-04 
 9.10000000e-01  1.92728414e-05  2.98897249e-04 
 9.20000000e-01  1.96519267e-05  3.04351923e-04 
 9.30000000e-01  2.00288029e-05  3.09763592e-04 
 9.40000000e-01  2.04033908e-05  3.15131537e-04 
 9.50000000e-01  2.07756170e-05  3.20455118e-04 
 9.60000000e-01  2.11454140e-05  3.25733775e-04 
 9.70000000e-01  2.15127196e-05  3.30967017e-04 
 9.80000000e-01  2.18774768e-05  3.36154421e-04 
 9.90000000e-01  2.22396332e-05  3.41295629e-04 
 1.00000000e+00  2.25991412e-05  3.46390341e-04 
 1.01000000e+00  2.29559577e-05  3.51438311e-04 
 1.02000000e+00  2.33100436e-05  3.56439348e-04 
 1.03000000e+00  2.36613637e-05  3.61393307e-04 
 1.04000000e+00  2.40098865e-05  3.66300089e-04 
 1.05000000e+00  2.43555843e-05  3.71159636e-04 
 1.06000000e+00  2.46984324e-05  3.75971932e-04 
 1.07000000e+00  2.50384093e-05  3.80736995e-04 
 1.08000000e+00  2.53754968e-05  3.85454878e-04 
 1.09000000e+00  2.57096792e-05  3.90125666e-04 
 1.10000000e+00  2.60409434e-05  3.94749471e-04 
 1.11000000e+00  2.63692790e-05  3.99326437e-04 
 1.12000000e+00  2.66946780e-05  4.03856727e-04 
 1.13000000e+00  2.70171344e-05  4.08340533e-04 
 1.14000000e+00  2.73366445e-05  4.12778065e-04 
 1.15000000e+00  2.76532064e-05  4.17169554e-04 
 1.16000000e+00  2.79668202e-05  4.21515249e-04 
 1.17000000e+00  2.82774877e-05  4.25815416e-04 
 1.18000000e+00  2.85852122e-05  4.30070335e-04 
 1.19000000e+00  2.88899987e-05  4.34280303e-04 
 1.20000000e+00  2.91918535e-05  4.38445627e-04 
