 v-sweep         id_narrow       id_wide        
-3.00000000e-01  1.00733366e-15  1.24767999e-14 
-2.90000000e-01  9.41566992e-16  1.16547710e-14 
-2.80000000e-01  8.80552101e-16  1.08921743e-14 
-2.70000000e-01  8.22491438e-16  1.01665448e-14 
-2.60000000e-01  7.67261399e-16  9.47635472e-15 
-2.50000000e-01  7.14747563e-16  8.82019886e-15 
-2.40000000e-01  6.64844872e-16  8.19680010e-15 
-2.30000000e-01  6.17457696e-16  7.60501529e-15 
-2.20000000e-01  5.72499744e-16  7.04384115e-15 
-2.10000000e-01  5.29893801e-16  6.51242154e-15 
-2.00000000e-01  4.89571349e-16  6.01005759e-15 
-1.90000000e-01  4.51472134e-16  5.53622418e-15 
-1.80000000e-01  4.15543859e-16  5.09059765e-15 
-1.70000000e-01  3.81742214e-16  4.67310195e-15 
-1.60000000e-01  3.50031571e-16  4.28398383e-15 
-1.50000000e-01  3.20386735e-16  3.92393109e-15 
-1.40000000e-01  2.92796262e-16  3.59425407e-15 
-1.30000000e-01  2.67268008e-16  3.29715836e-15 
-1.20000000e-01  2.43837799e-16  3.03614841e-15 
-1.10000000e-01  2.22582428e-16  2.81661929e-15 
-1.00000000e-01  2.03638763e-16  2.64671932e-15 
-9.00000000e-02  1.87231461e-16  2.53860376e-15 
-8.00000000e-02  1.73712965e-16  2.51025137e-15 
-7.00000000e-02  1.63621132e-16  2.58811200e-15 
-6.00000000e-02  1.57762216e-16  2.81094976e-15 
-5.00000000e-02  1.60412297e-16  3.35336893e-15 
-4.00000000e-02  1.68208326e-16  4.11104316e-15 
-3.00000000e-02  1.86230593e-16  5.29548653e-15 
-2.00000000e-02  2.18427247e-16  7.09189678e-15 
-1.00000000e-02  2.70530936e-16  9.76968236e-15 
 8.67361738e-17  3.50858566e-16  1.37207468e-14 
 1.00000000e-02  4.71459873e-16  1.95152058e-14 
 2.00000000e-02  6.49793426e-16  2.79824645e-14 
 3.00000000e-02  9.11140181e-16  4.03294124e-14 
 4.00000000e-02  1.29212326e-15  5.83125986e-14 
 5.00000000e-02  1.84579178e-15  8.44891931e-14 
 6.00000000e-02  2.64901626e-15  1.22582964e-13 
 7.00000000e-02  3.81320917e-15  1.78017958e-13 
 8.00000000e-02  5.49990378e-15  2.58697193e-13 
 9.00000000e-02  7.94337870e-15  3.76138974e-13 
 1.00000000e-01  1.14835359e-14  5.47135438e-13 
 1.10000000e-01  1.66133981e-14  7.96170782e-13 
 1.20000000e-01  2.40489331e-14  1.15896234e-12 
 1.30000000e-01  3.48304416e-14  1.68763148e-12 
 1.40000000e-01  5.04693523e-14  2.45825039e-12 
 1.50000000e-01  7.31623518e-14  3.58187833e-12 
 1.60000000e-01  1.06103146e-13  5.22069688e-12 
 1.70000000e-01  1.53936565e-13  7.61160504e-12 
 1.80000000e-01  2.23420119e-13  1.11007324e-11 
 1.90000000e-01  3.24388157e-13  1.61939335e-11 
 2.00000000e-01  4.71157374e-13  2.36306818e-11 
 2.10000000e-01  6.84576339e-13  3.44922295e-11 
 2.20000000e-01  9.95014953e-13  5.03599604e-11 
 2.30000000e-01  1.44672613e-12  7.35472746e-11 
 2.40000000e-01  2.10421128e-12  1.07439222e-10 
 2.50000000e-01  3.06151262e-12  1.56990046e-10 
 2.60000000e-01  4.45578151e-12  2.29452174e-10 
 2.70000000e-01  6.48709529e-12  3.35444497e-10 
 2.80000000e-01  9.44740691e-12  4.90518008e-10 
 2.90000000e-01  1.37628451e-11  7.17450517e-10 
 3.00000000e-01  2.00555337e-11  1.04960996e-09 
 3.10000000e-01  2.92339496e-11  1.53588337e-09 
 3.20000000e-01  4.26250103e-11  2.24789861e-09 
 3.30000000e-01  6.21671640e-11  3.29060043e-09 
 3.40000000e-01  9.06926414e-11  4.81772688e-09 
 3.50000000e-01  1.32339945e-10  7.05442898e-09 
 3.60000000e-01  1.93156418e-10  1.03302679e-08 
 3.70000000e-01  2.81977815e-10  1.51272128e-08 
 3.80000000e-01  4.11710714e-10  2.21491589e-08 
 3.90000000e-01  6.01198748e-10  3.24219712e-08 
 4.00000000e-01  8.77930837e-10  4.74360975e-08 
 4.10000000e-01  1.28195464e-09  6.93470319e-08 
 4.20000000e-01  1.87149605e-09  1.01251324e-07 
 4.30000000e-01  2.73095336e-09  1.47555159e-07 
 4.40000000e-01  3.98211424e-09  2.14444728e-07 
 4.50000000e-01  5.79957847e-09  3.10446961e-07 
 4.60000000e-01  8.43133982e-09  4.47030806e-07 
 4.70000000e-01  1.22250658e-08  6.39146154e-07 
 4.80000000e-01  1.76595069e-08  9.05549721e-07 
 4.90000000e-01  2.53783905e-08  1.26876300e-06 
 5.00000000e-01  3.62212352e-08  1.75457780e-06 
 5.10000000e-01  5.12427648e-08  2.39115359e-06 
 5.20000000e-01  7.17120479e-08  3.20786726e-06 
 5.30000000e-01  9.90859796e-08  4.23411663e-06 
 5.40000000e-01  1.34958816e-07  5.49824184e-06 
 5.50000000e-01  1.80996638e-07  7.02665984e-06 
 5.60000000e-01  2.38868851e-07  8.84324434e-06 
 5.70000000e-01  3.10187141e-07  1.09689388e-05 
 5.80000000e-01  3.96457869e-07  1.34215612e-05 
 5.90000000e-01  4.99049457e-07  1.62157482e-05 
 6.00000000e-01  6.19173344e-07  1.93629899e-05 
 6.10000000e-01  7.57875579e-07  2.28717232e-05 
 6.20000000e-01  9.16035780e-07  2.67474717e-05 
 6.30000000e-01  1.09437070e-06  3.09930255e-05 
 6.40000000e-01  1.29344062e-06  3.56086590e-05 
 6.50000000e-01  1.51365779e-06  4.05923734e-05 
 6.60000000e-01  1.75529645e-06  4.59401522e-05 
 6.70000000e-01  2.01850416e-06  5.16462165e-05 
 6.80000000e-01  2.30331400e-06  5.77032688e-05 
 6.90000000e-01  2.60965678e-06  6.41027194e-05 
 7.00000000e-01  2.93737305e-06  7.08348933e-05 
 7.10000000e-01  3.28622422e-06  7.78892153e-05 
 7.20000000e-01  3.65590287e-06  8.52543758e-05 
 7.30000000e-01  4.04604188e-06  9.29184772e-05 
 7.40000000e-01  4.45622267e-06  1.00869164e-04 
 7.50000000e-01  4.88598249e-06  1.09093738e-04 
 7.60000000e-01  5.33482085e-06  1.17579259e-04 
 7.70000000e-01  5.80220528e-06  1.26312635e-04 
