 v-sweep         id_hv           id_lv          
-3.00000000e-01  4.45408314e-17  5.63291647e-14 
-2.90000000e-01  4.45457778e-17  5.28607978e-14 
-2.80000000e-01  4.45522991e-17  4.95551239e-14 
-2.70000000e-01  4.45609226e-17  4.64079143e-14 
-2.60000000e-01  4.45723596e-17  4.34161800e-14 
-2.50000000e-01  4.45875705e-17  4.05784974e-14 
-2.40000000e-01  4.46078556e-17  3.78954455e-14 
-2.30000000e-01  4.46349780e-17  3.53702005e-14 
-2.20000000e-01  4.46713335e-17  3.30093468e-14 
-2.10000000e-01  4.47133060e-17  3.07339457e-14 
-2.00000000e-01  4.47766423e-17  2.87315262e-14 
-1.90000000e-01  4.48747729e-17  2.70567095e-14 
-1.80000000e-01  4.49948942e-17  2.55367963e-14 
-1.70000000e-01  4.51577193e-17  2.43235780e-14 
-1.60000000e-01  4.53788712e-17  2.34903289e-14 
-1.50000000e-01  4.56798229e-17  2.31397660e-14 
-1.40000000e-01  4.60901311e-17  2.34154459e-14 
-1.30000000e-01  4.66505369e-17  2.45178293e-14 
-1.20000000e-01  4.74172755e-17  2.67263622e-14 
-1.10000000e-01  4.84680723e-17  3.04306287e-14 
-1.00000000e-01  4.99104946e-17  3.61736023e-14 
-9.00000000e-02  5.18935975e-17  4.47120065e-14 
-8.00000000e-02  5.46241780e-17  5.71004145e-14 
-7.00000000e-02  5.83894867e-17  7.48088677e-14 
-6.00000000e-02  6.35889901e-17  9.98865521e-14 
-5.00000000e-02  7.07788369e-17  1.35190767e-13 
-4.00000000e-02  8.07341647e-17  1.84706432e-13 
-3.00000000e-02  9.45364870e-17  2.53992381e-13 
-2.00000000e-02  1.13696367e-16  3.50805189e-13 
-1.00000000e-02  1.40325772e-16  4.85971032e-13 
 8.67361738e-17  1.77380453e-16  6.74604788e-13 
 1.00000000e-02  2.29001185e-16  9.37815090e-13 
 2.00000000e-02  3.00995088e-16  1.30508990e-12 
 3.00000000e-02  4.01501516e-16  1.81763490e-12 
 4.00000000e-02  5.41985302e-16  2.53304670e-12 
 5.00000000e-02  7.38533285e-16  3.53185640e-12 
 6.00000000e-02  1.01378456e-15  4.92669443e-12 
 7.00000000e-02  1.39965824e-15  6.87513007e-12 
 8.00000000e-02  1.94110079e-15  9.59766406e-12 
 9.00000000e-02  2.70155461e-15  1.34029480e-11 
 1.00000000e-01  3.77057247e-15  1.87231432e-11 
 1.10000000e-01  5.27468785e-15  2.61634882e-11 
 1.20000000e-01  7.39283333e-15  3.65718734e-11 
 1.30000000e-01  1.03781878e-14  5.11364454e-11 
 1.40000000e-01  1.45892715e-14  7.15225377e-11 
 1.50000000e-01  2.05341721e-14  1.00064900e-10 
 1.60000000e-01  2.89333731e-14  1.40037582e-10 
 1.70000000e-01  4.08092800e-14  1.96032910e-10 
 1.80000000e-01  5.76137361e-14  2.74493757e-10 
 1.90000000e-01  8.14097533e-14  3.84461243e-10 
 2.00000000e-01  1.15130649e-13  5.38625192e-10 
 2.10000000e-01  1.62949890e-13  7.54800102e-10 
 2.20000000e-01  2.30809076e-13  1.05799913e-09 
 2.30000000e-01  3.27172245e-13  1.48334839e-09 
 2.40000000e-01  4.64104000e-13  2.08018158e-09 
 2.50000000e-01  6.58811290e-13  2.91779195e-09 
 2.60000000e-01  9.35849505e-13  4.09350914e-09 
 2.70000000e-01  1.33028076e-12  5.74403369e-09 
 2.80000000e-01  1.89219744e-12  8.06132774e-09 
 2.90000000e-01  2.69320476e-12  1.13148618e-08 
 3.00000000e-01  3.83571509e-12  1.58826946e-08 
 3.10000000e-01  5.46628007e-12  2.22947628e-08 
 3.20000000e-01  7.79472404e-12  3.12929147e-08 
 3.30000000e-01  1.11216156e-11  4.39136547e-08 
 3.40000000e-01  1.58777296e-11  6.16011893e-08 
 3.50000000e-01  2.26807574e-11  8.63599634e-08 
 3.60000000e-01  3.24168411e-11  1.20956883e-07 
 3.70000000e-01  4.63578465e-11  1.69182789e-07 
 3.80000000e-01  6.63301102e-11  2.36178698e-07 
 3.90000000e-01  9.49573460e-11  3.28822549e-07 
 4.00000000e-01  1.36010430e-10  4.56154349e-07 
 4.10000000e-01  1.94911254e-10  6.29791951e-07 
 4.20000000e-01  2.79458718e-10  8.64261799e-07 
 4.30000000e-01  4.00875020e-10  1.17715229e-06 
 4.40000000e-01  5.75313757e-10  1.58900888e-06 
 4.50000000e-01  8.26033679e-10  2.12293736e-06 
 4.60000000e-01  1.18653137e-09  2.80394960e-06 
 4.70000000e-01  1.70505396e-09  3.65814344e-06 
 4.80000000e-01  2.45109464e-09  4.71182909e-06 
 4.90000000e-01  3.52473010e-09  5.99070131e-06 
 5.00000000e-01  5.07001542e-09  7.51912595e-06 
 5.10000000e-01  7.29413941e-09  9.31957778e-06 
 5.20000000e-01  1.04946889e-08  1.14122391e-05 
 5.30000000e-01  1.50981850e-08  1.38147461e-05 
 5.40000000e-01  2.17139963e-08  1.65420559e-05 
 5.50000000e-01  3.12086385e-08  1.96064014e-05 
 5.60000000e-01  4.48059428e-08  2.30173099e-05 
 5.70000000e-01  6.42177994e-08  2.67816687e-05 
 5.80000000e-01  9.18068204e-08  3.09038316e-05 
 5.90000000e-01  1.30774513e-07  3.53857627e-05 
 6.00000000e-01  1.85355077e-07  4.02272102e-05 
 6.10000000e-01  2.60976919e-07  4.54259021e-05 
 6.20000000e-01  3.64338073e-07  5.09777518e-05 
 6.30000000e-01  5.03340180e-07  5.68770653e-05 
 6.40000000e-01  6.86849895e-07  6.31167414e-05 
 6.50000000e-01  9.24303678e-07  6.96884608e-05 
 6.60000000e-01  1.22521963e-06  7.65828614e-05 
 6.70000000e-01  1.59870145e-06  8.37896984e-05 
 6.80000000e-01  2.05300635e-06  9.12979899e-05 
 6.90000000e-01  2.59521582e-06  9.90961488e-05 
 7.00000000e-01  3.23101815e-06  1.07172101e-04 
 7.10000000e-01  3.96459462e-06  1.15513393e-04 
 7.20000000e-01  4.79859613e-06  1.24107285e-04 
 7.30000000e-01  5.73419669e-06  1.32940842e-04 
 7.40000000e-01  6.77120889e-06  1.42001005e-04 
 7.50000000e-01  7.90824440e-06  1.51274664e-04 
 7.60000000e-01  9.14290062e-06  1.60748717e-04 
 7.70000000e-01  1.04719552e-05  1.70410127e-04 
 7.80000000e-01  1.18915535e-05  1.80245969e-04 
 7.90000000e-01  1.33973792e-05  1.90243472e-04 
 8.00000000e-01  1.49848019e-05  2.00390059e-04 
