 v-sweep         id_narrow       id_wide        
-3.00000000e-01  4.51424158e-15  5.63291647e-14 
-2.90000000e-01  4.23626193e-15  5.28607978e-14 
-2.80000000e-01  3.97109683e-15  4.95551239e-14 
-2.70000000e-01  3.71832902e-15  4.64079143e-14 
-2.60000000e-01  3.47760936e-15  4.34161800e-14 
-2.50000000e-01  3.24867060e-15  4.05784974e-14 
-2.40000000e-01  3.03134535e-15  3.78954455e-14 
-2.30000000e-01  2.82558976e-15  3.53702005e-14 
-2.20000000e-01  2.63151513e-15  3.30093468e-14 
-2.10000000e-01  2.44943078e-15  3.08240055e-14 
-2.00000000e-01  2.27990293e-15  2.88313175e-14 
-1.90000000e-01  2.12383559e-15  2.70567095e-14 
-1.80000000e-01  1.98258429e-15  2.55367963e-14 
-1.70000000e-01  1.85811455e-15  2.43235780e-14 
-1.60000000e-01  1.75322377e-15  2.34903289e-14 
-1.50000000e-01  1.67184714e-15  2.31397660e-14 
-1.40000000e-01  1.61949462e-15  2.34154459e-14 
-1.30000000e-01  1.60384885e-15  2.45178293e-14 
-1.20000000e-01  1.63559993e-15  2.67263622e-14 
-1.10000000e-01  1.72961040e-15  3.04306287e-14 
-1.00000000e-01  1.90652509e-15  3.61736023e-14 
-9.00000000e-02  2.19501638e-15  4.47120065e-14 
-8.00000000e-02  2.63488729e-15  5.71004145e-14 
-7.00000000e-02  3.28140426e-15  7.48088677e-14 
-6.00000000e-02  4.21129164e-15  9.98865521e-14 
-5.00000000e-02  5.53109256e-15  1.35190767e-13 
-4.00000000e-02  7.38877586e-15  1.84706432e-13 
-3.00000000e-02  9.98990094e-15  2.53992381e-13 
-2.00000000e-02  1.36201092e-14  3.50805189e-13 
-1.00000000e-02  1.86764540e-14  4.85971032e-13 
 8.67361738e-17  2.57110389e-14  6.74604788e-13 
 1.00000000e-02  3.54918435e-14  9.37815090e-13 
 2.00000000e-02  4.90875175e-14  1.30508990e-12 
 3.00000000e-02  6.79856512e-14  1.81763490e-12 
 4.00000000e-02  9.42577697e-14  2.53304670e-12 
 5.00000000e-02  1.30789633e-13  3.53185640e-12 
 6.00000000e-02  1.81602734e-13  4.92669443e-12 
 7.00000000e-02  2.52303347e-13  6.87513007e-12 
 8.00000000e-02  3.50709853e-13  9.59766406e-12 
 9.00000000e-02  4.87729438e-13  1.34029480e-11 
 1.00000000e-01  6.78583703e-13  1.87231432e-11 
 1.10000000e-01  9.44521094e-13  2.61634882e-11 
 1.20000000e-01  1.31521589e-12  3.65718734e-11 
 1.30000000e-01  1.83212413e-12  5.11364454e-11 
 1.40000000e-01  2.55317732e-12  7.15225377e-11 
 1.50000000e-01  3.55935588e-12  1.00064900e-10 
 1.60000000e-01  4.96389477e-12  1.40037582e-10 
 1.70000000e-01  6.92517888e-12  1.96032910e-10 
 1.80000000e-01  9.66481141e-12  2.74493757e-10 
 1.90000000e-01  1.34929368e-11  3.84461243e-10 
 2.00000000e-01  1.88437390e-11  5.38625192e-10 
 2.10000000e-01  2.63252129e-11  7.54800102e-10 
 2.20000000e-01  3.67889619e-11  1.05799913e-09 
 2.30000000e-01  5.14280908e-11  1.48334839e-09 
 2.40000000e-01  7.19145141e-11  2.08018158e-09 
 2.50000000e-01  1.00591553e-10  2.91779195e-09 
 2.60000000e-01  1.40744056e-10  4.09350914e-09 
 2.70000000e-01  1.96977157e-10  5.74403369e-09 
 2.80000000e-01  2.75747143e-10  8.06132774e-09 
 2.90000000e-01  3.86104969e-10  1.13148618e-08 
 3.00000000e-01  5.40736491e-10  1.58826946e-08 
 3.10000000e-01  7.57415432e-10  2.22947628e-08 
 3.20000000e-01  1.06102801e-09  3.12929147e-08 
 3.30000000e-01  1.48638440e-09  4.39136547e-08 
 3.40000000e-01  2.08210368e-09  6.16011893e-08 
 3.50000000e-01  2.91594423e-09  8.63599634e-08 
 3.60000000e-01  4.08204516e-09  1.20956883e-07 
 3.70000000e-01  5.71062545e-09  1.69182789e-07 
 3.80000000e-01  7.98071816e-09  2.36178698e-07 
 3.90000000e-01  1.11364226e-08  3.28822549e-07 
 4.00000000e-01  1.55068268e-08  4.56154349e-07 
 4.10000000e-01  2.15290473e-08  6.29791951e-07 
 4.20000000e-01  2.97726649e-08  8.64261799e-07 
 4.30000000e-01  4.09622851e-08  1.17715229e-06 
 4.40000000e-01  5.59934919e-08  1.58900888e-06 
 4.50000000e-01  7.59369278e-08  2.12293736e-06 
 4.60000000e-01  1.02026503e-07  2.80394960e-06 
 4.70000000e-01  1.35630924e-07  3.65814344e-06 
 4.80000000e-01  1.78211722e-07  4.71182909e-06 
 4.90000000e-01  2.31273949e-07  5.99070131e-06 
 5.00000000e-01  2.96316465e-07  7.51912595e-06 
 5.10000000e-01  3.74787485e-07  9.31957778e-06 
 5.20000000e-01  4.68048803e-07  1.14122391e-05 
 5.30000000e-01  5.77349840e-07  1.38147461e-05 
 5.40000000e-01  7.03810982e-07  1.65420559e-05 
 5.50000000e-01  8.48414589e-07  1.96064014e-05 
 5.60000000e-01  1.01200169e-06  2.30173099e-05 
 5.70000000e-01  1.19527256e-06  2.67816687e-05 
 5.80000000e-01  1.39878999e-06  3.09038316e-05 
 5.90000000e-01  1.62298445e-06  3.53857627e-05 
 6.00000000e-01  1.86816103e-06  4.02272102e-05 
 6.10000000e-01  2.13450760e-06  4.54259021e-05 
 6.20000000e-01  2.42210396e-06  5.09777518e-05 
 6.30000000e-01  2.73093146e-06  5.68770653e-05 
 6.40000000e-01  3.06088268e-06  6.31167414e-05 
 6.50000000e-01  3.41177074e-06  6.96884608e-05 
 6.60000000e-01  3.78333814e-06  7.65828614e-05 
 6.70000000e-01  4.17526485e-06  8.37896984e-05 
 6.80000000e-01  4.58717580e-06  9.12979899e-05 
 6.90000000e-01  5.01864760e-06  9.90961488e-05 
 7.00000000e-01  5.46921471e-06  1.07172101e-04 
 7.10000000e-01  5.93837494e-06  1.15513393e-04 
 7.20000000e-01  6.42559448e-06  1.24107285e-04 
 7.30000000e-01  6.93031252e-06  1.32940842e-04 
 7.40000000e-01  7.45194533e-06  1.42001005e-04 
 7.50000000e-01  7.98989011e-06  1.51274664e-04 
 7.60000000e-01  8.54352844e-06  1.60748717e-04 
 7.70000000e-01  9.11222945e-06  1.70410127e-04 
 7.80000000e-01  9.69535279e-06  1.80245969e-04 
 7.90000000e-01  1.02922512e-05  1.90243472e-04 
 8.00000000e-01  1.09022732e-05  2.00390059e-04 
 8.10000000e-01  1.15247650e-05  2.10673379e-04 
 8.20000000e-01  1.21590730e-05  2.21081335e-04 
 8.30000000e-01  1.28045453e-05  2.31602109e-04 
 8.40000000e-01  1.34605337e-05  2.42224183e-04 
 8.50000000e-01  1.41263952e-05  2.52936356e-04 
 8.60000000e-01  1.48014934e-05  2.63727758e-04 
 8.70000000e-01  1.54851998e-05  2.74587861e-04 
 8.80000000e-01  1.61768949e-05  2.85506490e-04 
 8.90000000e-01  1.68759694e-05  2.96473826e-04 
 9.00000000e-01  1.75818250e-05  3.07480415e-04 
 9.10000000e-01  1.82938751e-05  3.18517163e-04 
 9.20000000e-01  1.90115455e-05  3.29575344e-04 
 9.30000000e-01  1.97342754e-05  3.40646597e-04 
 9.40000000e-01  2.04615174e-05  3.51722920e-04 
 9.50000000e-01  2.11927380e-05  3.62796672e-04 
 9.60000000e-01  2.19274184e-05  3.73860566e-04 
 9.70000000e-01  2.26650541e-05  3.84907661e-04 
 9.80000000e-01  2.34051558e-05  3.95931363e-04 
 9.90000000e-01  2.41472492e-05  4.06925410e-04 
 1.00000000e+00  2.48908749e-05  4.17883871e-04 
 1.01000000e+00  2.56355892e-05  4.28801134e-04 
 1.02000000e+00  2.63809632e-05  4.39671901e-04 
 1.03000000e+00  2.71265837e-05  4.50491177e-04 
 1.04000000e+00  2.78720523e-05  4.61254262e-04 
 1.05000000e+00  2.86169860e-05  4.71956742e-04 
 1.06000000e+00  2.93610165e-05  4.82594480e-04 
 1.07000000e+00  3.01037908e-05  4.93163609e-04 
 1.08000000e+00  3.08449701e-05  5.03660517e-04 
 1.09000000e+00  3.15842305e-05  5.14081844e-04 
 1.10000000e+00  3.23212620e-05  5.24424469e-04 
 1.11000000e+00  3.30557688e-05  5.34685500e-04 
 1.12000000e+00  3.37874691e-05  5.44862271e-04 
 1.13000000e+00  3.45160943e-05  5.54952324e-04 
 1.14000000e+00  3.52413891e-05  5.64953408e-04 
 1.15000000e+00  3.59631113e-05  5.74863466e-04 
 1.16000000e+00  3.66810312e-05  5.84680629e-04 
 1.17000000e+00  3.73949316e-05  5.94403203e-04 
 1.18000000e+00  3.81046071e-05  6.04029667e-04 
 1.19000000e+00  3.88098641e-05  6.13558662e-04 
 1.20000000e+00  3.95105204e-05  6.22988982e-04 
