 v-sweep         id_narrow       id_wide        
-3.00000000e-01  2.66170505e-12  2.14889266e-11 
-2.90000000e-01  2.75095409e-12  2.31179430e-11 
-2.80000000e-01  2.85629463e-12  2.50675836e-11 
-2.70000000e-01  2.98075327e-12  2.74029908e-11 
-2.60000000e-01  3.12795754e-12  3.02029233e-11 
-2.50000000e-01  3.30225730e-12  3.35626604e-11 
-2.40000000e-01  3.50887163e-12  3.75975367e-11 
-2.30000000e-01  3.75406668e-12  4.24472449e-11 
-2.20000000e-01  4.04537091e-12  4.82810761e-11 
-2.10000000e-01  4.39183584e-12  5.53043044e-11 
-2.00000000e-01  4.80435187e-12  6.37659691e-11 
-1.90000000e-01  5.29603100e-12  7.39683635e-11 
-1.80000000e-01  5.88267093e-12  8.62786089e-11 
-1.70000000e-01  6.58331800e-12  1.01142779e-10 
-1.60000000e-01  7.42095023e-12  1.19103140e-10 
-1.50000000e-01  8.42330674e-12  1.40819202e-10 
-1.40000000e-01  9.62389507e-12  1.67093438e-10 
-1.30000000e-01  1.10632152e-11  1.98902707e-10 
-1.20000000e-01  1.27902478e-11  2.37436663e-10 
-1.10000000e-01  1.48642634e-11  2.84144724e-10 
-1.00000000e-01  1.73570248e-11  3.40793514e-10 
-9.00000000e-02  2.03554664e-11  4.09537149e-10 
-8.00000000e-02  2.39649572e-11  4.93003243e-10 
-7.00000000e-02  2.83132754e-11  5.94398212e-10 
-6.00000000e-02  3.35554509e-11  7.17636197e-10 
-5.00000000e-02  3.98796682e-11  8.67496997e-10 
-4.00000000e-02  4.75144643e-11  1.04981953e-09 
-3.00000000e-02  5.67375076e-11  1.27173894e-09 
-2.00000000e-02  6.78863093e-11  1.54197716e-09 
-1.00000000e-02  8.13712967e-11  1.87119919e-09 
 8.67361738e-17  9.76917728e-11  2.27244989e-09 
 1.00000000e-02  1.17455406e-10  2.76168972e-09 
 2.00000000e-02  1.41402034e-10  3.35845178e-09 
 3.00000000e-02  1.70432748e-10  4.08664779e-09 
 4.00000000e-02  2.05645429e-10  4.97555691e-09 
 5.00000000e-02  2.48378181e-10  6.06103875e-09 
 6.00000000e-02  3.00262420e-10  7.38702150e-09 
 7.00000000e-02  3.63287769e-10  9.00732740e-09 
 8.00000000e-02  4.39881392e-10  1.09879117e-08 
 9.00000000e-02  5.33004976e-10  1.34096081e-08 
 1.00000000e-01  6.46273277e-10  1.63714939e-08 
 1.10000000e-01  7.84098989e-10  1.99950133e-08 
 1.20000000e-01  9.51869760e-10  2.44290255e-08 
 1.30000000e-01  1.15616436e-09  2.98559806e-08 
 1.40000000e-01  1.40501656e-09  3.64994671e-08 
 1.50000000e-01  1.70823695e-09  4.46334221e-08 
 1.60000000e-01  2.07780513e-09  5.45933507e-08 
 1.70000000e-01  2.52834695e-09  6.67899651e-08 
 1.80000000e-01  3.07771444e-09  8.17257159e-08 
 1.90000000e-01  3.74768904e-09  1.00014762e-07 
 2.00000000e-01  4.56483226e-09  1.22406992e-07 
 2.10000000e-01  5.56151134e-09  1.49816760e-07 
 2.20000000e-01  6.77713132e-09  1.83357032e-07 
 2.30000000e-01  8.25960763e-09  2.24379637e-07 
 2.40000000e-01  1.00671157e-08  2.74522197e-07 
 2.50000000e-01  1.22701543e-08  3.35762155e-07 
 2.60000000e-01  1.49539560e-08  4.10477947e-07 
 2.70000000e-01  1.82212708e-08  5.01516820e-07 
 2.80000000e-01  2.21955345e-08  6.12268009e-07 
 2.90000000e-01  2.70244097e-08  7.46738926e-07 
 3.00000000e-01  3.28836517e-08  9.09630693e-07 
 3.10000000e-01  3.99812051e-08  1.10640790e-06 
 3.20000000e-01  4.85613751e-08  1.34335603e-06 
 3.30000000e-01  5.89088467e-08  1.62761892e-06 
 3.40000000e-01  7.13522530e-08  1.96720825e-06 
 3.50000000e-01  8.62669283e-08  2.37097772e-06 
 3.60000000e-01  1.04076445e-07  2.84855652e-06 
 3.70000000e-01  1.25252534e-07  3.41024007e-06 
 3.80000000e-01  1.50313060e-07  4.06683952e-06 
 3.90000000e-01  1.79817825e-07  4.82949606e-06 
 4.00000000e-01  2.14362178e-07  5.70946900e-06 
 4.10000000e-01  2.54568575e-07  6.71790890e-06 
 4.20000000e-01  3.01076445e-07  7.86562780e-06 
 4.30000000e-01  3.54530869e-07  9.16287787e-06 
 4.40000000e-01  4.15570649e-07  1.06191487e-05 
 4.50000000e-01  4.84816402e-07  1.22429911e-05 
 4.60000000e-01  5.62859223e-07  1.40418733e-05 
 4.70000000e-01  6.50250422e-07  1.60220724e-05 
 4.80000000e-01  7.47492671e-07  1.81886025e-05 
 4.90000000e-01  8.55032821e-07  2.05451780e-05 
 5.00000000e-01  9.73256448e-07  2.30942090e-05 
 5.10000000e-01  1.10248416e-06  2.58368262e-05 
 5.20000000e-01  1.24296955e-06  2.87729297e-05 
 5.30000000e-01  1.39489864e-06  3.19012585e-05 
 5.40000000e-01  1.55839073e-06  3.52194755e-05 
 5.50000000e-01  1.73350029e-06  3.87242651e-05 
