 v-sweep         id_narrow       id_wide        
-3.00000000e-01  8.32907306e-12  9.37124627e-11 
-2.90000000e-01  9.80444451e-12  1.10582758e-10 
-2.80000000e-01  1.15435238e-11  1.30719944e-10 
-2.70000000e-01  1.35954887e-11  1.54773365e-10 
-2.60000000e-01  1.60190915e-11  1.83524873e-10 
-2.50000000e-01  1.88845668e-11  2.17916371e-10 
-2.40000000e-01  2.22759304e-11  2.59083174e-10 
-2.30000000e-01  2.62937496e-11  3.08394424e-10 
-2.20000000e-01  3.10584836e-11  3.67502071e-10 
-2.10000000e-01  3.67145126e-11  4.38400256e-10 
-2.00000000e-01  4.34349979e-11  5.23497330e-10 
-1.90000000e-01  5.14277503e-11  6.25703221e-10 
-1.80000000e-01  6.09423149e-11  7.48535472e-10 
-1.70000000e-01  7.22785300e-11  8.96247957e-10 
-1.60000000e-01  8.57968714e-11  1.07398719e-09 
-1.50000000e-01  1.01930957e-10  1.28798218e-09 
-1.40000000e-01  1.21202669e-10  1.54577512e-09 
-1.30000000e-01  1.44240451e-10  1.85650174e-09 
-1.20000000e-01  1.71801447e-10  2.23123211e-09 
-1.10000000e-01  2.04798307e-10  2.68338502e-09 
-1.00000000e-01  2.44331634e-10  3.22923190e-09 
-9.00000000e-02  2.91729295e-10  3.88850980e-09 
-8.00000000e-02  3.48594036e-10  4.68516710e-09 
-7.00000000e-02  4.16861172e-10  5.64827079e-09 
-6.00000000e-02  4.98868502e-10  6.81311042e-09 
-5.00000000e-02  5.97441027e-10  8.22254152e-09 
-4.00000000e-02  7.15993630e-10  9.92862022e-09 
-3.00000000e-02  8.58655510e-10  1.19945922e-08 
-2.00000000e-02  1.03042094e-09  1.44973124e-08 
-1.00000000e-02  1.23733194e-09  1.75301880e-08 
 8.67361738e-17  1.48669940e-09  2.12067568e-08 
 1.00000000e-02  1.78737085e-09  2.56650356e-08 
 2.00000000e-02  2.15005425e-09  3.10728020e-08 
 3.00000000e-02  2.58770929e-09  3.76340031e-08 
 4.00000000e-02  3.11601976e-09  4.55965251e-08 
 5.00000000e-02  3.75396296e-09  5.52615983e-08 
 6.00000000e-02  4.52449471e-09  6.69951644e-08 
 7.00000000e-02  5.45537173e-09  8.12415848e-08 
 8.00000000e-02  6.58013595e-09  9.85401293e-08 
 9.00000000e-02  7.93928874e-09  1.19544745e-07 
 1.00000000e-01  9.58168536e-09  1.45047660e-07 
 1.10000000e-01  1.15661822e-08  1.76007430e-07 
 1.20000000e-01  1.39635699e-08  2.13582046e-07 
 1.30000000e-01  1.68588237e-08  2.59167739e-07 
 1.40000000e-01  2.03536962e-08  3.14444009e-07 
 1.50000000e-01  2.45696682e-08  3.81425273e-07 
 1.60000000e-01  2.96512558e-08  4.62519236e-07 
 1.70000000e-01  3.57696444e-08  5.60591642e-07 
 1.80000000e-01  4.31265862e-08  6.79036423e-07 
 1.90000000e-01  5.19584485e-08  8.21849383e-07 
 2.00000000e-01  6.25402439e-08  9.93702504e-07 
 2.10000000e-01  7.51894136e-08  1.20001467e-06 
 2.20000000e-01  9.02690695e-08  1.44701339e-06 
 2.30000000e-01  1.08190360e-07  1.74178095e-06 
 2.40000000e-01  1.29413594e-07  2.09227779e-06 
 2.50000000e-01  1.54447793e-07  2.50733620e-06 
 2.60000000e-01  1.83848375e-07  2.99661819e-06 
 2.70000000e-01  2.18212840e-07  3.57053412e-06 
 2.80000000e-01  2.58174414e-07  4.24012116e-06 
 2.90000000e-01  3.04393839e-07  5.01688476e-06 
 3.00000000e-01  3.57549610e-07  5.91260907e-06 
 3.10000000e-01  4.18327088e-07  6.93914521e-06 
 3.20000000e-01  4.87407014e-07  8.10818755e-06 
 3.30000000e-01  5.65453925e-07  9.43104865e-06 
 3.40000000e-01  6.53104976e-07  1.09184426e-05 
 3.50000000e-01  7.50959561e-07  1.25802852e-05 
 3.60000000e-01  8.59570076e-07  1.44255181e-05 
 3.70000000e-01  9.79434017e-07  1.64619614e-05 
 3.80000000e-01  1.11098755e-06  1.86961976e-05 
 3.90000000e-01  1.25460061e-06  2.11334880e-05 
 4.00000000e-01  1.41057345e-06  2.37777221e-05 
 4.10000000e-01  1.57913470e-06  2.66313973e-05 
 4.20000000e-01  1.76044076e-06  2.96956276e-05 
 4.30000000e-01  1.95457645e-06  3.29701785e-05 
 4.40000000e-01  2.16155684e-06  3.64535244e-05 
 4.50000000e-01  2.38133008e-06  4.01429265e-05 
 4.60000000e-01  2.61378113e-06  4.40345254e-05 
 4.70000000e-01  2.85873609e-06  4.81234465e-05 
 4.80000000e-01  3.11596719e-06  5.24039130e-05 
 4.90000000e-01  3.38519797e-06  5.68693633e-05 
 5.00000000e-01  3.66610877e-06  6.15125691e-05 
 5.10000000e-01  3.95834217e-06  6.63257513e-05 
 5.20000000e-01  4.26150840e-06  7.13006914e-05 
 5.30000000e-01  4.57519054e-06  7.64288360e-05 
 5.40000000e-01  4.89894949e-06  8.17013942e-05 
 5.50000000e-01  5.23232862e-06  8.71094260e-05 
 5.60000000e-01  5.57485807e-06  9.26439218e-05 
 5.70000000e-01  5.92605878e-06  9.82958727e-05 
 5.80000000e-01  6.28544598e-06  1.04056333e-04 
 5.90000000e-01  6.65253252e-06  1.09916472e-04 
 6.00000000e-01  7.02683172e-06  1.15867621e-04 
 6.10000000e-01  7.40785991e-06  1.21901311e-04 
 6.20000000e-01  7.79513869e-06  1.28009302e-04 
 6.30000000e-01  8.18819681e-06  1.34183612e-04 
 6.40000000e-01  8.58657190e-06  1.40416532e-04 
 6.50000000e-01  8.98981181e-06  1.46700647e-04 
 6.60000000e-01  9.39747581e-06  1.53028840e-04 
 6.70000000e-01  9.80913552e-06  1.59394303e-04 
 6.80000000e-01  1.02243757e-05  1.65790541e-04 
 6.90000000e-01  1.06427949e-05  1.72211369e-04 
 7.00000000e-01  1.10640057e-05  1.78650917e-04 
 7.10000000e-01  1.14876352e-05  1.85103619e-04 
 7.20000000e-01  1.19133253e-05  1.91564215e-04 
 7.30000000e-01  1.23407326e-05  1.98027739e-04 
 7.40000000e-01  1.27695281e-05  2.04489515e-04 
 7.50000000e-01  1.31993980e-05  2.10945146e-04 
 7.60000000e-01  1.36300426e-05  2.17390509e-04 
 7.70000000e-01  1.40611765e-05  2.23821739e-04 
 7.80000000e-01  1.44925286e-05  2.30235226e-04 
 7.90000000e-01  1.49238411e-05  2.36627601e-04 
 8.00000000e-01  1.53548699e-05  2.42995725e-04 
 8.10000000e-01  1.57853839e-05  2.49336682e-04 
 8.20000000e-01  1.62151644e-05  2.55647766e-04 
