 v-sweep         id_narrow       id_wide        
-3.00000000e-01  6.90101283e-14  9.89571785e-13 
-2.90000000e-01  7.88443632e-14  1.15472039e-12 
-2.80000000e-01  9.11283285e-14  1.36267529e-12 
-2.70000000e-01  1.06417758e-13  1.62373784e-12 
-2.60000000e-01  1.25401123e-13  1.95077496e-12 
-2.50000000e-01  1.48931855e-13  2.35986483e-12 
-2.40000000e-01  1.78068524e-13  2.87110743e-12 
-2.30000000e-01  2.14124967e-13  3.50964152e-12 
-2.20000000e-01  2.58732864e-13  4.30692221e-12 
-2.10000000e-01  3.13919895e-13  5.30232554e-12 
-2.00000000e-01  3.82207407e-13  6.54516534e-12 
-1.90000000e-01  4.66732529e-13  8.09722867e-12 
-1.80000000e-01  5.71400910e-13  1.00359649e-11 
-1.70000000e-01  7.01077892e-13  1.24584980e-11 
-1.60000000e-01  8.61827851e-13  1.54866763e-11 
-1.50000000e-01  1.06121403e-12  1.92734304e-11 
-1.40000000e-01  1.30867425e-12  2.40107811e-11 
-1.30000000e-01  1.61599199e-12  2.99399274e-11 
-1.20000000e-01  1.99788722e-12  3.73639612e-11 
-1.10000000e-01  2.47275769e-12  4.66638946e-11 
-1.00000000e-01  3.06360954e-12  5.83188727e-11 
-9.00000000e-02  3.79922582e-12  7.29316683e-11 
-8.00000000e-02  4.71563437e-12  9.12608526e-11 
-7.00000000e-02  5.85795257e-12  1.14261397e-10 
-6.00000000e-02  7.28270633e-12  1.43135933e-10 
-5.00000000e-02  9.06074644e-12  1.79399487e-10 
-4.00000000e-02  1.12809174e-11  2.24961247e-10 
-3.00000000e-02  1.40546742e-11  2.82227874e-10 
-2.00000000e-02  1.75218946e-11  3.54234072e-10 
-1.00000000e-02  2.18581974e-11  4.44807638e-10 
 8.67361738e-17  2.72841616e-11  5.58778144e-10 
 1.00000000e-02  3.40769419e-11  7.02240867e-10 
 2.00000000e-02  4.25849082e-11  8.82890622e-10 
 3.00000000e-02  5.32461023e-11  1.11044413e-09 
 4.00000000e-02  6.66115107e-11  1.39717449e-09 
 5.00000000e-02  8.33744194e-11  1.75858754e-09 
 6.00000000e-02  1.04407446e-10  2.21427809e-09 
 7.00000000e-02  1.30809270e-10  2.78901360e-09 
 8.00000000e-02  1.63963597e-10  3.51410633e-09 
 9.00000000e-02  2.05613594e-10  4.42915016e-09 
 1.00000000e-01  2.57955832e-10  5.58421953e-09 
 1.10000000e-01  3.23758863e-10  7.04265255e-09 
 1.20000000e-01  4.06512905e-10  8.88457339e-09 
 1.30000000e-01  5.10618729e-10  1.12113485e-08 
 1.40000000e-01  6.41625981e-10  1.41512215e-08 
 1.50000000e-01  8.06533747e-10  1.78664349e-08 
