 v-sweep         id_hv           id_lv          
-3.00000000e-01  4.21034420e-17  1.24767999e-14 
-2.90000000e-01  4.21038873e-17  1.16547710e-14 
-2.80000000e-01  4.21045364e-17  1.08921743e-14 
-2.70000000e-01  4.21053902e-17  1.01665448e-14 
-2.60000000e-01  4.21065168e-17  9.47635472e-15 
-2.50000000e-01  4.21080074e-17  8.82019886e-15 
-2.40000000e-01  4.21099851e-17  8.19680010e-15 
-2.30000000e-01  4.21126161e-17  7.60501529e-15 
-2.20000000e-01  4.21161250e-17  7.04384115e-15 
-2.10000000e-01  4.21208165e-17  6.51242154e-15 
-2.00000000e-01  4.21271039e-17  6.01005759e-15 
-1.90000000e-01  4.21355492e-17  5.53622418e-15 
-1.80000000e-01  4.21469183e-17  5.09059765e-15 
-1.70000000e-01  4.21622558e-17  4.67310195e-15 
-1.60000000e-01  4.21829892e-17  4.28398383e-15 
-1.50000000e-01  4.22110724e-17  3.92393109e-15 
-1.40000000e-01  4.22491831e-17  3.59425407e-15 
-1.30000000e-01  4.23009971e-17  3.29715836e-15 
-1.20000000e-01  4.23715669e-17  3.03614841e-15 
-1.10000000e-01  4.24678471e-17  2.81661929e-15 
-1.00000000e-01  4.25994228e-17  2.64671932e-15 
-9.00000000e-02  4.27795218e-17  2.53860376e-15 
-8.00000000e-02  4.30264223e-17  2.51025137e-15 
-7.00000000e-02  4.33654115e-17  2.58811200e-15 
-6.00000000e-02  4.38315151e-17  2.81094976e-15 
-5.00000000e-02  4.45749702e-17  3.35336893e-15 
-4.00000000e-02  4.54989859e-17  4.11104316e-15 
-3.00000000e-02  4.67751095e-17  5.29548653e-15 
-2.00000000e-02  4.85397740e-17  7.09189678e-15 
-1.00000000e-02  5.09830443e-17  9.76968236e-15 
 8.67361738e-17  5.43699678e-17  1.37207468e-14 
 1.00000000e-02  5.90705223e-17  1.95152058e-14 
 2.00000000e-02  6.56016561e-17  2.79824645e-14 
 3.00000000e-02  7.46863533e-17  4.03294124e-14 
 4.00000000e-02  8.73366846e-17  5.83125986e-14 
 5.00000000e-02  1.04970679e-16  8.44891931e-14 
 6.00000000e-02  1.29576910e-16  1.22582964e-13 
 7.00000000e-02  1.63946469e-16  1.78017958e-13 
 8.00000000e-02  2.11999597e-16  2.58697193e-13 
 9.00000000e-02  2.79251334e-16  3.76138974e-13 
 1.00000000e-01  3.73453430e-16  5.47135438e-13 
 1.10000000e-01  5.05529913e-16  7.96170782e-13 
 1.20000000e-01  6.90872955e-16  1.15896234e-12 
 1.30000000e-01  9.51186653e-16  1.68763148e-12 
 1.40000000e-01  1.31711119e-15  2.45825039e-12 
 1.50000000e-01  1.83191856e-15  3.58187833e-12 
 1.60000000e-01  2.55677425e-15  5.22069688e-12 
 1.70000000e-01  3.57817138e-15  7.61160504e-12 
 1.80000000e-01  5.01857959e-15  1.11007324e-11 
 1.90000000e-01  7.05139322e-15  1.61939335e-11 
 2.00000000e-01  9.92242767e-15  2.36306818e-11 
 2.10000000e-01  1.39802646e-14  3.44922295e-11 
 2.20000000e-01  1.97195738e-14  5.03599604e-11 
 2.30000000e-01  2.78428261e-14  7.35472746e-11 
 2.40000000e-01  3.93481275e-14  1.07439222e-10 
 2.50000000e-01  5.56545592e-14  1.56990046e-10 
 2.60000000e-01  7.87808566e-14  2.29452174e-10 
