 v-sweep         id_hv           id_lv          
-3.00000000e-01  5.29732183e-12  2.64455929e-10 
-2.90000000e-01  5.29732183e-12  3.08708123e-10 
-2.80000000e-01  5.29732183e-12  3.60919984e-10 
-2.70000000e-01  5.29732183e-12  4.22573666e-10 
-2.60000000e-01  5.32132885e-12  4.95435446e-10 
-2.50000000e-01  5.76058825e-12  5.81611343e-10 
-2.40000000e-01  6.98995643e-12  6.83613804e-10 
-2.30000000e-01  9.33188360e-12  8.04441682e-10 
-2.20000000e-01  1.31070690e-11  9.47676212e-10 
-2.10000000e-01  1.86168067e-11  1.11759620e-09 
-2.00000000e-01  2.61347449e-11  1.31931633e-09 
-1.90000000e-01  3.59092365e-11  1.55895325e-09 
-1.80000000e-01  4.81744761e-11  1.84382518e-09 
-1.70000000e-01  6.31670677e-11  2.18269169e-09 
-1.60000000e-01  8.11446998e-11  2.58604196e-09 
-1.50000000e-01  1.02404628e-10  3.06644144e-09 
-1.40000000e-01  1.27300939e-10  3.63894865e-09 
-1.30000000e-01  1.56260597e-10  4.32161658e-09 
-1.20000000e-01  1.89798924e-10  5.13609596e-09 
-1.10000000e-01  2.28535434e-10  6.10836112e-09 
-1.00000000e-01  2.73211016e-10  7.26958348e-09 
-9.00000000e-02  3.24707459e-10  8.65718293e-09 
-8.00000000e-02  3.84070238e-10  1.03160931e-08 
-7.00000000e-02  4.52535499e-10  1.23002842e-08 
-6.00000000e-02  5.31562215e-10  1.46745959e-08 
-5.00000000e-02  6.22870569e-10  1.75169424e-08 
-4.00000000e-02  7.28487782e-10  2.09209651e-08 
-3.00000000e-02  8.50802795e-10  2.49992233e-08 
-2.00000000e-02  9.92631483e-10  2.98870282e-08 
-1.00000000e-02  1.15729439e-09  3.57470493e-08 
 8.67361738e-17  1.34870934e-09  4.27748430e-08 
 1.00000000e-02  1.57150184e-09  5.12054813e-08 
 2.00000000e-02  1.83113656e-09  6.13214901e-08 
 3.00000000e-02  2.13407410e-09  7.34623396e-08 
 4.00000000e-02  2.48795774e-09  8.80357680e-08 
 5.00000000e-02  2.90183612e-09  1.05531260e-07 
 6.00000000e-02  3.38642872e-09  1.26536039e-07 
 7.00000000e-02  3.95444231e-09  1.51753980e-07 
 8.00000000e-02  4.62094837e-09  1.82027862e-07 
 9.00000000e-02  5.40383291e-09  2.18365416e-07 
 1.00000000e-01  6.32433279e-09  2.61969604e-07 
 1.10000000e-01  7.40767464e-09  3.14273521e-07 
 1.20000000e-01  8.68383590e-09  3.76980227e-07 
 1.30000000e-01  1.01884505e-08  4.52107606e-07 
 1.40000000e-01  1.19638859e-08  5.42038126e-07 
 1.50000000e-01  1.40605217e-08  6.49572923e-07 
 1.60000000e-01  1.65382666e-08  7.77989133e-07 
 1.70000000e-01  1.94683523e-08  9.31098692e-07 
 1.80000000e-01  2.29354526e-08  1.11330600e-06 
 1.90000000e-01  2.70401761e-08  1.32966103e-06 
 2.00000000e-01  3.19019897e-08  1.58590341e-06 
 2.10000000e-01  3.76626299e-08  1.88849271e-06 
 2.20000000e-01  4.44900620e-08  2.24461941e-06 
 2.30000000e-01  5.25830426e-08  2.66219160e-06 
 2.40000000e-01  6.21763327e-08  3.14979340e-06 
 2.50000000e-01  7.35465922e-08  3.71661246e-06 
 2.60000000e-01  8.70189585e-08  4.37233656e-06 
 2.70000000e-01  1.02974270e-07  5.12702135e-06 
 2.80000000e-01  1.21856839e-07  5.99093413e-06 
 2.90000000e-01  1.44182595e-07  6.97437992e-06 
 3.00000000e-01  1.70547332e-07  8.08751790e-06 
 3.10000000e-01  2.01634657e-07  9.34017591e-06 
 3.20000000e-01  2.38223152e-07  1.07416710e-05 
 3.30000000e-01  2.81192082e-07  1.23006430e-05 
 3.40000000e-01  3.31524934e-07  1.40249056e-05 
 3.50000000e-01  3.90309994e-07  1.59213216e-05 
 3.60000000e-01  4.58737179e-07  1.79957012e-05 
 3.70000000e-01  5.38090484e-07  2.02527289e-05 
 3.80000000e-01  6.29735588e-07  2.26959160e-05 
 3.90000000e-01  7.35102505e-07  2.53275787e-05 
 4.00000000e-01  8.55663529e-07  2.81488417e-05 
 4.10000000e-01  9.92907140e-07  3.11596630e-05 
 4.20000000e-01  1.14830890e-06  3.43588785e-05 
 4.30000000e-01  1.32330064e-06  3.77442645e-05 
 4.40000000e-01  1.51923949e-06  4.13126128e-05 
 4.50000000e-01  1.73737821e-06  4.50598178e-05 
 4.60000000e-01  1.97883831e-06  4.89809707e-05 
 4.70000000e-01  2.24458723e-06  5.30704579e-05 
 4.80000000e-01  2.53542054e-06  5.73220616e-05 
 4.90000000e-01  2.85194980e-06  6.17290592e-05 
 5.00000000e-01  3.19459643e-06  6.62843189e-05 
 5.10000000e-01  3.56359148e-06  7.09803917e-05 
 5.20000000e-01  3.95898087e-06  7.58095964e-05 
 5.30000000e-01  4.38063548e-06  8.07640974e-05 
 5.40000000e-01  4.82826508e-06  8.58359763e-05 
 5.50000000e-01  5.30143509e-06  9.10172946e-05 
 5.60000000e-01  5.79958521e-06  9.63001497e-05 
 5.70000000e-01  6.32204867e-06  1.01676723e-04 
 5.80000000e-01  6.86807148e-06  1.07139321e-04 
 5.90000000e-01  7.43683088e-06  1.12680413e-04 
 6.00000000e-01  8.02745243e-06  1.18292656e-04 
 6.10000000e-01  8.63902546e-06  1.23968920e-04 
 6.20000000e-01  9.27061677e-06  1.29702310e-04 
 6.30000000e-01  9.92128237e-06  1.35486175e-04 
 6.40000000e-01  1.05900775e-05  1.41314122e-04 
 6.50000000e-01  1.12760649e-05  1.47180024e-04 
 6.60000000e-01  1.19783216e-05  1.53078020e-04 
 6.70000000e-01  1.26959442e-05  1.59002521e-04 
 6.80000000e-01  1.34280532e-05  1.64948209e-04 
 6.90000000e-01  1.41737961e-05  1.70910033e-04 
 7.00000000e-01  1.49323495e-05  1.76883206e-04 
 7.10000000e-01  1.57029211e-05  1.82863199e-04 
 7.20000000e-01  1.64847501e-05  1.88845739e-04 
 7.30000000e-01  1.72771081e-05  1.94826795e-04 
 7.40000000e-01  1.80792990e-05  2.00802580e-04 
 7.50000000e-01  1.88906586e-05  2.06769532e-04 
 7.60000000e-01  1.97105543e-05  2.12724316e-04 
 7.70000000e-01  2.05383843e-05  2.18663808e-04 
 7.80000000e-01  2.13735768e-05  2.24585089e-04 
 7.90000000e-01  2.22155886e-05  2.30485439e-04 
 8.00000000e-01  2.30639049e-05  2.36362324e-04 
 8.10000000e-01  2.39180372e-05  2.42213387e-04 
