 temp-sweep             v(vref)                i(vload)               i(vdd)                 v(vbe)                 v(dvbe)                v(pbias)               v(pcasc)               v(xbgr.c2)             v(xbgr.vbe3)           v(xbgr.vd1)            v(xbgr.vd2)            v(padres)              v(pad)                 i(vmeasure)            i(vdigital)           
-4.000000000000000e+01  1.044052133803086e+00  3.208816504101866e-06 -2.482535382907294e-04  7.806566507034765e-01  4.232475622711760e-02  2.312058404472443e+00  1.901424598557193e+00  8.436435339425183e-01  7.806760323134593e-01  1.561348835313790e+00  7.806744176545342e-01  1.044052734886923e+00  1.044053310488295e+00 -9.800133523190127e-10  0.000000000000000e+00 
-3.500000000000000e+01  1.044239722221208e+00  3.278222852640101e-06 -2.536108218325604e-04  7.749931732824686e-01  4.326692574340402e-02  2.311201928335408e+00  1.891447793043699e+00  8.386812678480580e-01  7.750139517639650e-01  1.550024687610590e+00  7.750123438029708e-01  1.044240320086830e+00  1.044240893623360e+00 -9.747663405430411e-10  0.000000000000000e+00 
-3.000000000000000e+01  1.044413459727777e+00  3.347585819389140e-06 -2.589649421636550e-04  7.693073667247833e-01  4.421055746038506e-02  2.310375239463880e+00  1.881487641468290e+00  8.337313326963985e-01  7.693295928742037e-01  1.538655986600230e+00  7.693279932977675e-01  1.044414053719473e+00  1.044414624787116e+00 -9.684502513790314e-10  0.000000000000000e+00 
-2.500000000000000e+01  1.044573562890813e+00  3.416901774812954e-06 -2.643156222978768e-04  7.635994138340788e-01  4.515565507000677e-02  2.309578171345465e+00  1.871543918064726e+00  8.287931539633844e-01  7.636231371031238e-01  1.527243095692822e+00  7.636215478437800e-01  1.044574152259540e+00  1.044574720395701e+00 -9.609129154508697e-10  0.000000000000000e+00 
-2.000000000000000e+01  1.044720238471761e+00  3.486167097314677e-06 -2.696625857809193e-04  7.578694885050543e-01  4.610222217271023e-02  2.308810578473492e+00  1.861616418887752e+00  8.238662087753337e-01  7.578947568529382e-01  1.515786360227545e+00  7.578931801113652e-01  1.044720822368928e+00  1.044721387048916e+00 -9.519920262671449e-10  0.000000000000000e+00 
-1.500000000000000e+01  1.044853685633898e+00  3.555378192590298e-06 -2.750055583675999e-04  7.521177562102853e-01  4.705026224848860e-02  2.308072333934519e+00  1.851704956963882e+00  8.189500236051146e-01  7.521446161100444e-01  1.504286108729221e+00  7.521430543619959e-01  1.044854263105991e+00  1.044854823740199e+00 -9.415165185116007e-10  0.000000000000000e+00 
-1.000000000000000e+01  1.044974097462820e+00  3.624531503117361e-06 -2.803442685661257e-04  7.463443749694135e-01  4.799977898386819e-02  2.307363327570146e+00  1.841809359522711e+00  8.140441720166284e-01  7.463728711957300e-01  1.492742654433185e+00  7.463713272140515e-01  1.044974667447292e+00  1.044975223379510e+00 -9.293086243783923e-10  0.000000000000000e+00 
-5.000000000000000e+00  1.045081659742139e+00  3.693623488961340e-06 -2.856784462083469e-04  7.405494953899225e-01  4.895077599823627e-02  2.306683465503287e+00  1.831929469904862e+00  8.091482710275396e-01  7.405796711139735e-01  1.481156295945194e+00  7.405781479701272e-01  1.045082221065123e+00  1.045082771572456e+00 -9.151868424312473e-10  0.000000000000000e+00 
 0.000000000000000e+00  1.045176554421341e+00  3.762650661688600e-06 -2.910078250882821e-04  7.347332615823915e-01  4.990325718394158e-02  2.306032667484239e+00  1.822065140660760e+00  8.042619798484243e-01  7.347651581867299e-01  1.469527318499108e+00  7.347636592470347e-01  1.045177105797929e+00  1.045177650093127e+00 -8.989701351371243e-10  0.000000000000000e+00 
 5.000000000000000e+00  1.045258956764121e+00  3.831609547089342e-06 -2.963321401556227e-04  7.288958110579561e-01  5.085722637566228e-02  2.305410867425845e+00  1.812216239044177e+00  7.993849958296337e-01  7.289294682057339e-01  1.457855994264182e+00  7.289279971290904e-01  1.045259496802259e+00  1.045260034039282e+00 -8.804838095319970e-10  0.000000000000000e+00 
 1.000000000000000e+01  1.045329038314397e+00  3.900496713115951e-06 -3.016511295767579e-04  7.230372754228195e-01  5.181268758233960e-02  2.304818011204523e+00  1.802382641336187e+00  7.945170531934154e-01  7.230727309777961e-01  1.446142583395606e+00  7.230712916948145e-01  1.045329565523782e+00  1.045330094808055e+00 -8.595676764069353e-10  0.000000000000000e+00 
 1.500000000000000e+01  1.045386966130022e+00  3.969308755114780e-06 -3.069645335397444e-04  7.171577805145235e-01  5.276964485336653e-02  2.304254056405353e+00  1.792564234495098e+00  7.896579200580870e-01  7.171950705763935e-01  1.434387334489386e+00  7.171936672407625e-01  1.045387478937881e+00  1.045387999342912e+00 -8.360872770893732e-10  0.000000000000000e+00 
