deck,cap1_max,fout_hi,fout_lo,freq,i12_avg,i33_avg,t_a,t_b,t_half_a,vref_avg,vth_avg
supply_ptat_vdd3.0_T27,1.08626,1.21473,-0.0086014,1543718.0,-2.49398e-07,-5.74551e-05,5.79376e-06,1.61583e-05,3.23547e-07,1.03892,1.03892
supply_ptat_vdd3.3_T27,1.09447,1.21517,-0.00850026,1532334.0,-2.47042e-07,-5.85611e-05,5.82849e-06,1.62701e-05,3.25923e-07,1.04597,1.04602
supply_ptat_vdd3.6_T27,1.10864,1.2155,-0.00859569,1513660.0,-2.43558e-07,-5.98765e-05,5.88795e-06,1.64584e-05,3.2991e-07,1.06069,1.06083
supply_ref_vdd3.0_T27,1.08973,1.21473,-0.00859855,1538854.0,-2.48448e-07,-5.74529e-05,5.8218e-06,1.62192e-05,3.2461e-07,1.03786,1.04172
supply_ref_vdd3.3_T27,1.10019,1.21532,-0.00854158,1524180.0,-2.45246e-07,-5.85499e-05,5.86719e-06,1.63646e-05,3.27707e-07,1.03786,1.0517
supply_ref_vdd3.6_T27,1.11953,1.21535,-0.00859629,1498679.0,-2.40482e-07,-5.98298e-05,5.94919e-06,1.66253e-05,3.33273e-07,1.03786,1.07222
